,700013715,700015702,700016716c,700021261,700021306c,700021361,700023113,700023390,700023720c,700023872c,700024086c,700024449c,700032222c,700034254,700037042c,700037123c,700037539c,700038072c,700038702,700038806c,700095647,700098267,700100022,700102432,700103652c,700105049,700107398c,700108095c,700109383,700111296c,700114125,700116568c,700116778c,700117000,700117755,700117766,700117828c,700119042c,700123562,700161219,700161945,700163699,700163868c,700164611,700164735,700165148,700165263c,700165634,700171679,700171727c,700171859,700171916c,700172346,700172393,700172498c,700172813,700172870,700175181
700095647,0.006154697393695749,0.008550353586615121,0.009577830804658127,0.007179892995213047,0.010399854067950328,0.01005064388653967,0.00955530703081672,0.009068651419199056,0.010428892857848994,0.0071228045307548185,0.010920294417608157,0.008622310936457976,0.00769042474479094,0.006768676917251989,0.007851278108684839,0.009693352218571523,0.01799916128628014,0.006468072643015998,0.008984862482424623,0.016072843362357835,0.005907124551051887,0.007194839972672644,0.008677999662813466,0.0071972754370395,0.006566300065996725,0.007958343550041045,0.008389298769129354,0.007625512953980664,0.006508411887185851,0.01381347077588938,0.00919709241599745,0.009035261039187304,0.008200920248950245,0.010403615245563992,0.009012628970749685,0.00655614451816795,0.00576117058508045,0.008075339095926807,0.008259120111475815,0.008360532840575,0.010629979432648349,0.010760090075207469,0.007522023494305484,0.007877962337799546,0.009096894772577468,0.0078225356543391,0.006904335986948186,0.008753706298738603,0.008984352031190973,0.008993991845578374,0.009616942867856219,0.009852189335045669,0.007588216625778014,0.007784924947988492,0.008123594491577445,0.008149095147417046,0.00588519030481286,0.008890536042563199
700098267,0.00457543676152204,0.007644896660382521,0.008351059324304723,0.006717780117168101,0.009078920577498912,0.009003747667002623,0.009058022240982181,0.007644441724505528,0.009604721591279515,0.00592764517474716,0.009662486151407801,0.00799983421523992,0.006903912742851982,0.006566696685179017,0.0057394414664345165,0.008153277232506107,0.015278719584710903,0.0036801196325828337,0.0076074416397562865,0.014046468685600886,0.007295101056841749,0.00213658154748455,0.00786790153614615,0.00629993099429223,0.004536372653472412,0.006421311438137207,0.00748145452856993,0.007446159304799231,0.005867575131158969,0.010935749517995107,0.008578317925997779,0.008316171767134374,0.006700844399893676,0.008678716798916623,0.00764664218539158,0.0049839673056666,0.004126472966702647,0.007299342289079874,0.008014788903833862,0.007270020091057786,0.009402528563648304,0.009794909381861824,0.005839876665444965,0.006262144907988672,0.008155950441925323,0.0068418816713187855,0.005385916086183841,0.007456422550546491,0.007681502218896132,0.00819339647292587,0.008512432455158779,0.008382021336503821,0.0066813519177891705,0.005333052982927596,0.0072780108374469795,0.0070447746033414724,0.004198301452737606,0.008160869937742914
700100022,0.007549758808530118,0.008342219650590135,0.009043262225059016,0.007411100227559958,0.009546249040342045,0.009239071313629945,0.009103972239511555,0.010105767152730911,0.009869912283994661,0.008018326696495996,0.010332717806234125,0.009138333066772262,0.00783982384501844,0.007147454903105788,0.00920080710120801,0.009430789210476501,0.018280782900705658,0.008102826035486782,0.009463341969033168,0.014878877523313162,0.008878038125401904,0.007921698872852143,0.0062753577757053095,0.0071768195585549316,0.008023461157821715,0.009590834774331017,0.008177358088444319,0.008340107934819763,0.006828776085149028,0.01254205760505381,0.00935044249264776,0.00849072036232022,0.008590395192894546,0.010461132178201651,0.008226987037060464,0.008534645865373143,0.007358223247426181,0.007775479817110109,0.00892123780818294,0.00811563971708899,0.010080518431463823,0.009453337695904411,0.009028563492010803,0.008351482701217015,0.008794508087837487,0.0073851692603838365,0.007902192355176942,0.008550328290412596,0.00920221402193153,0.008834063364408609,0.009938962160270645,0.00880367550224095,0.007671534140088734,0.00907073690517453,0.00817473801811887,0.008740345267013453,0.007768422014616155,0.008623491939111924
700102432,0.0063950096740102635,0.007262423165020979,0.008092761707720088,0.006214201487688553,0.008014241724170174,0.007881371976964237,0.007809162360339535,0.009285435177478141,0.008149500813809515,0.006960190837076085,0.007679901959385907,0.008110731752978937,0.0067407513988233065,0.006277947871800556,0.008311457850125272,0.00781783975541508,0.010392748049046975,0.00687735076403578,0.008229546493124299,0.008681604597715225,0.0073525762718476455,0.006320175351481868,0.007136177787913802,0.00345183937215992,0.007139004302221605,0.008537963579907182,0.0072619144753774375,0.007236068710164662,0.005874252124055852,0.009547077506832277,0.007072540309421127,0.0076790738856351995,0.007353434009954579,0.007568576156467005,0.00671293701056735,0.007526443323455961,0.006271329893872305,0.00717951175155231,0.007602334641701975,0.007038161051331502,0.007037231836697402,0.0071591993136780295,0.007781100049456905,0.0068006294949857,0.007733617024466558,0.006728373521482158,0.006932456209392775,0.006780217314797934,0.008341980021677305,0.007844690386595854,0.008443943292335245,0.006734184739997498,0.0063089569091362785,0.008068544115230555,0.007009274258330211,0.007723242977172814,0.006634904456383259,0.00778132148370188
700103652c,0.004039413707755845,0.007955692957815426,0.008432482925173323,0.00691532854799982,0.00863528097117199,0.008399407708724188,0.008157931102269807,0.008142114919137914,0.008468013506829583,0.005817661084602568,0.00833491979685075,0.008065133010412846,0.0071061927811247585,0.006887412848221775,0.005585195784437,0.008318261130442466,0.011048500704362973,0.004735018771058753,0.0076050333759116965,0.009531514811434551,0.006808422444366896,0.004610201846961967,0.008066215427500936,0.007231676130662978,0.004196770508412511,0.006241283851150191,0.007683925135869592,0.00777363809615624,0.00650485302655394,0.009254915603994275,0.007461494803492956,0.00824267667682881,0.007222659778631633,0.005432017788536514,0.007321143156746798,0.0048457179838107154,0.0029486416633848754,0.007495908726184488,0.008195189008967972,0.007424829959331005,0.007345301205489595,0.008042631335352046,0.00519183087182996,0.005585349055695107,0.008439323199621802,0.0071524979228171125,0.005770490648666345,0.0073000863056417965,0.008282015089979358,0.008536177931793044,0.008347586758479554,0.007433506453001758,0.00718957711199151,0.006502854938465382,0.007425338112505898,0.007121586731124562,0.004253961810450488,0.008596534695197848
700105049,0.004935970996475594,0.010253131051986919,0.01065612170862368,0.00949072078375599,0.011095806459761515,0.011052487430324649,0.01107983077692975,0.009832243295228495,0.011468066292212486,0.00726166614922888,0.01137111886308339,0.01004088464379489,0.009344229291512527,0.009040764804187215,0.007708743290277313,0.010416258735074875,0.015535452084117692,0.006739163104811863,0.009597502421239041,0.013497630669245487,0.008808271232499445,0.007020531323706518,0.010432073959645388,0.009383921185006344,0.006779100643605208,0.0059218546831864335,0.010021265800084396,0.009944200237070757,0.008367849745032086,0.012674494859044476,0.009820426994058572,0.01065443392221832,0.009746723349075113,0.008234813050904845,0.009928819760490855,0.005881745549054141,0.005012000763249875,0.009875792329603365,0.010537682263198204,0.009763503016656416,0.01064214485315187,0.010931927649424432,0.005314603515339317,0.0068103611533783985,0.010822926878617281,0.009386432190014364,0.0072507304304248316,0.009332680855944249,0.0103256584821325,0.01077679018063146,0.010492015624626757,0.010016264350502043,0.009424063192998353,0.008258496785360135,0.009696301069225305,0.009085941658002925,0.004451468014289261,0.010960632777190964
700107398c,0.007195520039225705,0.007938757141001564,0.008894178240761564,0.00718730780727179,0.00920954596359885,0.00884991271236848,0.008438575891179932,0.009778764258131413,0.008965848350629059,0.007969129606383685,0.009106948619066914,0.00897034683933183,0.005948295842765713,0.007076718854264712,0.008789509070330753,0.00894284959137814,0.013330479210744811,0.00783951759756643,0.009132589172105566,0.012451555277930858,0.008626154538846506,0.007585063490512915,0.008220426690319613,0.007353738060387807,0.007685360719300306,0.009248774966802088,0.00526699413020711,0.007996502765333214,0.006635875377437789,0.011071451509633115,0.008399565209413056,0.008259212276518053,0.008143885921861407,0.00988761668976415,0.00775354130451132,0.00823474873560097,0.006940879313599178,0.0065640065763083065,0.008438200478538898,0.007867790431157793,0.008591900235612878,0.008866576011699217,0.008638633609490966,0.007850520396777406,0.008589323959916677,0.007188462818253327,0.0077971124015545745,0.00827447432058519,0.008936327373670068,0.008738363900575986,0.009485471568619352,0.008372263855012165,0.007456160409899008,0.008690876380676085,0.007969144563595734,0.008460619543903748,0.007334076480799142,0.008455159942567457
700108095c,0.007968147230300041,0.009056924527867405,0.009572662987263413,0.008113106148270993,0.00979305479068725,0.009696255446099172,0.009264646212142609,0.010821350134114812,0.00964420028898329,0.008660782758955326,0.009387822329152315,0.01001034231712797,0.008388262359848497,0.0040169882223189,0.00972563051876011,0.009933207834357728,0.013264110781719176,0.008774014391491636,0.010042943551536827,0.012746137060052192,0.00850804797165763,0.008233513492224712,0.009191240092957785,0.00802856355454939,0.008532123904682451,0.010062226427665659,0.008759654170453431,0.0038070912482374452,0.007385789618073567,0.010824842913063343,0.008799643300280652,0.009062855012440741,0.009036233110289605,0.010077265700034723,0.008626960124801516,0.00920377794681938,0.00788941681451832,0.008749087759485477,0.004768399414016695,0.008648082228393672,0.008708039895745524,0.009344585477414822,0.009293164440025432,0.008814433677649374,0.009440634754150115,0.008279545942365841,0.00853536915136744,0.008875085516160732,0.010037773819328837,0.00951152982668237,0.010141300109164614,0.008782619609136918,0.008102914116903582,0.009894099698429835,0.00863415894131691,0.009433618958699541,0.00850715094673805,0.009579800537140856
700109383,0.005985648470924148,0.00732904535021534,0.007827506176733707,0.00624840051519349,0.007879405121695836,0.007756255290596916,0.007593505900654678,0.008990480917859816,0.007883030895917707,0.006794131004926526,0.007417716825971554,0.00796636563157287,0.006732146445522784,0.006310238227557264,0.007954504706337741,0.007908171629554324,0.009948322549619039,0.006977590579466819,0.00800843282062647,0.008847288497926525,0.00712155810031827,0.006283673226064862,0.007248981491879588,0.006310222216013221,0.0069046738212989334,0.008129045384701782,0.007009905119469146,0.00710633622014727,0.0010074472116404728,0.00915555845848522,0.006976426471408366,0.0075455425058563175,0.007227047012652351,0.00694449256711486,0.006705268614448197,0.007126330469194217,0.006146286115210731,0.0069360131763434715,0.007396870315701488,0.006932626411964339,0.006892391455860796,0.006715560630843987,0.0072166162411210575,0.006544392332680273,0.007684231244866716,0.0064489968718424535,0.006702869690015345,0.006992207852874554,0.008083525879681905,0.007551705318926888,0.008383855947687157,0.006497486918238336,0.006411741333726833,0.007883435825753023,0.006842030050993237,0.007631282645989979,0.006376048386219081,0.007691544456858299
700111296c,0.010323844458692943,0.010727215859022003,0.012246923448957956,0.010555722593369347,0.014004066488681906,0.014309600451674365,0.0147219484592423,0.012633661113556599,0.01580309048794252,0.009961988296425908,0.015707954294438536,0.010833608663287909,0.010447741359951213,0.008962923143651241,0.010954947890222055,0.013477286270572385,0.01813691350838983,0.008431842939393076,0.012575274443346053,0.017535129552794466,0.013848974782842614,0.010899430887229769,0.012340985210973524,0.009242773583337752,0.008836212521392233,0.011654195937971788,0.010720271194568089,0.009635027037274877,0.00837212821108637,0.00835437950540648,0.01405192372518074,0.012670565527941437,0.01030409779378439,0.016627628612619096,0.013141804801596164,0.008765707005165626,0.008338979780153558,0.010499663167484507,0.01108245746520803,0.012200230993392106,0.015636669180092252,0.016120534055645216,0.011912365532620343,0.012129937163447204,0.011814445324770795,0.011313773443709001,0.009690978213524964,0.012405621495134954,0.012131825336307338,0.012301951957733561,0.013529587463630666,0.014817145344713374,0.010048478392947719,0.01056773870657183,0.010733984536241482,0.010406391327895451,0.009528666670127745,0.011675139753863336
700114125,0.0076394613656742315,0.008620876162525389,0.009708872816216586,0.008374735460054052,0.009711003921939031,0.01032706120298981,0.0109272567353595,0.009271017310789524,0.012143136764365601,0.007405065154155644,0.011954767134214941,0.008659323648554994,0.00785260014241537,0.007049457244242048,0.008699076144054987,0.009496814450844535,0.016388022618720865,0.0072020505096631994,0.009473806122104307,0.01431731329919478,0.009189930952919912,0.008517636138285179,0.009197973931944626,0.006877948133971674,0.00714738842821727,0.008951949017408445,0.008127096478166248,0.007853655140010626,0.006332394105261837,0.01436549115684605,0.005845249703468934,0.010325830150297456,0.008000635345431611,0.01233493724789049,0.008668295400112169,0.007095078077204923,0.006709732204681057,0.007843174109512283,0.009324111750051205,0.008441183573655262,0.012016091261366815,0.011300722882092313,0.008936846469565133,0.008353724444750908,0.008812572218727882,0.007457481611629155,0.007158404792527449,0.008334831824278558,0.009033702245205624,0.008946676783035772,0.010380321608196423,0.009992699855474666,0.007457048941990822,0.008177565519347934,0.007954901942378991,0.008351212758670715,0.0070425376459288805,0.00858764731928381
700116568c,0.007792693527308577,0.008162689728057837,0.00897896845793631,0.007677267857647538,0.009547241941769691,0.009620742935769398,0.009499000440476836,0.009998222355304454,0.0103646129853251,0.008054712390000529,0.010856067973057876,0.009341541006749967,0.007799048319590631,0.006973276483532548,0.009167143288382175,0.009396120149427199,0.01660085379159706,0.008054621316558238,0.00955579913999415,0.013674197142349454,0.008984279027996077,0.008182903635185644,0.00827220774499222,0.007499044022644386,0.007952112192798837,0.00956282009849105,0.00796267257450187,0.008013851157850284,0.0069012725866968725,0.012665254061590357,0.010182561053842201,0.00455900804721152,0.00829140858427766,0.011374378377604376,0.008301831953848357,0.008391170725490095,0.007176123818563194,0.0075302620944551505,0.00896381618211807,0.008187322563210867,0.010547388685982291,0.010123180360907466,0.009088822614684484,0.008173174084671468,0.008663618613208674,0.007162549996173839,0.007896221339680157,0.008684051917353646,0.00918675177364436,0.009109419908001806,0.0101741280985831,0.008976658568927338,0.007634463753317675,0.008893482441847718,0.008182932690183666,0.008341607855355829,0.0076474353730780174,0.008472573979289426
700116778c,0.006929594334755324,0.008073000017416556,0.008963910939648899,0.006926833586230292,0.009032650297088538,0.008396166232568645,0.008827892884784107,0.009749100994152292,0.009211948523852253,0.007550835889092778,0.009379027537110209,0.00872875680493928,0.007210219738016263,0.007153997797634703,0.008316778348493759,0.00908594970080425,0.013992952771859342,0.006990112375927943,0.008605329565950589,0.012530302853044612,0.008296528666652528,0.006661088440205487,0.00847257903618406,0.007303116043953345,0.007088442829202752,0.008826190283760953,0.00801173778456409,0.008103917591696517,0.006716847331288325,0.010444507077358342,0.008155634998007172,0.008443411807413028,0.004007460569333251,0.009155048441413146,0.007384915887611902,0.007653716426773155,0.006716846950825797,0.007186003719625024,0.00857591392391229,0.007621505640572994,0.008501253263142706,0.009596361988396918,0.008299352367010168,0.00777531490695183,0.008359900869917215,0.007394050759672796,0.007516306869595388,0.008428835508825307,0.008721388003921908,0.008857657775161223,0.009270981164629204,0.008388820735378388,0.007589946391935252,0.008175992530685952,0.007909727367754808,0.008309913486145154,0.006897149845509608,0.008788673683252816
700117000,0.0063295781912614734,0.009917479988613774,0.01128952954534381,0.008990407050506055,0.011443664468353276,0.012354621925234382,0.012086755545159226,0.008667577643948252,0.013372577828345809,0.007415254974025087,0.013067385059823794,0.009975349061739762,0.008915293341072505,0.008566457738151,0.006657807962639144,0.010970333617128743,0.017485805110636955,0.006256596287190232,0.010240466082728215,0.016456292232687138,0.010357204205045354,0.00854614278744446,0.010212720243252059,0.007314531951651893,0.005189214248095948,0.007584502351478332,0.009569202000376193,0.009136347959335258,0.006242871597156662,0.016637119413132045,0.012223240289571315,0.011360219144281515,0.008991115744633387,0.004090702449666715,0.01007459929650312,0.004523223964483533,0.00508450112665763,0.009014214703506015,0.010720142797442449,0.00903901569999306,0.013959526793225542,0.012023217316981291,0.0086697160650287,0.00838500674756652,0.010163061823862403,0.00795182532441946,0.007607395120727747,0.00920152964221673,0.00881104746873449,0.009715024025203021,0.011269466644828004,0.012771386533781716,0.007711226789497242,0.007437128298511582,0.009506391434147318,0.008177299214947411,0.004424474680657861,0.009953203829331576
700117755,0.006913205478145473,0.007803053405216806,0.008807713343810288,0.007051881608872902,0.00895274034610371,0.009799179011990927,0.009121449104510859,0.00948578896050312,0.009991918886263305,0.006762028655765087,0.00979599400839572,0.008208276677478811,0.006953485126325749,0.006479052282987479,0.008300347328214592,0.00908096788509606,0.012462101732923336,0.007202121729274663,0.008716338905166758,0.01213083542416136,0.008929172009277075,0.007488254163065622,0.007968557673829616,0.006482876999292475,0.006974624285711625,0.008959037780774774,0.00747692486336192,0.007679367930287262,0.006062000563787818,0.013152967501365404,0.00854328083337569,0.008234227781416876,0.00721547297358068,0.01008820527825614,0.004506203031231153,0.0071288956138428694,0.006375585580943401,0.007205982453836587,0.008067090554278173,0.008117588462153724,0.01025300402364973,0.009587911999687733,0.008998220268257985,0.007894654969499183,0.008442443614791253,0.007199553360720967,0.007218786179227551,0.008000880714674922,0.00872937601430915,0.006365454260258339,0.009454714010480226,0.009536465003085515,0.007139645050285167,0.00821868697254144,0.007800148644635326,0.008259127863274512,0.007022363862806802,0.008196968706862897
700117766,0.0031821372402840546,0.00835839326218819,0.008761048818951227,0.007325265999935433,0.008866846694936835,0.00882033321371863,0.008462060555351057,0.008146917524567466,0.00867528496840543,0.005451436442554768,0.008482240749954677,0.008713085117940016,0.007499460814905751,0.007432916760987843,0.0056388472888759126,0.008311051190838838,0.008836544157197717,0.004787715613479815,0.007780149455179226,0.008122748234631341,0.006753267717721388,0.00506944787898418,0.008617294225582897,0.007634739066049772,0.004856314669533095,0.005437024948606041,0.008269474380911723,0.008430429210705442,0.006793419534304953,0.009152628959508975,0.007364206332738493,0.008717571016544327,0.00783918663888405,0.004665916811584934,0.007414192599662498,0.0030802411772659546,0.0028292664278298622,0.008021809357535187,0.008834019175284263,0.007957697270108926,0.00778535103383997,0.008044931029323927,0.004457014766246939,0.00512463547414901,0.008966637367781732,0.007412486451468978,0.005554770952874133,0.007217676281320111,0.008659192255166299,0.0087894695949436,0.008694294151525396,0.007662991552772513,0.007619914284751154,0.006609623151694244,0.007990520452398325,0.007112902703800055,0.0033351178649804244,0.009076720641862119
700117828c,0.0028438149674654273,0.008253965917384603,0.008382907328320503,0.007486154265556621,0.008761578695867377,0.008545886043347448,0.008550763718431088,0.0075785443622362805,0.008832780427642217,0.005287623192008196,0.008814963806597216,0.007798457194542288,0.007308896344074742,0.007230464121343813,0.00394657979187922,0.008128515151346726,0.01569626779522325,0.00468198197586964,0.007139645395431593,0.013646810261706466,0.006493119570403576,0.004590126901692532,0.008195140960614657,0.007035848117505905,0.0032706131081177495,0.005138461761442575,0.007697627646141717,0.008017506118560069,0.00645114538203984,0.009424999852719997,0.007562871909566088,0.008210170897702908,0.007547394437024362,0.0054399258463345215,0.007250833174745798,0.0031376440334348905,0.001151537633578978,0.007701081954885247,0.008235952980080325,0.007189833607086699,0.0075107160611403425,0.008604557111166176,0.004007715946240256,0.004818642307944261,0.008381223904812477,0.006956268423827657,0.005535132653284299,0.007099439281608508,0.00803451445228797,0.008324861086844876,0.008036069791170454,0.007724557488386177,0.007085654597921194,0.006179608023872497,0.0074475041383675515,0.006967289051766445,0.002838100554441389,0.008726628622340285
700119042c,0.0074957977930540445,0.00826837546145259,0.00910508488719618,0.007586695128655006,0.009275193235525088,0.00867164347365169,0.008203595698382355,0.00980861044034522,0.008765792262739588,0.008261506044742462,0.009094559462581427,0.009231760313133925,0.006832989869040248,0.0073582181578947595,0.009073852659334521,0.009248456811546799,0.012906872237088111,0.00821991969268434,0.009381042321121906,0.011700956159781272,0.008726643182056366,0.007785381103099332,0.008236856953348266,0.007669693863163326,0.007907298032002779,0.009591434397014174,0.006922647411419283,0.008401674431166194,0.0069228278326903345,0.011280188089010226,0.008493200247993068,0.008188531108283584,0.007691799323800889,0.009702814571139022,0.007842728275802279,0.00842504734559916,0.007297043357266615,0.005773509893535046,0.008712067686218081,0.008170284892879664,0.00873283059609413,0.008904359016616027,0.00889374733097695,0.008019538961839124,0.008660509288434037,0.007299950285911489,0.008077763560279826,0.008504391910760035,0.009283177539926158,0.009090977747775217,0.009732556750459713,0.008258931536962087,0.007699794573596373,0.009010502978377143,0.00828467882076057,0.008752597242927684,0.007718411119598339,0.008953779642039925
700123562,0.007723191245953483,0.0087778792956227,0.009392074675890942,0.007974625889716909,0.009598586653862037,0.009603722642724523,0.009741925151390331,0.010521579895106735,0.010513101140441176,0.008301668577892302,0.010826920458294037,0.009668258825828143,0.008041919494727255,0.004258726521689198,0.009455682676285979,0.009741981546102266,0.017441120154625536,0.008340468789551407,0.009795395218084398,0.01374313421968033,0.008549066581296363,0.008204017865142525,0.009064106089374968,0.007754594779066235,0.00827023054386875,0.00983747808444968,0.008502365554899824,0.004387830508586327,0.0070709173038356835,0.011690549361466615,0.00968011361571471,0.009370663698002038,0.008805949033096148,0.01112002523121594,0.008468106736138632,0.008860604057502648,0.007478880824291475,0.008339921097122302,0.004789497935697967,0.008394651651859205,0.010002060679351842,0.009458247568334032,0.00932125353024404,0.008599582318723802,0.009120670180933687,0.007971254915476999,0.008168699860366935,0.008587184842797432,0.009643977673305089,0.009242728608366085,0.01010357966385682,0.008778756936877276,0.007784683323506239,0.009497071328767806,0.008458441941922712,0.009002244160519023,0.00819692500317777,0.009217734265578476
700161219,0.006890807581710793,0.007876330606075916,0.008392388507332977,0.00643340820091918,0.009083389313120757,0.008850800750178349,0.008924251103914937,0.009687960686662056,0.009442731193721575,0.007235523679527033,0.009374945528374281,0.007994141114796719,0.006929148091934766,0.0067435791740644855,0.00837400536728885,0.008974349993179533,0.015226386421715962,0.007275719110795811,0.008440633646670715,0.011617185576870494,0.00835695832221458,0.007181811197436389,0.007963887943018864,0.006937716327230354,0.007224131012716644,0.008791424989956477,0.007682769180169447,0.00769132708237856,0.00640502150987696,0.012199447660676028,0.008462953884078504,0.008272287978564535,0.007574651795007083,0.009160108468987783,0.008153467325907455,0.007732271399421444,0.0063257785464474895,0.0075716114092914295,0.008105902330885352,0.004993645314406183,0.009096247500655125,0.009374404196655518,0.008136333506361016,0.0076392140460272975,0.008007500486573168,0.007336642643841909,0.007287962240934441,0.008252353211018155,0.008890002507386995,0.008628850748223067,0.008291009743219818,0.007916082181862766,0.0072152307886120285,0.008581068245167453,0.0074152375664772886,0.007586667309432036,0.0071043745552930165,0.008368399827506735
700161945,0.008865189929266467,0.009125797432185643,0.009961801272834019,0.008173370530980616,0.01127299674546624,0.011946430545201385,0.012475466573867788,0.009863389227864712,0.01380561870393526,0.007764409285972215,0.012910999458717196,0.00875705483534163,0.007861652744335352,0.007120485228917552,0.008686306662495914,0.010699658868658344,0.016815043643024833,0.0077194265698641695,0.010354423593955145,0.014548997598166151,0.010627872534547904,0.009407738054061423,0.00995041448770456,0.0068236936870472355,0.0069982608895702405,0.009822344101490736,0.008318505275593401,0.007785529574682514,0.006266027520117114,0.0157481777048661,0.01188218878390087,0.010642631117601492,0.008376790016660507,0.01419406937385377,0.010343240774768905,0.007522297319197955,0.006721010756297745,0.008107607886612658,0.009623909569445087,0.009099642276412226,0.006418305057994538,0.01284394876888332,0.010377832964417282,0.009304477788711182,0.009858997654129332,0.007741576742332083,0.008254616706175978,0.009814830327671862,0.00945058241393006,0.009428790733855762,0.011549122627913825,0.011871312042181816,0.007949656650921103,0.008885511319360679,0.0090667512707011,0.008735258277775985,0.0075565603565335305,0.009102769725486936
700163699,0.009053914306297749,0.008393998158341886,0.010497857172687221,0.007731147367121159,0.011760532508350243,0.010712245494656393,0.010726924556635408,0.01013700295948182,0.011800215285497328,0.00874118109804924,0.011919214941962608,0.009839219035422954,0.008158117346291663,0.007866689254304402,0.009500451462548652,0.010658873406500817,0.016436351594659927,0.008475046731245753,0.010093760597491536,0.01502502062738764,0.010665031663174895,0.009689694859291366,0.009254984597580215,0.006933588231919779,0.007662297514518654,0.00989654468444576,0.008575286104870143,0.00844027140971687,0.006043716113549472,0.015998354397123958,0.0112334672129823,0.010223739675119579,0.009459396131837106,0.011982164125037338,0.00958408531214702,0.007744881058223287,0.007759447779822774,0.008264421420974407,0.009123026611481339,0.009332672833792901,0.012830648606687376,0.004288955928229087,0.010286087008843215,0.010265865625594723,0.009784329274333599,0.007550221783527055,0.008358922479805086,0.010270885122968757,0.009330263277405687,0.00747246817005263,0.010838058376597176,0.011528910859480863,0.00805547552549486,0.008940417337095323,0.008795540805891303,0.009050085184227383,0.007503257286425321,0.009168248273414694
700163868c,0.00369700194893517,0.009019504722849092,0.009217761895994955,0.007901788374661505,0.010194964943636458,0.01033564094254125,0.010393480367788222,0.008182848625291405,0.010806925091998517,0.005887471062956335,0.010753023340038213,0.008568288121136303,0.007796548200251374,0.00751273565796574,0.006154526692922834,0.009031568893665192,0.015798267027264595,0.005273726219216002,0.008170184734012454,0.014950766605123213,0.007624211038328777,0.005823904550801238,0.008903877691551227,0.0077249525057362396,0.005093301010221601,0.004882765955898797,0.008477671826705988,0.008363780399938597,0.006702880884009466,0.012108913744251498,0.008997042175594766,0.009213318310106421,0.00828378104572001,0.008756397261023981,0.009201878061947178,0.004369210057244671,0.0036106472146823234,0.008304914598245264,0.00904819393285242,0.008217438934135266,0.010502454224289779,0.010472317649110238,0.0032525100171929863,0.005837204511226487,0.009308275044592631,0.0078631096757512,0.00603925688905751,0.00799198932801444,0.008743318687655616,0.009235136528250329,0.009127625163783307,0.00936592367206136,0.007707064217907093,0.006698480089989523,0.0081526470293388,0.007707768725124157,0.0030478055512936793,0.009189594697885248
700164611,0.004398379801647187,0.007867111264319831,0.008659293607909554,0.006883415565740353,0.00938576277865806,0.009209122063919778,0.008986957157657592,0.008159580824367539,0.009597846613524974,0.005840280946621018,0.009953332524947489,0.007913911946710327,0.007132780138600399,0.006730120058390231,0.00637194251151298,0.008937411872000806,0.01448934413729312,0.005521816948913208,0.007861722429110601,0.012825385371556834,0.007855338914457506,0.006159204357361912,0.008135551873236876,0.006648614460243322,0.005383667941515667,0.006153844021402444,0.007625511473180052,0.007869735856833334,0.005969978723076387,0.012134958430909367,0.0083151687628412,0.008231657396999395,0.007658898188259644,0.00835501189686944,0.00795639303110383,0.004962485153728989,0.004266868400675893,0.007421916061138975,0.008266350314197006,0.0076274683183507495,0.009320491777304542,0.010324015642742825,0.005752353272157418,0.004059822885184092,0.008423192107748119,0.007014384779948063,0.005993448819098523,0.007698592406614324,0.008230660282018454,0.008782560644243988,0.008562576748469044,0.008984058828346736,0.007049055260065319,0.006804946688051894,0.007555275789362768,0.007465948186058956,0.0041130170642536745,0.008400158183200281
700164735,0.007722039803756922,0.008262229021788704,0.009019919551240823,0.007402989816092401,0.009613618510495131,0.009469855722514561,0.009185020758613981,0.01052779285550251,0.00986261255862025,0.008212116894048762,0.009619364113201289,0.009438045989786164,0.007676961515066861,0.007145605818735925,0.009547026550081395,0.00956565607893642,0.013253897371298125,0.008121808063782975,0.009667685534820307,0.012042163552150004,0.009103154616701869,0.008046574010066256,0.008601926207200707,0.007611557580069017,0.008197888650830642,0.009732669291705569,0.008361985956409947,0.008395897698078044,0.0070766793471056305,0.01190716966405791,0.008852629033485361,0.008736826394811045,0.008292465996602867,0.01030623329074821,0.008533513033467307,0.00869616486409957,0.007362633678025205,0.007999106056234507,0.00881617561237993,0.00800100581921837,0.009903901452742338,0.00976787350188965,0.00921117511487354,0.008446761370675607,0.0071150122465485945,0.007835441342798117,0.008109202742490057,0.008171863943383808,0.009436093206725145,0.009220307717838511,0.010045323848781179,0.008705247377097304,0.007805337940192015,0.009406815763997087,0.008339333130319064,0.008343246065214534,0.008003141600022547,0.009089973262829194
