,700098267,700171066,700023578,700116358c,700023634c,700116668,700021824,700119739,700172726c,700037042c,700117031,700035533,700037916,700038702,700161742,700024449c,700105613,700171859,700038493,700095647,700116568c,700105991,700095486,700172498c,700013600,700034254,700024998,700102586c,700113867,700161219,700106229c,700024615
700116568c,0.012738173399697164,0.011620600323392469,0.00900261097124414,0.01087633642453606,0.012758076357947795,0.01192777572074613,0.008653540916634263,0.012125732886712856,0.0027669639192662338,0.009992325351110295,0.012328345725578348,0.003379644066729297,0.010963224420134185,0.013006817514295138,0.008904876613068102,0.012900155025110865,0.010323224959025006,0.012392190093844851,0.013639094270256377,0.009150457972079536,0.0020358379937468626,0.010165265708114928,0.011753447645970872,0.009916628683605605,0.010950405807752842,0.010963386883351335,0.008945062789891454,0.012090649451430614,0.012263616229928349,0.011512058370267872,0.012520653235916172,0.011260030666277359
700105991,0.0131767038950121,0.011904906795180262,0.002969416842877725,0.0113243933804806,0.013288362672603854,0.01287565690216567,0.002727117351099741,0.012856988869161359,0.01035280304533497,0.0038443074925515,0.012946125798048358,0.010809943885497395,0.01191655609211746,0.013400292945627057,0.009445641857784336,0.013067083158323192,0.010898456812380998,0.013191299328365642,0.014099812434763256,0.002723127958553001,0.010390025682527186,0.0027758697659992443,0.012487013853317368,0.010193423541382135,0.011841176194902462,0.01168671803086934,0.0099139946188158,0.012221521149041115,0.012921212871037192,0.012121106577855834,0.01312621775259524,0.0118681261042132
700095486,0.01350449571246385,0.006796388511540896,0.01157165531369844,0.011413013156795595,0.003841860076740846,0.009036332780013636,0.01147530620439001,0.008550927771101665,0.011699159338942134,0.012425080178239034,0.00853913260791378,0.012451214758884544,0.012956483678826104,0.00860213432526488,0.0104638495036527,0.008222740563940985,0.011961567736705288,0.008993640397052012,0.004405833274755672,0.011386733827456728,0.0118363256424022,0.012255021154391069,0.0015486264862525124,0.01119791121531618,0.0073210305688605265,0.007455167195686156,0.011367586026828986,0.007629353951868079,0.008631355058567129,0.00783802487158483,0.008865391312464983,0.007414351065678002
700172498c,0.012568194969080423,0.011132100858141149,0.009021074422322,0.010667113504911195,0.012475082017848834,0.0120946621378301,0.009014829698806591,0.011846392973726487,0.010222258090514856,0.01024325522708747,0.012191715752833723,0.010532408953538424,0.010618552785159805,0.01267613465087962,0.009097191509460291,0.012277195035579894,0.01053802152330404,0.01239148675225818,0.013193598472867971,0.009270440128930323,0.010244843177398913,0.010310292648958108,0.011536462825399506,0.0014783598668537744,0.010692014675518335,0.0107432529744937,0.009479779085181094,0.011325684493201009,0.012033508013308759,0.011195313050213556,0.012303608373714374,0.010935627696889546
700013600,0.013178266880534356,0.006943181637150815,0.010751732644723613,0.010681381465392787,0.008353242438599062,0.007770858141522058,0.010503406543145622,0.0068382634003158384,0.011092538644153056,0.011487019783008135,0.007891185486764095,0.011526048357586915,0.012236807787211043,0.00887062122836473,0.00981884875929909,0.007185159290538388,0.0112349366734061,0.006577830895979225,0.008871983516822588,0.010707366994229112,0.010962454752708637,0.011576611662241623,0.007276419683856081,0.010345747039237022,0.0005134878229407794,0.005974479417570068,0.010353911738777814,0.006392575896410658,0.007001551262775971,0.005982004338699305,0.00807420971802953,0.0059753217484417006
700034254,0.013023850727350987,0.006673278025232929,0.01080708347275772,0.010759399167955291,0.008281686187802072,0.005472750441176488,0.009615966046980355,0.007633014374199278,0.009505276561784064,0.011526452428589238,0.007764244518119133,0.011541543618075727,0.012337255357907249,0.008555721526839873,0.009718044096380309,0.004909195807620101,0.010875317603262531,0.007816945398589722,0.008463981136627562,0.010514953981166612,0.010986172292623449,0.011420220530536521,0.007409602456552684,0.010386379602410073,0.005972532162829591,0.0007518040375531762,0.010043938690104384,0.004032820899280096,0.005124963263842857,0.00445496756452715,0.0084980073057654,0.0038371725939242295
700024998,0.012197665354167251,0.01064862573612553,0.0085929046059691,0.010220234445261695,0.012050401432407177,0.011783191979120792,0.008122811174880602,0.0117056078879776,0.008557356594729847,0.009814746813315688,0.01151544109650328,0.009629589759487463,0.010670015528989092,0.0121742520640906,0.0018198863863598852,0.011974138464962208,0.003355164556267187,0.011933985012213029,0.012508628532584965,0.008939529796251577,0.009028926605267645,0.009764807524205001,0.01142013820913969,0.009229020527529472,0.010435146267661559,0.010135778528019142,0.0017804203707616406,0.011073417913899772,0.011727643725269256,0.010906635693930572,0.012134905382656212,0.010754062763983241
700102586c,0.014687929821771169,0.007858672060033278,0.012423906322379951,0.012616895413353956,0.009423337284419136,0.003660860231866745,0.012168431023406978,0.008684167621619544,0.01323023925744538,0.013230927955692345,0.008885014556920747,0.013739084371181516,0.014030687087162907,0.009712374780645659,0.011495722076975374,0.0027498897513456733,0.012952903167989378,0.009047151601267315,0.010047669770440186,0.012242171389395736,0.013361874873688164,0.013257744205497241,0.008441895531895663,0.012154008117812616,0.007107201701093698,0.004475454341910565,0.012184610879795823,0.0012063495250285064,0.003285858398656688,0.0027239216883633358,0.009240580329539238,0.0015313899471502289
700113867,0.01451749545490859,0.008163740406280704,0.011989324099053813,0.012271807257148722,0.00980722106766965,0.004681491964139421,0.011739125410055323,0.008827481871538454,0.012387150257126287,0.012874296185795159,0.00923409259341938,0.012999063723286105,0.013736821094662096,0.010105511842252165,0.01112411263715138,0.00398670426613211,0.01254628719482388,0.009161115602617636,0.010364348193086485,0.0119040432443962,0.01248112131934107,0.01287501889742729,0.008731361072908915,0.011861753447850336,0.007134000681205909,0.005210809068364516,0.01183513297669693,0.0030139324829130264,0.002800476462245629,0.0038404604361385493,0.009625146183243184,0.002818732667769768
700161219,0.013591227291451378,0.0074127574602847034,0.011176430415892944,0.011436541571994007,0.008898890270248445,0.004176988156717493,0.010948259417035349,0.008197034281795714,0.011690084073091076,0.012015192524999904,0.008331432117641705,0.012100338057202488,0.012655425508776038,0.009221798127824492,0.010295154841212932,0.003319871646947635,0.01175100325311523,0.008387515028274962,0.0094826474689932,0.011112628540462424,0.011693620546658177,0.012042699128809668,0.007926260264717062,0.011003229321895822,0.0060971918711812895,0.0045374234559217115,0.010999112315913998,0.0024938927620294037,0.0038370729566321532,0.0010630250029193221,0.008801627844908164,0.002167211395463764
700106229c,0.014737015492057855,0.0077039393557126875,0.012292767264498291,0.012495169489204028,0.009942004512906964,0.00983225222259948,0.012392678418710891,0.009714747937933164,0.012906120400967936,0.013147149501554021,0.008626424907537804,0.013316598955282626,0.014039364109749484,0.009682326489020279,0.011444707856325342,0.009335325388055031,0.012977475471347736,0.009940568901645316,0.010676231019482568,0.012168310659699243,0.012784455657606471,0.013098433305323969,0.009024433153695402,0.0121447493158094,0.008254973009701344,0.008658473884081053,0.01234777883766677,0.008474572732084979,0.009641021504530618,0.008837508553479015,0.002694785675937349,0.008263616294060238
700024615,0.01362190362775832,0.007101433522723287,0.011459265559767416,0.011376573914720713,0.008698844149650827,0.0032212262069282703,0.011184773489737206,0.007909658148634546,0.011668417416621687,0.012093546332736285,0.00807739831349572,0.012273310781158779,0.012833014789620921,0.008960348920587342,0.010337890085213177,0.0024227629021853804,0.011773534118234608,0.008209390228123413,0.009243687728164295,0.011190430542921187,0.011758465775272536,0.012110469177388969,0.007771300679807319,0.011041864404917123,0.006259230115864412,0.004041723985972742,0.011218442314165862,0.0014391270379414756,0.0028976204392550807,0.0022316215847789965,0.008458609273098794,0.0008252700606290315
