,700014386,700014498,700015181c,700021306c,700023578,700023634c,700023872c,700024086c,700024233,700024437,700024752,700032222c,700033153c,700034565,700035747,700035785,700035861,700037453c,700037539c,700037632,700038414,700038472,700038870c,700095353,700095486,700098267,700103652c,700105049,700105771,700105882,700106056,700106198,700106836c,700109564c,700109987,700111296c,700113114,700113975,700114082,700116201,700117828c,700119042c,700163181,700163772,700163981,700164159c,700164735,700165148,700165311,700165407,700165634,700165778,700165809,700171066,700171114,700172221,700172498c,700172813,700173023,700173483
700038414,0.012765181116170525,0.012461360116515479,0.01392981316692118,0.016201209589015452,0.01496913736316234,0.01543900068131011,0.012403656343469465,0.013107992084002363,0.014565770670106924,0.01394148600136433,0.01587603335012855,0.012739172554548131,0.013193567489485847,0.012996857529934326,0.014574539915636437,0.013329686445149983,0.01368723672702664,0.013915220575935866,0.012865203274233463,0.0153528740695522,0.003066127263057048,0.015511278008200168,0.015114984490608777,0.013094612572632976,0.0147020162496007,0.013381528084366962,0.014837140435628367,0.01567482073252948,0.018959546724221392,0.016371224976534884,0.013631458184386538,0.014276342018392469,0.013792343687562398,0.01672931325215709,0.014498017227957362,0.020178979562795383,0.013466031438512122,0.014749708139840835,0.014355097522580913,0.01611201283764016,0.017990677259983212,0.013079369323602803,0.014079876560235497,0.014563759303026046,0.01883120977776949,0.013827367658269613,0.016007980203194144,0.013602874812392784,0.01503283848808593,0.019255093332571308,0.013138603384908238,0.013466311709402127,0.0026923752942485,0.015027461428098526,0.015742894482652838,0.013336412026320668,0.014468106175023459,0.020354772091408062,0.019024931341132336,0.01666932409759512
700038472,0.014939115918329896,0.014419373315211809,0.0160989100769405,0.017330517107415684,0.01641129475255839,0.015289670004880365,0.015194171660896852,0.015128621655322302,0.015562203764761908,0.01398404826197348,0.016235415950220194,0.01494657395938566,0.01528569155847165,0.015075765731598,0.016085748084281416,0.015622094399327848,0.015343190025632511,0.015828719673214506,0.014933794942760663,0.01643359712516512,0.015299488776695735,0.010016903453845458,0.0165912380015892,0.015061807557599205,0.01629527769111483,0.01571712327704744,0.015481445131300493,0.017717547734840095,0.016704600423651548,0.01741912841879454,0.015168696677034972,0.0162858432998639,0.015997568140554547,0.01793277579665659,0.016669257300144555,0.017688918560322425,0.013415081564548703,0.01677246827746248,0.015568238350467726,0.017022722751395925,0.01649781728102909,0.015145689277388862,0.01584173191510862,0.01586010792502406,0.015680927934253103,0.015585802092794336,0.01700249261008552,0.015692748995972144,0.016844897921021944,0.019480635738617087,0.015440555038931608,0.01580429152364668,0.015053415873710297,0.01577810879441605,0.01643790591115504,0.015753833340798568,0.016045349593686222,0.01543889635454999,0.016383803182919057,0.018792394389579435
700038870c,0.013901551030406582,0.013291063762125962,0.014717457347486147,0.015765035923078655,0.015730608137100827,0.016528461872093697,0.014655197353290558,0.014029615115800514,0.01419455742346693,0.014952815707596281,0.01518523684226133,0.013810140615399397,0.014784064243804606,0.013927164450201816,0.01526631719339938,0.014776587341797497,0.014513310105781673,0.014572645462689065,0.013793908936067878,0.014581563379237049,0.014533263407035146,0.01614538098443854,0.0028994064910217955,0.014100595062000969,0.015712142767979484,0.014284445657752443,0.0155748453933774,0.016648438751031107,0.018784180092328885,0.015366542020910938,0.01457136503969289,0.014967241533863446,0.015164578414120349,0.01635139321236003,0.015697758735849315,0.01967842071891779,0.01495856954278483,0.015396584195251396,0.015477882184470347,0.01581357581985707,0.01796782800888819,0.013877027586975696,0.014979064432994559,0.01497000812398671,0.018346625581022374,0.014259421932724496,0.01595255332563964,0.014202260942422131,0.014351657559512341,0.018369264338912953,0.014507833618576904,0.014985997525833778,0.014186601594253757,0.015093203264833807,0.01492944439290491,0.014871305490483289,0.01425001567438869,0.020156564244149088,0.01847879150134638,0.015588961548287969
700095353,0.0016172231161984507,0.01109438482487587,0.012470283814279861,0.014873336258051158,0.012628591369786498,0.014045913643967926,0.011427737111340455,0.011468308901847045,0.012837114843897332,0.01253381079462957,0.014713039242503521,0.011326909846930208,0.011280930467914877,0.01180079088439799,0.013025375284805867,0.012810940281680477,0.012103180689447553,0.013903419531214009,0.011246516392230886,0.013960655539873404,0.012358304820441077,0.014357386810654264,0.013813836622462949,0.0016293995934200125,0.013162458026208372,0.012203009622166095,0.012797075239289815,0.014429323784848055,0.016961644116380892,0.014224877270583207,0.011698181382332766,0.01316611813413537,0.012042146683364651,0.015309049117679958,0.012915154893861927,0.01939354377554479,0.012301566971195128,0.013848938572652148,0.012351907123383717,0.015101459986363159,0.016387696957989018,0.011379005923355326,0.01285786131148075,0.01322268530553808,0.017671531258723675,0.012302062739150793,0.013841323922108153,0.012549470190760324,0.014170561012262,0.017990231725677187,0.01077371496731053,0.012184072072500381,0.012088932986804198,0.014060794054854374,0.014238074712878203,0.012675519447307904,0.012951371383174577,0.01902824690082052,0.01780242849449652,0.017501206395659455
700095486,0.012942956914320194,0.013229080789715521,0.014199692435440777,0.01618684349419161,0.015605007719912406,0.015043209324260086,0.01276090371353369,0.013169656487318566,0.013903087822734925,0.013850172509279151,0.015528387092961091,0.01297048616369964,0.013634546587909248,0.013049294624041665,0.014794109800316481,0.013701331697927727,0.013857581868485288,0.014043439901544302,0.012940907601341518,0.015201677636882377,0.013806586764083655,0.01544923571161048,0.015369345494732685,0.013183200307764379,0.0034559428299918873,0.0141586147052697,0.014591786044640296,0.016485474777496543,0.017640546972964993,0.016184997959291524,0.01374007158757286,0.01458527148941795,0.014457352110453065,0.017368288063568545,0.014668400967271712,0.019620498931470796,0.014082253623362406,0.014748595846343053,0.013431310158448806,0.016802449087015853,0.016719789412165533,0.013329171029450543,0.013807849938699686,0.014651062398619696,0.01741613884090771,0.01405925078982044,0.015621871400994325,0.014074107604831791,0.015386420743462635,0.018389112093290635,0.01380445842585006,0.01382557384484887,0.013604151013736656,0.015151303580090881,0.015660764993419125,0.01395925772947999,0.014290754791201938,0.01945392351963627,0.01805280784776084,0.01774438625316344
700098267,0.011750572690674085,0.012060289473447354,0.005236001429480484,0.016125275982370773,0.014968500616978436,0.014520480919536201,0.012275520523478547,0.012462333526358015,0.013451355609556924,0.013661581755837626,0.015144105184366877,0.012301667458304993,0.011907344624287556,0.012392515009944326,0.01472360151459352,0.013251022371528294,0.013062389790534428,0.01378964920900586,0.012255163875623094,0.015143456682732889,0.012733789648146516,0.015108631702471894,0.014101635376957081,0.012327154564488628,0.014286917371823514,0.0022313348235239745,0.014080690013808846,0.015394588726496725,0.018233075552759336,0.015627570746303852,0.012808391269845435,0.013567905849220721,0.01299259904591374,0.016653115489720365,0.014158718583205209,0.019680112690260595,0.013246540193403775,0.014826796420092119,0.01380356972744954,0.016402008012984318,0.01701789422271496,0.01231526895453401,0.013637634940847751,0.014095250289232877,0.017753278463903937,0.013504402846453354,0.015146544081285861,0.012714545504752164,0.014855910281435037,0.01901284868531966,0.01262132611020433,0.013563795817541458,0.012554717924572455,0.014396371922568022,0.014457949866782963,0.013889240504281052,0.013888711244383414,0.019390662564071584,0.018291428972859586,0.017370655743246786
700103652c,0.013281695394573061,0.012895589029017133,0.014549535903980608,0.016085140128828026,0.014335184719173753,0.01524255773060269,0.013416199539799915,0.013399938688706831,0.01478240440484434,0.014229615148026759,0.01553449288360008,0.01393675311095371,0.014003735089041104,0.013664559955906434,0.011780316022763108,0.013797937221621854,0.013059752249276387,0.013754517499700032,0.013187577937307524,0.0157084413742763,0.014212653815109597,0.015025252283215326,0.015569244918483837,0.013049245079415382,0.014918503166639714,0.014228261964105782,0.007174892010658942,0.01616223751992769,0.01676118154936572,0.016613168089893618,0.013824517504579506,0.015035102610165491,0.014581224294737608,0.015678658635291297,0.015156601153836735,0.017911950369762175,0.014231595608500852,0.014379351349350446,0.013884527240746375,0.015903586528631837,0.0117345754672062,0.013795612084073946,0.014330227088243495,0.014830601201023289,0.016556888248306458,0.01370125471266071,0.015473692672277502,0.01409179454859551,0.015337142271519891,0.017406627723561368,0.013785847048472834,0.013569261992832898,0.013857687309920087,0.014450678688350068,0.015495026342529855,0.013693357731208262,0.014818672043175435,0.01827286198292565,0.016390119829173707,0.01651665383216513
700105049,0.013927017620983759,0.014637229545281218,0.015868191141165958,0.017502555207777208,0.01653547515803366,0.016766086882352423,0.014236176593421777,0.014274158275318385,0.015411067303650983,0.015337171897170305,0.01679055924507289,0.014339007174019536,0.014260482783685914,0.01390467513455543,0.016052670971180977,0.015523227254131165,0.015216424953754793,0.015555416933139906,0.014052765798182808,0.016671684198764056,0.01479540407648503,0.016917198504121395,0.016309716808210955,0.014505424327694439,0.016558838548990557,0.015354691875733524,0.015843822067357252,0.010163134718418452,0.019524495508648307,0.017352384456248784,0.014997047809991563,0.015625299551908396,0.015606669684122252,0.018407920333896093,0.016127721709139658,0.021122775007780554,0.015362606331564282,0.016181961513366632,0.015379173401039361,0.01748378630184538,0.018202710927339757,0.014925529627013174,0.015396834016553743,0.015869294575100057,0.019742551015153476,0.015680027230772574,0.01742432369271177,0.015477004855781554,0.01714978097519638,0.019319410808745482,0.015328186610335064,0.015459179778171454,0.014683357372666114,0.0165569477540874,0.01690448526337412,0.015459688325559448,0.015945075559531282,0.021038091420711957,0.019792998252449335,0.01928916727273601
700105771,0.017201867245028268,0.017621691594632245,0.017835685510583135,0.017701808547371547,0.017949743561101884,0.01657186590715648,0.017219086307509478,0.01598693076097185,0.016542134619306665,0.01749213878488914,0.01634975894383505,0.01814921169787013,0.017379141298360174,0.0173617172788955,0.01905801828210157,0.018333357962762982,0.017741522043126914,0.018802351065690625,0.01591726118942201,0.017635654931729666,0.017890122898216593,0.015953834426911548,0.018410427829567717,0.017045849737237204,0.017692557685729388,0.018174103885728897,0.016395380086297782,0.01950905636350696,0.005307061441583211,0.018262857644431685,0.017822895396511152,0.018582871863245785,0.018278346108361637,0.018338405152902845,0.019462046314433077,0.015522084665083456,0.017983494312866284,0.018663083370384814,0.017169852813079926,0.017741154218654215,0.01438976271795463,0.017396464405640348,0.018356870280712187,0.01735860309673726,0.012581341206177907,0.01774151466904396,0.01873009349231993,0.01707136924624426,0.016668404919364454,0.02053434773295334,0.01749360185051858,0.01662062117653253,0.017838870816816663,0.016759909100060522,0.017261408089372925,0.017734576605534857,0.017750020132024535,0.01400977762082213,0.014445441922217887,0.018914160286162135
700105882,0.01471150869283211,0.014778094947831031,0.015439003836362842,0.015335722123692,0.01566763074753384,0.016811932746264132,0.015889869664877796,0.014966203827190465,0.014235561527257912,0.015970053457608598,0.015435492936222301,0.015276493233825149,0.015553754028916487,0.015048028249303864,0.01655902739782654,0.016060060099254137,0.015443704432690717,0.015466069937593526,0.014744525120188702,0.014328075581089962,0.015578665825364124,0.016792241024764874,0.015222930721402267,0.014379103882459486,0.01637805185491627,0.015646248436507946,0.01650297556271137,0.017526370721103527,0.018426470569149693,0.004344645751909869,0.015193584554476162,0.016177995342243044,0.01616179061019964,0.015881422731192328,0.016514049068393433,0.019458251197188615,0.015905062390246156,0.015822725603314717,0.015425773832346732,0.01569654184198747,0.018008350543660217,0.0157942588923422,0.016431573892208493,0.015166739380743845,0.018274364823713297,0.015438519735902288,0.015886024597979952,0.015223713475034612,0.015473281219010123,0.016297916233974426,0.015266760671730927,0.015593084197151915,0.01525022319729408,0.016642657072578018,0.01466288240134844,0.015703880526579204,0.014178912718211253,0.01981763186305307,0.018447954255174818,0.017553362777825824
700106056,0.011552259565267193,0.011739190449013642,0.013090108325772383,0.01490273084052151,0.014293296694120154,0.015085986982716196,0.012551102457348171,0.012292468669516984,0.013199571438795887,0.012815535732932731,0.014994445223943616,0.012279516615845788,0.012488551948176633,0.01220798751900095,0.013325581619694556,0.012925909304804844,0.012551476533987586,0.012517443465410099,0.011996269085669795,0.013902035089597005,0.012880537794217538,0.01451495477588232,0.01434224501644502,0.011726052829955279,0.013809511957722398,0.012727451578757524,0.013628083324568075,0.014961537640806462,0.01783969763356766,0.015104850651639811,0.005734481855886295,0.01308140169799731,0.013735704890397871,0.015601784055930747,0.013839606289306234,0.019159855448523628,0.012768802653290137,0.01371768262365704,0.012988558980890188,0.015551389906290443,0.016784898397722653,0.012484650762074702,0.01230308024792635,0.013288878054917661,0.018165201426015742,0.01264444102336234,0.014402981758300385,0.01291463567297553,0.0150127957445799,0.01796491504901476,0.01292784974593252,0.013021035292951956,0.012539803435883852,0.014884280436401059,0.01404881548315991,0.013280880038044921,0.01322705954479628,0.019136687820138828,0.01802836656929011,0.017768042468490636
700106198,0.013097008695113519,0.012633147732791353,0.014336207255380345,0.01618019854855952,0.014947417550715483,0.01587647978843723,0.013264208751883423,0.013320830865217886,0.014230553368747217,0.014467306443444829,0.01562796088862,0.013194853008956618,0.013651663123208977,0.013466181204713825,0.015056153087386677,0.01416024853255006,0.013769657985089242,0.014464169643674727,0.013015495011482987,0.015335163396509392,0.01370721820753492,0.015839426319615605,0.014980234945150453,0.013410928179528126,0.014969106988531785,0.013698887962917532,0.015078336794314346,0.01591183347868235,0.018903797968826096,0.016358384171637427,0.013305900465477399,0.004973337874731635,0.014367970791196318,0.016772178735517344,0.014916335179721135,0.020125383943844055,0.014312731651114623,0.01460510647459627,0.014584622863429151,0.016013385599238664,0.017920292352738083,0.013620450478871313,0.013597343036637285,0.01453058484783468,0.018158606320430853,0.014198530129566834,0.0158130014371682,0.005327220731828703,0.014482009363934989,0.01873831145224612,0.013788268570616567,0.014116316336920136,0.013343522516565792,0.014357720457039903,0.015332858731816794,0.013971867957983004,0.014439046201535105,0.01984163825846653,0.01823395982868859,0.01563281095915008
700106836c,0.01196076804334778,0.012322901617853155,0.013293790613055839,0.016129644302533684,0.013297843070183078,0.014892401096858274,0.00795959946549874,0.01241707905329994,0.013631573927306203,0.013562127349984344,0.01561655084644557,0.012638288437119451,0.01225112776740484,0.012405329576867442,0.01446515597608132,0.013291848555961511,0.012377427504077568,0.013755542220022308,0.012188247658432742,0.015453728661779161,0.012963427344956924,0.015205205610046764,0.014851457548642573,0.012017226928950376,0.0144807121967113,0.012875947049679362,0.014253035714750121,0.01555358585620371,0.018266256801266256,0.015939536708779064,0.013644822718153362,0.014008275518793974,0.0067719453668093725,0.01719681886812465,0.013588206920201573,0.02039961022036056,0.013694140171988488,0.013180634959145208,0.013223541572645095,0.016627035013866687,0.017478311716302156,0.012464026019812394,0.014157475593521613,0.015062233914625474,0.018760438673860912,0.013666686398691251,0.014898037887237418,0.013621724482289212,0.01499858744464639,0.01829535795597143,0.013025996554293732,0.011213887852606241,0.012676890920902755,0.015373422841825999,0.015277371373994614,0.011571074117617815,0.014247488439157092,0.02016081842054823,0.01866895299008943,0.01777014533589053
700109564c,0.01506502500438893,0.014963303015313937,0.01715771462196214,0.016342125322365817,0.0169232429456068,0.01720941785259369,0.01571102384032966,0.014317641183909312,0.014368534958237736,0.016240942242770503,0.01647570853787546,0.01571942424887936,0.01547881799556371,0.015112592783965798,0.01719539540169361,0.013697620645480156,0.015603728841060786,0.01756919723370577,0.014053207894182592,0.01576538702537054,0.015827034949248774,0.017118421176533172,0.01592802254111936,0.015321084605316388,0.017341785372463604,0.0165244410057745,0.015317541289170598,0.018205966273269567,0.01812422102842048,0.015777193825640995,0.015629758759334714,0.016486912788487833,0.017121917964751165,0.00781947637997653,0.017029585933879026,0.020721350781139035,0.01582246764682435,0.016649892022721893,0.01636844400957706,0.01810612048159285,0.01692036903371258,0.015650107382098426,0.01664635712784963,0.016162438920039546,0.018652970406770643,0.016140692909721373,0.01723302567397108,0.016009835504352008,0.016815161032708262,0.01813868558508211,0.01617457428713151,0.015200136320365789,0.015370902498325656,0.01681904415113695,0.014794392311644863,0.015870380651335583,0.015320584815586109,0.019578635331298597,0.018343904805043082,0.01899767534152263
700109987,0.012562555968577948,0.0124964152191098,0.014259790879854487,0.016731310446650764,0.015465815000986944,0.01569018079945185,0.012761871608773756,0.013126884758244667,0.014330930920203312,0.014579087698777311,0.01599837445432841,0.013115747129845557,0.013109846667772353,0.012890359071254727,0.014450254518099644,0.013797617928240377,0.013555398449423646,0.014238721145693446,0.012863331178884085,0.01551680578483803,0.013658355276643896,0.0158686298219043,0.015366890146241792,0.012916619823595092,0.014690482658163617,0.013990972944429905,0.01485050175350905,0.016016927005679964,0.019267066489998357,0.016346553710505425,0.013763041729443811,0.014609406672623743,0.013589010521972974,0.016923658490525365,0.0062722332854479755,0.020144557113799772,0.01381587450507507,0.015216281957900332,0.014066237273770633,0.016790260764710272,0.01817266403414369,0.013252600373257541,0.014379098466149431,0.014943068233281473,0.018730529666278653,0.01413180604059942,0.01588840904139394,0.014456638973665096,0.015666608135595783,0.019132256728166677,0.013856662478605118,0.013817035933020711,0.013300454818949288,0.015812928187908342,0.015481412248321924,0.014313328439792211,0.014581558200217429,0.020035987464386427,0.019070443714320397,0.01907350258724919
700111296c,0.019209330416826556,0.018794943158116802,0.020080133267151207,0.018381877852488168,0.021175633325922906,0.017813902013308746,0.018858703484796176,0.017976449841038033,0.017658392750118015,0.01932820801184885,0.017305164328047535,0.019476597219596423,0.018900753032608103,0.018971880045521916,0.02101693032899738,0.01987595878711115,0.01961943568265965,0.01953044536295956,0.01797674971521185,0.018340648927948865,0.01916502845059346,0.01699356974496526,0.019465412689049198,0.01957377756068092,0.019834712723874607,0.019724952873818136,0.017705397979920698,0.021219351142132567,0.015626014855367684,0.019432414569351308,0.01926279077987273,0.019909645245289934,0.020619710251526674,0.021037150798913835,0.02039399301385483,0.0051269742206980955,0.01980202349247188,0.020729154443251595,0.019651302154391256,0.01914842592666528,0.01429008136504386,0.01939305665455684,0.020449221862359236,0.01951629469861237,0.012848202552385262,0.019597171550540114,0.02056056365699779,0.019067984674453798,0.020014292586880963,0.02234877960268812,0.019217286701915463,0.018816582547504998,0.01915844949649635,0.018451685184015427,0.018138955031083127,0.01983651731472752,0.01893189195651995,0.014766011651744754,0.014248082293411141,0.022269751305904
700113114,0.012612053396960733,0.010943372712943704,0.013774468111786198,0.015895263689515677,0.014081332345577447,0.014518322366331785,0.012398183866639288,0.013025990885065848,0.01437913383196819,0.009298653831152736,0.015607770109881285,0.012504564918937458,0.013143507883914503,0.012554324606917345,0.013663034091406373,0.013094375447437242,0.012715624411232092,0.013303351172004449,0.012744665607311703,0.014951586710834002,0.012871777937711661,0.012983974632583243,0.014895185044443213,0.012515725798563282,0.014339335980585352,0.013368662320732805,0.014176702286562723,0.015560024140867483,0.018289894897519244,0.015973764014243694,0.012928836610241306,0.01423345757278453,0.013924569509879128,0.016128335335894205,0.014066344727200086,0.019953640985883737,0.004026874073830594,0.013938218330464892,0.013340255814000081,0.015771048597277616,0.017616380059584043,0.01274089549698111,0.012632145654092826,0.014182001247989594,0.018613275670518774,0.013134448742108349,0.014934746145133996,0.013569333946103776,0.014565863851666474,0.017993168671073895,0.013354335683287895,0.013155845060103024,0.012415624079547292,0.01468849464802088,0.01528123169251539,0.012960301685030677,0.013812088767930192,0.02001784625603564,0.01870859142082279,0.015909113414950923
700113975,0.013119607869966611,0.012614980761074637,0.014946257484929122,0.015815084448804997,0.015278604572489364,0.016209066234583295,0.012798958776081884,0.013042221246969668,0.014122869696016628,0.014035753631354512,0.015604266788845935,0.013327002175549796,0.013447367340810501,0.01308823567069438,0.014149483426938872,0.013451738900130367,0.011079628460784743,0.014010515242840187,0.012706160666109257,0.014856471029458904,0.013813706630140496,0.015877206951146295,0.014968541033840382,0.013742124496000858,0.014646881554881159,0.014592744562540894,0.013997126269520627,0.015930115450997814,0.018348835391646806,0.015562138554020668,0.01359229059238042,0.01424069315789052,0.013057393220933711,0.016437518630957555,0.015211160864915328,0.02033375080000565,0.013591761735169237,0.003956554256572021,0.01361708215269024,0.01633882651039134,0.01718107979636535,0.013806700302243562,0.01393936624339786,0.014270427398744793,0.01895857202436796,0.013749874955064873,0.015756024904143552,0.013468843927023634,0.0156815637696209,0.017242140840326946,0.013696859501590395,0.013753966811955122,0.013669426984211646,0.015432969102500225,0.014940924652929824,0.014570955548144169,0.014050754498209203,0.020056692190602,0.018581150480697105,0.018602526563648913
700114082,0.012101107299744639,0.012961167623607847,0.013837281987803639,0.015833631542300552,0.0152653896604211,0.01258297780694048,0.012314092545207572,0.012543632486349095,0.013540824218086119,0.013299695867284867,0.015022170796685502,0.01346811996064226,0.012763199517094547,0.012445582366355934,0.01324653979128639,0.013697517146568968,0.012449179365888574,0.012372352856152328,0.012223687228429904,0.015070161850018204,0.0135698810724855,0.014918070978199385,0.015157774065623478,0.012472525743984445,0.013507581703952408,0.013799214699713814,0.013572116082236681,0.015373614668891377,0.017178177103111907,0.015318173600359386,0.013044562023629807,0.014352330890676421,0.013229438706642067,0.016632968424085633,0.014202504152031663,0.019511001992883244,0.013115333728108901,0.013935995880303295,0.0030260103440680835,0.01659904646456547,0.016317037564517443,0.0133525828753479,0.013193431362770373,0.013754578970582456,0.01710643572443869,0.012836921184960534,0.014744692225722071,0.013397343767750208,0.015097938373883102,0.018222026172820274,0.013265517224707526,0.013117195893960295,0.013239180766642829,0.014544873190943807,0.015015379242593567,0.013449231269543793,0.013551387256536882,0.018721047332921646,0.017533164897284858,0.016971049233395583
700116201,0.014834128319235775,0.014177878244203603,0.016740284210937522,0.01613782360612804,0.01760875486190202,0.017294371973345126,0.015166850251162408,0.014263824963990852,0.013801483655359319,0.015563950693156673,0.010009387448199453,0.015036698376411372,0.014670886628199476,0.014863061948214096,0.016267045575713287,0.01606561902445633,0.015352259150052703,0.016522775801946898,0.014045377150610461,0.014862241009924315,0.015249092158432336,0.01631807241560504,0.015471506976275048,0.015195963048897212,0.016914144172266266,0.016413165032154193,0.015642975347057372,0.01745244556742831,0.01763906157888454,0.015622560868532018,0.01562949799188595,0.01577586440039485,0.016574666599962068,0.01825343115684559,0.016962233121397125,0.018988424303806678,0.015498841507586365,0.016657415311860945,0.016527792512887055,0.0073161692052326295,0.016746687694627466,0.015862769410908927,0.015960486696776494,0.015548932433651925,0.017427467221031917,0.0162110634211823,0.016586387943529266,0.015489637124511573,0.016800170011028823,0.018512120717310152,0.015786156643712336,0.015847273819503155,0.01506142453171705,0.01606131165396352,0.015058229463906034,0.01580467106734108,0.014649583600258587,0.018059994413689374,0.01652703446533966,0.019047354299288236
700117828c,0.016641116531958728,0.01619769867917833,0.017144578685409112,0.01692734328828342,0.015876701475063523,0.01614697514188481,0.01644864801262677,0.015687360012502514,0.015968772450526615,0.016919800068632095,0.016205182771761396,0.017146875171240673,0.017017608257813628,0.01634719970339197,0.016476338137581127,0.016624357503086034,0.01647949441697198,0.016471588981715714,0.015612208295585156,0.0170407882930066,0.01697563216060423,0.015718645593928958,0.01765325334778708,0.016431174823316123,0.016794516383284778,0.016910464475711345,0.011515284003838345,0.018198886396376086,0.014409117788132867,0.017823259597504745,0.01672650127020018,0.017576752621296206,0.01752718370672044,0.017040773405455557,0.018249293919187903,0.014208437835257326,0.01738216051847386,0.017380684262549004,0.016374005461104433,0.01685626869871664,0.008254380588795846,0.017175939513966315,0.017625190540910225,0.017100596563154356,0.01354806515099043,0.016950697574504323,0.017770859476934603,0.01623555423341352,0.01662868850185885,0.017825115721881998,0.016579051749570216,0.015913207486647922,0.016972492587373118,0.015927319006021724,0.01629104480270981,0.01676365143149475,0.016842661428269467,0.015028578903354795,0.013644752928905561,0.017274393738834166
700119042c,0.010817516243286493,0.01172653543583569,0.01255207188869359,0.01555462175147906,0.013395816794443178,0.014190312376246675,0.011191256610257489,0.0120669930557898,0.013286037729245113,0.012851558759747856,0.01493516767087195,0.004199286464445569,0.011620806519585254,0.011675951629375432,0.01345967496952879,0.012356053967280794,0.012296137916327415,0.012871391747429862,0.011866253301643146,0.014409514852191972,0.012211236771307733,0.014310988377467875,0.013488256533030606,0.011279494535167887,0.013231904479324862,0.01207462339451861,0.013455018445589587,0.014682711631854866,0.0171532678802279,0.0155567300071542,0.012362725306891444,0.01324113545977131,0.012414366732517328,0.015412723824016957,0.013153190784288176,0.019006430230848675,0.012452626410294546,0.013722664179779345,0.013094928786933833,0.015525051544754635,0.017043172604639445,0.003478636216446094,0.01235073919865961,0.013541370982744173,0.017488409605186092,0.01259297964408287,0.014339153927034762,0.012568199717556067,0.013681774056364377,0.017676578663382885,0.011631574345840676,0.012604153399156619,0.011959576832685564,0.01452397073165494,0.014494985586890769,0.012331196692107683,0.013313583578187982,0.019082309611691342,0.017793612233091845,0.015230665917013003
700163181,0.012980388112885483,0.012316743545295463,0.014433823494033939,0.01645294843741597,0.014726139135380593,0.01558761306691657,0.013075807571066158,0.013155264266136214,0.01450483006274016,0.013172154254124893,0.01586608286389907,0.012231410905523732,0.01347467821460628,0.012537355815583698,0.013778808700256504,0.013529500216227562,0.012873789265138956,0.012796601900399843,0.012869330246540632,0.01556453610878644,0.013559203584247836,0.015441050704695251,0.015024864472904308,0.01313837388884684,0.01420127983175703,0.013848446624611375,0.014382494271188791,0.015703103081626663,0.01871030480050576,0.01663735183295202,0.012525974294751552,0.013627598641137998,0.014498204357611764,0.017046115806495805,0.014728426845115902,0.020731705423875816,0.01273725703753509,0.014332070063285421,0.013461819260454762,0.01632680657946918,0.01801331127119655,0.012724952571131523,0.003460459397331877,0.014421797967378221,0.018730020844287612,0.013435392274576822,0.01520662899206799,0.013226065299913731,0.014578091623495734,0.017926389999838855,0.013827429983177191,0.013899993719833324,0.013108160089108794,0.015472436020393932,0.01576965506946047,0.013206956934344614,0.01428472990717751,0.020552263712666594,0.018806534240674248,0.015353248157964107
700163772,0.01303816064229431,0.01317853785318919,0.014050561756638876,0.014172180875231087,0.015560035083926957,0.01549617350408605,0.0138366223712494,0.013137420732070788,0.013094571060710462,0.01408849843799375,0.014263967517267724,0.013182019019842972,0.013657998243880922,0.01293688388090835,0.014438745879436821,0.014010214032902505,0.013518975324957966,0.014188669097673282,0.012874523653361013,0.012871464569799991,0.013706809897110981,0.015112484758119693,0.01464815978945573,0.01328412856489243,0.014743575275289144,0.014017389316797711,0.014527359449612224,0.015890747726999825,0.0173618126875479,0.015041496993718612,0.013227328743349122,0.01420515955503477,0.015112770147680076,0.016355730391948226,0.014965295154093722,0.019310227564509345,0.01395635094170543,0.014430672305857227,0.013785803435825014,0.01555527117615619,0.017049641828356304,0.013635001239486353,0.014079229080330819,0.007462748858218768,0.017720118268052885,0.013976709084037482,0.015262997312680944,0.013953785386189207,0.014704341724926568,0.017149910123244853,0.014113854321766444,0.014036538562208172,0.013642626689923247,0.016009532286533783,0.014242893134399021,0.01382481901681933,0.013581661246423002,0.01895032444070457,0.017455566324497,0.018180297071999956
700163981,0.017810497803696947,0.01703662028325394,0.01789365498117694,0.017105131509098814,0.017724624034844184,0.01612554751279707,0.017680790493948044,0.016827349286837656,0.01657012123207702,0.017948024490417006,0.01610351128118258,0.01775678018630305,0.01771061111005616,0.017277341210890328,0.019606212540260567,0.018619300877256054,0.01806096996111437,0.018314134316282503,0.01683763527992802,0.01682498485457587,0.017851838685378055,0.015027434465989408,0.018142615241204113,0.017808874722746084,0.017608826044163233,0.017753303595051638,0.016332121750482747,0.019830203392368555,0.01270287656690536,0.018182042586626746,0.018212305203315734,0.017912822917662895,0.018883895873781795,0.01886064024902223,0.018914681906229684,0.012807140775490751,0.01841980971609779,0.019304366150755144,0.017266338948078046,0.0175560492708444,0.013625929220777284,0.01774035673960245,0.018446596608208778,0.01782193841756827,0.001308084863429842,0.018100212924805834,0.019258269334341615,0.016724559189616038,0.016173734774744954,0.01919135986859565,0.01733375797169313,0.01698763554361134,0.017665322557143592,0.015612414719103114,0.016575221959358268,0.01700720182907911,0.017641440042447543,0.011365005432996664,0.011519139792774143,0.015587436634714805
