,700021295,700023578,700023788,700024233,700038472,700111296c,700117625,700165263c
700021295,0.007249347580033909,0.01631970822278056,0.01315416461858943,0.014074252558564268,0.013626571508715685,0.01533635225318705,0.012702959416783524,0.012380719422164713
700023578,0.016387511200097852,0.0026335594845283356,0.010187373664120368,0.011288989032196012,0.010867348030128603,0.011243332465421963,0.010200907130145804,0.010665267002648771
700023788,0.013504043964994352,0.010427332402458954,0.001997034598897875,0.010343753620759776,0.008992175912143534,0.011178585425521756,0.009675442021879144,0.00996444952106703
700024233,0.014122782185940526,0.011255935720667149,0.010096062709126444,0.004810228358779863,0.010009157153938698,0.011907683304403918,0.009802664928322687,0.010280043516398692
700038472,0.013741690245331136,0.01090616796050941,0.008823080940854917,0.01006474347484423,0.0016952394401164126,0.011478439958035911,0.009638512636600054,0.009753039086643236
700111296c,0.015541404166855899,0.011332335069320264,0.010987151074657966,0.011991866568745553,0.011495162264299912,0.004739184138655068,0.011249197477966565,0.011754079232427573
700117625,0.01317357729230119,0.010579762898866968,0.009789576148897215,0.010163065528695652,0.009932784305689522,0.011583321662845395,0.002033420399326718,0.009957479835097791
700165263c,0.012909881714017211,0.011081932698436143,0.010163118212279698,0.01074399139921911,0.010124713526051316,0.01220109083098745,0.010034510620869153,0.002067845861862427
