,700013597,700013588,700013715,700014724,700015250c,700023509,700023578,700023872c,700024086c,700024509,700033153c,700037539c,700038806c,700100600,700102043,700105580c,700105685,700105991,700106836c,700113114,700113810,700116201,700116468,700116778c,700117625,700117682,700117755,700163238,700163699,700164159c,700164686,700164870,700165311,700165407,700171114,700171648,700172068,700172726c,700172813,700173176
700164686,0.009930861828802134,0.011217271296601591,0.010776506669828968,0.010676861244685372,0.010531207843103248,0.011435654426097551,0.010077332039131047,0.010931108101615064,0.010473002004303875,0.010688217994428147,0.01011721486630765,0.011092913854065519,0.010761982561522117,0.012280162531961547,0.012521664736142605,0.010909394618386607,0.011753592207601596,0.01141465805765418,0.011339689349374236,0.011503719436997052,0.012364569782782558,0.010358625563267006,0.010276186868778391,0.010730340411469884,0.010319138015627905,0.01051940018611273,0.010483298184041635,0.01157753842619205,0.009812545135916773,0.01092079234782788,0.0012778019108198053,0.010000377343406452,0.009757350302485025,0.011155782535436597,0.010111146118079934,0.009462237747272784,0.013258680662341307,0.010928492450728427,0.011439998798343225,0.0116714184415636
700164870,0.010872645807433027,0.010362873157909173,0.011563764068508163,0.0108561759493763,0.011490023923803789,0.012232713296356284,0.01022708349122473,0.011864783234152443,0.010728304646150663,0.011350438167941257,0.00929299846326532,0.011707273522213464,0.011417286662409508,0.011467707392575043,0.01268713330842849,0.012173156184784444,0.010648422680928778,0.01233421117806946,0.010569952736376731,0.012244810508213798,0.013137530605157426,0.010182389212861544,0.011377557972282714,0.007860925857979945,0.0012311695919145665,0.011418656670576188,0.010761316900329148,0.012193969776193104,0.010039536410457904,0.01217922278785018,0.010355542894978328,0.0010136328936321368,0.010962761570990584,0.011546865586127305,0.010472335646261634,0.00949680734309285,0.013697974882024866,0.010422328341079019,0.01267989717157632,0.01182457955186434
700165311,0.010069862890899867,0.011590491267547434,0.011342013638869755,0.01012956528506176,0.011588543050635145,0.009081941476481217,0.010651497642312359,0.011193218402418487,0.010356170149944577,0.008241894802126998,0.010597517795512929,0.011483160525752148,0.01073838147265228,0.010262940647020578,0.012142791808572844,0.01136302200508253,0.011830311728241096,0.012149892214607043,0.010381750159934429,0.011919789820460725,0.012074780235478918,0.01064468836881991,0.010411699977914631,0.011594564590769784,0.01128218574159677,0.010411774291437047,0.010572665966199437,0.012083967963083236,0.010529198738275923,0.011517087350720193,0.009940635263896271,0.010796933065937752,0.0010165790476354111,0.012269202030982479,0.009631138159870057,0.009777077922648427,0.01411188783212546,0.011463634405243246,0.01181347274085111,0.012008727282343217
700165407,0.01114204672417383,0.01318016036855077,0.012603804191365357,0.01282304003254955,0.012540056160928301,0.013091742331269474,0.010386033584068203,0.012929727388131227,0.012456319031749374,0.012228951010105831,0.011743616453995864,0.01280182586766566,0.01239558860469382,0.01266869549680307,0.014101391319186748,0.013019044078955343,0.013360691648041668,0.013223379238154103,0.012851054299898702,0.013492358940738143,0.014195871551372061,0.011008154444167705,0.012358995349463631,0.012490527701969567,0.011393339721558652,0.012590557034396457,0.012512423889368535,0.013139273025914862,0.011650434254027026,0.013205802028670957,0.011109606105204888,0.011114665289745944,0.011993443269649752,0.004042545665440441,0.010479271727017294,0.009873895673933321,0.014699266958193088,0.009859898025794516,0.013097806234324723,0.013237218861241913
700171114,0.009826809179632481,0.011552731318098955,0.010657210827827073,0.010432958659293284,0.011034347306396724,0.011283663844846966,0.010069906850559666,0.01110610083970737,0.010592998108976832,0.01043555009639919,0.010451929330528362,0.010924653751412742,0.01015938853188353,0.012192665030723715,0.012048168766596461,0.01089696985602882,0.011712540516861032,0.011475855773116153,0.010322749496742924,0.011343773608288628,0.012023359983030021,0.010353553900462466,0.010559741250211287,0.011390220864764702,0.010641162565504604,0.010547019789738935,0.010224097507152783,0.011734465737637322,0.010016567033895215,0.010793432503132607,0.010178144179234908,0.010167099299212612,0.009497773800296143,0.010585608026933212,0.002187469475745941,0.009272323397644671,0.0137316416584713,0.01047683030882162,0.011207320737291332,0.011352100301091987
700171648,0.00912619894161139,0.010875967342072006,0.010320816556039192,0.010321617439905971,0.010831845072683192,0.011047011335238279,0.004601854092366141,0.010613605710459571,0.010175416741027444,0.010284954777145604,0.009628528625771304,0.01026565542768937,0.010361001144452214,0.011972818327707822,0.01158448651657076,0.010970102155091551,0.011256183885082678,0.010880416137704758,0.00999988714489655,0.010520426627786588,0.011798674788186737,0.009860129537223896,0.009911409379870117,0.010374139659696954,0.009586554797563594,0.010130510236713665,0.009536648869405983,0.01081600504101786,0.009427738230841797,0.011009888474097465,0.009521297784764505,0.009218156836098881,0.009668550888512715,0.009975471259341713,0.00926685428360061,0.001689149381204534,0.012729515969789256,0.008903888922059587,0.011251200270710374,0.011036505373186165
700172068,0.013709397307504569,0.013832670957309078,0.014187022618906099,0.014765003333219957,0.014176721452824764,0.014844142255856941,0.013480450326983046,0.014251405998628595,0.014511487083897965,0.014412764477414868,0.013859161320861306,0.013960122846642416,0.014557124285202946,0.013719562962786239,0.015718275817155545,0.01447660758839484,0.015028400342563723,0.014949094312653722,0.014608124694703278,0.014995872411730842,0.015576801518475078,0.01376242121792101,0.013812230572711526,0.014185371677007109,0.013777568695753204,0.013647841827282669,0.014106467757425275,0.014831679155486084,0.013688772458776553,0.014576430626520033,0.013753039700349131,0.013651139573044486,0.014322583868972474,0.015259795244605391,0.014138572227041329,0.013122677049649957,0.0033071294605390494,0.014670785019222555,0.015976864179904095,0.015446663575456083
700172726c,0.010562204346752565,0.012507346874747222,0.011328118043103306,0.011684817257975863,0.011648868022318841,0.012545679412786673,0.009311667462331613,0.011620083848565116,0.011660200284013515,0.011604587480859567,0.010886803208243232,0.011927115757306475,0.011476072787134799,0.012459870450419248,0.01308290736320367,0.012327186590850216,0.012278580576388193,0.012207414504591119,0.011185521012541326,0.012525993945694007,0.013691240018263667,0.01083277356517773,0.011616766393317953,0.011972453146198806,0.010505511106352254,0.012006045298867469,0.011308682325541657,0.012430868031184135,0.01105468938265425,0.012485281221650553,0.011027579868240349,0.010116538074682314,0.011299119334674385,0.009947969224138847,0.010486191180255391,0.008916955073600442,0.014255924725489127,0.0024383229978423866,0.012164728575707228,0.012520555119251766
700172813,0.011249674092157637,0.013221641509685923,0.01236604137435747,0.0110039891418115,0.012914834581414293,0.012822448541901461,0.012149898780562494,0.012831860404979512,0.011594375647924201,0.011940361313166933,0.012101202548372153,0.012407657565114772,0.012246040151239007,0.01224671644553884,0.014383115892852414,0.012221428154432694,0.013406765750136006,0.013398228211579787,0.011137621438475387,0.013069426549516537,0.013831109429330704,0.012590492255407999,0.011845732335743122,0.013253794011560082,0.012684472623515936,0.012296416128081513,0.011447336052147011,0.013086944879035676,0.011984274358946835,0.01200632799967666,0.011471101618897651,0.012269173769955634,0.011582819451018286,0.013127838123723413,0.011144137971294136,0.011186108282963854,0.015475979228029622,0.01214170640626804,0.0038888912504374865,0.013848521641696655
700173176,0.012529085483505375,0.013720331894337292,0.013104514761076795,0.012513220053915078,0.013210963794403984,0.013810275080496074,0.012427056887150676,0.013418974330029478,0.012553378452851925,0.013059623769882579,0.012477438537131683,0.013400292957692638,0.01304446859025057,0.012566680792525585,0.012503626316804416,0.01393238368994,0.013980531257281483,0.013705144595155065,0.012126480817117792,0.013743428082965446,0.014890167942382796,0.010734457109501125,0.013084730141573218,0.012927736442015149,0.012439727585919252,0.01300561080729093,0.012503484504787351,0.012270392165271636,0.012504418722321043,0.013964873284413978,0.012317518299978281,0.012074729880246039,0.01244126299635931,0.014004881387814428,0.011902621468005777,0.011557424073068048,0.015795522890733958,0.013148687138205092,0.014594766634449637,0.0034737697918443044
