,700013715,700014498,700015702,700021123,700021295,700021306c,700021361,700021824,700021876,700023113,700023267,700023390,700023578,700023603,700023634c,700023720c,700023788,700023872c,700024024c,700024449c,700032133c,700032222c,700033153c,700033797,700034254,700037868c,700038072c,700038158,700038386,700038472,700038546,700038702,700038806c,700095287,700098669,700099512,700100600,700102356,700103710,700105049,700105237c,700105771,700106465,700106836c,700106876c,700107398c,700108095c,700109383,700110155,700110812,700111296c,700114125,700116778c,700116828,700117000,700117625,700117766,700117828c,700119042c,700123562,700161532,700161856,700161945,700161967,700163030,700163868c,700163981,700164159c,700164611,700165052,700165263c,700165407,700165530,700165875,700171114,700171115c,700171859,700172279,700172393,700172461,700172555,700172726c,700173023,700173546,700175181
700023578,0.0030874494643906005,0.0021477138521901512,0.0032022666285922074,0.002440215429185085,0.004219690695666705,0.0032463220397481556,0.0034051638942413543,0.003151626938773862,0.002613049820050068,0.0026337965632229105,0.0031352125326704955,0.0050555922079699965,0.0016174424935264278,0.004351133001543179,0.0038683280815897457,0.003125944975097824,0.002930770364766643,0.0033037495494335914,0.0037889647578722963,0.0034639237254539793,0.0031568864115083615,0.0029502334681560816,0.00310068156963894,0.0021695354359741077,0.0024513213087312483,0.0028634018835859165,0.0031329975473203364,0.00476092572496311,0.002759607830770419,0.0026757487955175524,0.0042183597340027185,0.00457016640764178,0.0037503706096892165,0.00300801720472894,0.0023265906890029124,0.0022707373636705135,0.002653238028538791,0.0036529188487998514,0.0034004990109436726,0.0038922462282358584,0.003389858783717665,0.003065697351283761,0.003386638298445951,0.003737386298027782,0.0032696023910214413,0.003479313910965312,0.004545257826206804,0.0021396269446243344,0.0018982592805948347,0.002814023300417764,0.004274836375378635,0.0031284841696246875,0.002882994963042771,0.00252485513537969,0.002658207835600311,0.0035518555030808314,0.0033450499077880957,0.0019562135914865187,0.0036350174353386904,0.005392282964519281,0.0023531649048516533,0.00448935571834508,0.002651993637007894,0.0027780634079294974,0.00239526226022914,0.0024871928031085194,0.00225417457815367,0.002028486877388517,0.002932037164066136,0.0029867556845775047,0.002258291120807799,0.004840193852761187,0.0023896936303806804,0.003964893001297782,0.002670959200624649,0.0033900193646307698,0.003810214237182379,0.00449387026683466,0.00416064463302885,0.002828464562988291,0.003986920912454537,0.0024926987422693252,0.0026343208734754616,0.003589928076421274,0.0039512157186226094
700023603,0.00517438784672063,0.0037405299053653723,0.0057031149211703306,0.004253220477413552,0.005814304022182588,0.004754152366393365,0.004881744530831659,0.00452106951423953,0.004150178952322613,0.004116051929948797,0.004557493382884403,0.006560538356002087,0.0044969683595528,0.0047094445743462825,0.0053373063720060406,0.004626106968300538,0.0044848992891286694,0.004573892422194913,0.005439519611112127,0.005089692526904593,0.005527781785615243,0.004024615531490526,0.004617880391139341,0.004687482724513495,0.00391978406951631,0.005120595463013765,0.004770600906198204,0.005983843235113363,0.004235880479927118,0.0032578431340375465,0.00597933582647126,0.006253726121305102,0.005811673410536267,0.004418890058928473,0.004115713835425743,0.004871948940587853,0.004826959632933777,0.005568852716135554,0.005217410511004622,0.006092079523779834,0.005783152343021892,0.004389936241364984,0.005070444877060867,0.005398146750443978,0.005244433828742843,0.004877446462646462,0.006302092851600129,0.0037884956821916996,0.004386792251936686,0.004557523729314933,0.006576885094181057,0.004488043245197895,0.004931549407850759,0.004471619441001275,0.004036992753538682,0.005231948993224535,0.005090614040295672,0.004301067562745969,0.00488121864494062,0.006815266161125527,0.00390981953023983,0.005676325586636522,0.004247721418429093,0.004483246335360499,0.0038719014421797772,0.004666475750759358,0.00418248117806821,0.004351348907974027,0.004415859528290159,0.004400983246772218,0.0038932704244295582,0.006320703545190247,0.003987740557831549,0.005663079542716245,0.004050736967132698,0.005015270027470763,0.006413080030675909,0.006911502776433032,0.005551547727643728,0.004400072816262264,0.005312508330408058,0.005043262227427016,0.0042261996304722,0.005301470122310415,0.006461452996220417
700023634c,0.004482607253032355,0.0028566701029407652,0.005056645984429663,0.0031658156173403093,0.004963816939318602,0.004043904589845363,0.003991250505858047,0.003757214836883928,0.0032646140669620903,0.0033565427809986044,0.003638568722010273,0.005715673339706552,0.0037250345224497813,0.004926136361767099,0.0030304742825634804,0.003833203227614286,0.0037120459235700535,0.003924356612595477,0.004362381138435163,0.004174906247268648,0.004878835683363849,0.0031067760793185815,0.004038336454111616,0.003959788180159868,0.0031385135146284227,0.004373881211978847,0.0038818834237153077,0.005470576285210556,0.003606123699603779,0.003227493908625927,0.004844347094641943,0.00511407771574578,0.005361266654675241,0.0034425454555292844,0.003132755892707829,0.0042611316189844215,0.004023099370597408,0.0043778085606059735,0.003999373399283879,0.005532407212335307,0.00498357480459452,0.003719775881158358,0.00436437069882012,0.004644148676614137,0.0045577631765105,0.003918632339685597,0.0055889524709269636,0.0028546060969335155,0.003726980759616747,0.003710288494970769,0.0058721186175301225,0.003720045204682805,0.004245662835584812,0.003348482524957496,0.0033406667947062417,0.004182187504149472,0.004224044341869997,0.0036743798864838765,0.004006159661656105,0.006193651513142964,0.003034713166599401,0.0047871253803539035,0.0032485207837506355,0.0035090334794656464,0.0030968673329539015,0.004044803929308664,0.0031927138516119322,0.003648605129454861,0.0035215448126449667,0.003613725179897323,0.0029356618400126675,0.0055939757884977724,0.003298255290588051,0.004817689854579106,0.0032379649780700094,0.004318231178719386,0.00568897352277556,0.006428734128340804,0.004599459733351287,0.0036604465394267493,0.004612603650103414,0.004246222440818739,0.003115368930041279,0.004519033994058395,0.005720147658375625
700023720c,0.0038443033321513237,0.002542993822679497,0.004353441838426352,0.002919844359481316,0.004692104921317214,0.003613048121036982,0.0039050845988258683,0.003295117099185628,0.003016916204029511,0.002443199701356303,0.003374827966707826,0.005343046953479162,0.003183332163911846,0.004553098300408933,0.0040761594834472625,0.002778978808588907,0.003299077379490979,0.0034669420819928676,0.0042775598108669675,0.0039524043939275786,0.004185720430098734,0.003424832036991803,0.0034179038386312048,0.003280060822845244,0.0028941378144544234,0.003757410293418472,0.0036025034067078974,0.004621988586172987,0.003130376398063434,0.0028594520655964933,0.004682392972447322,0.00490568276157576,0.0046781548245413,0.003592626172837598,0.0029248151882956567,0.0036035286233518935,0.0035299259287076886,0.0042989520800493855,0.003990558409866844,0.0048792829818224675,0.00455047115137602,0.0032901754584370975,0.003788607241377825,0.004053857980089102,0.004082747057742142,0.00404919141095013,0.0052186025476914045,0.002656381795424883,0.003031773312817432,0.0032407418599820106,0.005321031550921054,0.003248052770429185,0.003800405069500999,0.0030537961386258275,0.0030380393087968698,0.0039860776333490895,0.003869434173386668,0.0030624140270694945,0.0042084148735664585,0.0063595083434925224,0.002826822768112207,0.004655741715804711,0.002953801515056086,0.0032951643828803947,0.0027660446487356148,0.0034161875013371304,0.0028018030035044895,0.0030585569633792445,0.0032114107775024015,0.0032839339986955366,0.0027002166535790664,0.0052163651996217615,0.002873437707642508,0.004522938860649387,0.0030330794726369354,0.0038084828486036723,0.005082329003947634,0.005701648275741753,0.004535648474241932,0.0031463609454659394,0.004075915124382348,0.0036548433061069237,0.0030921896879133053,0.0042953432062635705,0.005067145139712309
700023788,0.0038244302413691983,0.001937004188074942,0.004195114835471963,0.002562166620138211,0.0041257171811889095,0.0035413880891719037,0.0035764392608291233,0.002963462927927766,0.002762129624166318,0.002895602885325782,0.002690492290873203,0.005297604052027684,0.003017628935504227,0.004481505045012838,0.003998216426563622,0.0033456815025011,0.0019189447736933552,0.0033122521149275426,0.0038806333071010665,0.0034169908218112098,0.004077796443818895,0.002705600264214644,0.0031798049618726727,0.0031511426821279735,0.002613924793591532,0.003626259577982502,0.003289632292033316,0.004489637511962584,0.0025224489073317528,0.002741070693992429,0.004401076214080579,0.004412427044752703,0.004002278982619098,0.002773446600297467,0.0023921744076713398,0.003259554445859737,0.0033266386732136136,0.003931284009000669,0.0035935400202267557,0.0047769597539556365,0.004306135635924194,0.003090542431954273,0.0033002192897395163,0.0038471119601867754,0.0038424881025373677,0.0034187778554337312,0.004711072240600854,0.002173483430622775,0.002767312253781211,0.0026397424334294157,0.005246885688038495,0.002865816100043901,0.003570269095677266,0.002102312436936212,0.0026985546758204085,0.003754358176764417,0.0036805764840004648,0.0029778676066589916,0.003534831107518463,0.005160418006566754,0.0025462347456229567,0.004070497962049698,0.0027965286813280746,0.002675678096583142,0.002572671530054597,0.003315956849844305,0.00252442731875171,0.00301796963957705,0.0028342296540376476,0.002924175637932846,0.0017358471604707645,0.004738900290826354,0.0027187940896189573,0.004252102308653399,0.0026045282330557427,0.003577743406353964,0.004820085867168894,0.005086581093987412,0.004172470495624455,0.001805171937761312,0.004101428251079199,0.0034411528669067927,0.0026101345935858064,0.004042266561232339,0.0049703404783225415
700023872c,0.004221811691163334,0.002555163109417,0.0047058314526701485,0.0029543051015334235,0.0045981576551439255,0.003615826421474928,0.0038981776965989656,0.0034529603866904944,0.003006553738443254,0.0030359446528559026,0.0032849589549423094,0.005441482087049978,0.003420293230859906,0.004594578864443475,0.004248083758263933,0.003533171503340383,0.0033338699000709363,0.0023468760137823354,0.004181992338541014,0.003868118237418808,0.004614691150694965,0.0028331773781883336,0.0035054834521177683,0.003715600319264395,0.002659706848641157,0.0040048505436207004,0.003524460450221733,0.004976585690428964,0.0030543409308257043,0.002903361078583234,0.004651561032351605,0.004907950456121971,0.004762487974897584,0.002979033268656958,0.0028678540188958835,0.004007535398711077,0.003766677743034569,0.004004434169391884,0.003555603869809973,0.005223053512649145,0.004731640604508592,0.003369216819201954,0.004009157787804698,0.0029814206127167305,0.004214764218363072,0.003600742999273684,0.004901933730095515,0.002620733476911371,0.0035001903506415434,0.0033290372138345863,0.0055845857495041345,0.003447093877822986,0.003957903476730972,0.00315960953138003,0.002969375258998073,0.0038096461665926406,0.0038317225068735215,0.0033945045219925386,0.0036720552393707667,0.0057909853165744735,0.00263032935737313,0.004315583229266851,0.0028292638530393976,0.003207702778249244,0.0027910444807158347,0.0037521101638068256,0.0028772294999689,0.00342233207662605,0.002851251222930221,0.003176352328270989,0.0027191078234139942,0.005482272044161991,0.0028001030261236137,0.004407919751565889,0.0030579205251319726,0.0037707543769116237,0.005449036256898083,0.006089483203918119,0.00421748805654971,0.00325878946692113,0.0042807601375995435,0.004107220563236619,0.0027672365368964606,0.004083371587799269,0.005578874921237076
700024024c,0.00428103935843561,0.0029513212343463893,0.004875955536821721,0.0033399167426461304,0.004943555311329682,0.004021414191930231,0.004009735720953854,0.003713741339282608,0.00330526658495947,0.003403700061455234,0.003726847551597004,0.005793893041205159,0.003541152995027347,0.00490675749040403,0.004249928520760853,0.0039202969806249955,0.003503741726770392,0.0037690283553865225,0.0031620796191300575,0.004281957182356871,0.004653630478940979,0.0031588578743258185,0.003765460196706804,0.003664736477635894,0.003180989364971052,0.004139689817654758,0.003977571996188925,0.005126897916182105,0.0034069382788777846,0.0032937410439643484,0.005136305030995705,0.005128554834436508,0.004749548510675964,0.003666671052012676,0.0032693496386189467,0.003902209591973632,0.003859990010450495,0.004841810050861088,0.004558799845022861,0.005218726758531095,0.004858868270625199,0.0036609163142694388,0.004273400635116446,0.00431882216053431,0.004461394216123568,0.004035342681400505,0.00572734141629602,0.0030030389471396163,0.0033938527152537396,0.003608335233833735,0.005708277563326146,0.0036020454066289166,0.004001323826630705,0.0034112798015508753,0.003279683029638023,0.00420453766145345,0.004162719024620737,0.0034587606430405466,0.004101588342522132,0.006029035151961679,0.003186366157414704,0.004849210902804175,0.0031919760496375814,0.003737194514024994,0.003160900420846399,0.003785165494337224,0.0033377918859838,0.003468629984817854,0.003414330161487146,0.0036485664230634695,0.003013714849655779,0.005335874613071171,0.003277975562648589,0.004976410856145374,0.0030849420549620135,0.003919938755695861,0.005431319930400188,0.006246972028997762,0.004768428773605482,0.003336652953670413,0.004555233260037655,0.004029375512269176,0.003206661765516783,0.004650613692986528,0.005425034059182609
700024449c,0.004202523106248481,0.0026240573101201344,0.004723790028194763,0.003195593839579028,0.0047330052668127336,0.003948271188450121,0.00407102372314691,0.0035599186293786157,0.003203990604556154,0.003360679219166596,0.00338062875358478,0.005703257178724979,0.003441146598458599,0.00487820227071471,0.004337088712354009,0.003846093389920025,0.003278231847435128,0.0036921324021278166,0.0045560469486392394,0.0030921606586440664,0.0045831608344480855,0.0030310204134419184,0.0037021789832966234,0.0036128026460526415,0.002922732976133541,0.004132181806258086,0.003783634147587176,0.004906693949750805,0.0031695807953306334,0.003230884476478909,0.0048826719053741375,0.005134929129184664,0.004685989091172717,0.003504162054339457,0.003038714820284524,0.003780725667161593,0.0037070395409936835,0.004493438540486694,0.004221758711940252,0.005191642955031701,0.004803116836602509,0.0035670786201288038,0.004037316235460694,0.004291916862084838,0.004166000857958555,0.003804310505794989,0.0052861455530313,0.0027579507979684334,0.0033107939651547467,0.0033417626332779985,0.005623727504843057,0.0034273282149648037,0.004018812404764602,0.0031989466911951986,0.003133423074268713,0.004222784392575104,0.004167959257211659,0.0033726845055501095,0.003877736437225962,0.005764920753399865,0.0030415673887958738,0.004677858916223454,0.0031859163235351687,0.0034316662992906915,0.003019767825037346,0.0037196739537746696,0.0032317061681075587,0.003402019612230835,0.003424830674923095,0.0034226558067482348,0.002637321594658646,0.0053741692577479626,0.0031639203805515436,0.004831410545547136,0.003128106939016622,0.00392199275497964,0.0052102473738032265,0.005856620453961802,0.004578220905682117,0.003155938963540435,0.004572945295801396,0.0040219235903330795,0.0031706366669783962,0.004463043337642291,0.005341761553768875
700032133c,0.003994227756576199,0.0030401112921139644,0.004065717063862865,0.0034417223621637976,0.005029529088076127,0.004098443448564032,0.004191650284822101,0.0038671944557000775,0.0034754875068850823,0.0033958375430462704,0.004026693944946832,0.005772451842884017,0.003008772699710052,0.005086198712055678,0.00482931543359181,0.003911187231644959,0.0037612726453901527,0.004245325759960189,0.004736033549974737,0.004396795238635066,0.0033330640859839367,0.00391454441657976,0.003974537535258984,0.0030545604932126448,0.003409964212670378,0.0037279946831778672,0.00405438994724267,0.005424791355413544,0.003740729263203105,0.003473011478831082,0.005182564679870671,0.0056006425036741496,0.004841720462434564,0.003962279073380196,0.0032350306567917406,0.0032816518961051766,0.0036052889052517476,0.004761052286415211,0.004574957050572217,0.004724342924052449,0.004342612157651072,0.003802711303743559,0.0043643163401165235,0.004761282833357364,0.004180975295780745,0.004476384198672514,0.0055626689777572725,0.002980945603691826,0.002888378497050531,0.003728787874619599,0.005111838686269185,0.0041094903712350335,0.003730256370960484,0.003545795484978038,0.003520556382492212,0.0044861979592378245,0.0042355346088368585,0.002739444794264706,0.0046433422348325145,0.006281884382450628,0.0032502372208717853,0.00542185012865447,0.0035882123116738763,0.0038645815806267114,0.0031267161185785275,0.0033164049940453337,0.0032144505873795168,0.0028176882813976756,0.003891275187839666,0.003890515054133833,0.0033071224803802447,0.005698235990601055,0.003249157391065675,0.00487314099590541,0.0034491405754461173,0.004355530062846664,0.004781176135625184,0.005463173891598651,0.005096749683974131,0.0037144661694446884,0.0047080462151239556,0.003444272432321244,0.0036322514148717723,0.004603795442410528,0.004936544030886184
700032222c,0.003426691236121329,0.002010063159695245,0.004452664688874694,0.0023664993236022095,0.0040748293596503974,0.0036492985565851747,0.0032421197559580873,0.0026824537422579665,0.0022675187516097445,0.003044079195791129,0.0025636941851868043,0.005205669926491246,0.0030789362641233057,0.004098965514172815,0.0034012704864411387,0.003527782896760409,0.002762231441925651,0.002869729070519128,0.003552750846956931,0.0032207696416847076,0.004298261922922056,0.0011588896036103967,0.0032126532575601154,0.0032328673202485676,0.0023482305112125044,0.003748843160774449,0.0030272161332844717,0.0039016265578034415,0.0024206435778612707,0.0023367253046505084,0.00385288091003417,0.00401856876265442,0.0044384319680411555,0.0021919526282512154,0.002169460219397033,0.0029335160241367275,0.002970783315599639,0.0033458019323003283,0.0031468081474365843,0.004456704847085655,0.004535062657456307,0.002779883256308023,0.0029613791251239035,0.00329795569846842,0.003444619669218102,0.0019015041193603689,0.004394987710785422,0.0020009761148079117,0.002486176399767395,0.0024899182642602593,0.005369175929760618,0.002618489755504628,0.0038813021317112718,0.0024564751477477503,0.002381843916122707,0.003200747410145127,0.003151489243308489,0.003137482475779859,0.002007392141636546,0.005979501744226142,0.002177432074915927,0.0036069331229214288,0.002287546934123017,0.0025134054401721104,0.0026569816793374063,0.0029985300491305795,0.002055597893142887,0.003160338702850952,0.002405003937870436,0.002508430408434659,0.002170770085568541,0.004483731405647699,0.0027160525664916926,0.0038069904086702566,0.002466060609979757,0.003108452401942425,0.004480490226749418,0.005131619255805469,0.0036606706705352246,0.002583248935039591,0.004311097827705986,0.0031824067070277055,0.0024353274786294344,0.003474495550744375,0.004518918943712324
700033153c,0.0036802238285399123,0.002092031454866086,0.004137526616701201,0.0024462660998847263,0.0043341921445122856,0.0032573379435790694,0.003630707969741054,0.0029724585585164075,0.0026560699788851245,0.0026687509196437584,0.002870196335286469,0.004970172471586953,0.0029307395014389844,0.004195530264350542,0.003965486481078623,0.00317430064042426,0.0029011160382822316,0.003190555341783912,0.0037967876386407373,0.003509315185462842,0.003949730776543909,0.0028943983403346865,0.002097436396801551,0.002936563490325952,0.002491289699151736,0.003502886900523728,0.003337842599308008,0.004465632185037661,0.0027809848546191903,0.002521110475805081,0.004202130468504103,0.004672290751152241,0.0043604608803137455,0.0031524289072010028,0.002414928977448489,0.003196455710553219,0.003132298444057355,0.0036869760449957795,0.0033446859713085544,0.00468303201963339,0.004217980497759992,0.0028879193560663605,0.0032789264187341465,0.0037242548152462726,0.0037683141198161492,0.00362999914371572,0.004880968346321501,0.0022096966568384575,0.0027012354922934744,0.0028798188689625995,0.005083202794119956,0.0029937490700530766,0.0035164797272622833,0.0025630990980391537,0.0027336989848394046,0.003687819660873404,0.003711327698930856,0.0028384036446681073,0.0037729879687207666,0.0058829078958025785,0.0023923215543288595,0.004182852228631735,0.0026128064829020674,0.002760096377739213,0.0025181005950101897,0.0031909746818483834,0.002330241014330237,0.002834348705558051,0.002839456412218306,0.0028956046843121854,0.0021130737790129635,0.004859973963748219,0.0025953412579651494,0.004126382614588387,0.0026707395102689518,0.0035511991670664654,0.004829627871207062,0.005527229197359849,0.004149146175164985,0.0027779915114615455,0.003897801318521,0.003399641870784245,0.0028152060146846756,0.003908103894724978,0.004884410283140932
700033797,0.003065151312667838,0.0023223493528294523,0.0030589037285966483,0.002477924485295696,0.004193785858135295,0.0031995219828823574,0.0033533629590907442,0.003254033713357672,0.0027617386847260538,0.0025937592600923133,0.003166254413788481,0.00502175842539195,0.002077093629293205,0.004344292384614639,0.003932739313219203,0.0030875514480337854,0.0029325068869675832,0.003447225905534356,0.0037577013563521097,0.0034855705683044993,0.0030749129192916115,0.0029672113602436856,0.0029767502803916793,0.0016675069273073976,0.0024941734393201733,0.0028430826553503684,0.003194175253363195,0.004733588139073491,0.0028830014931821527,0.0026437432030943517,0.004397893226478128,0.004687101948570349,0.003751508014792439,0.002905133871847277,0.0023537874923227693,0.0023333760669641303,0.002702108139119347,0.0037442547789733,0.0036387349731268784,0.0038860749375143524,0.003293724712174053,0.003044850051804334,0.00343175031923255,0.003801506844864128,0.0033070024493454557,0.0034750242322764877,0.004627759172651274,0.0022106532141628146,0.0018641884635186743,0.002902358039176189,0.004244977256195225,0.003138011583533389,0.002682669375414847,0.002640204170016271,0.0026302259392585155,0.003557541510138194,0.0033934989417324464,0.0018134567755910904,0.003664563559967837,0.005123040767302805,0.0023338707732894317,0.0045362290353629185,0.0026957543546463642,0.00281829757645403,0.00238259321822715,0.002483664102514737,0.002305380468764214,0.001881216104361507,0.0030049161504150583,0.0029882675298868577,0.0024673573501860307,0.004843224826846244,0.0024179956202626625,0.003923591983150337,0.0026205140116581354,0.0035271252360954816,0.0037781959943443666,0.004440330382096811,0.004257399459760356,0.002858599490771287,0.003895901602768102,0.0024817851181555203,0.002670656350602736,0.0036782844256926335,0.003928450059017619
700034254,0.003203154558990125,0.001816862487538968,0.003821205401474517,0.0022349997371523015,0.0038324271997416124,0.003018458322478815,0.0031442510614266535,0.002528139283440986,0.002171570702383257,0.002489225464695917,0.0023521783550815045,0.004805879905588451,0.0025368052994823873,0.0039755646510292435,0.003437017453703434,0.002960362377166541,0.0026501493476007347,0.0026847995639158796,0.0035533656844773387,0.0030895727928214006,0.0037186301986977576,0.0023080990137569835,0.0027419182910462464,0.0027007239548662424,0.000934437514971436,0.0032263309524979875,0.0029164743004801686,0.003938815332815581,0.00223781997775776,0.002203591382027361,0.003844417081749236,0.003944994972930953,0.003712564483412017,0.0024801667316197086,0.0019790107155268064,0.0028017632691363483,0.0028131467086234775,0.0031109164039931293,0.002606100242754472,0.004239502907205399,0.003930084989214337,0.0026858679758180164,0.002833190308693504,0.0032050750406455385,0.0033283302602976302,0.002951959510095773,0.002760221102895498,0.0017752674661429039,0.0023592464431837963,0.0023679616394050467,0.004822241587153955,0.0024429939804337273,0.0032207977120973052,0.0022934575228931073,0.002071824795461522,0.0028741980947238617,0.0030252605595830397,0.0026226399176490114,0.0030742138212540584,0.004406581907010182,0.0020231900507414863,0.0033475043807317958,0.0020742079005014987,0.002306425588070796,0.002245126626530788,0.002779608462254942,0.001935573033376243,0.0026790884814783308,0.002196871211335676,0.002231684505459882,0.00195119625210827,0.0042772211779246155,0.0022481740079799356,0.0037475092397743996,0.0021975597696582195,0.002938458799499052,0.00434330888223503,0.004713699340932689,0.003573125018061846,0.0024680083536540044,0.003818914278826109,0.0030367868462424738,0.002127878423512868,0.0034617647694231697,0.004385464760317157
700037868c,0.0038098551040100094,0.0028388796786747864,0.00391947093853402,0.0030436491182216988,0.004680480968325133,0.0038012798648360212,0.0039557384295300195,0.003702409788941164,0.003171604126278433,0.0030844888778433824,0.0036517793806064135,0.005474875835191773,0.0027878078528276074,0.004810995256897746,0.004431925472343855,0.003590809107348989,0.0034189570662532657,0.0037695870965950527,0.004308399065001307,0.004041713698877623,0.0038093169458735926,0.0034803142785310094,0.0036080870426898016,0.0028965543852334224,0.0030191625792648324,0.002746648169840256,0.0037154692875772805,0.005274874423630997,0.003256125512307988,0.0031672149461020828,0.004884336727522,0.005085556029625406,0.0043997035386693795,0.003507905550151274,0.002924204013160773,0.0031576212952250976,0.0033467904410089387,0.004093128198776191,0.0039593596684509,0.004611019498218373,0.0041150869390771784,0.0036451799779247222,0.0040389336018758545,0.004232313812891251,0.00394278981531555,0.004037274534186452,0.005145404401538906,0.0027280699536579786,0.0027391327940997083,0.0033170080768908775,0.004913020519968045,0.00377999557893649,0.0034616703238918023,0.003113236011894312,0.0031384278075826393,0.004128023625935278,0.00394632722699074,0.002615714769356235,0.0041899131023947385,0.005936627495115534,0.0028120202180009633,0.0047260569599167175,0.0031372507321453464,0.003393042005985071,0.0028601252216353427,0.0032001672691717186,0.002865747946013525,0.002668397643508968,0.003362387939662547,0.0034202374367788536,0.0028978566390908227,0.005447782258670356,0.0029156077534363096,0.004497514867381983,0.0032064444045806053,0.004048063160612082,0.004656505060306332,0.00530125088340869,0.004675168192480129,0.003359913313322904,0.0044254146828781775,0.0032412129728191805,0.0031590226401051465,0.004231359304664919,0.004715901246675702
700038072c,0.0037516031816273118,0.002588980806649733,0.004527472650683023,0.003065873818062423,0.004709901163845277,0.003846030383347683,0.003971982920579323,0.0034305560031064096,0.0030457151598949394,0.003212761415706949,0.003231999850100323,0.005580940354715467,0.003258693532154883,0.004805045035605234,0.004227910887427858,0.0036855797023043423,0.003319249943015223,0.003536986215611083,0.0044243543706445065,0.003975043737897036,0.004427490890574975,0.0029948490353867976,0.003686946152761194,0.003467167258746261,0.0028975415522360937,0.003977283333421109,0.002711506773921327,0.0050140892901095295,0.003062302544688055,0.0030564984127457147,0.004727481477600896,0.004806081416092561,0.004333200949046802,0.0031951187122393806,0.002920733951026776,0.00357477789926055,0.003587827254719115,0.004038483775571124,0.0037756049237529835,0.005079239293312607,0.004605360067057356,0.003539901110039923,0.003783125203068045,0.004053140428022009,0.00405054436992499,0.0037102195962202154,0.0049828524571285705,0.002711204596092483,0.0031816175098709474,0.003168418734747349,0.005486956032905417,0.003247789941767883,0.003930397508357207,0.002977262594963575,0.002945828390675591,0.0028895583380955775,0.0040357387266798436,0.003265422922846202,0.003826487109688395,0.005388753706379023,0.002964272588211307,0.004059134811654261,0.003095854406866219,0.0032632321071308333,0.002964611157806229,0.003621363495884091,0.0028481953246294327,0.0033059212006271623,0.0030706716900565675,0.0031578927045064847,0.0026356484813486315,0.005137353632135434,0.0029114448833358324,0.004695079237803313,0.0029550563186837493,0.003779245567632145,0.0051872717929263975,0.005672526199907449,0.004359323551095918,0.003189111414502574,0.004492115338551166,0.0038377489570711213,0.0028633651637146643,0.004293368372196232,0.005164141144825887
700038158,0.005104945503702362,0.0032927112906777464,0.00580898662432186,0.003437543442849442,0.0051810138117433565,0.004532710179440484,0.004681510845046964,0.0034095560683159113,0.0037973543155030783,0.0036034468349188426,0.004583248189571036,0.0057797738419250585,0.004466525581496098,0.005394913368279961,0.005269637269664809,0.004228450660125852,0.004085918551582745,0.004488672282805235,0.005098581504304909,0.004575063894433769,0.00530143596146082,0.0034742851192764513,0.004391761270518294,0.00463071547781011,0.0034931393946682383,0.005047921020037223,0.004519314746283364,0.003583052336202387,0.003913730307578628,0.0038416435709226634,0.005463430811666368,0.005994666128912632,0.006260837933378788,0.004282494623706094,0.0035020332050823945,0.004412492488854626,0.004759863657249376,0.005259243770094945,0.0048678431963934945,0.006230562491490685,0.0057148658016173545,0.003999565060213012,0.005021924717131083,0.005048116999974146,0.005011830812408671,0.004354968307602715,0.006172646111570734,0.0033904015348819334,0.004174494205995295,0.004080679296062768,0.006535355912309081,0.0042586763509814985,0.004693500624867641,0.003915305246813157,0.0038423812672257435,0.0046594891576676595,0.004285419253075655,0.004350743993962601,0.004395597424743146,0.007448805141243807,0.003484842911078705,0.006269568792269238,0.0040267785455593876,0.004271673418907158,0.00307205844269321,0.0047664516373911925,0.00392215256137038,0.004442219234226664,0.004321617005076267,0.004461392852273084,0.0035875243651154625,0.006360741880688316,0.003534048810730215,0.005320295306496827,0.003933991208786935,0.0048423994478016185,0.006304339019077587,0.008276429356587105,0.005426423741104336,0.004170515750403948,0.005047310377147097,0.005083477430327675,0.0035659250851204534,0.004844202169349165,0.006742150101896164
