,700105685,700172621,700015181c,700103477c,700102299,700024673,700035785,700164611,700119739,700112755,700102432,700024086c,700096380,700161856,700171648,700023267,700175086,700016960,700095410,700016610c,700117069,700038414,700116568c,700095486,700037303,700033665,700037868c,700163458,700165148,700038956,700024789,700095058,700014386,700097688,700102586c,700163868c,700015702,700117938,700034794,700106229c,700024349,700024615
700038414,0.02934277303445841,0.008536521706392087,0.012613182542676172,0.033810748586235666,0.013153458873581693,0.03468236930023292,0.006539968942861215,0.0357043854616821,0.01721695165094072,0.031627160373204934,0.015257941308833888,0.03483519806733143,0.03617654376589538,0.03579173394729638,0.02710835720846651,0.03982028722524818,0.0099253617532836,0.016569094980786032,0.015205280827907763,0.016165551828012038,0.009512801402906213,0.0037519506278848648,0.03124241892713295,0.007957753902287855,0.033197568721309904,0.03006885917531783,0.010345416807150974,0.009684692640749693,0.034150477526425235,0.01908747635743804,0.03665865059725522,0.018032514932341277,0.015296717629550434,0.014434033410614703,0.008485487053063802,0.016234722086285666,0.010397510863644632,0.03189033606043354,0.03366306058895917,0.0221710800892973,0.01735642836734009,0.00789660695761683
700116568c,0.0049069032509252465,0.033148277244626816,0.02844606738098565,0.02173980068957054,0.02989969026190537,0.02140017771066546,0.03190321895351336,0.02146696274117675,0.03421447400265884,0.01075605593988035,0.03324295950986818,0.018640169411434825,0.022094682834661147,0.02149857534476375,0.009119878511563958,0.02250408242104795,0.034637440356051014,0.01945893265956815,0.0333576217912378,0.02683319023036479,0.032895814036021175,0.03105217756587468,0.0037953191405155975,0.031892867246178895,0.022274291152508025,0.0106554259802724,0.030905966351153825,0.03286620292192565,0.010101198978395336,0.03318591693514348,0.02276281042987937,0.03129087255907485,0.02789508652189431,0.02399758084559362,0.0308555283105028,0.02200749129260097,0.0295042409571226,0.0033694234302710704,0.021084941463936583,0.029543637725957576,0.03574607728707172,0.03125049647879079
700095486,0.030252570674474562,0.008366405463114669,0.013245008218553176,0.03457082977902893,0.01369640152286102,0.03539661043392011,0.007987312084584456,0.036478404819763936,0.017849418232418982,0.03283802791910853,0.015821845831726883,0.035812047552340354,0.0369078383146119,0.03665859685882542,0.028585871540406687,0.04061728254342089,0.009791963634091835,0.018885536880868442,0.015887351320166672,0.018079183553637714,0.010185820588131054,0.007949367361513877,0.0320681165269992,0.003478616639509256,0.03388141414645588,0.0311398108602715,0.010887341385192513,0.009943918605451695,0.034948429694223584,0.019777147264510096,0.03744736605721097,0.018751140614553973,0.01578895300973212,0.015098305788777175,0.008668505757244599,0.01675602951888432,0.011104990354574427,0.03271054702534205,0.034475437459015434,0.022810490063369184,0.017824988989712274,0.008716465429448756
700037303,0.02252208187659093,0.03391792243120285,0.02530466503014273,0.011663709070447116,0.02821825142776168,0.0034376369137304923,0.033365419482000315,0.003211234930556825,0.03476513185631384,0.022238549329359283,0.034596026122223865,0.013847584016128352,0.010977308569070691,0.0032398187180835364,0.02086222284589428,0.00316452474226422,0.03598798325977192,0.02659654366596937,0.03312253898447838,0.0172715747067667,0.03407038523526485,0.032397346734621836,0.0217851486050326,0.03310027920258634,0.005180787532869992,0.022393758093248364,0.032749961816323774,0.03439654360718185,0.020922226732144642,0.03282531255397637,0.004943527828470464,0.03197907249977632,0.022134729766484902,0.02904002775967319,0.03199658795203821,0.027993029481262758,0.030896881596815477,0.02085270034806142,0.008818037880311373,0.02756182024111269,0.03602910138143682,0.0325834411245141
700033665,0.010741026352217044,0.031117112061131026,0.026746984464696158,0.021448757978416173,0.02841944589215375,0.021542418621345098,0.029845684708848762,0.0216435497173944,0.032864988177209335,0.0021978633765741035,0.03229408338191159,0.02025312545775125,0.022120294937926343,0.02152755604826917,0.0021240189729296367,0.022470988378877132,0.03227730799392827,0.013145705633727942,0.03153872432560547,0.025814824525466552,0.030807483532618113,0.02932044868260392,0.010408292135641355,0.030361572768844325,0.022382915858149336,0.0007430983739761108,0.029318191123982536,0.03112717367758617,0.0097830714831619,0.0321700321242199,0.022924785697444355,0.030449322583078586,0.02659477030547081,0.018986931205848576,0.029233419995516468,0.016874174085110574,0.028086372923560397,0.009743189231643272,0.02015942424236909,0.0287890292305176,0.034818671215285146,0.029502688207053512
700037868c,0.028558323953495574,0.011200692868115971,0.0098186420851926,0.03318834090074781,0.009801449842919464,0.034127198539060065,0.010538506339826908,0.03528901760522463,0.016754198131842726,0.030803545187326774,0.016159409284978818,0.034707810715964106,0.035507675093937215,0.03589258683937408,0.026256293713663274,0.03935983917526992,0.012781385647103528,0.02026662052664949,0.015277237861756532,0.019174281140382547,0.0097875294626547,0.010150096731947805,0.030528440581590308,0.010686737527370337,0.03289145961696825,0.02953202594427612,0.0019106241817421828,0.011032441339076786,0.03362635896772916,0.01866070927580158,0.036582873718961934,0.017338612758396942,0.015156105852392344,0.01428654097745776,0.008212703925296114,0.012727514176944472,0.009808097153672287,0.03132241443621055,0.033365012070032285,0.021943844553106984,0.017206226020818095,0.00871882912099633
700163458,0.030058701237540474,0.007302938700677573,0.01329394546968248,0.0349836502237039,0.013842171605877024,0.03588086669492005,0.009593622897127374,0.03692341232722409,0.018673290084368688,0.03265306004720685,0.01648516965011999,0.03589815190954864,0.03733631931872945,0.03702374979553705,0.027884720650903205,0.04119913869210709,0.009073270594975195,0.01962816319359368,0.016844452365114292,0.0193966401349053,0.010712814256033838,0.009411654927940313,0.03213608282866886,0.00967869798974765,0.03417366480451592,0.03102315402583585,0.010921447393165824,0.0073151546026326,0.035423448634957534,0.020547920716457262,0.037983538544948,0.01978613356182989,0.016397605457180508,0.01547026986845419,0.009762755311332355,0.01686391610429635,0.0115099023036402,0.032899717025196264,0.034687079771858004,0.023708607618741176,0.01850119082484816,0.00976658500127768
700165148,0.010921797807131506,0.03804276884716841,0.032152389048215074,0.021789885991769987,0.03381825883453885,0.021514972300483687,0.036381995394872295,0.021543091351602057,0.03765932823284237,0.010528811295129607,0.03765006106328636,0.020619234284182938,0.02248057788728565,0.02150095497770777,0.009131544836811185,0.022506215665441958,0.03915163203026357,0.021635695877986808,0.03702230079509584,0.029358583974417714,0.03711038909515633,0.03530506853026304,0.010609807149634788,0.03617258684764972,0.022524816963886824,0.010537928913032998,0.03543624948775844,0.03768683600585008,0.0005115998951537497,0.036158721350533066,0.02285286610154984,0.03428849754998137,0.03089759984414335,0.027294345515815242,0.03497820697068702,0.02530344541062689,0.0331356771933696,0.009707261485319805,0.021116371090647283,0.03249574447892596,0.03918961836567007,0.035526490901101215
700038956,0.033976004902252686,0.02175045244070023,0.021585833609724343,0.036303582436213226,0.02254231332436498,0.03643056466955987,0.02069967603185,0.03723297510298789,0.010781466968689191,0.035839067804151754,0.010302467948817104,0.03720632354590847,0.03837908595614355,0.03722668584967439,0.03211561549970677,0.04042898108408921,0.02323606702712939,0.028118235236005616,0.010880178020430916,0.02808946226473854,0.02079422657787606,0.019945000572057833,0.03523436449853296,0.02070688059556135,0.03552671252777576,0.03484499127256757,0.019919407971896626,0.02210610798005216,0.03681935227603133,0.008447158807565944,0.038265788268298885,0.009695672402015687,0.025107276715839445,0.024399258223000014,0.01984382613138393,0.02501339546708589,0.019761231245358397,0.0352211408791957,0.03614802456206983,0.013491828484962191,0.012655975394588787,0.01966071120062728
700024789,0.024050437249026748,0.038914920117170126,0.02907119321606346,0.0114562310961282,0.032274993118881344,0.002428217093985775,0.03838222291902808,0.0021744350566172406,0.03905776496038282,0.02371442337930252,0.037639851826939,0.014294638487052232,0.010492678328415569,0.0021731057698771744,0.022436572272581827,0.0021864645267894948,0.041159396633221636,0.029419953852929663,0.03773782705101657,0.019746162033465263,0.03905143141731282,0.03718376160456837,0.0233221805743827,0.03803848779281211,0.005203949239182177,0.024022523606017355,0.03778718883007149,0.03968609864410678,0.02222582536237351,0.036819560424195104,0.0033945292141017245,0.035966080431082015,0.025394566427609302,0.03303782648744193,0.03677792567050806,0.03174719332521778,0.035232950265230586,0.02242547363697505,0.008687471648559694,0.03075896404042028,0.04062007422958592,0.03740336263189862
700095058,0.032380749316075944,0.021146128137194426,0.02071641524431113,0.035474167231741384,0.0215670930085112,0.03595872549415613,0.019858921647192027,0.036722071017072894,0.0023614706602998192,0.03429066002136817,0.006887455153290889,0.03625585748450408,0.03745399223808105,0.03678284868069507,0.03035501265962493,0.03991640507141369,0.022490904189692712,0.02689048407017731,0.003080345352060785,0.027223666231314586,0.020104888739756487,0.019013688194737872,0.033606847983718866,0.0198160977639528,0.034938194882887165,0.0334343542077289,0.01865417385540645,0.021474203767599603,0.03535710096561176,0.009813511706162046,0.03780166392529367,0.0011822748317763215,0.024585565165170502,0.02356582674468417,0.01895161514047206,0.023871622358547128,0.01912377050118896,0.03360028750645907,0.03540600247133864,0.010673238261258369,0.010054950980726562,0.018779832769261956
700014386,0.026190629022646385,0.01626538034697567,0.015467373079822712,0.02294962090739092,0.01657235413016651,0.022706178678539742,0.01550036086839324,0.02358137223779864,0.023347307801958025,0.028231422982889182,0.02165013878155989,0.025579656005675026,0.02453518823583271,0.02375195931337195,0.024731108202175164,0.02703383762700548,0.01774639381020986,0.02180874001984677,0.021259301052776763,0.018914601387191532,0.012074133262455251,0.015161149062606091,0.02791930900230177,0.015665555223264363,0.02266979476246512,0.02720181667357156,0.015311927619423382,0.016711444632481167,0.029593539426498318,0.02369065448518977,0.024946497986544986,0.02293047003682424,0.009957569467706104,0.016180086461821473,0.014667588677863403,0.01890353302206521,0.011818878198171514,0.02791354993121787,0.024157639889112827,0.024237420433066512,0.023817033279672557,0.01489599421080491
700097688,0.023020638205684098,0.01552923257640334,0.015624850572911434,0.03006952647030452,0.016806828478521208,0.030744376177997683,0.014762135267776982,0.031506091241343286,0.022339011339557086,0.020833512194456377,0.020970051930785442,0.030537852511350768,0.032090412803207666,0.03161917221589318,0.017813372089212184,0.035028881824255995,0.016960723988931278,0.018100180678338653,0.020889293533616786,0.02115709877119037,0.011988798473026974,0.014397578721278953,0.024322165860283112,0.015069703441350456,0.02991707562593177,0.01973148682729876,0.014530716201058232,0.0158773785030263,0.02647063004434556,0.023224037067724516,0.032672164744263786,0.02219935898950633,0.016343328902620056,0.009765009154449123,0.014137771489704527,0.01660459371346917,0.010880729047927048,0.024563356737543077,0.029556868786564487,0.024644398626835082,0.023086525113839018,0.014350467168951603
700102586c,0.028861022380053933,0.009457657524717295,0.011252349127612441,0.0334242395559444,0.011471247450517284,0.03434002274348664,0.00876673901360288,0.03537791482497083,0.01726389603472004,0.03147898344261788,0.015205078640444382,0.03497904780445557,0.0360728138912359,0.035521422260003974,0.026591751561005288,0.03956279240202185,0.010771732915278751,0.01904893121617079,0.015175958904557937,0.018370910118938,0.00947661330207635,0.008489766129093928,0.031145299159595408,0.008684572995871194,0.032886967054212984,0.030061791065917106,0.008389500437882587,0.010053428343296223,0.03394095931364589,0.019017128863368468,0.03635814325842194,0.017988487241991126,0.0148260123244983,0.01419389991334994,0.004836771276277083,0.014713990415157831,0.009873695989231927,0.03184841715645174,0.03338474743835889,0.02193635669535884,0.017293554983961453,0.00832498337508974
