,700014724,700014954,700015415,700015981,700016456,700021306c,700021824,700023066,700023113,700023509,700023578,700023634c,700023720c,700023788,700023872c,700023919c,700024086c,700024233,700024318,700024509,700024545c,700024752,700024998,700032222c,700032944,700033435,700034166,700037042c,700037090,700037357,700037453c,700037501c,700037539c,700037632,700037852,700037868c,700037916,700037967,700038053,700038158,700038386,700038414,700038594c,700038806c,700038870c,700095486,700097482,700097906c,700099512,700100540c,700100600,700101366,700101534,700101638,700102242c,700102356,700102432,700103477c,700103652c,700105372,700105517,700105580c,700105771,700106056,700106229c,700106836c,700107398c,700107566c,700108840c,700110419,700110812,700111026,700111296c,700112433,700114082,700114125,700116076,700116468,700116611c,700116730,700117000,700117031,700117184,700117537,700117828c,700117938,700117992,700119042c,700122108c,700122408,700123562,700161532,700161533,700161856,700163238,700163521,700163699,700163772,700163981,700164159c,700164339,700164354,700164417,700164686,700165052,700165224,700165311,700165407,700165455,700165634,700165778,700165986,700171066,700171114,700171441,700171573,700171648,700172068,700172132,700172279,700172393,700172461,700172555,700172621,700172726c,700173086,700173483,700175086
700034166,0.014759753936137756,0.015395129615197902,0.014209843367243274,0.014541892832692214,0.018723290220365348,0.015426501842752682,0.014436758310723417,0.016142544970733756,0.01434172136778768,0.017959415164270996,0.014541328137839094,0.018370859157865627,0.014846124295187222,0.014384096099472606,0.015449232897790991,0.014307329325357509,0.014665902449527368,0.01424069908459543,0.014392405600373007,0.014400526544989118,0.014569843330368887,0.014464054465133975,0.014623014012822044,0.017812704221736298,0.014040957144657303,0.01429333522077079,0.0026066557996734636,0.015123507028236899,0.015622568150318508,0.015489215904318478,0.014024522173354457,0.015461053472758658,0.014010816168433724,0.015390926793174954,0.013856402218911861,0.014508454970188113,0.015789422278183668,0.01614451824029669,0.013596316711663522,0.012112771392800991,0.013342506144079084,0.014621002430254229,0.014490386561544829,0.010909693071962849,0.015554652586429409,0.014734741767058074,0.015508235376490384,0.013609887918950792,0.014256775972718435,0.01390862367756782,0.01508483609657145,0.013945793618529389,0.013811689429523266,0.014651551778533296,0.014913130840623385,0.01451844269512953,0.01367193935808114,0.014618964191385177,0.010020013650533705,0.014141895755253394,0.016060721453282634,0.014244253240955093,0.01414343557272198,0.013859029764738611,0.014671246860394057,0.014395406168976414,0.014678018650235354,0.015456428919769168,0.015144949747495877,0.013694255490627697,0.013580710826733448,0.013718878348105562,0.016383543362029802,0.014602732239510646,0.014093058262349347,0.009788847994161012,0.015210916933439265,0.013647171032986733,0.014875177318485264,0.01515736428388843,0.01407487275874622,0.012482027075938202,0.015287306818764926,0.013048488680789628,0.011448674643275276,0.013964560777966406,0.014110320704568394,0.014610867904024164,0.015132406196386321,0.01486205086810325,0.01535998548925964,0.013741431685672486,0.014206915909290834,0.013546232955408794,0.015235048348876748,0.016062783419602267,0.013818039764122844,0.014372140073351058,0.014648732336995388,0.014379499910824657,0.014374390138721183,0.015892211277138746,0.012073622702588587,0.01400476334654456,0.014342327154321353,0.014042080610547283,0.01415702321705036,0.015505628249525154,0.014481800673987423,0.014471736299113426,0.013854099493723036,0.0150938434496323,0.014046299634738257,0.014423114567525127,0.013527415793844502,0.014086463525512254,0.01337782185373841,0.013946659950958675,0.014364923625939392,0.014922699636913674,0.01564332988534071,0.014297621557371007,0.015440464694162888,0.015244330716598111,0.014284453980135588,0.011948740678610922,0.015191674940328208,0.01621419468367835
700037042c,0.01476835660986312,0.015039213570007705,0.014123517103231443,0.014234831444719749,0.019549854239565012,0.014482457621945896,0.014106476625847861,0.015957342786689678,0.013867050467328855,0.018627155970484557,0.013879098789182275,0.015642040654065156,0.014444376113969275,0.013659401663879299,0.01834481829662691,0.013652457070722854,0.0139100702227984,0.013557996965418722,0.013921339845272598,0.013857687398813191,0.013608182300145724,0.014973791921633702,0.014527414352719255,0.01873607163142504,0.014149998401984692,0.014381845968715164,0.013832732526416905,0.007575284224064474,0.015800594210247484,0.013900731673598558,0.013047912355037938,0.014517781409342723,0.01325590641691096,0.014552890018152768,0.013864389113760952,0.014068284883930188,0.015411264143725996,0.014940654258096318,0.01159421429054411,0.01492324628212812,0.012613677469643089,0.014372532510364302,0.01496335143106811,0.015426440878698,0.014758520516360759,0.015444151902930567,0.016707829017244123,0.013185378571087092,0.013652595693846158,0.013331767168553927,0.015102913155886716,0.013864131366453578,0.013805738871010923,0.014501513346897697,0.014579683990639645,0.013810909113078853,0.013100841319907535,0.013965347874177171,0.013094064952853151,0.011786505215314798,0.015712188227080023,0.013563579655705146,0.014215603067095142,0.013503806387278723,0.015233847486862755,0.013848240062533206,0.014802137506080998,0.014459769988531166,0.01490730075140905,0.014160089517025246,0.013206409828642079,0.013094251812302532,0.015937956089767048,0.014129341634589253,0.01337490107673784,0.013485650100259778,0.015278232972719309,0.012327763124050093,0.014479184845663504,0.014304562815390902,0.013267953580777163,0.014647289749262727,0.016170512565002435,0.01290238099691987,0.011564094876293101,0.013195301618676821,0.013335134622252054,0.014177413928606998,0.014703060431102578,0.014340895576407156,0.015437988392172128,0.013375910361690087,0.01366590877962931,0.0135953664901038,0.014305534523466938,0.015538089023316947,0.013990912153577766,0.014290690812041726,0.014122433558064917,0.013770455342576501,0.014036433126863425,0.015190606382495647,0.014524854923464767,0.013374727050039554,0.013219278068684363,0.013704557179415834,0.01454036201321769,0.015273750747224304,0.013961757040866328,0.013990696686565912,0.012377439579679565,0.01493636970030298,0.013384607881751737,0.013838253300401913,0.014381749859387923,0.01336836301360369,0.013484653810416514,0.013346573975568073,0.008098510964696484,0.014706757549260771,0.014992141099527154,0.013732279489891102,0.015282379128281369,0.016119123759082227,0.013818306398712291,0.014775624237134194,0.015269850284334346,0.015902514985914214
700037090,0.01575032098231937,0.015953545482196012,0.015539622091791671,0.014768785436870257,0.020840564902114694,0.014965685329080871,0.01461525419007889,0.01668282686791576,0.014551386944713706,0.016878121467836557,0.014409323415229415,0.018248575936025888,0.015099313361807084,0.01439109601138484,0.021581155236672818,0.014232629196155902,0.014468388850983414,0.013705544048071337,0.01482376818278635,0.013907895591712323,0.013964137468556168,0.015844685727448113,0.014811012447980491,0.01906879002735616,0.014340197875264325,0.014606809373387979,0.014370319460348734,0.01586743718144279,0.006104451247584317,0.015392637694174672,0.013671067729941677,0.01511971075569997,0.01374744477300605,0.014954719683414174,0.01453365846961737,0.014539913527326991,0.01596743699098039,0.016957510943403597,0.013894574012889427,0.015248679327310145,0.013775604954563182,0.015113137413109183,0.016397984306848353,0.016547077951652965,0.01572684587364403,0.01694588637349582,0.018240600271963923,0.013416784959517843,0.014084271625002562,0.013356543187912063,0.0169474102643761,0.014254599902888677,0.014805595299852726,0.015155524759532177,0.015435736448116251,0.014489607599087928,0.013676443590171472,0.014950904821430896,0.014453293758834362,0.01448556400661198,0.008353250400037083,0.014378833590659617,0.01480218934935008,0.014124087273821001,0.01619744690981077,0.015254637399597218,0.015079577791176513,0.014856743453416832,0.015187896159088677,0.0148187618556669,0.013673142696529215,0.013269117219132915,0.01724692453888173,0.014275322414742473,0.013781172808919946,0.014194332337471503,0.015755546189884402,0.015028723942878222,0.01485883197355743,0.015183027694536614,0.013903007076448416,0.015550052886165231,0.0168590702137082,0.0133063790476065,0.017446825758903554,0.013883365417211151,0.013915022503655257,0.01481767398103877,0.015290235832606098,0.015357173041922145,0.016001814910633117,0.014251842005379725,0.014116987002422593,0.013786667951042034,0.01504050995734509,0.01673904123989395,0.015221608162810728,0.014975219702128959,0.014870542615667287,0.014489857253738055,0.014562210535573331,0.016341027113916586,0.01531509456995713,0.014058009348976969,0.014054346701560482,0.01371494529615348,0.015789611943134517,0.016251537415887033,0.014450988228853637,0.007272409046894188,0.014467809051212498,0.015370087970553682,0.014104689201902177,0.015263816679454712,0.015723169860456698,0.014097877807909396,0.01420971338594413,0.01361995671440001,0.01392503337644327,0.015421718026846136,0.015619035870849963,0.01469377149639661,0.01503547996795519,0.01683373640064833,0.014757596522949156,0.015641445017391366,0.016874098419491324,0.016587571964591867
700037357,0.014495424252370617,0.01508340646514526,0.013533908694892419,0.014460943601911335,0.020950952008342325,0.014692859382501583,0.014421217725455421,0.015747484979166886,0.013963552929261621,0.02189911201085854,0.014122991103970632,0.019092430755734316,0.014606964069980416,0.013901292975943669,0.019748169028499782,0.013608377022280457,0.013987110341445902,0.013897726242120831,0.01384767873862592,0.01411292646257295,0.013754633489305546,0.014162112946030354,0.014188210814240673,0.016890299519040905,0.01302489363494781,0.014463556123012712,0.014160251106596035,0.013908300938832345,0.015434886448189631,0.004992170938292657,0.013214925501327685,0.015148117919556852,0.013221368420945928,0.014762084341335352,0.013596820447565357,0.014372438838146494,0.01566824648061129,0.014732955324653357,0.009323327139500669,0.015017555144646503,0.011917638621711524,0.014289150500150376,0.014983292696179656,0.014719901159652975,0.015332341974520288,0.014094758226624522,0.015146406870557995,0.012953923652478045,0.013828298513225413,0.01323910564671853,0.014718641584134743,0.013632942776523039,0.013993950516773091,0.014197108753366846,0.014574668348296065,0.013938836048230792,0.013272881815646677,0.014039879349360762,0.014209631946604708,0.010149189300420872,0.01594062108807201,0.014046950938796902,0.014018945163481053,0.013580780109159436,0.014861923518130501,0.01441556615964009,0.013904238240225467,0.014934622037442117,0.01514013444010883,0.013320993632933022,0.01322885533877292,0.012985826874094195,0.016393120174585,0.014380185436598003,0.014032452193583993,0.013807901664350312,0.015249679858669174,0.009839007466482697,0.014653670832717848,0.01476461539917518,0.013521157583628048,0.014846714728323551,0.015343949069956642,0.013341247302011115,0.015593694374562279,0.01328830559776871,0.013736192130337112,0.01428622384661106,0.014686810644070807,0.014595969390682317,0.01495010593949016,0.01391006653596594,0.014094718222846097,0.013576372780476699,0.014473264697454979,0.0158561418474758,0.013695463181990358,0.014045852419856888,0.014006854018898443,0.014061611737890282,0.014377951731978648,0.015528547916908228,0.014565700641147825,0.013788943112455834,0.013812072036705165,0.013652541761792456,0.013797622028200961,0.015404029971183748,0.014564235690857932,0.014309145604351354,0.003091609961124238,0.014919611198342718,0.013908880097144234,0.01357135898353352,0.013619174764182923,0.01368997765060293,0.013448669903201637,0.01353453679281435,0.014073564597648369,0.014481774493797487,0.015517083732875666,0.013926147338863772,0.015747086435426497,0.01512761959144208,0.014277520505490134,0.014918796014875326,0.015190593401400526,0.01637661714645975
700037453c,0.014055659744280705,0.014911995265578888,0.013544475517175527,0.014447888829303413,0.01642983178260871,0.014382523301603374,0.013321257242345215,0.015689732553116724,0.013353550019220136,0.015390200161937331,0.013440116285508221,0.01512230195334821,0.013805307735887843,0.01351880105298002,0.015539455034062885,0.013285138824173271,0.013483869777722769,0.013378994765410346,0.013324979331181118,0.013599408827962196,0.002124767658406834,0.01330277757005419,0.013097738682880895,0.014498505762943823,0.01275981806009462,0.013979481638969352,0.014151207038497114,0.014361425491521843,0.015009159263348648,0.014556364066679137,0.001678382318647403,0.014397131869253777,0.0129034137176235,0.014387431806380498,0.01307018044926568,0.014324589043732428,0.015396698867367643,0.011358975408231489,0.012543623486347254,0.013505313900802146,0.012189527621828624,0.014171347030217343,0.014160087458198913,0.014070527145871654,0.014545840282559116,0.014123714872800274,0.014627485313873648,0.012674381757338968,0.013466519032665512,0.012169146697513655,0.013989342218581188,0.010835347172407556,0.013206210366002351,0.0141938980485046,0.014287404686105025,0.013947538571337244,0.008530526334841951,0.013407915415585465,0.01347097662889384,0.01277897418199688,0.015578985093323717,0.013687725676431573,0.01345459122511176,0.013010684817357834,0.014160218815596762,0.013413267697097666,0.013544772469434262,0.014503728514596314,0.014669739077616303,0.013048252138585152,0.012578437870675802,0.012847977740257215,0.015481405680316092,0.01379626638529898,0.013414563883986588,0.013524668231825035,0.013989196890804986,0.013020399889889166,0.014122987290145432,0.014186555761824484,0.010337562968762903,0.014865261343963437,0.014614003951123547,0.012715542511062789,0.01414434361283514,0.012788290473244422,0.013247508219510066,0.013929802166257289,0.014489838012571575,0.014117755862870538,0.014722321376627875,0.013562993792999852,0.01388502388201263,0.012362340033826628,0.01041257817832579,0.015222102913434949,0.013071273353669274,0.013625152354002199,0.014192188272569536,0.01374737940894577,0.013908605912051291,0.015441870996833444,0.014558299829569129,0.013216014026533407,0.010447154395977227,0.013263546679248244,0.013159222066777885,0.015221348799509876,0.013939745816375424,0.013880591048818954,0.013051955302023324,0.014333313437566745,0.013705027046937797,0.013616640012750597,0.012922863989622575,0.013465739226627475,0.012938279477567175,0.013180776585114346,0.013645617684566022,0.014370484121023848,0.014779809210277469,0.013547946519971633,0.015159019993198786,0.015054624536321089,0.013688642002817488,0.014853805811646205,0.014570689936372817,0.015641148929198347
700037501c,0.014891264859153095,0.014604991526182826,0.014064479725895392,0.01407927262892596,0.015468720835812168,0.013893621357048205,0.013390095809977787,0.015530337655472947,0.013983718693485005,0.014339911141889629,0.01360306412960388,0.01691614262486385,0.01448943967203982,0.013730123322030949,0.015475106475563948,0.01403668213463795,0.013578481206647446,0.012885245332500714,0.013815017516437806,0.013296439821473483,0.013426106594372364,0.014210629249949674,0.013581848644224188,0.015119043933553766,0.013158953164629776,0.013288732941114543,0.0141408750400274,0.014373672596630034,0.014870801428437302,0.015011406195678317,0.012990481919360038,0.004543174757966646,0.012992603769020238,0.013795681605390263,0.013600403007579845,0.013816520634528612,0.014822422603689534,0.015653833257930364,0.013141940889031364,0.013703823078955934,0.012997940200313423,0.013827148349254338,0.014089610135161657,0.014369943821155562,0.01432405208248855,0.014097460992256403,0.01586726567196731,0.012715407119289476,0.013256480405902847,0.012272352130519753,0.013946779303674856,0.013490217278822766,0.013563115304452889,0.014445626914810378,0.014007376086869909,0.013842379707681466,0.01300736342983029,0.013913009316994839,0.013452558246208866,0.013893557537351386,0.014931659229852963,0.013228481592237122,0.013784859815501916,0.013446742250532025,0.014548726620718431,0.013212663581528979,0.012935442015481944,0.013963218030912095,0.014578857238735471,0.013006015015854565,0.012517973817643602,0.01324514649429267,0.016052178475049934,0.010361407042225351,0.013298764060673084,0.013492645174390503,0.014615671442612551,0.013579645068173758,0.01423534628996723,0.014325680801193456,0.01323583544003823,0.014698374098389422,0.014027903059915208,0.012791178919808422,0.013247374511258557,0.013041611870436754,0.013221049940632881,0.013408307378284367,0.014264351819843013,0.014019606126524248,0.014187160888673995,0.013467386829593813,0.013576441798939479,0.012895958306937067,0.0141989587102062,0.015445074165252872,0.013706424067730864,0.009944265045311035,0.014138021173892876,0.013155596186147249,0.011650293092271342,0.01488743302862781,0.014390747802872911,0.013196665932357764,0.013463916947991863,0.012939090077907035,0.014091242749228208,0.014741869168122236,0.013904366632477209,0.013382281783605657,0.013159269234889722,0.014067859226153926,0.01342597933964544,0.013571519664236687,0.012859920734561981,0.01316655412893124,0.013120186699722177,0.013205346622649524,0.013322446661089962,0.014305675380292662,0.014678880789051508,0.013464964046216393,0.014919618608339217,0.014850117862770683,0.013691651255650998,0.014812177520803178,0.014688557732855068,0.015294744761457979
700037539c,0.014638702091213556,0.015260730096599102,0.014096140182629766,0.014726275452293132,0.0169899933112285,0.015366780449893971,0.014156984317019559,0.015901716822448578,0.014345926865369665,0.017514588316296067,0.014202434025405492,0.014617418987376833,0.014842323804811644,0.014346918530290066,0.01580872229402047,0.01417196593673712,0.006587690948790194,0.014090216383044842,0.014079565736782679,0.01390901071706509,0.014010560894521644,0.014506222689222907,0.014320925579990896,0.01583129428678283,0.013874215257640512,0.014356052790589326,0.01465950384229513,0.01505084014404606,0.015513170976688827,0.015094113886690231,0.013412206142138233,0.014851232494345687,0.0056307788991238235,0.015165690964563206,0.009936936064205867,0.014559889274260034,0.0157088631623853,0.01487420336183604,0.013314804130621853,0.01421700042790493,0.012834667013557817,0.014398242781608249,0.014849475854870649,0.014735072980882453,0.015440406898605498,0.014393387666879474,0.015598380875632867,0.012663874239615574,0.01404627369865599,0.009209867530138728,0.015026762100072909,0.013571350870767959,0.013857161982090638,0.014388633689453588,0.014749986513770052,0.014151782749354988,0.013468962156945211,0.014130531262452301,0.014222358164076689,0.013958159337398291,0.016060210507009492,0.013775511515327823,0.014045537377964906,0.0135354921526113,0.01513180436687487,0.013773957023588345,0.014120393387149469,0.014702413777449271,0.014547673417843975,0.013629435260408778,0.013433099388398763,0.013301025985264735,0.016360458040409472,0.014410235118653612,0.013452139027023614,0.014262652233455629,0.014848474383673512,0.01402479107563434,0.014524162533254692,0.01464448628532181,0.013349526674942888,0.015341536724952658,0.015274385239768073,0.013391374531235291,0.01586202594919651,0.009658119922452142,0.013526795073994843,0.014404647620770199,0.014966373321442962,0.014563547122743251,0.01532585978262859,0.013593595788963332,0.014035873809363377,0.012957746450744826,0.014431592189928533,0.015147973284892036,0.010221799386559318,0.014034194310317423,0.014155744641855669,0.013852934687272802,0.013968874043474489,0.015721718642966814,0.015014306268825625,0.01370170019266825,0.01406003503332637,0.013664197029227134,0.014022621709770679,0.015411903053397931,0.01384617104428719,0.014487028130925497,0.013923408853112308,0.014834493846718706,0.014289569895095524,0.014090307186130148,0.013084899395521,0.014272292753653586,0.010296018243041567,0.01369119650442801,0.014278916290075511,0.01512970227292287,0.01564047773647141,0.014436089494071845,0.015472690178576512,0.01522714391488785,0.014636017359533963,0.015244832249853601,0.01513935161967181,0.015899914013582428
700037632,0.015264077129301322,0.015402471070435816,0.014387964657191072,0.01493017666468722,0.017032258898086988,0.008545665429557885,0.014423146673411161,0.016241749177657874,0.014268739721082523,0.014022262108374912,0.01426998132621387,0.015204793761671474,0.014844198855056856,0.014465292976851424,0.016204113198015305,0.014392565081661913,0.01460258763003933,0.014354480250283347,0.014383515584081009,0.014153258656373421,0.01437559642680017,0.01436192047809088,0.014405927669534642,0.014854683543428225,0.014383995576922574,0.01449866044287901,0.014901451306996176,0.015421324931078999,0.015812564336697078,0.015628804675818737,0.01379015241654162,0.01474816643500383,0.01401237248831922,0.007887228409050743,0.014135577908217309,0.015038589274225501,0.015873604359480403,0.015780397410328936,0.013786602303873493,0.014821019464641524,0.010834742209996225,0.014828768904763572,0.014716929849904815,0.01513379452296079,0.015592780211778625,0.01500542265693608,0.01597368166428792,0.013412384784443851,0.014196970649239849,0.012911990389230224,0.014520190678840353,0.013800875976254406,0.014183008528411367,0.014659724897498595,0.015055754166415622,0.014619973925560782,0.013789950721741606,0.014159518734347535,0.014448241757165851,0.01421910980821586,0.01617247885616047,0.014260796678518017,0.014309648062677163,0.013909540489035477,0.01488389578480386,0.014404568968910474,0.014407956868501237,0.015317313588826561,0.015336360455561523,0.013551999671711088,0.011186957745302109,0.013784426551655172,0.016416769178727995,0.01433689275024845,0.014253775758394992,0.01441245239697819,0.015512380405771029,0.014055840897518247,0.015059755181168066,0.015057685370245157,0.014037277026546752,0.015566816047739235,0.014653850588857731,0.013982377320207564,0.014837182786685443,0.013616080024286891,0.014055737151880106,0.014624532052190772,0.015094721832560238,0.014913468793025172,0.015013994687504499,0.014425490577973132,0.01458043768030668,0.013922499004537334,0.015355827545961351,0.01610409435911616,0.014165615917029053,0.013980647881830299,0.01450771618792431,0.014366931450328474,0.014602343679497767,0.016174159395014435,0.015310023331818357,0.014169470411698418,0.014278238877478899,0.014003873170614755,0.014125086167178297,0.015802576545307877,0.014775071373368408,0.014658861532747262,0.014050855001588794,0.015277795629244273,0.014538648819164416,0.014589672301776246,0.01341598983553847,0.014403921467037456,0.013969853901050946,0.01414381704773909,0.014348181112698496,0.014970847061998175,0.015606711389446247,0.014397819619498164,0.015814579042215542,0.015664440132036925,0.014587948910640282,0.0156173173588249,0.015332647209379843,0.016368577505789683
700037852,0.013095398082285024,0.014026825592837192,0.013103162490442964,0.013578550514386813,0.01971641811836469,0.013643902318366265,0.013343436672136992,0.014768711420813204,0.012976220050769384,0.020478185957817325,0.013060988335422071,0.017878308303198087,0.013667079680723665,0.012858240184733166,0.018856524876240826,0.012794588091160816,0.008143598015691896,0.012576468747445863,0.012872399284817863,0.013109311475672075,0.012805090205410527,0.013548536137909543,0.013170785717348997,0.01796007546623334,0.012593845488027774,0.01305322623295421,0.012974296886814594,0.014160646634135564,0.01479927494433057,0.013920701329072896,0.012143504521420483,0.014048390439123287,0.008901715218123411,0.013672372440053088,0.0018629061799871648,0.013473470939794738,0.014676487599747042,0.014947390882664453,0.012291572337712853,0.013478766571353976,0.01193501976209508,0.01317711077617032,0.014141484614041987,0.013874098821292757,0.014222080569401179,0.013845651724842102,0.014811334271178481,0.012301684789720189,0.012833227499839487,0.007351210342070312,0.014135925196931298,0.012383914504198654,0.01288099149827989,0.012998010573051992,0.013785753933275354,0.012962067379282809,0.012386500376974046,0.013193236104548808,0.012955915404911407,0.012518138855600158,0.014974569424135512,0.012824197511889669,0.012861363802106689,0.01260989102261536,0.013729943861963042,0.013023976669066864,0.01350649244009994,0.013793085914240695,0.013719117698891196,0.012509548951479125,0.012285383107288689,0.012358215179988906,0.015512260540497839,0.013343062206909445,0.012674429545614136,0.01276075337456054,0.014334556468228185,0.012686095799081443,0.013356343987966353,0.01370491506174383,0.012481210344092332,0.013827539560189074,0.014226372199877471,0.012270339165940473,0.015223593580531115,0.006882955156507077,0.012364682180393476,0.0130398505747771,0.013647722026674667,0.013733102526682979,0.013893457564139072,0.01254604905418708,0.013005486120706657,0.012323784500530614,0.01355484519446193,0.013244035436866591,0.0018137165197163435,0.013095390667539546,0.013081866026910138,0.012908768854598442,0.013151143311137726,0.014352894079161533,0.013530464460088034,0.012402137176973907,0.012561081069888302,0.01260817174184166,0.01308063066354548,0.014159525118495582,0.013075075716629822,0.013335340148244484,0.012575798210168876,0.013867412400242253,0.012825349545842949,0.012737043963556342,0.01302425651628357,0.012555001888184869,0.006402356877168973,0.012739132638445406,0.013149586017310914,0.013930795157008402,0.014204652665892646,0.012942339261955978,0.01426923928661364,0.014332540888723124,0.012933073654507916,0.013786038855743999,0.01434129252342353,0.015137348153845825
700037868c,0.015558931956400278,0.01567650763091806,0.014646326226784563,0.015090292065156686,0.01755390306682326,0.015571238549243461,0.014507287986337618,0.016154163859515326,0.014703070139063072,0.016201087079246397,0.01436383150195683,0.016084281469271954,0.015306670605500065,0.014469313747394644,0.01633422225256927,0.014647282769805946,0.014558464728366976,0.014332609713316496,0.014683859639195872,0.010956405469292683,0.014781978548757901,0.01500245365463917,0.014356553243132548,0.016549599210064887,0.014515918611166977,0.014750065327549284,0.014564281291292207,0.015393272497435011,0.015863244193430243,0.015760658920175065,0.014244597825010011,0.01522702304049046,0.013936737114746228,0.01559966651940721,0.014425458363418641,0.0034581105215229593,0.016366760987941837,0.015825805831536165,0.013904196338123948,0.014811891984537542,0.013700359500770178,0.014709026874317523,0.015456393294074645,0.015504443240662275,0.015683885467982932,0.014516090803339049,0.01631615690823234,0.013962909468589782,0.014736125986355927,0.013757491719920696,0.015093196587537307,0.01439226611591165,0.01423325332152797,0.015152852531730925,0.015009928602471995,0.014594735345823047,0.013652754868255847,0.01429185061188029,0.014347658144610902,0.014300974346593928,0.016429617008458,0.01441727967621098,0.014347762061688576,0.014042630113879722,0.015418518968140565,0.014981871878926635,0.014538194777468169,0.015463558805941807,0.014881064800231915,0.014359267303945022,0.013875678804508957,0.014265700237848122,0.016625791020654777,0.014652226175671555,0.012933725401749238,0.014321541457712816,0.015525005342702118,0.014063218659088715,0.01533192374325843,0.014939769954503787,0.01424941331365723,0.015382064664200362,0.01536657118775595,0.013916001835926626,0.014520289204492635,0.013746689429921076,0.013714597133113801,0.014792513683722606,0.01560246156353659,0.014672550422682038,0.015475538159428428,0.014535241375204176,0.014975028434052622,0.0137784273131974,0.015343431423067853,0.0160376697127725,0.014380908150684482,0.014372927748576445,0.015069336689527247,0.014454671738276121,0.014617834524203005,0.016039972038883958,0.015146643595981215,0.013836673596434795,0.014324931331579081,0.013798992250385552,0.014362292682847009,0.015894719401110365,0.01336843676922873,0.014809885500595116,0.014066078616076418,0.014940192012550476,0.014602465501045317,0.014696815649783456,0.013887585122375035,0.014134123654351911,0.014230019410825526,0.014180503354242043,0.014506479514485639,0.015077102395051589,0.01613191803632315,0.014332563736244044,0.015897198217833752,0.01582300921400958,0.01482912652831953,0.015395786575840478,0.01572126679879216,0.01672411333440873
700037916,0.016228240516075403,0.01677561066789599,0.015132870439832486,0.015801965853376676,0.016921626228554056,0.016085221570437003,0.015319539712056213,0.017287291408726792,0.015734773258465944,0.014329611831752067,0.015385783260313327,0.0175050324687659,0.016294435611653797,0.014824016988570395,0.01788011161806079,0.01576581135945836,0.015240240458862806,0.015430973280415367,0.01553299294823217,0.015093828545317307,0.01551150002341669,0.014430270278568719,0.015481489545366309,0.015528443144834982,0.01533149609794668,0.015281576092296962,0.01550727877533498,0.016520842833945875,0.017048758325164413,0.01681662472919646,0.014977182936073028,0.01604837867414,0.014743941533004618,0.01610134047986449,0.015396719067948064,0.016019497625872844,0.00574611314058702,0.016816703906059643,0.014821863145386926,0.01526777008098154,0.014259003540853897,0.014830899236476628,0.01136339523174718,0.016247581097276698,0.016422678742984483,0.015926965599242778,0.016913653335039403,0.01422672995302983,0.01505734731405407,0.013897526830465998,0.015458674035137773,0.015491354359447772,0.015304819225915122,0.01566621759064783,0.016149880026255677,0.015552353659454756,0.014895470027812201,0.01525790341012352,0.015493043461463204,0.015047457676956472,0.017293010811577293,0.014892449755072337,0.015336411439533688,0.014685081888697325,0.01579979216299088,0.015224224014458746,0.01588093559173545,0.0152016591767995,0.016216602220416876,0.014978762252268497,0.014909868179846318,0.01485615694656043,0.017477743051189164,0.015545208065630273,0.015225396482673792,0.01499752356095149,0.01622348940566758,0.015150259464216997,0.016347787698940037,0.015900701119470215,0.014511683105984111,0.016467861547773983,0.015526468557517359,0.014740181579757093,0.01643623016699676,0.014717545846577003,0.014851853024662572,0.01564394360115851,0.016144693755889325,0.015756756021152705,0.01590713012884214,0.015212907108140087,0.007041636042753146,0.014544979020562742,0.016286221301652783,0.01608778811303399,0.01535787353488628,0.015305379531927316,0.015512045110793573,0.014977511302439427,0.015415835873499545,0.016925166231140504,0.016208895526065744,0.014887551630783091,0.014585649412851863,0.014920993892228823,0.01337005201250269,0.01643107825083678,0.01575577311463853,0.015635456956057055,0.014956321386745658,0.016383273018394415,0.015371756360183822,0.015101503786782895,0.015044260581284365,0.014925375088186555,0.014420356571438569,0.014956000326260729,0.01527236718653592,0.016037205322863457,0.016720318939158495,0.014800917568232775,0.016903083914859514,0.016829095440826638,0.015304141370026295,0.016564441355731093,0.01399249595715566,0.017083192479686073
