,SRR9224203,SRR9224313,SRR9224314,SRR9224184,SRR9224323,SRR9224324,SRR9224187,SRR9224317,SRR9224138,SRR9224137,SRR9224136,SRR9224143,SRR9224142,SRR9224134c,SRR9224133,SRR9224566,SRR9224004,SRR9224005,SRR9224006,SRR9224562,SRR9224565,SRR9224452c,SRR9224454,SRR9224449,SRR9224448,SRR9224451,SRR9224450,SRR9224457,SRR9224456,SRR9224279,SRR9224280,SRR9224277,SRR9224278,SRR9224275,SRR9224276,SRR9224273,SRR9224274,SRR9224282,SRR9224283,SRR9224242,SRR9224241,SRR9224240,SRR9224237,SRR9224236,SRR9224235,SRR9224234
SRR9224565,0.00046958538173033003,0.00047145648229337037,0.0005094869863086119,0.0005070378961965576,0.0004847567316720088,0.0005026853916757935,0.0005183706966165796,0.00048950004348267,0.0005017336348675134,0.0004990189860039269,0.0005257727634227795,0.0005015795193030761,0.0004988453030878692,0.0005074120339957856,0.00048511612390724206,0.0005047455465103841,0.0004708938284331919,0.000480694072989601,0.0005172259902002387,0.000529780369700558,0.00043404612917769035,0.00048522889744796505,0.000494932397909249,0.0005104519945031133,0.00047663882342856,0.0004655197060957167,0.0005375030682395822,0.000503582574003295,0.0004984507571133053,0.0005041454573635079,0.0004922030740489564,0.00046337378983456315,0.0004715813160066887,0.000436908383217414,0.0004470937686107484,0.0004499308481650847,0.00047879214452966966,0.00044577555197254203,0.00045960633469477205,0.0004502086916140186,0.0004446828849561154,0.0004957161136969091,0.0004986537439320227,0.0004496800255811659,0.0004402826713816167,0.0004459676099155187
SRR9224452c,0.0004805734120007944,0.0004841756067194646,0.0005155714850415117,0.0005171276994758408,0.0004966440490901853,0.0005147539673686318,0.0005270523830420262,0.0005041795160942854,0.0005149720377175716,0.0005103734834391079,0.0005266255024413694,0.0005183137175631999,0.0005083190336227432,0.0005053235754648575,0.0004964353506967422,0.0005088651608974207,0.00048504086240101107,0.0004933988794514188,0.0005238985123353703,0.0005285164107202739,0.0004926628883032202,0.0004542340379678316,0.0004995854005803624,0.0005180601973837364,0.0004857165090992925,0.0004797697114483773,0.0005400222534204761,0.000516324288698923,0.0005035922653685977,0.0005188022970050361,0.0004973804072353682,0.0004727235081354964,0.00048347834749664867,0.00044626262137795696,0.0004579102170085377,0.00045996287853836224,0.0004864286276182682,0.00045733503935288663,0.0004693507597600677,0.00046311707271176833,0.0004554872269566398,0.0005084988888583578,0.0005036722928879542,0.00046272526796527566,0.0004531419209483258,0.0004570959412272777
SRR9224454,0.0004831537705668776,0.0004838197940705703,0.0005195929307126546,0.0005154119971705647,0.0005000148563467832,0.0005161398036286413,0.0005277118032211795,0.0005023486222990522,0.000511349083913833,0.0005130876990193173,0.0005320207589728873,0.0005182708944640109,0.0005150062876876776,0.0005160206355076511,0.0004941018946810078,0.0005107501469656126,0.00048150474484187796,0.0004937948497106302,0.0005260626671545498,0.0005352393689453981,0.0004951149464370071,0.0004926015360339683,0.00045209163021281163,0.0005197607722057453,0.0004901304536357884,0.00047934550993080803,0.0005473077983876187,0.0005156852065547448,0.0005051753670765928,0.0005262033948071229,0.0005010203566780736,0.0004738901944274058,0.00048079652979880804,0.000446081953850271,0.00045887261844421075,0.000457184511471088,0.000488639592248886,0.0004574210848523886,0.0004702030444370708,0.00046405561952876027,0.0004576652906169208,0.0005087238451899895,0.0005160759787342857,0.0004596019411302438,0.0004516209126726788,0.0004559080030802498
SRR9224449,0.0004888240125144413,0.0004933715837533321,0.0005300547608590422,0.000531717470312934,0.0005096980280120087,0.0005272240442243491,0.0005367856862218559,0.0005128284472248085,0.0005215158442084597,0.0005220857854924439,0.0005396731366843576,0.0005314761205153411,0.0005190736221615043,0.0005230343676652654,0.0005063276647450303,0.0005252397652285784,0.0004936319648280224,0.0005031516505019393,0.0005463550466390428,0.0005494018562532607,0.0005094290793242088,0.0005089036490100021,0.0005179621596107468,0.0004729471989935333,0.0004984738240748631,0.0004852047993342386,0.0005592672866515626,0.0005220022104709286,0.0005196240404722627,0.0005290587699426324,0.0005065984459897171,0.00048307398272924763,0.0004896518051828409,0.00045681137376369025,0.0004702561482784819,0.00047021497835968005,0.0004969954378395506,0.0004694042383369621,0.00047967596882667957,0.0004738334427542067,0.000467751007245512,0.0005201014678748227,0.0005129776739023611,0.00047267238585407644,0.00046112804045238975,0.0004674605008577759
SRR9224448,0.0004800357500781212,0.0004820127010071728,0.0005151788453250718,0.0005114426846087222,0.0004940767449807005,0.000512567959446658,0.0005219060325289249,0.0005011287108854221,0.0005106431826746804,0.0005029764383285723,0.0005249070363544545,0.0005125333330001008,0.0005038475628185529,0.0005090564456789311,0.0004919747953038607,0.0005092331776346584,0.0004839627133434358,0.0004896693879739191,0.0005255902916932772,0.0005353745129004588,0.0004913907764018025,0.0004936422626112229,0.0005049917936393777,0.0005157094225166185,0.00045137473005441833,0.0004768932324330191,0.0005416813586724627,0.0005106301008539394,0.0005042476591837598,0.0005166506485593388,0.0005011013319681537,0.000473207553568579,0.00048253202387501853,0.00044817794436567026,0.00046081949858984536,0.0004608142020025127,0.00048417966457321785,0.0004579927967789692,0.00047107850558495454,0.0004624191301400136,0.000455860966347739,0.000502565430356932,0.0005080868444375369,0.0004640385436814194,0.0004546369451240265,0.00045792437063735
SRR9224451,0.00047712657301269846,0.00048196632962584475,0.0005116731278070703,0.0005136978931190937,0.000491001958940805,0.0005070102314276548,0.0005151976644635071,0.0004964702145379732,0.0005059048160081815,0.000497574973376574,0.0005165510946647706,0.000508115378580955,0.000498528046712377,0.0005041028513655035,0.0004889120086111835,0.0005005934208485554,0.0004743964410405294,0.00048397790125725835,0.0005197276396331298,0.0005282947631648721,0.0004840032588551481,0.000491313560564631,0.0004974209681922934,0.0005054938316258346,0.000480513468502355,0.0004465144290753954,0.0005360666351458761,0.0005016960102793473,0.0005018972685753939,0.0005109666090118058,0.0004946659312792504,0.00047108477326442594,0.00047876495265433,0.00044734766185175326,0.0004597031579390331,0.0004589505278111426,0.00047806110940036453,0.0004566523160727403,0.00046629057050153063,0.00045883350897971267,0.0004532758447021689,0.0004974418241272646,0.0005028471454053083,0.00046153691551255717,0.0004532836883323329,0.00045374121440513396
SRR9224450,0.0004973321664505188,0.0005042316565328932,0.0005448885820943411,0.0005430529377395182,0.0005147816073504971,0.0005339310119153375,0.000552376215062566,0.0005288927115688433,0.0005244461430326713,0.0005333735182057251,0.0005683778815062436,0.0005361632220325717,0.0005319158873401753,0.0005376700258014749,0.0005169636210888169,0.0005385463066123589,0.0005032258124510109,0.0005166503156530542,0.0005706227231048021,0.0005667939986588572,0.0005181503537773504,0.0005131098883650262,0.0005265988196633143,0.0005400187167553193,0.0005062708865562468,0.0004972913230886926,0.00048575888415670085,0.00053043923717329,0.0005359196346732626,0.0005440364855303049,0.0005255553938262106,0.0004905649478972707,0.0005053344720680247,0.0004665991452682184,0.0004783925175113386,0.0004812417492971157,0.0005030084607285262,0.00047974519472288236,0.0004914634432897047,0.0004812481039107101,0.0004756955102045503,0.0005239817697298977,0.0005341669400941565,0.00048149082081098857,0.0004700123784117044,0.00047325072418417935
SRR9224457,0.0004869215239396421,0.0004875535338792573,0.0005252855542158283,0.0005281916034243248,0.0005018787654216722,0.000523541892596613,0.0005339717806517729,0.000511216596049911,0.0005215527547337712,0.0005190085397363379,0.0005388941474885512,0.0005236908569948145,0.0005232718442534142,0.0005197000695311444,0.0005016061370531586,0.0005187290126015508,0.00048776697481943274,0.0005004291452326098,0.0005406473363253519,0.0005514546915783457,0.0005030383196168285,0.0005083152607972135,0.0005149746296194069,0.0005230795571441158,0.0004947757034093585,0.00048238716835733114,0.0005504276283831868,0.0004653921530474882,0.0005165872955263734,0.0005311106619332326,0.0005114073074266727,0.0004795623220531619,0.0004860587271992141,0.0004525601532091297,0.00046458445649896524,0.0004675719397861063,0.000498101698968703,0.0004634037603024185,0.00047456404252060994,0.00046941008569030226,0.0004621305560873173,0.0005147936110080241,0.0005149381020790996,0.0004681500116205267,0.0004580377451118656,0.0004615051903059228
SRR9224456,0.0004817501392094666,0.00048427818917212283,0.0005185529592481569,0.0005245348403213521,0.0004939980508029235,0.0005135681415745901,0.0005226001506368463,0.000501404627090223,0.00051042247442471,0.0005058598383765133,0.0005182675156519334,0.0005141966974053961,0.0005105518200318528,0.000511087260669477,0.0004966092655411738,0.0005097377076361645,0.000483843351801128,0.0004906665663680166,0.0005359520853368249,0.0005241987645427079,0.0004949391219182303,0.0004931031837379969,0.0005012465321095196,0.0005173011200805506,0.00048559251671574086,0.0004793855559132877,0.0005520855319681566,0.0005134820212157012,0.00045391377824953807,0.0005085766654082573,0.0005027649437278016,0.00047335184476497125,0.00048396968029391213,0.0004475595502044261,0.000460956003607313,0.0004630139698275267,0.00048498286029560354,0.0004592096984468524,0.00046945882223258927,0.00046475626459555806,0.0004601154794199088,0.0005027017744094399,0.000510766942116853,0.0004653757475499818,0.000454769683842233,0.0004578520211236022
SRR9224279,0.00047954908467566666,0.00048239366321688664,0.0005183725777347296,0.0005122926212750754,0.0004946593072661597,0.0005170002013321544,0.0005248404962901549,0.000504802813367444,0.0005099011107123722,0.0005137302726710622,0.0005339768518730898,0.0005106303608041125,0.0005021182008218148,0.0005149026378979323,0.0004972389529086406,0.000513468417624378,0.0004787702603782096,0.0004942085848404771,0.0005235331452556139,0.0005325079464294681,0.0004892581212694597,0.0004954279903086066,0.0005097704025447217,0.0005145199641322357,0.00048637463667901265,0.00047724480901749556,0.0005477869072828695,0.0005153123334762021,0.000496022343587507,0.00044514161146206417,0.0004923584167769987,0.00047272012583172475,0.00047896955234743275,0.0004437819228658133,0.0004596944505643276,0.00045625653709075695,0.000490934031110303,0.0004597123939468816,0.0004733483130949623,0.0004628424538717217,0.0004613877152735927,0.0004990666716484728,0.0005074096908475694,0.00045642936498121306,0.0004522918561982723,0.00045637110558785466
SRR9224280,0.0004712042126015524,0.00047551368412637556,0.0005045653276283362,0.0005111492385991082,0.00048802482491071487,0.0005071475293990202,0.0005160504062895239,0.0004925036265351869,0.0005010366708390484,0.0005044066739683491,0.0005212633039543352,0.000507647966559266,0.000498481218980725,0.0005094276321134888,0.0004896623360698047,0.000500317893600451,0.00047330709195537784,0.0004849738345329928,0.0005211912692244447,0.0005366872885571568,0.000487256044397356,0.00048505054754635255,0.0004952768307662063,0.0005024546098541002,0.0004808232023542675,0.00047116445531517976,0.0005400543145113953,0.0005066959479463715,0.0005011336809213639,0.0005026733861196583,0.0004368830840677706,0.00046560023800557514,0.0004732406318626429,0.00043777540324963437,0.00045146225176579687,0.00045250985475536726,0.0004818772545245217,0.0004520547816451994,0.0004635188638503144,0.00045143050779207315,0.0004496920389714993,0.0004981918117582014,0.0005108401485309649,0.0004535699392118461,0.0004442752722095634,0.0004475188657412753
SRR9224277,0.00047599938162282834,0.00048112013872313473,0.0005094244947045134,0.0005106447641071306,0.00048772071702888237,0.0005051600269032882,0.0005150503869539991,0.0004958757346425625,0.0005032476908504597,0.0004979402145270887,0.0005208394707616853,0.0005045862446662407,0.000495046958756219,0.0005038664190975277,0.0004874447074609926,0.0004984050696094329,0.0004747808507399041,0.0004826992135031645,0.0005170426114963349,0.0005265022119946101,0.0004837786790336036,0.00048656419064571106,0.0004944852337237127,0.0005057845110073431,0.00047954269494309066,0.0004736003237256626,0.0005310301526193286,0.0005010779489500484,0.0004975272740395266,0.0005086743674488839,0.0004909765904802291,0.0004472041199039372,0.00047525023416719955,0.0004499176742551278,0.00045931419494518646,0.00046001336617287306,0.0004777681586404856,0.0004559514465244914,0.00046375954916926296,0.000459668817052429,0.00045471572077594995,0.0004958468369599413,0.0004995010352584591,0.00046512327592151444,0.00045467213764827487,0.00045630211914571744
SRR9224278,0.0004830495377631685,0.0004839807496890737,0.0005137620768895198,0.0005097695135720153,0.0004934557493945585,0.0005112576570057,0.000522209323574325,0.0005018224800039741,0.0005079555650787796,0.0005043641248770485,0.0005250118028282509,0.0005102584396086957,0.000503465631113115,0.0005071518209576434,0.0004933943120811633,0.000503801324868251,0.000481561898220076,0.00048691842823126135,0.0005219465084364777,0.0005347996028911248,0.0004900507028157184,0.0004952230686794018,0.0004998042670562207,0.0005103509098908618,0.00048663528402587657,0.00047924342577652473,0.0005446319853482812,0.000506027800905775,0.0005067975924901022,0.0005129056769143822,0.0004968918319187615,0.00047302930694622606,0.00045245359021200477,0.0004511030313553714,0.0004628080217590447,0.00046250187556769396,0.000482815744832158,0.00045952252963629757,0.00046844786433341017,0.00046334057502687574,0.00045762622867011256,0.0004978435158437445,0.0005047852022711638,0.00046506204684562013,0.0004562561577955409,0.00045896310011084534
SRR9224275,0.00047321186892536376,0.00048296605223222027,0.0004991511141000821,0.000498879275419388,0.0004830197661864732,0.0005010223068156194,0.0005060160066507449,0.0004912456363445055,0.0004929134081748602,0.0004891773464563267,0.0005086340494678313,0.0004982995903951961,0.00048690064648949114,0.0004920410288129738,0.00048214451957099256,0.0004925401533429785,0.00047198652008671456,0.00047608904953468675,0.0005072041846888629,0.0005145387664952922,0.00047615831515438443,0.00047951983355990076,0.0004857100518637602,0.0004990393788059262,0.0004748002415264305,0.0004704262407885701,0.0005257141731393459,0.0004934099827815401,0.000491055449165533,0.0004968980661883278,0.0004813681976124624,0.0004708332134044561,0.00047418500037991226,0.00046370093672795773,0.00047455172847828944,0.0004700356286617641,0.0004657179349621282,0.00046869183559045976,0.0004624149127692329,0.000455674922794302,0.000460664461963351,0.0004845515042103441,0.0004902918412955892,0.00048244364274104576,0.0004724144715029444,0.00045972881985767303
SRR9224276,0.000480985347205726,0.0004897520998992877,0.0005063820776797407,0.0005096217952535396,0.0004910682237584202,0.0005095897965457507,0.0005138977974108238,0.0004980070045921024,0.0005019485314488369,0.0004942082018561766,0.0005123191981106285,0.0005072381488773007,0.0004955663271000441,0.0005021731141262959,0.000489472091953226,0.0004995531489073009,0.0004797066235993813,0.0004837230261937421,0.0005119364491914274,0.0005254812912273277,0.00048224855529269036,0.00048701206276319735,0.0004947203352560867,0.0005083141308680136,0.00048276229226369943,0.0004779684395263565,0.0005337981284273251,0.0005013422504243865,0.0005004292303513704,0.0005096989455598594,0.000491442323745533,0.00047507705727209534,0.00048085285706793435,0.0004685873110039299,0.0004695445448250336,0.00047386799788762994,0.00047483242848362576,0.00047105916188858806,0.0004736021845891384,0.00046406544180574585,0.0004634438872236523,0.0004924521860239491,0.000501704199858866,0.00048325591735629404,0.0004742522728453501,0.0004657543241090242
SRR9224273,0.00047854324105154933,0.0004856049562503009,0.0005036936423554145,0.0005014762511258917,0.0004883151509138241,0.0005062635160701923,0.0005115413600583668,0.000495305290259932,0.0004980513240343614,0.0004960940473370016,0.0005162298753567532,0.0005032069867438203,0.0004930938065305225,0.0004987028075391789,0.0004868529450155139,0.0004952167051887415,0.00047498292508712587,0.0004821717087820379,0.0005107628580682896,0.0005255797048999416,0.0004817131200527426,0.0004854850002730222,0.0004893248441869725,0.0005046356125081993,0.0004790898993631767,0.00047341416323525953,0.0005334055314024471,0.000500898389677052,0.0004990812501608186,0.0005026407570016774,0.0004893568983719261,0.00047213517938438017,0.0004768566260831392,0.0004606424683061897,0.0004702457011972226,0.00045634154754819757,0.00047387022644534976,0.0004651894045857273,0.00046657868090464386,0.0004599999466974933,0.0004595528091627122,0.00048796286033476473,0.000498197882839032,0.00047416079400313717,0.0004637714698254456,0.0004624047600070441
SRR9224274,0.00046394712860748234,0.0004663535375220914,0.0005032070151512698,0.0005008394156794485,0.00048059254474536016,0.0004984365884776915,0.0005093571714858761,0.00048823405526813446,0.0004980432036933548,0.0004929255816524181,0.0005200456226016859,0.0005018442225381877,0.0004912252946732027,0.0005022572827887336,0.0004805119507588889,0.0004941962360441668,0.0004663329724935176,0.0004807520823767275,0.0005111161557515364,0.0005223369378108734,0.00048086642501506355,0.0004813724037907364,0.0004904196329552776,0.0005003293758898918,0.0004716555893014224,0.0004618977663610635,0.0005240329713245207,0.0005006205955252204,0.0004904237382859811,0.0005079317535146534,0.0004888925877172257,0.00045930050604957616,0.00046643463428476653,0.00042895106276010447,0.0004418934806358421,0.0004443700134235037,0.0004234283344857317,0.00044159429769742315,0.0004557525664935988,0.0004457670549463874,0.0004412700438485534,0.0004922508814285604,0.0004982789971410113,0.00044541419007031614,0.0004361613713940786,0.0004395225023962779
SRR9224282,0.0004763688977601961,0.0004785158281490792,0.0005015117148189044,0.0005061560184321481,0.00048473589537801693,0.0005033850099642588,0.0005102532766397137,0.000491754141235252,0.0004977669801685356,0.000494563917257505,0.0005112460511259306,0.0005027818202719976,0.0004936986173506656,0.0004962749581547127,0.00048277898494787733,0.0004963381561864978,0.00047213458439218994,0.00048073096101910675,0.0005134466036098141,0.0005226079212361936,0.00047744192595067117,0.0004832598796113061,0.000489503188943395,0.0005040826483257511,0.00047615296186491663,0.0004713795434749285,0.00053176335691518,0.0004964923455795348,0.0004949989894002432,0.0005061284037320981,0.0004886820784338559,0.00046845468823794725,0.0004741244723709368,0.00045956422882279874,0.00046771951523311053,0.00046534016577095953,0.00047104016131858207,0.0004535288600732946,0.0004663943725684811,0.0004588100253695938,0.00045795670168137303,0.0004923004265991808,0.0004944993606391982,0.00047269565097161843,0.00046129078707565205,0.00045854228674090146
SRR9224283,0.00047332673135799363,0.00047636951302392345,0.000504544991834441,0.0005064668715922333,0.0004849390311311171,0.000504453351736273,0.0005130038504193245,0.0004931387530566497,0.000498153110483236,0.0005009375150938045,0.0005207131292772589,0.0005027737916620847,0.0004980532554219447,0.0004992604129442078,0.0004847659963987238,0.0005005569552641104,0.00047391282971910364,0.0004806869122815599,0.0005166489193607176,0.0005276229616188283,0.0004822409781304731,0.0004850641330876694,0.0004931023539400316,0.0005045153550860059,0.000479254357563687,0.0004708790369981367,0.0005351689846267605,0.0004981462460763947,0.0004960234502659165,0.0005113901125440095,0.0004912524109587145,0.00046582021696139523,0.00047273196908968046,0.0004439409168878292,0.00045999932868778147,0.00045679318921625273,0.00047624381996468626,0.00045633381733665063,0.0004410513071263963,0.0004549711542585887,0.0004517735209992973,0.0004909301025430421,0.000498012617759948,0.00046157506763619806,0.000453347833308404,0.0004520776546927019
SRR9224242,0.0004653433221631711,0.0004686202808333303,0.0004960896344947244,0.0004975364672599883,0.0004796073826700144,0.000495352772428802,0.0005013300910326923,0.0004865477649975944,0.0004911143103896215,0.0004860803401500392,0.0005056317029036222,0.0004953808330404395,0.00048622361113734563,0.0004888838238374191,0.00047464207595068953,0.0004886005378111943,0.00046525664085503684,0.0004727619817326277,0.000501939352614467,0.0005105161677454587,0.00047037205737602395,0.0004767140000835933,0.0004841073057707893,0.0004961347840198813,0.00046858643805654596,0.0004612242973205558,0.0005215465079762363,0.0004907678831879225,0.0004887685581845509,0.0004981503345020215,0.0004765452756794839,0.0004594365341354733,0.0004654605407060059,0.00043538293039000863,0.00044836046950707533,0.00044792008719549657,0.00046361556127426146,0.00044641678914680133,0.0004526909785488245,0.0004245853353934861,0.00044254344241083105,0.00048153157396992193,0.00048470948164612543,0.0004503568481165996,0.000441695965401447,0.0004455956937201996
SRR9224241,0.0004679735818140248,0.000472043007470118,0.0004959867312464771,0.0004958089413344891,0.0004788960950359448,0.0004985866392111113,0.0005029807770602391,0.0004873436173704728,0.0004899656463452687,0.0004894116786075572,0.0005080523430130575,0.0004969437675923972,0.0004850588170238293,0.0004915550717556362,0.00047768357362004606,0.00048758636713874457,0.0004662761640852052,0.0004727357578795147,0.0005047277689626885,0.0005136374055878557,0.00047180057932879964,0.00047617042388488454,0.0004851033587706139,0.0004973599495177436,0.0004692924710709403,0.0004629777481937706,0.0005226977362517668,0.0004902067220292818,0.0004913115286676516,0.0005036888574872111,0.000481667327695696,0.0004618969110801798,0.00046730780504397834,0.0004469992048890331,0.0004552562302446894,0.00045481052445681494,0.0004660432626540424,0.0004531239443579091,0.0004568846660588041,0.0004498835277307926,0.0004351055683770461,0.0004851939569713937,0.0004901223366714489,0.00046012948488364624,0.0004504302484463069,0.0004476161633559287
SRR9224240,0.00047395909825089546,0.0004771077124735736,0.000511184473952823,0.0005221991057516097,0.0004891487715075974,0.0005082128621614652,0.0005211542036299816,0.0005009717294117995,0.0005120430391354351,0.0005140190548755719,0.0005327927484161081,0.0005125351920390757,0.0005054738805942252,0.0005067793529573295,0.0004901848621206923,0.000510735458929434,0.0004723559756746113,0.0004890108869918551,0.0005258242587210034,0.0005390527585321013,0.0004888511979906585,0.0004942314572378522,0.000501452345031701,0.0005142880782913115,0.0004805206895224775,0.00047246477886024997,0.000536647372623526,0.0005080920172010958,0.0004993071069497728,0.000507392527868345,0.0004968266974670069,0.00046844686406747335,0.00047246671210031117,0.0004390566237481157,0.00045066799196909766,0.0004499289260166298,0.00048330839059908064,0.0004538498475337877,0.00046166048031886744,0.00045486184493958925,0.0004516389046349821,0.0004426267608371493,0.0005040960157037849,0.00045584411164258917,0.0004434980322201932,0.0004471769810576973
SRR9224237,0.0004804735916118169,0.00048179541112384274,0.0005096510453437801,0.0005106046929247268,0.0004936127583494361,0.0005089459040110706,0.0005216775132572115,0.0004976105618195621,0.0005028146796507109,0.0005159007944174268,0.0005308348881048804,0.000509005649757517,0.0005064844115904776,0.00050920473384232,0.0004935015204270821,0.0005117580269426436,0.00047979697530019705,0.0004882238397522448,0.0005287390696072196,0.0005464629678707007,0.0004896824500253579,0.00048768893927970356,0.0005066564285223968,0.000505216822741752,0.00048429168655685203,0.00047576614034336754,0.0005446086409410096,0.0005063872987584003,0.0005049715876448779,0.0005137687647830132,0.0005072758292116877,0.00047013468045704117,0.000477573667730482,0.0004428886516266032,0.00045773047136282214,0.0004579345339189013,0.0004875858432686265,0.00045416924152978536,0.0004673442509815191,0.000456420323059926,0.0004547616244125223,0.0005021981205269879,0.0004482791821063876,0.00046066040144882047,0.00045059411510230135,0.0004523827751762371
SRR9224236,0.00048574119231836494,0.0004955877656180534,0.0005100655970810641,0.0005124822722487992,0.0004959895451235893,0.0005170365527745681,0.0005193832131573102,0.0005025418695388862,0.000507103331666853,0.0005011065752734612,0.0005214870712060104,0.0005121289314038498,0.000500429544984402,0.0005059454716477047,0.0004933856833110903,0.0005060952177911627,0.0004830337764610302,0.0004883470204481047,0.0005227235157508542,0.0005319862310013634,0.00048698854667483983,0.0004941723706559538,0.0004973668737047974,0.00051322800629313,0.00048809753670190666,0.00048183285923137205,0.0005390761560491391,0.0005071593452751473,0.000507314236656497,0.0005082685396991558,0.0004957374213505209,0.00048319727035258346,0.00048544959690239366,0.0004785557031623928,0.0004853412117440598,0.0004799211877528445,0.0004804903679732328,0.00047798380657541813,0.0004771200625132086,0.00046793369498950287,0.0004703916319807101,0.000500066598151776,0.0005069432410867913,0.00048215115035895413,0.0004824586861458099,0.00046990760389087295
SRR9224235,0.0004760247771862526,0.00048558844560401914,0.0004991099357309216,0.0005007287416937623,0.0004853131376151572,0.0005060175486685764,0.0005105010627546409,0.0004927617147157534,0.0004967468303750363,0.0004906165210291391,0.0005119799564114256,0.0005037307370550773,0.0004907514479382928,0.0004950149834655304,0.00048516860975910526,0.0004953328598999702,0.0004737478218685413,0.000480745164492743,0.0005099796687263828,0.0005203737926664874,0.0004772800768789315,0.0004841695193001191,0.0004890994213165344,0.0005010532150532781,0.0004788068506567166,0.0004738204591918275,0.0005268632389318383,0.0004965038208602381,0.000496235532915969,0.0005037385301661369,0.0004859664207231344,0.00047267675953135334,0.0004765780532225209,0.0004689607539522164,0.00047652657647494825,0.0004696121498042398,0.0004710687841193878,0.00046705224479407696,0.00046913178054871384,0.0004595500027179002,0.000460876213454584,0.0004869068572236549,0.0004961588201822203,0.0004827167114849768,0.0004658731200725452,0.00046092605151170214
SRR9224234,0.0004665593470845175,0.00047304185905825314,0.0004977075065746666,0.0004943629597623656,0.00047948620496584974,0.0004948256615897995,0.0005062156751848232,0.0004875718948406751,0.0004883481073326248,0.0004863492202652662,0.0005058845662397359,0.0004934477030899268,0.0004837945029754412,0.0004886154451871175,0.0004762467814606589,0.0004898954278767217,0.0004640380514229006,0.0004712496449537518,0.0005025806567436832,0.0005139894344239322,0.0004727611821292487,0.0004778278382801697,0.000482903660618552,0.0004966903978851186,0.0004709590582243529,0.0004633301875650197,0.0005195581480630318,0.0004894787998597918,0.0004884486137076706,0.0004978447551081485,0.0004790730600342914,0.00046319963466459884,0.00046830485309689224,0.0004457022256469864,0.0004569649147608305,0.0004573083812964459,0.00046419232623322727,0.0004532654863427928,0.00045681885225148564,0.0004525642381488055,0.00044727311065142757,0.0004802893757445017,0.00048721583711888044,0.00045924601367425944,0.0004500190173308841,0.000433319795011778
