,SRR9224203,SRR9224313,SRR9224321,SRR9224184,SRR9224323,SRR9224324,SRR9224327,SRR9224187,SRR9224318,SRR9224317,SRR9224139,SRR9224138,SRR9224137,SRR9224136,SRR9224143,SRR9224134c,SRR9224566,SRR9224004,SRR9224006,SRR9224562,SRR9224564,SRR9224560,SRR9224561,SRR9224452c,SRR9224454,SRR9224449,SRR9224448,SRR9224457,SRR9224456,SRR9224279,SRR9224280,SRR9224277,SRR9224278,SRR9224275,SRR9224276,SRR9224273,SRR9224282,SRR9224283,SRR9224238,SRR9224237,SRR9224236,SRR9224235,SRR9224234
SRR9224275,0.006025343331049136,0.005914792926747784,0.006272612344666355,0.0058099493219645375,0.0055831753325455095,0.005872846793070369,0.005780322083189007,0.005516277861059977,0.0054837160172403355,0.005799298895345033,0.00543259026440126,0.005994710047066593,0.005807636658590346,0.005692355814240496,0.005592403096545574,0.005930447416327301,0.006014205782032562,0.006152535881401599,0.006402741471659007,0.006147620954471211,0.006080923198071173,0.00647535379194792,0.006450997613450976,0.006142091904333013,0.006128297247898755,0.006003480104236347,0.005961947907517763,0.006089277067981574,0.006461433130965794,0.0061977143484038995,0.0066831234060238665,0.0062846352896622154,0.006201197398942616,0.005770915388365773,0.006484413822735801,0.006280269144851941,0.006260469644043696,0.006126577672358133,0.005911305717204813,0.0061533980322398835,0.005967115551027309,0.0057909828723235685,0.005798761077194631
SRR9224276,0.006272997658284461,0.006195924199287097,0.006513144284878188,0.006062822287137919,0.005869125318950372,0.006158455868058991,0.006026810454642236,0.005804741727458883,0.00577708287789258,0.006075578955479706,0.005748211342590372,0.006214491898112265,0.006056673974962574,0.005923225486442886,0.005850552738573665,0.0061972736779203445,0.006292701321811386,0.006450301930505514,0.006689851131863314,0.006374795843554708,0.006348047487427727,0.006731725716183646,0.00666273156935918,0.006395757923803917,0.006363194916407078,0.006239270435439564,0.006198658603274726,0.006278436572957982,0.006693876913842135,0.0064390037027393585,0.006890006621983762,0.006534669259192714,0.006442836867787159,0.006608616463512242,0.006077090460630032,0.006545746193662631,0.006468670681705478,0.006369608086649305,0.006180798924408906,0.006398631140852391,0.006248520185373584,0.006019730808178923,0.006085010871056519
SRR9224273,0.005878714494454128,0.005770616384391116,0.006143799362447022,0.0056224019628425565,0.005374162041729157,0.005695312877532915,0.005611879254283016,0.005298566743242512,0.005290304901109826,0.005629885067396234,0.005255168381404614,0.005838759397936139,0.005649415978859522,0.005545681652642896,0.005436370246568638,0.005799801505285275,0.0058746144644722005,0.006037573279007845,0.006305050857641157,0.006054156666491403,0.005990176260656551,0.006362170904837564,0.006325199334562142,0.006009952761467018,0.00596376089007826,0.00592180203762596,0.005802942588730003,0.00590214171251528,0.006318851337799052,0.00600831588350252,0.0065356196125111055,0.006139744340271605,0.006028966224047183,0.0062409534474264965,0.006381757491618184,0.005523724205180139,0.006057173479907275,0.005975480326669803,0.005790934608377846,0.006027653896198517,0.0058552804612265015,0.0055864776058253355,0.005672626472572206
SRR9224282,0.005710954451646522,0.005587916574704023,0.006013819128711158,0.005469058399120505,0.005271725339392095,0.005584651837499811,0.0055198509416142455,0.0052028131569116925,0.005228692964055355,0.005498350033818197,0.0051429333937673995,0.005632809407583344,0.005541516314166293,0.005336143819353063,0.005337684271639881,0.0056056035988855096,0.005771292688457142,0.005897082577701028,0.006192223173917359,0.005952266953652296,0.005833469196222067,0.0061964598080406,0.006191490182837722,0.005843034114985565,0.005862199087420912,0.005742282016163166,0.005657816988050172,0.00581041979372173,0.00619470747020842,0.005925595159896385,0.006436867423556032,0.0059957638160071875,0.006001465007482875,0.006173441011952341,0.006259550612615409,0.006014281966995057,0.005319370949716023,0.005818596272970628,0.0056150266866518235,0.005921435203412572,0.005721619355026449,0.005521769335941011,0.00554256335161848
SRR9224283,0.005811983818313107,0.005698389438259033,0.006103847895868633,0.005528864757809595,0.005314433190757109,0.005653614950482571,0.005569670170203256,0.005216750570484254,0.0052370137137276685,0.005566410313798417,0.005121595420006351,0.005720301404255651,0.005498478841902475,0.005405229748493399,0.005318018047197314,0.005725326741848685,0.005775005692643474,0.006010379360408714,0.0062863342769115035,0.006001215795883957,0.005932833084680032,0.006349816819184824,0.006332785883238028,0.005927306667828109,0.0059017451327786855,0.0058209035000801644,0.005703487889924609,0.005847176624131585,0.006275376718463263,0.00599143638321439,0.006584577992761647,0.006094974573274833,0.005993967311386965,0.006222027460418988,0.006345147319754288,0.006106358271349516,0.005990458994336331,0.005354784170545131,0.005691998419520866,0.006019095548912474,0.005766139346139835,0.005529304616208514,0.005611754869100538
SRR9224238,0.0057389821221822505,0.005597793739487065,0.006049047237007988,0.005391875070627167,0.005107790870819703,0.005498527482891689,0.005406704754691137,0.005039104287547944,0.005046157574031716,0.005414442038180206,0.004949034201188821,0.005641190113597254,0.005324876153731873,0.005227748331322807,0.00511350362283743,0.005638392088049924,0.005706624684604373,0.005892826956983466,0.0062697970178259175,0.0059097960152674255,0.005793807754409417,0.006345074551721705,0.006272586332929467,0.005885238431910083,0.005835680665320546,0.005702525013269247,0.005602678629880862,0.005755108609718685,0.00623976725552511,0.005919372739910797,0.006588796046687105,0.00602636086374061,0.005898748376355022,0.006134347358831043,0.006296182537535486,0.006047880026679389,0.0059088484978008825,0.005821198886005131,0.0051232677040435656,0.005891079867023817,0.005638173819945434,0.00539641550756609,0.005406349401251072
SRR9224237,0.00570808043750424,0.005576279661626106,0.005965994130306859,0.005530967701829664,0.0053227880465265805,0.0055700941393848685,0.005453134799877339,0.005221307052360309,0.005268175118950192,0.00550105784598795,0.0050985486393999736,0.005693457740128618,0.005495994372633247,0.005409252244458932,0.005386105427911875,0.005623377269091394,0.0056720483311256875,0.0058521778912770175,0.006126508309016696,0.00590353097621761,0.0057623745829101375,0.006193379321997816,0.0062530443940908105,0.005816739618500364,0.0058276075058763255,0.00564067425225857,0.0056374659441723275,0.005762341310955637,0.006138698911584679,0.005879812555438919,0.006358163318836924,0.005961575960074636,0.005888517226078849,0.006044843501273526,0.006168360842141535,0.005964270512778907,0.005904174904856228,0.005826883294270301,0.005579116380037182,0.005343175065196238,0.005643845163412857,0.005493342453989341,0.00557809506356162
SRR9224236,0.005601831899575687,0.0054462315901857555,0.005870437342328494,0.005292515032397923,0.005027217978338251,0.005397173129059906,0.005321182457370636,0.004972150323132056,0.00495836019564766,0.005313951576658201,0.004899141960239257,0.00553438514377489,0.0052682046438311805,0.005158603305403197,0.005121033814021896,0.005494906934771324,0.005629593915565576,0.005839292897900176,0.006119041507658777,0.005798145681717567,0.005668563184635953,0.006149008599645442,0.006118668629490131,0.005737807060136823,0.0057035568203326675,0.0056013662803282216,0.005477984008427438,0.005632420884027106,0.006079198449377633,0.005801189840084362,0.006363443176169697,0.005905478661376843,0.005801187548283507,0.005992221688140553,0.006159596630813016,0.005920184460053438,0.005826094807810381,0.005703590120687475,0.0054562795111162705,0.005764579419190913,0.005006488800474715,0.005331585596899905,0.005377307828972092
SRR9224235,0.005237649055515738,0.005125665608482849,0.005584578504166793,0.004995550705802996,0.004705160240253154,0.005033769216796195,0.004980813718490938,0.004603670547863472,0.004630069913302977,0.005018064786622935,0.00451178092991158,0.005185520325528582,0.004970762793374841,0.004817923188627253,0.004742941473334591,0.005151943387192822,0.00532303581738441,0.0054775782743312455,0.005821050044082021,0.005464373937705142,0.005386029729492749,0.0057925013485107,0.005813571345178117,0.005407607976814204,0.005402353342486262,0.005332632420049756,0.005140670460497731,0.005290337871975732,0.005765140976152587,0.00549148166720778,0.006062767178485107,0.00557340185424365,0.005510863260284875,0.005712205384807332,0.005826486578434034,0.005547461967669787,0.0055251527487305,0.005374435746451683,0.005129369721640712,0.005515949685897293,0.0052400049154947784,0.004565176293703185,0.005043874234026614
SRR9224234,0.005326881094335319,0.005135773790097097,0.005700243702933305,0.005112969047128052,0.004811116840764272,0.005085043778015652,0.0050141402460410975,0.004671663607982153,0.004759359396494549,0.005028665271374977,0.004601111700742831,0.005226556968445256,0.005072368175406424,0.004981267492012839,0.004888769588406563,0.005165138770901752,0.005364294676379368,0.005472886979405108,0.005817683552651624,0.005539780970890045,0.005340577380761084,0.005797245559288043,0.005819967952776572,0.005410349151676807,0.005510753729490308,0.005272947874723037,0.005152032834221629,0.0053426969556907575,0.005794659959286896,0.005442421793944908,0.006087310468301093,0.005618073281893427,0.005510934571017109,0.005710125115477768,0.005870833490993242,0.005623438517976713,0.005538664393565336,0.0054373865194189555,0.005124621027061984,0.005592544393220676,0.0052688337303334765,0.005031895623287046,0.004659665650542272
