,SRR9224065,SRR9224066,SRR9224067,SRR9224068,SRR9224069,SRR9224070,SRR9224071,SRR9224072,SRR9224073,SRR9224074,SRR9224020,SRR9224019c,SRR9224021,SRR9224024,SRR9224023,SRR9224026,SRR9224025,SRR9224018,SRR9224017,SRR9224403c,SRR9224404,SRR9224172,SRR9224135,SRR9224462,SRR9224408,SRR9224401,SRR9224311,SRR9224294,SRR9224293,SRR9224292,SRR9224291,SRR9224298,SRR9224297,SRR9224296,SRR9224295,SRR9224300,SRR9224299,SRR9224163,SRR9224164,SRR9224165,SRR9224166,SRR9224159,SRR9224160,SRR9224161,SRR9224162,SRR9224168,SRR9224169,SRR9224113,SRR9224114,SRR9224487,SRR9224116,SRR9224109,SRR9224110,SRR9224111,SRR9224112,SRR9224118,SRR9224119,SRR9224251,SRR9224250,SRR9224249,SRR9224256,SRR9224255,SRR9224288,SRR9224253,SRR9224258,SRR9224257,SRR9224472,SRR9224473,SRR9224470,SRR9224471
SRR9224065,0.0017473520145105518,0.0014861093310810985,0.0018373960669042827,0.0017974807912553366,0.0019622273544006343,0.002108674579541421,0.0019159475827190589,0.0010962550124015821,0.0015720616612291366,0.0014186135380704241,0.0013225254364758413,0.00138206324993617,0.0014534989013293323,0.001445980852784351,0.0015110163430297903,0.001413831301602367,0.0014566454067777383,0.0016742028287625495,0.001586037200027296,0.0013824792545975167,0.0016375295667155861,0.0014917944560635273,0.0018352176505650629,0.0015687877772626632,0.0015459059232676604,0.0012949078494772933,0.0014991563450637009,0.0014726205246793625,0.0014046431812823705,0.0013276365783805963,0.0015313672655477327,0.0012808272214462366,0.0014935185742262736,0.0014308595341887926,0.0015255675887393206,0.0015881915454190963,0.0014499109979000013,0.0014286823049227168,0.001372585025851173,0.0013718723546878664,0.0013758759068345373,0.001384872209359728,0.0012382758806777712,0.0012784233048589138,0.0013136164740658336,0.001229802205181881,0.0013254584348392474,0.0012639678969167327,0.0013233898105117668,0.0012152069168551189,0.0012221112781192962,0.0012193009078631013,0.001221104683988696,0.001211964351351524,0.0012754435445465346,0.0012810060963500943,0.0012648922258378021,0.0014064680324666846,0.001461624606765811,0.0013433903834201924,0.0011764799213306025,0.001193392639683966,0.00120303237531944,0.0012949662890055814,0.0013617533173517916,0.0012571652047690613,0.001212870594834582,0.0012081211949916165,0.00119587532305324,0.0011412760735283892
SRR9224066,0.0014294542367557317,0.001247461381594699,0.0014733668975972123,0.0016242625264797925,0.0016098867637600203,0.0017696353442392253,0.0015330926135569975,0.000912248569129851,0.0012050604476385415,0.0010635389918556902,0.0010038683220122881,0.0010270842771024431,0.0011255995024638235,0.0011329192633444697,0.0012055888056288877,0.0010437576810768015,0.0011345258974305747,0.0013418090960878473,0.0012304386505021803,0.0009916812358056444,0.0013189608075166346,0.0011688233075527969,0.0015000474031124265,0.0012427460743425626,0.0012028165455652362,0.0010952138568904367,0.00117601545821805,0.0011338197669983538,0.0010498846673026021,0.001019385663049129,0.0012175656746164097,0.0010481996492069346,0.0011530675877789926,0.001099405196818859,0.0011792327698600912,0.0012454918874341759,0.0012070319521612011,0.001098100988653581,0.0010112150322690865,0.0010106582745539935,0.0010395106772724337,0.0010524321308167442,0.0009600141482426275,0.0009925069911672034,0.0009774476506984858,0.0010057182468912603,0.0010971354603623769,0.00099055296918145,0.000977294861781704,0.0010020730702916688,0.000972487420012416,0.0009778410037603645,0.0009271997650654327,0.0008830109088073274,0.0010033886105420046,0.0010849192283720463,0.0010377569947302681,0.0011250226821127025,0.0011234285452896022,0.0010379952776494266,0.0008573055266879781,0.0009416044157805814,0.0009451942998995067,0.0010529170310700164,0.0010038552476759842,0.001025643270038898,0.0009363544369373813,0.000952559395991244,0.0009527357160189477,0.0008337486430661246
SRR9224067,0.0018550621097490937,0.0015399132131861796,0.001835400519757846,0.0018308855170517681,0.002010642941320782,0.0021465637132658333,0.001980659551872952,0.001160609412805393,0.0016296333582516487,0.00148357877424267,0.0013997365318272196,0.001457948855151957,0.0015126795451992391,0.0015023685971233657,0.0015644315128810892,0.0014814889251089011,0.0015103359464064064,0.0017193810350762122,0.0016499419968983053,0.0014624224026105288,0.0016835255759850968,0.001545847489541397,0.0018823132326535234,0.0016149885816110503,0.0016029350402225306,0.0013425422817200617,0.001541677035121501,0.0015267851556470518,0.0014664045473715957,0.0013815135010152371,0.0015739380745223882,0.00133277651318861,0.0015338513369660884,0.0014799462125625383,0.001576217392142112,0.001625795690253314,0.001477648179294252,0.0014699647135731624,0.0014368698212390712,0.0014295999056768032,0.0014370981898960764,0.001441454023880956,0.0013104424438390454,0.001335595376293058,0.0013768638627309183,0.001285766454965133,0.0013709511483370538,0.0013296685503727105,0.0013878881686233413,0.0012819926628221347,0.0012898855477368816,0.0012812656716641119,0.0012986816637634532,0.0012989213434291592,0.0013294733110547478,0.0013282271427140619,0.001317664174219869,0.0014513969079019984,0.0015128744392067484,0.0013962195637805374,0.001260214113110248,0.0012632452396229145,0.00126491178319007,0.0013530386527577441,0.0014227909163759698,0.0013198468598658616,0.001289043878352041,0.0012782613853030956,0.0012683145098019378,0.0012227152447810477
SRR9224068,0.0016284693859741314,0.0015188150487936156,0.0016524601572959876,0.0016519759639849572,0.0017892741618085776,0.0019436865017635593,0.0017129522009240276,0.0011667043096924316,0.0013825540081599922,0.001250251399007931,0.0012032396500269388,0.0012175045228194933,0.0013269523518756586,0.0013308617541442727,0.0014050235845867187,0.0012182575697905593,0.0013344155417270192,0.001536805032062845,0.001417158763553942,0.0011610818512520972,0.0015087542225375524,0.0013649570631215392,0.001681469069942454,0.0014364046217184884,0.0013843252675490633,0.0013242803099943593,0.0013679298322889777,0.001318514340360086,0.001231113500134987,0.0012241395897507586,0.0014122011061706507,0.001264710683634211,0.001338245954080184,0.0012952882882494951,0.0013608194251163172,0.0014240576754795257,0.0014018029679358334,0.0012886722350476376,0.0011990090036010112,0.0011980792882363839,0.0012346899305760756,0.001244145520242961,0.0011711571649476382,0.0012047418070226684,0.0011762633205998532,0.0012307042456672181,0.0013069926971533865,0.0012068758789791057,0.0011672777134194836,0.0012298898768723294,0.001190748574622981,0.001195758626780247,0.001134184924864655,0.001074708760635,0.0012183589717978305,0.0013277782103868433,0.001259844351054222,0.0013296839237229407,0.0013164560622086368,0.0012385812920489502,0.0010537597723619385,0.0011623753802554714,0.0011669442615394765,0.0012673527255587414,0.0011881549495964467,0.0012401447762498488,0.0011497508360806077,0.0011721530887393306,0.0011753914076516412,0.001028666666109886
SRR9224069,0.001970196576996677,0.0016747403945084772,0.002000272177724756,0.0019756296066513203,0.0020438810368178417,0.002239288125276155,0.002085797313894407,0.0012992633559554773,0.0017399246031159787,0.0016025327011633544,0.001521359728221553,0.0015835535954366628,0.0016404583783845043,0.001626301264826335,0.001689510343183377,0.0015974979859707508,0.0016441578558711023,0.0018350046333756823,0.0017616651890379378,0.0015663255395757657,0.0017999554039953146,0.0016627522343172641,0.001987464074863212,0.001733166099802264,0.001710202475668403,0.001480530865065356,0.001659744642720353,0.0016405835519838399,0.0015799037113369354,0.0015097180224407578,0.0016918071271547555,0.0014647157701529396,0.0016487061164243671,0.0016016275417190219,0.0016877820681712027,0.0017339738539614757,0.0016094309093480832,0.0015898694059523744,0.0015576120595956731,0.0015489837463488277,0.0015558844093747403,0.0015590114490928707,0.0014381997096160116,0.0014644971284810508,0.0015046070623201192,0.0014233087560974118,0.001501332945773471,0.001456942264397497,0.0015135678440639797,0.0014188926301892289,0.0014233186558978458,0.0014144484650323046,0.0014284709250089872,0.001427301235747679,0.0014613739590892258,0.001468415268751013,0.0014540860285453916,0.0015757804515467214,0.001625922307029287,0.0015212609985257735,0.0013836643566983442,0.0014034288469340558,0.001404042329757441,0.0014830790321634754,0.0015409498046619263,0.001449664348947997,0.0014171020000057846,0.0014102148222038277,0.001402121044948006,0.0013553248721611757
SRR9224070,0.0021342828967491623,0.0018492368781206235,0.002154800507654159,0.002153425983561207,0.0022589706844771433,0.0022937151082524643,0.0022367857299954753,0.001494450123304034,0.0019120883781961284,0.0017882723676620675,0.0017212591691564254,0.001781742903963768,0.0018151835894981096,0.001808197649836368,0.0018506507293222152,0.0017802133363626113,0.0018180638015782497,0.0019949674907010556,0.0019328880252620741,0.0017600481451004568,0.001960380399470187,0.0018292580051062527,0.00213745060376942,0.001895806299433226,0.0018690625414805894,0.0016594182192280617,0.0018141221953910098,0.0018047852650759498,0.0017587776256868658,0.0016888403510699757,0.0018448255567292977,0.001642492930998138,0.001804844215178826,0.001769395068316467,0.0018524204926118528,0.0018948552523960396,0.0017700988959554022,0.00175272383989424,0.0017433473750585796,0.0017343464349345744,0.0017335861441143395,0.0017258064997609942,0.0016308679694322689,0.0016492433878838822,0.0016903495502733228,0.001606828241537387,0.0016774822765304087,0.0016576412641971716,0.00170345903411585,0.0016152781537473345,0.001614272403355382,0.0016082011075948192,0.0016299339203691922,0.0016375321584620186,0.0016450094598437683,0.0016503778224433497,0.001630834412018436,0.0017542507116188482,0.001794394029975737,0.00170046466241597,0.00159344239953096,0.0016033796630988114,0.0015963547727064502,0.0016549892533865324,0.0017228085622257446,0.0016373380158677374,0.0016210696236348193,0.0016143292677590416,0.0016028128956010902,0.0015768382079287629
SRR9224071,0.001938022347801711,0.0016044471668032842,0.001984358304810589,0.0019001909190777295,0.00210019093954797,0.0022323094108211198,0.0019749858644842215,0.001223160507490321,0.001767110495182952,0.0016092150794949443,0.0014790874942306501,0.0015499955523397444,0.0016205808002827016,0.0015987672331264989,0.0016712647918834859,0.0016095870088317363,0.0016204518253561861,0.0018398431463595888,0.001764721468148875,0.0016021197175020375,0.001801852139482758,0.0016676142145142811,0.0020014767985905035,0.001736228970383092,0.001741482474378722,0.0014281270111922318,0.0016924081150043134,0.0016741796011487565,0.0016085760904994677,0.0014942748640081017,0.0017104331617028559,0.0014203882816090818,0.0016871733487898262,0.0016077173014039444,0.0017281739148972022,0.0017877556841049886,0.001604841398347073,0.0016163968066337962,0.0015517798711311508,0.0015741383100304877,0.0015586368007270246,0.0015823205402160751,0.0013944573319148628,0.0014288237148630068,0.0014870987295479406,0.0013628662295792908,0.0014629720887502677,0.0014086830053907293,0.0015071631660551579,0.001345783348403425,0.001361757152203918,0.0013588604377721644,0.001380849311552055,0.0013882537927960078,0.0014237183276514002,0.001412616476682903,0.0014066709050999454,0.0015610806918904285,0.0016509909910812632,0.0015197820231758162,0.0013491417507618955,0.0013350891823577086,0.0013484810365171941,0.0014450716515962594,0.001560459641571551,0.0013958792920684953,0.001364286423451169,0.0013478737200976858,0.001334379495954507,0.0013033911967774302
SRR9224072,0.0010523132770542383,0.000908864545014082,0.0011082588578337864,0.0012434982321967117,0.0012463719628949888,0.0014270398299125354,0.0011664316855375223,0.00047739294259325316,0.0008216088421194263,0.0006636247280739984,0.0005884376291062257,0.0006186799316371107,0.0007251523594515532,0.000740841768692316,0.0008209056875627647,0.0006466550519495313,0.0007431549995614964,0.0009671738119196561,0.0008404931945091687,0.0006015481237317287,0.0009389257560819396,0.0007765627116252387,0.0011412009767785042,0.0008538079388793608,0.0008209399309191833,0.0006921638489754375,0.000798131783462719,0.0007448031523092719,0.0006521179215994652,0.0006213248069430668,0.00083890945692876,0.0006506358452224967,0.0007685146923096572,0.0007065026355551875,0.0008012410073123677,0.0008745159683915057,0.0008172949500203462,0.0007103854235215339,0.0006050542204556534,0.0006123953742907194,0.0006401897971804142,0.000653618570900508,0.0005487842048591403,0.000585938886292796,0.0005703677455102747,0.0006015818105067842,0.0007003146189779246,0.0005785993618520701,0.0005690400884754023,0.0005919788121652853,0.000564573958815994,0.0005704932249771449,0.0005099405505166117,0.0004700290961478114,0.0006054648458120476,0.0006842551681507243,0.000640112424030042,0.0007385136150287409,0.0007363823684561389,0.0006461622945746977,0.00044187825895292387,0.0005304213281639701,0.0005402272091460536,0.0006600589913200785,0.0006035691405134244,0.0006273557588090228,0.0005252836450424592,0.0005401900507905885,0.0005426397153066388,0.0004256967406114958
SRR9224073,0.0015908395984219822,0.0012610778862145308,0.0016331214367209768,0.0015323073699461485,0.0017524567862018797,0.001908121156314574,0.0017678939216152802,0.0008626802630641637,0.0012894702871312942,0.0011506503377221046,0.0010980541796476102,0.0011575025066581886,0.0011933079744700199,0.0011959178256881833,0.0012366136706057744,0.001139786412680834,0.0012054970756211042,0.0013967756118268184,0.0013268011017951021,0.0011036359930641925,0.001364230756263778,0.0012016013707294357,0.001566375088028769,0.0012813735338216847,0.0012400382911441977,0.001022715763925494,0.0011815163198239274,0.0011649878321263938,0.0011050755683866985,0.0010523736770219028,0.0012229021433240136,0.0010255958989621632,0.0011697494617184028,0.0011431027184647673,0.0012197643181555556,0.0012552472540875567,0.0011278981418899774,0.0011123410143192626,0.0011089457872629708,0.001084678360213251,0.0010952959128128006,0.001083355772721804,0.0010003495868591583,0.0010220979331504445,0.0010474223662601662,0.0009845208308342085,0.0010548360543785242,0.0010301692328665976,0.0010568597052339525,0.000995569039205303,0.0009929793253964404,0.000983124243643433,0.0009928398130868703,0.0009949629501970134,0.001020214641332835,0.0010075978590642707,0.0010078719377573163,0.001133136206687073,0.0011589192735699438,0.0010615387903470043,0.0009523452750683163,0.0009749774230835037,0.0009728354124033715,0.0010336890017482996,0.0010766979100227624,0.0010215507938678907,0.0009927824035197686,0.0009874839830424102,0.0009770554692922115,0.0009338766590391461
SRR9224074,0.0014255054774560208,0.0011102206136960494,0.0014748762801430901,0.0013838478152040908,0.0016019231095680741,0.0017730447392079148,0.001596327080962628,0.0006954444465418263,0.0011414733518255197,0.0009775454095308223,0.000921096940701963,0.0009774567099497707,0.0010367972460424437,0.0010453855556256694,0.0010940796740235043,0.0009732052564257607,0.0010441886399132146,0.0012559486666707496,0.0011727549503014138,0.0009337038257762496,0.0012202936860878967,0.0010569330597874327,0.0014336055595621292,0.0011432181344467295,0.001098821075541452,0.0008732929604154877,0.001049322600143327,0.0010234229880663355,0.0009524772324588844,0.0008986208043890307,0.0010957814554882726,0.0008736587867528384,0.0010337797815097973,0.0009912971147261636,0.0010777072804436674,0.001128893907196048,0.0010005707859179157,0.0009707945135914355,0.0009389463385106733,0.0009207489350674802,0.0009386129350700936,0.00093883707919099,0.0008324698535116146,0.0008631927139305691,0.0008837821868195004,0.0008227737650614979,0.0009086221597535089,0.0008598129014728476,0.0008901862775274709,0.0008290533522748491,0.0008276579051754763,0.0008226269724652866,0.0008182717054244627,0.0008084313726030257,0.0008651054729938904,0.0008574546647035984,0.0008536869833691065,0.00099154270574968,0.0010161094905533417,0.0009131879256613975,0.0007692812892334336,0.000805719601312434,0.000803473477881915,0.0008851018593598191,0.0009116456941543167,0.0008635661571597695,0.000819614079348081,0.0008158715788234582,0.0008060435073289306,0.0007508936522925795
