,SRR9224065,SRR9224066,SRR9224067,SRR9224069,SRR9224070,SRR9224071,SRR9224072,SRR9224073,SRR9224074,SRR9224019c,SRR9224021,SRR9224023,SRR9224026,SRR9224025,SRR9224018,SRR9224403c,SRR9224404,SRR9224172,SRR9224135,SRR9224294,SRR9224298,SRR9224297,SRR9224296,SRR9224295,SRR9224300,SRR9224163,SRR9224164,SRR9224165,SRR9224166,SRR9224159,SRR9224160,SRR9224161,SRR9224162,SRR9224168,SRR9224169,SRR9224113,SRR9224114,SRR9224487,SRR9224111,SRR9224258,SRR9224257,SRR9224472,SRR9224473,SRR9224470,SRR9224471
SRR9224298,0.000592919213306511,0.0005961787778326546,0.0006090665985947326,0.0005506251367110946,0.0005014848075962063,0.0005063957588640346,0.0006108694441375663,0.000563220980645532,0.0008672533750825892,0.0005034361723605283,0.0005428866633397324,0.000541403641160389,0.0005264867303397944,0.0004901090101010275,0.0005362516679273776,0.000495957899142925,0.0005456645793188729,0.0005222982517718805,0.0005681815316743546,0.0005210635301878154,0.00047828656531119274,0.0005131937547862869,0.0005641108722115711,0.0005343463976729513,0.0004999015825103276,0.0005478440672786649,0.0005200567841468586,0.0005134688196122255,0.0005521051001716641,0.0005459202470572135,0.0004931307793936465,0.0005013677671663579,0.0004978708122049451,0.0005237785725617242,0.000524712378544242,0.0004777068767374052,0.0005328380277827915,0.0005745080862249282,0.0005626789695726953,0.0005895372104104854,0.0005179463115314918,0.0005207690832893983,0.0005747489515479501,0.0005564065243151159,0.0005309092875079619
SRR9224297,0.0005524039649519776,0.0005621292203226012,0.0005758599465128498,0.0005126288399023337,0.0004770018244868616,0.00047614810319825926,0.0005636242307555176,0.0005269082759979625,0.0008614258241286573,0.0004754835164551645,0.0005051121588030828,0.0005051040450943141,0.000492951334104041,0.00046415853567735046,0.00050135414853343,0.0004705663796628033,0.0005034100123931766,0.0004893925728229056,0.0005295493101256869,0.0004881227818774374,0.000542923221759388,0.0004463292416210152,0.0005257720845304319,0.0005052859388664859,0.00047150155018244944,0.0005073608551091256,0.0004919536123097186,0.0004850442811222861,0.000506370521300313,0.0005113962472328407,0.00046719093499495877,0.00047148093772462715,0.0004734422198252599,0.00048928696319035,0.0004902889970541718,0.00044760358959173983,0.0005070574631385621,0.0005545348582165037,0.0005329739076504209,0.0005602728490307623,0.0004839816794485824,0.00048307783091936516,0.0005271242909237528,0.0005059723475638725,0.0004911987062623963
SRR9224296,0.0005748516709311878,0.0005828154631132472,0.00059269600158093,0.0005361180680337086,0.0005033021484830523,0.0004990262726192798,0.0005784445325972914,0.0005525964284975514,0.00086842634198661,0.0004947749997406664,0.0005329352761121456,0.0005339174396572728,0.0005114639583660458,0.00048241672800741417,0.0005288921658781857,0.0004888079801703855,0.0005340912181570382,0.0005142523720943364,0.0005584059070556994,0.0005143997296089932,0.0005674694309905055,0.0004993441443423924,0.00047951456510171884,0.0005278948824878343,0.0004922861338953133,0.0005305487701297303,0.0005120592804436406,0.0005066725086670105,0.0005259821549143799,0.0005326246075652169,0.00048504460426239366,0.0004933890421613029,0.0004906780360737324,0.0005159493550000073,0.0005118815281949064,0.0004671321748181205,0.0005312319717123247,0.0005700587608475097,0.0005501907395394739,0.0005840098569228903,0.0005003756085490712,0.0005077997411134728,0.0005561015332043342,0.0005403117250347609,0.0005129486484823357
SRR9224295,0.0005542862270768548,0.0005741464924124413,0.0005857951515601535,0.0005097985281014259,0.00047475229842070026,0.00047192679174314924,0.0005636655416184466,0.0005392444659395654,0.0008547058485379931,0.00046841168860237885,0.0005054857865851488,0.0005052677585501872,0.0004907258715959737,0.00046413181542306935,0.0005028074611641043,0.00046256836775206617,0.0004996638028043583,0.0004934133155062782,0.0005220256228642557,0.0004871827701023132,0.0005371832479283646,0.00048019649301226123,0.0005281291413536519,0.0004405195884515212,0.00047228401564862433,0.0005062567603962975,0.0004922782336476122,0.00048741574975331585,0.0005014025661481051,0.0005185849815925849,0.00046534557451031046,0.0004719458240000543,0.0004660709140916462,0.0004885309725643141,0.0004900924993844108,0.0004428451929985409,0.000505916823675183,0.0005439117692231779,0.000530694689644932,0.0005657695139170741,0.0004918745381865259,0.00048707570706073056,0.0005399476439618728,0.0005220317278150596,0.0004983049237952864
SRR9224300,0.000543605448388852,0.0005485627379533445,0.0005708529669267382,0.0005018770624962689,0.0004670801864398226,0.0004676999381917718,0.0005518791078859049,0.0005198448431663603,0.0008563151857942152,0.00046916785212421943,0.0004940314092285156,0.0004940585192562419,0.0004878771108662136,0.0004597766893839375,0.0004977367465534403,0.000464297242398773,0.0004976067848107718,0.0004829800502738215,0.0005188559747450962,0.00047746381224802927,0.0005297023686217219,0.00047259236774527063,0.0005193122670771384,0.0004980358823507368,0.0004346091149649758,0.0004987104677835325,0.00048390014487831686,0.0004803685764147474,0.0004915959896962121,0.0005018801530153344,0.0004634865455720396,0.0004637014048726071,0.0004654490707240905,0.00047933291498556503,0.000480235088627404,0.0004430414576680448,0.0004960112418625191,0.000533688727529588,0.0005210414693013557,0.0005462177045295498,0.0004744161774181932,0.00047361176973513227,0.0005126166960162439,0.0004933230395851678,0.00048757895895991886
SRR9224163,0.0005597940404244002,0.0005663671693654273,0.0005903541544028219,0.000525437756422685,0.00048574511263393787,0.00048594884736175855,0.000577835321062565,0.0005446251549935312,0.0008635149363553928,0.0004829034845342482,0.0005157922073624248,0.00051437519398966,0.0005017059504327925,0.0004732781760737913,0.0005139042277111558,0.0004765883385030187,0.0005183063924928817,0.0004998480187893669,0.0005372232554747749,0.0004939385615656997,0.000559225397869954,0.0004890215011636197,0.0005385662944715024,0.0005135722999105739,0.00048013572518083137,0.000464015823381035,0.0004977102044020592,0.0004977747374359919,0.0005153347228662088,0.0005239819801523435,0.00048139745343908055,0.00048526301346200234,0.0004787172077916185,0.0004960002534703433,0.000499392996342846,0.00045589889694227305,0.0005133346684489459,0.0005651165744649066,0.0005442253641296201,0.0005662541874652586,0.0004919295769470152,0.0004929604001774336,0.0005450197493849262,0.000530372812679631,0.0005047203204082452
SRR9224164,0.0005824221755947511,0.0005925619900872763,0.0006083783020187979,0.0005445842485752363,0.0005085634414426565,0.0005151260671071015,0.000594543991195342,0.000556753651475728,0.0008956331653407946,0.0005253351177149398,0.0005349118252235386,0.000537453425578567,0.0005327302550900561,0.0005107545802837092,0.000534119072434068,0.0005188363294628633,0.0005423334778830851,0.0005237980542916688,0.0005591861756346905,0.0005168850665636319,0.0005710995546977264,0.000511660748715497,0.000559601451740584,0.0005373999266412394,0.0005024597690218948,0.0005363759783598262,0.0005234042132809016,0.0005198206650182629,0.0005325807991613614,0.000544098275366848,0.0005155582646508466,0.0005092883778856319,0.000525162486582429,0.000526318811953441,0.0005192086796946721,0.0004998254462717463,0.0005378982873832023,0.0005793096537793416,0.0005609784954404837,0.0005888375691204736,0.0005138917258191911,0.000515683043268027,0.0005526810314755599,0.0005368302309202241,0.0005302392466411328
SRR9224165,0.0005599051037799499,0.0005619335463618278,0.0005929607526552105,0.0005209270546486807,0.0004834431441417752,0.0004813884507563837,0.00057113277296672,0.0005318135141205221,0.000871751634813096,0.00048615926133764294,0.0005153689935750047,0.0005113628914220176,0.0005047115298652902,0.0004749088252364909,0.0005101395445280475,0.0004786719504811404,0.000510748461795771,0.0004971643782284143,0.0005336739973735627,0.0004950400629583484,0.0005445712070005519,0.0004856432060469584,0.0005338663766298905,0.0005131996170735946,0.00047978534722801824,0.0005166339278904534,0.0005002258370604509,0.0004597028713350157,0.0005105972484079021,0.0005212829312099887,0.0004764556683543512,0.00047615979001116096,0.00048296103803053777,0.0004982283082633186,0.000491825630019934,0.00045796820886319215,0.0005104679342566757,0.0005567895843669645,0.0005375554877595451,0.0005552590688820448,0.00048763367236059966,0.0004938865123557314,0.0005393280348571278,0.0005140500061810476,0.0005027241713625195
SRR9224166,0.0005666654975350808,0.0005736740866264892,0.0005898251779727093,0.0005187028172531311,0.0004816846082048412,0.0004782462969266687,0.0005878851363550279,0.0005294661546019876,0.0008639766468232709,0.0004744238873974232,0.0005141921630911392,0.0005102428780333218,0.0004943737414386261,0.000467884753693054,0.0005086772019000769,0.0004701973244640049,0.0005208674888898118,0.0004969738640286019,0.0005448515627900332,0.0004938290244327675,0.0005641629890382148,0.0004881473077584834,0.0005339060556362124,0.0005086125354382059,0.0004730855494640457,0.0005150098349888246,0.0004944454138465691,0.0004918146082051673,0.0004533341551912233,0.0005242499242580255,0.00047053411057494405,0.0004799351263537662,0.00047118994145886595,0.0004956771192276674,0.0004992886407845478,0.0004509699088774788,0.0005080308427856188,0.000557003007876613,0.0005383977499557222,0.0005702532913170022,0.0004952560881359537,0.0004986863090994866,0.000543900539081048,0.0005214086172444693,0.0005005773586871422
SRR9224159,0.0005787192294463632,0.0005669438644630604,0.0006053838806642661,0.0005238680039085532,0.0004896624233049661,0.0004899720979794019,0.000579714365319954,0.0005400515392764305,0.0008779052898982914,0.0004816886542248293,0.0005245491385961935,0.0005228095943696726,0.0005098037355088101,0.0004718639046831207,0.0005164804093425559,0.000478441633263708,0.0005270570909608875,0.0005008828919949828,0.0005464010502908306,0.0005036229045138322,0.0005561384504929568,0.0004916726857037019,0.0005391769383508646,0.0005243289538764723,0.0004815786235459015,0.000522726983937149,0.0005032791039627783,0.0005001559843831822,0.0005227256292298685,0.00046001020078808034,0.0004789722229774623,0.00048115399103005913,0.00047928184588982614,0.0005050249538956907,0.0005008601447937818,0.00045534308537510746,0.0005160072004855185,0.0005567825708871585,0.0005435761371388266,0.0005724922452963598,0.0005001963252382855,0.0004972844234401324,0.0005494217087067712,0.0005251566445285233,0.0005077656887029759
SRR9224160,0.0005610792214412039,0.0005583157862627325,0.0005870204368953462,0.0005215355068141464,0.0004909200328132793,0.0004956199313261644,0.0005716547669682856,0.0005365391022307006,0.0008726647621891626,0.0005239556461217932,0.0005174095880003023,0.0005154848543490574,0.0005185106082546669,0.0005065597766224745,0.0005146010102058995,0.0005119923888374789,0.0005206684254711705,0.0005064601829112594,0.0005353084332406382,0.0004982456291387295,0.0005452461410793133,0.0004895071677371204,0.0005335561130516571,0.0005114988722138381,0.00048471185198694435,0.0005220955068301552,0.0005195888490064368,0.0004987835124902628,0.0005102620747430445,0.0005211151490156621,0.0005026107805646359,0.0004926262149121484,0.0005162676316329211,0.0005061116095910052,0.0004988773984173562,0.0004929853608240739,0.0005119783508341818,0.0005532507301690377,0.00053967659590269,0.0005620673267918683,0.0004922898813380235,0.0004970453102629986,0.0005331929537603205,0.000516495663553217,0.0005141158677541003
SRR9224161,0.0005383783460458542,0.0005484798123445011,0.000577566107019329,0.0005054070162968367,0.0004747861845718052,0.0004727002348861321,0.0005569982267227115,0.0005210477054959094,0.0008555992601118742,0.00047512521964927426,0.0005004744527099492,0.0004993847848485609,0.0004906180270879998,0.0004683481346785396,0.0004976681867984649,0.0004705996792816431,0.0005016902548199356,0.00048812724862180103,0.0005171696675342345,0.00048125467842986196,0.0005328108554764255,0.00047294491716085685,0.0005211565252220037,0.0004979300596348187,0.0004644480403648332,0.0005048779590772491,0.0004911521751663593,0.0004775143759699279,0.0004991604551545569,0.000502700530141567,0.0004714992927991807,0.00044354737487374064,0.0004742809397139454,0.00048780092891552836,0.000484570931775649,0.00045329754803228483,0.000501971191882827,0.0005465391948317365,0.0005267425959193405,0.000548569498058491,0.0004782135867809508,0.0004770641163735664,0.0005211129468748535,0.0004985403007234464,0.0004937218441170354
SRR9224162,0.0005668179479319987,0.000571756496801893,0.00058987586877491,0.00053140845606678,0.0004968226081201062,0.0005070037036653914,0.0005777762511401668,0.0005419004438922176,0.0008807249588748676,0.000543948375498043,0.000522509010679216,0.0005188217271627711,0.0005229899881961272,0.0005241383316264234,0.0005209888323199573,0.0005341906405695319,0.000525983510585117,0.0005097498882639535,0.0005419578801794844,0.0005000868493807846,0.0005544195081739461,0.0005004496612514983,0.0005441197235731363,0.0005165626020006226,0.0004912649320468369,0.0005234844121519987,0.0005342812829963645,0.0005102530160248126,0.0005154696742136432,0.0005258809139562757,0.000521298596648188,0.0005001055540434263,0.0005397633579285615,0.0005111820635758982,0.0005076046116890932,0.000517437150108296,0.0005193669134762891,0.0005583996610115591,0.0005493274644558843,0.0005735805407686763,0.0004972823600529324,0.0005017030664953577,0.0005312620549237636,0.000518170770746405,0.0005198399989630953
SRR9224168,0.0005538799854047107,0.0005631249441027201,0.0005802588660020992,0.000520693573455135,0.00048352260120194273,0.00048263995371479956,0.0005730832201071343,0.000534865785650736,0.000864722295083396,0.00048258189593972713,0.0005131567374742009,0.0005092229759961499,0.000504388931320547,0.0004719517394068874,0.0005067292692772037,0.00047608434789363663,0.0005122788511209717,0.0004985888343876857,0.000536741289987901,0.000493004695999169,0.000548265040804677,0.00048358210947871215,0.0005371230418821888,0.0005079876408553383,0.00047294520998180306,0.000508960548838945,0.0005000814084917417,0.0004918506418270546,0.0005079760956887573,0.0005195807087032772,0.0004775807183960782,0.00048034201353240765,0.00047807089788049753,0.00045947525835784487,0.0004941708919416513,0.0004551332862029719,0.0005101139752828595,0.0005560872522539559,0.0005355926949598877,0.0005601036333097725,0.0004903516034522876,0.000486541912879755,0.0005292831542908257,0.0005175623910226836,0.0005018486054277397
SRR9224169,0.0005498958936627783,0.000556993610018127,0.0005884480768803875,0.000512852738404915,0.00047778285629393463,0.0004753111246791293,0.0005647726035659103,0.0005272641456495508,0.0008594704169914069,0.000473426956483394,0.0005088089654990048,0.0005071667177782591,0.0004950794912929367,0.00046207276129082227,0.000502239456638247,0.0004677501238694715,0.0005094494683001243,0.0004883667337258413,0.0005250314932259226,0.0004866010377175963,0.0005438736297712622,0.0004796868047475557,0.0005268434849713511,0.0005044417892092357,0.0004688116287856134,0.0005072178131735427,0.0004887901214376285,0.0004807859862211692,0.0005064974985940489,0.0005103146067816833,0.00046621200833382877,0.0004724227329708535,0.0004702092113311027,0.0004890475623381096,0.0004447770017539843,0.00044600499262607845,0.0005044656040545514,0.0005492447260585844,0.0005346465664659572,0.0005526596510320339,0.00048123129814151136,0.000483053748467696,0.0005357729539811477,0.0005111066884719297,0.0004955783999340619
SRR9224113,0.0005398502473665361,0.0005424053527655875,0.0005629538940201903,0.000504310376061138,0.00047349932341542243,0.0004803993046260777,0.0005503526277959581,0.0005135610770835452,0.000854350624402192,0.0005239851127541731,0.0004974565523293217,0.0004952605768204339,0.0005025729268922939,0.0004996356009200859,0.0004947449021045406,0.0005108256701382186,0.000496314301780009,0.00048737108748056615,0.0005138982453560106,0.0004768370964363992,0.0005318967387404876,0.0004731125974454624,0.0005179388916282967,0.0004906014201753614,0.0004674669200150969,0.0004984002970684882,0.0005085771770776743,0.0004835651213703801,0.0004929190613021667,0.0004991713889380572,0.000497534585158009,0.0004776387550570539,0.0005172078413423417,0.0004865669709623908,0.0004811126055377205,0.0004972691102553383,0.0004942335108570315,0.0005348122720190962,0.0005246352225855021,0.0005447141001813464,0.00047416432464217003,0.0004770171704292668,0.0005055510052387424,0.000493071957371135,0.0004954885859807246
SRR9224114,0.000558688975215858,0.0005639044129161432,0.0005821577148191895,0.0005159310857922998,0.00048571408299489887,0.00048351959136380424,0.0005753555189048843,0.000543584033611606,0.0008570284871010767,0.00047857475154979755,0.0005134033571703904,0.0005139064807300283,0.0005024743230022901,0.0004697502215276252,0.0005079228288033249,0.0004731242755819181,0.0005266701466682514,0.0004979942029349364,0.0005272815388544264,0.0004885037468323546,0.0005432795825533386,0.00048815475068550614,0.0005375889812653812,0.0005122738118927965,0.0004768080469583511,0.0005123835582204023,0.0004984316214158483,0.0004903955346769235,0.0005069494356540833,0.0005163408650773306,0.00047111133290348003,0.0004813643194049083,0.00047416805872066013,0.0004970047624961166,0.0004963557992628337,0.00045131693268538503,0.000452204592399855,0.0005477886595854968,0.0005383168067422313,0.0005604827840626384,0.0004930264261697818,0.0004955851518403719,0.0005382603322697449,0.0005173914558736183,0.0005027378821533287
SRR9224487,0.0005717248762632642,0.0005992305819061629,0.0005983982875856875,0.0005507046849406656,0.0005077252333610509,0.0005010331947326495,0.000570675867776689,0.0005597863216669574,0.0008991434077867817,0.0005018711815918536,0.0005402235906616945,0.0005378575602549905,0.0005236482188928471,0.0004915146691202465,0.0005330100847167232,0.0004979308048118269,0.0005420831792237036,0.0005295273986945107,0.0005642428729585549,0.0005185086076520349,0.0005701108399394033,0.0005183277459288421,0.0005612212523184862,0.0005348611135054936,0.0004984482677149489,0.0005477222000440694,0.0005226683376272286,0.0005200203483712455,0.0005405076489751296,0.0005426013492037357,0.0004963057328852469,0.0005096849776229986,0.0004967742030459721,0.0005254908963791909,0.0005249979325483408,0.00047602360230965024,0.0005327103414458382,0.0005139797406636033,0.0005630778751512058,0.0005804139280489115,0.0005170929593116426,0.000511415618147916,0.0005641453620998549,0.0005493598961206331,0.0005257304090797341
SRR9224111,0.000583515085545437,0.0006055931351270653,0.0006216377377127957,0.0005495161958336485,0.0005178721516959588,0.0005131395047580549,0.000606165549349525,0.0005683390149551881,0.0008972892576100666,0.0005113487113975989,0.0005486765093199301,0.0005449356103775963,0.0005306259943283757,0.0004998935365043854,0.0005401460283922534,0.00050620965946304,0.0005505350893950715,0.000531408820979261,0.0005561419184325318,0.0005259874658186323,0.0005806981044013155,0.0005197072376090993,0.0005649055805998693,0.0005436268003653592,0.0005066294275177874,0.0005500651006111766,0.0005259692427494508,0.0005238669985218046,0.0005445152149700751,0.0005511892502206218,0.000502654146631744,0.000511594199954304,0.0005070918019994946,0.0005282522085889243,0.000532333860709328,0.0004847484003242737,0.0005448201117550428,0.0005871854656740356,0.0005176199147484078,0.0006002560199240777,0.0005212601484907875,0.0005228449894772763,0.0005736385822251184,0.0005491642943319882,0.0005337755260138642
SRR9224258,0.0006186550826679839,0.00060249387280103,0.0006355098717593258,0.000563011832623192,0.0005267574809974828,0.0005297409300005409,0.0006233832262000427,0.00058572202143705,0.0008958914635237463,0.0005197275454914158,0.0005606949817042183,0.0005583340360677412,0.0005521715073407365,0.000510330187172224,0.0005553595908583001,0.0005120596685608575,0.0005576458501544047,0.0005447732075837917,0.0005752774669443326,0.0005412490555016026,0.0005953638118269071,0.000533227212530019,0.000584673847417942,0.0005670022545689918,0.0005189020582677229,0.0005585482350968541,0.0005397165051958635,0.0005274336737970496,0.0005622162551933717,0.0005663292403429649,0.0005114309573705094,0.000520201600360877,0.000517977824545636,0.0005387752522633965,0.0005367574264274235,0.000492173836458532,0.0005532643421346398,0.0005884681934052765,0.0005858681276755064,0.0005234842582886092,0.0005347269145714072,0.0005443362769184739,0.0005791868113798735,0.0005669254065175748,0.0005462293131685085
SRR9224257,0.0005404291393287336,0.0005577711802046507,0.0005710403974033657,0.0005102319490885454,0.0004658303836789403,0.00046697647158949605,0.0005608498444882543,0.0005184976532867717,0.0008403181458528031,0.00046249746031301766,0.0004990818595375514,0.000497751500205648,0.0004856879204068215,0.00045445584709123704,0.0004953829252516787,0.0004574911994731766,0.0004987887528460939,0.0004826039816252009,0.0005248990564991133,0.00048252235337050054,0.0005338791483828042,0.00047142623673314567,0.0005134135015099325,0.0005045934223993264,0.0004612073013109264,0.0004970800148860405,0.0004816660188162764,0.00047495651757632025,0.0004999670400484765,0.0005066327261291988,0.0004583226062514763,0.00046436625249982326,0.0004589696578072778,0.00048317146205289764,0.0004795053791866224,0.0004378422323731804,0.0004992166022414618,0.0005392547701579094,0.0005207985123142928,0.0005481473220491412,0.0004304381102549875,0.00047463874420493633,0.0005211514053222087,0.0004987419714223563,0.0004811484246352386
SRR9224472,0.0005415371818005953,0.0005578533623581238,0.0005707826551588852,0.0005117177660443549,0.000470968798202934,0.0004689250713953832,0.0005591492113738919,0.0005203609448643479,0.000848763955096257,0.0004668400320766463,0.0004958534535481792,0.0004987294077238114,0.0004866481732068171,0.0004591134880413951,0.0004908488320512276,0.00046267112880779294,0.000495903454591007,0.00048387065518923816,0.0005170814356750358,0.00047697019443708786,0.000538665805647323,0.00047172420711297946,0.0005220696552558991,0.0005002307013446122,0.00046131209421390595,0.0004986042215255428,0.00048432337368672094,0.00048140890548506725,0.0005045418970812575,0.0005046198677134742,0.00046330814057878673,0.0004638218208894346,0.00046356748307737873,0.00048048922932538286,0.00048223644107883983,0.00044108721721090226,0.0005022155950739756,0.0005345646295347147,0.0005243289869958461,0.0005580509350011291,0.0004754929140588073,0.0004350851978140959,0.000521346651882747,0.0004976195163411809,0.0004882049458747741
SRR9224473,0.0005706474287444403,0.00059572899515274,0.0006180091500083402,0.00053938146169851,0.0004883789027632871,0.00048595483470975247,0.0005840674370614307,0.0005578897972082883,0.0008719905970711138,0.000481075338720499,0.0005234839173798322,0.0005264767294155355,0.00050281096111772,0.0004680885268411165,0.0005162388841414916,0.0004743531530716026,0.0005311908052377483,0.0005009440478520995,0.0005555938289660439,0.000495160088215357,0.0005684852753583167,0.0004941289120063006,0.0005487230904970203,0.0005309765309077987,0.0004796673252239594,0.0005290954772480726,0.0004993002917107939,0.0005046272498677066,0.000528421087089431,0.000535258642708301,0.0004785425325738737,0.00048649713335309675,0.0004733185498410183,0.0005015657678347423,0.0005123372121545837,0.00045064549025530733,0.0005235398442362367,0.000564350453962399,0.0005517109297544866,0.0005688127749168406,0.0005004396174027258,0.0005000928846050293,0.0004622828346457592,0.000537805123849878,0.0004956636227715433
SRR9224470,0.0005678788403770557,0.00057293912271025,0.0005891940349530505,0.0005226150812967916,0.00048101282917075767,0.0004778301389416057,0.0005781419692155744,0.0005383513787310501,0.0008706486432172066,0.0004756251353252489,0.0005140301604957232,0.000510241578871666,0.0005013779305548152,0.0004661304582512635,0.0005070519496888192,0.0004693164682362743,0.0005195106123392989,0.0004950946101901617,0.0005409243738182471,0.000498079272952706,0.000561004585207194,0.0004816304787114909,0.0005418681522290329,0.0005232806817540963,0.0004687027528120038,0.0005239548380211352,0.0004922247173193835,0.0004888638502838766,0.0005146193973530977,0.0005198216425665128,0.00047108700048655976,0.0004729191820172938,0.00046851245216140205,0.0004981139486148377,0.0004968550091857207,0.0004461863069529949,0.0005110437466905606,0.000559191287611477,0.0005367469374741043,0.0005680329215988723,0.0004875160476725675,0.00048566623754831635,0.000547663516877235,0.0004493688329267275,0.0004971888804501452
SRR9224471,0.0005689046573447884,0.0005837198960737126,0.0005967686827718944,0.000534051959367224,0.000499488293605575,0.0004966719442162336,0.000591470985206644,0.0005505794609984646,0.000887727667019968,0.0004996576661399664,0.0005242541531061682,0.0005229359683024007,0.0005172820924099996,0.0004898516543594072,0.0005265645938046064,0.0004951604411469193,0.0005288627481654141,0.0005127328724611553,0.0005495523474189472,0.0005075293439196792,0.0005682521843694324,0.0004966299158473497,0.0005452942141990912,0.0005298120667576936,0.0004919148245680962,0.0005293910982802494,0.000515333496066683,0.0005077605574752927,0.0005244088708929132,0.0005340284167868776,0.0004959616702072734,0.000497255721887433,0.0004968520307954291,0.0005133201594847024,0.0005121504143479787,0.0004735664900170643,0.0005277612649380185,0.0005679890248880213,0.0005534508623994917,0.0005803750612413156,0.0004992383586262721,0.000505489887596551,0.0005351204711595305,0.0005276632830915156,0.0004883795353995196
