,SRR9224068,SRR9224069,SRR9224070,SRR9224071,SRR9224072,SRR9224073,SRR9224074,SRR9224019c,SRR9224024,SRR9224025,SRR9224017,SRR9224403c,SRR9224404,SRR9224135,SRR9224462,SRR9224401,SRR9224311,SRR9224293,SRR9224292,SRR9224298,SRR9224297,SRR9224299,SRR9224164,SRR9224165,SRR9224166,SRR9224159,SRR9224160,SRR9224113,SRR9224114,SRR9224487,SRR9224116,SRR9224109,SRR9224110,SRR9224111,SRR9224112,SRR9224118,SRR9224119,SRR9224256,SRR9224288,SRR9224253,SRR9224258,SRR9224473,SRR9224470,SRR9224471
SRR9224297,0.002016485191519879,0.0019280307923728068,0.0019000737522829225,0.0018694102429272852,0.0016576341720004604,0.0016866358392876632,0.0017349961848959633,0.0017216331377799753,0.0016897621447119501,0.001701157807643625,0.0016649068705818352,0.0017177090046341628,0.0017368774441103674,0.0017647873460871761,0.0017924300635730264,0.0017734848026936996,0.0017102885157580824,0.001823258094946452,0.0019005677586348944,0.0019780372546021434,0.0017297746100613416,0.0018016184945629816,0.001729465592778766,0.0017367936558474793,0.0017918004118706598,0.0017976958156580673,0.0017671215226911347,0.0017724462927112968,0.0017348500434482144,0.0017562134847968849,0.0019808203382182636,0.0019042995958710423,0.0017664026087690185,0.0017929117016266742,0.001885951640955476,0.0019199429778412615,0.001914449265783136,0.0017446404527049165,0.001770180996351781,0.0017504990489966552,0.0018118356886950744,0.0016966796740258115,0.001656239761891404,0.0017092319149073906
SRR9224299,0.0019563394019034295,0.0018110791798565608,0.0017795768881392387,0.0017546057776071462,0.0015761099169463674,0.0015833497164214146,0.0016465392217897416,0.0016049262883291026,0.0015532941465354925,0.0015710753738512504,0.0015719849137690676,0.0015948595172597122,0.0016222292092121688,0.001647223997442477,0.0016941479090238428,0.0016894016163205524,0.0015836323496776212,0.001696533488758549,0.0017636290600839069,0.001881065129685605,0.0018423976595868428,0.0015612754196222976,0.0016325397198702634,0.0016402931956488527,0.0016832260457001515,0.0016928060915909868,0.0016568539221686923,0.0016519487094423177,0.0016230982557617099,0.001677244050836556,0.0019272182753671825,0.0018140303107770186,0.001670790226080994,0.0017069761393765524,0.001791102802248182,0.001825979707657214,0.001862670500191223,0.0016277121564281447,0.0016918349502269736,0.0016624010242337337,0.0016819144306425703,0.0015989797313098078,0.001532305998888761,0.0016224525488567315
SRR9224164,0.002023685753721953,0.0018593820825056654,0.001789488066819202,0.0017179698663433113,0.0016272120419952487,0.0015971184938511822,0.0016488160989375049,0.001615237171406754,0.0015512317818445495,0.0015414657610185337,0.0015758676394099472,0.0015978378472495467,0.0016050108320220648,0.0016551373912476485,0.0016894134923891827,0.0017311894773455907,0.0015704571194300459,0.001698887769229232,0.0017673258026180947,0.0018782907645712537,0.0018355110290965925,0.001695657320571432,0.001582521148285523,0.001620204806464253,0.001650178943014479,0.0016665491821375295,0.001642713825391236,0.0016239816061568442,0.0015910250196049319,0.0017264774728825525,0.0020207848340334533,0.0018069255651494555,0.0016483962475255507,0.0017687713596710843,0.0017896860369115114,0.0018377795133668348,0.0018989818200219907,0.0016372298109561183,0.001697828480198183,0.0017095288089201358,0.0016505500421602761,0.0015645428204691995,0.0015243311786250836,0.0015676920635257063
SRR9224165,0.001810141560152157,0.0017067658104893745,0.0017047018410423895,0.001622038798766751,0.0014368742053790082,0.0014484709396673386,0.0015056832274256834,0.0014906508131500727,0.0014827067522632784,0.001448225815930965,0.0014606410179112952,0.0015176789327340612,0.001508391278867542,0.0015157525322517967,0.001563970275732722,0.0015558165178175465,0.0014601017363858992,0.0016607028454988634,0.0016912837006009696,0.0017514231395579654,0.0017122952167213253,0.0015805995802011968,0.0015038377542300457,0.001370905969864535,0.0015821083284934894,0.0015908740399163707,0.0015363776065341176,0.0015464270834116137,0.0015227324139091324,0.0015276795929632834,0.0017715305535431973,0.0017019577258411613,0.001571929210131457,0.0015731342940153445,0.0016984992654232923,0.0016989263286986958,0.0017050525232688257,0.0015216224364714614,0.0015844859365590112,0.001519941036563448,0.0015837383350411453,0.0015034058863508983,0.0014235017112882566,0.0015543728689975907
SRR9224166,0.0018661631662867768,0.0017548385786392924,0.001708776595398146,0.0016883398334488918,0.001484338740987234,0.001507528323087249,0.0015593169717288313,0.0015303866556298001,0.0015428412736345118,0.001511756810867915,0.001505139795784712,0.001535968993003335,0.001541840162089403,0.0015776693008130607,0.0016251878262325936,0.0016007659366315402,0.0015147569656427308,0.0016638557421315432,0.0017277796797181195,0.001825557334932729,0.0017764300685156492,0.0016316963451901518,0.0015413278512130238,0.0015893306604379547,0.0014412757970026931,0.001668726815992566,0.0016048449405668922,0.0016150059099347585,0.0015388337299814573,0.0015840675025999176,0.001827747782875419,0.0017620221550182164,0.0015997401173359308,0.0016215163380520622,0.0017172490604238722,0.0017547483105866955,0.0017594477976412542,0.0015720168802660162,0.001602790208389827,0.001567568586657457,0.0016219094588819894,0.0015324722917937853,0.0014746011516285683,0.00154749934966943
SRR9224159,0.0018785709701057505,0.0017497925013673435,0.0017405103894104891,0.0017007284043982552,0.001488247230347025,0.0015132424105220807,0.0015869579370331648,0.001543029915256812,0.0015523858649799996,0.0015549330548170152,0.0015079523235594586,0.0015445013234106537,0.001553979441892095,0.0015880209245057145,0.0016391494568615697,0.0015970176051875334,0.001523234638170274,0.0016616852848507701,0.00175090141744907,0.001830407195028422,0.0017736423040799858,0.0016318184055960036,0.001549778832740424,0.001592425261191935,0.0016617658677000541,0.0014563187485292957,0.0015929019899996184,0.001662459546972488,0.001626336556984572,0.001575069094137682,0.0018201250164047106,0.0017529126439173837,0.0016078487319347188,0.0016220024553498967,0.0017352548572804102,0.0017881897429603427,0.0017780672769830061,0.0015692914112558506,0.0016739080256533171,0.0015756207022763972,0.001607510561720172,0.0015496983650757172,0.0014785134121014763,0.0015759067178045482
SRR9224160,0.0018653282153870828,0.0017393984932105833,0.001719901823573899,0.001683801635480638,0.0014751909059396806,0.0014948050128832887,0.0015649015679215041,0.0015236809070241848,0.0015158591734263697,0.0015018377399761286,0.0014745238291615137,0.0015298515225841236,0.0015311108463937442,0.0015598568039004862,0.0016058888899580567,0.0015971708110518261,0.0015228965486456317,0.0016509462061149482,0.0017062141804514313,0.001794553926974409,0.001762044406432491,0.001615252996593767,0.0015419987071344683,0.0015521878386250663,0.0016141877981591488,0.0016087676286243374,0.0013995248245448873,0.0016028225585997078,0.0015383875478222036,0.0015754742777776608,0.0018278047345384033,0.0017294894704129083,0.0015908150369572742,0.0016115226490630065,0.001723283017833469,0.0017456553309614243,0.0017570690357960235,0.0015635155117386635,0.0016154786497761294,0.0015587979698268742,0.0015913836940769947,0.001510690692965713,0.0014349668057902722,0.0015194737059136725
SRR9224113,0.001842831861789389,0.0017202434826251371,0.0017343130648069549,0.0016570134922707363,0.0014626874273618825,0.0014707727781014283,0.0015576168440600716,0.0015070029461215942,0.0014802296594532444,0.0014891599815821347,0.0014774799936590447,0.0014943727332939758,0.0015274926405413186,0.0015203430709498313,0.0015860127223300032,0.0015813403013439163,0.00147755011970458,0.001608813092008271,0.0017129848903037145,0.0017451539221990551,0.0017390456370920749,0.0015846958041001995,0.0015022161027329576,0.0015393667676115643,0.001600538618945127,0.0016509507103374572,0.0015766713784752025,0.0013839659111530272,0.0015099263550016307,0.0015621936420097727,0.0018148307485364276,0.001725207479853543,0.0015572014756688069,0.0016005348260910018,0.001705315086843054,0.0017498549690273,0.0017451197974910075,0.0015381393010454605,0.0016287600953977654,0.0015328263048128537,0.0015762082989550412,0.0015168216441513573,0.001419770574882428,0.0015448167059504934
SRR9224114,0.0018313662190360708,0.001723600868483757,0.0016831073576916698,0.0016215124211582201,0.001418808941837771,0.0014368774846770487,0.001509515645487285,0.0014580574467268335,0.0014610717475214575,0.0014609633904838022,0.001434799348034897,0.0014879987706915353,0.0014771581176935354,0.0014975389966591936,0.0015323691423595777,0.0015286314507558987,0.0014498938251006972,0.0015627326436671283,0.0016422336778824593,0.001776718517104806,0.0017039771814293444,0.0015582577801054884,0.001471641011943049,0.0015153298604666662,0.0015232651528079432,0.0016166697568586485,0.0015136483862295631,0.0015092733649366289,0.001315285562869403,0.0014933062288085565,0.001779849538407305,0.001670480497712508,0.00152965291054146,0.0015420584077816789,0.0016981895906137009,0.0017099408135968152,0.0016907960403497947,0.0015045191509249207,0.001542172730390941,0.001494223482032423,0.0015352857107502772,0.001442035240429329,0.001375325047696658,0.0014572618645541104
SRR9224487,0.0021562866228242933,0.0019692323146306176,0.0018830252144222642,0.0018051966134388351,0.0018041038025365225,0.0016932326149082123,0.0017398548653512682,0.0017072157129448733,0.0016278431730185495,0.001630324360263913,0.001662128773475052,0.0016895635372134483,0.0017055969702025164,0.0017532150493047994,0.0017820680271039468,0.0018585324847992532,0.0016602681748439816,0.0017696072418746875,0.0018453070466675843,0.0019588055014502503,0.0019147102909114642,0.0017912749061023189,0.0017778682054851835,0.0016864570454427467,0.0017411828414952318,0.0017388919446381904,0.001722886581198112,0.0017313942366203707,0.0016558231441345984,0.001823960469923284,0.002219456376169239,0.0018977887865010321,0.0017316484418363812,0.0019255325652819657,0.001873843601103485,0.0019192268665519441,0.002023677863121437,0.0017291959554851031,0.0017667165801039434,0.001856531500335802,0.0017326478622162213,0.0016520865029771299,0.001613991243166589,0.0016457407063786148
SRR9224116,0.0024045782768824064,0.0022392239860959673,0.0021527857500149034,0.0020947262135359245,0.002207321536272981,0.002024460299739896,0.002057171682125955,0.0020294487189984546,0.0019323184910215584,0.0019832830785116453,0.002007440430245936,0.00201425014118018,0.0020238655282240735,0.002082048378661313,0.0020994368153977034,0.00220525823739878,0.0020048425436934455,0.0020829503544918153,0.0021278083713264836,0.0022273698553734005,0.002193161845583965,0.0020920285225270287,0.002118922668935716,0.0019841799035529165,0.0020380697177220975,0.0020381980784624208,0.0020278934078726014,0.002040572398540255,0.002000473734958283,0.002263970553871238,0.0024279844596593195,0.0021827304952378194,0.002041705727304324,0.0022991691593137894,0.0021601809304928545,0.0021890338522175703,0.0023196397928941523,0.0020587176450089805,0.002068153051564638,0.0022279530136287526,0.002081363247921873,0.001984931963544997,0.001969368357796513,0.0020035783381177246
SRR9224109,0.0020446462850831856,0.0019272042855314343,0.001897566378640164,0.0018468593140062032,0.0016828321744519511,0.0016932319426831144,0.0017637547941752034,0.0017296484671102876,0.0017048557216859178,0.001690575009094831,0.0016854135666363736,0.0017181664646396862,0.0017284980656200573,0.0017454947179824357,0.0018078346264408251,0.001790173968209038,0.0016946109956266352,0.0018268222812684346,0.0018905497890126823,0.001983522320390333,0.0019385705609116974,0.0018060843617604492,0.0017316945542699426,0.0017553987908964252,0.0018111039983532843,0.0018081048190587699,0.0017644999351474303,0.0017896403056230866,0.0017319610308970652,0.0017694930439838407,0.002003046227053694,0.0017351043307273972,0.0017910422486591918,0.0018134520479193305,0.00189417755182969,0.0019342489330428146,0.0019364552973842985,0.0017431782268484716,0.0017994684850372806,0.0017554849012942299,0.0017885293834918362,0.0016922341652031065,0.0016420850023915023,0.00171123486937641
SRR9224110,0.0018831949262285415,0.001784560442230065,0.001731416855082862,0.0016996109768229602,0.001509508214855129,0.0015393201972246395,0.0015924510901408637,0.0015508617392959855,0.0015199940863358243,0.001506283930771704,0.001512881457059026,0.0015450513129291648,0.001569295782093641,0.0015993854747267237,0.0016427668746926494,0.0016264007373964961,0.001530922840186186,0.0016604076102647112,0.0017353276137380216,0.0018345903930419144,0.0017771373531805554,0.0016452796653804653,0.0015621871663696707,0.0016069850195487968,0.00162511036202458,0.0016413083567907972,0.0016063795570907607,0.0015981089384545304,0.0015690672586196762,0.0015977659967793293,0.001855598639289879,0.0017723262181705338,0.001463577972598053,0.0016356674910096417,0.0017523345013846852,0.00176384816741151,0.0017744928869030722,0.0015770623086140008,0.001634999487069651,0.0015844211240532487,0.0016478540785752522,0.0015471763018475612,0.0014793730547543447,0.0015421403633867137
SRR9224111,0.002184395328937291,0.0019909963487174534,0.0019094947478906098,0.001857047111901972,0.001847571009770224,0.0017397993472292978,0.0017825295867802736,0.0017461614387483824,0.0016693322935888617,0.0016938046440264734,0.0017070287670715376,0.0017261908250808535,0.0017435978610230646,0.0017975446549099447,0.001829465554659223,0.0019018957434921168,0.0017205042921373344,0.00181492107741586,0.0018937633693001045,0.001996279541281441,0.0019515938855255064,0.00182085731764685,0.0018193464942232338,0.0017346504955410662,0.0017801006192026314,0.001787088596351632,0.0017596408967414225,0.0017718866392188923,0.0017071739895817247,0.0019238440753470724,0.002252739244358602,0.0019417354243759647,0.0017698316786576424,0.0019095978531734842,0.001918216836511426,0.001961845571945936,0.002058942029261266,0.0017602322223710277,0.001818492983422249,0.0018954458993502563,0.001786953704611967,0.0016951959141619688,0.0016584020535981377,0.0016986514895257878
SRR9224112,0.0020140379302606834,0.001908991555972159,0.001867898770801247,0.0018256866476260144,0.0016537953097435288,0.0016697432853912746,0.0017487882230817953,0.0016956115407537947,0.001684464579439028,0.001689964746998071,0.001658427912029055,0.0017006235263083678,0.0017248889776307734,0.0017322945906182302,0.0017815095479604276,0.0017655099770211681,0.0016763871082072469,0.001788472876320174,0.0018762988387472283,0.0019612515024722732,0.0019148834345781034,0.001779563381608913,0.0017119367789174761,0.0017519948114555737,0.0017613531989900688,0.001786631899062687,0.0017565120678431853,0.0017647384612178576,0.0017564956823566504,0.0017439821299564061,0.0019790375654237984,0.001891595090036919,0.0017683775038534342,0.0017880568531450593,0.0017129322777055891,0.0019207205257292807,0.0019214729599037292,0.0017294067705701589,0.0017798900263165983,0.001727564681086169,0.0017848513181442712,0.0016910160168793732,0.0016494079122310302,0.0016967904001064277
SRR9224118,0.0020329778557957585,0.0019386962883721263,0.00186953272673747,0.0018402187863329298,0.0016944511512303768,0.0017094638488475188,0.001748466533073795,0.0017357470978833548,0.0017174111682265133,0.0017052607169630101,0.0017061047067866107,0.0017434673730446386,0.001756349880462072,0.0017741516363602953,0.0018083586318745155,0.0018046525525531266,0.0017263887663685328,0.0018364818857755931,0.0018982880888466524,0.001991115333614908,0.0019530449853280146,0.0018151709177047473,0.0017605507815891958,0.0017516352445607073,0.001800865613643266,0.0018431062689524302,0.0017829378676003922,0.0018143779443327462,0.0017714277086652733,0.001788545930813105,0.002007253425574402,0.001931914011634185,0.0017819970280384208,0.0018303174771764747,0.001922493979550015,0.0017948699467969782,0.001954021251621788,0.0017557168017731718,0.0018050923371311564,0.0017755559652904223,0.0018167102547876383,0.0017332541911454415,0.001686281123915771,0.0017550097491155522
SRR9224119,0.0021940044974818984,0.002059084284567635,0.001992934370471635,0.001956297353798037,0.0018733432460503044,0.0018352053580917922,0.0018821469631136077,0.001842680635690553,0.001773782068372318,0.0018035783768857619,0.0018017776571471887,0.001829184623393989,0.0018522179141775967,0.0018944270673846813,0.0019251673575853567,0.001964034071105077,0.001806982454776011,0.001921705677872979,0.0019660473246719073,0.0020719574753682384,0.0020308526030512713,0.00193336363867578,0.0018987694044204095,0.00183199411614565,0.0018824133239566266,0.0019120245908252412,0.0018706669216401592,0.001885494375959892,0.0018251309696779173,0.0019649410861287755,0.002210757908567364,0.0020190371475230042,0.0018697884687551656,0.0020007663969563412,0.002007561816385688,0.0020391054615391236,0.001996036265675562,0.001865501237691839,0.0019094240904996144,0.0019413063902355308,0.0019012298816451015,0.00181298451747331,0.0017671210635946432,0.0018235101756304893
SRR9224256,0.001956924669165922,0.0018006174679787135,0.0017626281810993445,0.0017071965423592478,0.001559765881515063,0.0015534979142560884,0.0015950762137321361,0.0015772497914129675,0.00153629420840548,0.0015437362651707013,0.0015344498126908942,0.001561494691197221,0.0015831132534135002,0.0016059230464493882,0.0016570595075480997,0.0016592891573433209,0.0015463825023179995,0.0016590626848520564,0.0017353721981720016,0.0018644733025505612,0.001814891667819413,0.0016563157221922583,0.0016034616356365387,0.0016073310447063246,0.001649149647236701,0.0016551833933774567,0.0016325896461819986,0.0016311373937938994,0.0015952977936493865,0.001646724331091771,0.001927062678838601,0.001781022867095132,0.0016300567301338312,0.001678061040891728,0.001770907219581513,0.0017970208303455877,0.0018284154345522062,0.001479625128932279,0.0016714395341521924,0.0016324170429650353,0.0016306236789023023,0.0015549527913299474,0.00149339202547294,0.001521361465176188
SRR9224288,0.0018967357939682552,0.0017892555367115537,0.0017587257216338235,0.001724915899396576,0.0015335226717259275,0.0015491261590624375,0.0015997954932903786,0.0015609478881573084,0.001539945850586351,0.0015581062347505704,0.0015566013003228552,0.0015700073872704527,0.0015852675298681262,0.0016207855960485506,0.0016656567684999628,0.0016395705271251813,0.0015605502908646398,0.0017010429088583155,0.00176142976678848,0.0018384914830757934,0.0017745823753487625,0.0016587647900991242,0.0016040052949371504,0.0016123209677819789,0.001621119397631095,0.0017014203948820718,0.0016238930191909621,0.001663652569962102,0.0015745542608778026,0.0016240943042627124,0.0018726889887390192,0.0017720744433393954,0.0016280823443389142,0.0016743732603209216,0.0017552226526126094,0.001777968121990966,0.0018040360236005065,0.0016079707428766723,0.001499268853657362,0.001610223995087172,0.0016580758105138253,0.0015650780234218134,0.0015080148050613809,0.0015781071491385453
SRR9224253,0.0021280368944343346,0.0019352961239922232,0.0018609353885820114,0.001781953837073279,0.0017684209765423,0.0016788701753279753,0.0017180891764937243,0.0016873872928195967,0.001605861385261785,0.0016314544481212524,0.0016442101393052242,0.0016779321230586763,0.0016866721405504547,0.0017423122926072021,0.0017730730157706454,0.0018271168170173808,0.0016557231748904012,0.0017583299682848582,0.0018346559329222604,0.0019369427723352017,0.0019046761577321326,0.0017728925204307737,0.0017566374281838995,0.0016760620829584763,0.0017207130485136666,0.0017366847739771565,0.001701218037732865,0.001696570556725185,0.0016547240753039152,0.001852467800582233,0.0021795691780265134,0.0018784356000141182,0.00171435499548158,0.0018934321696747005,0.001852563296118287,0.0019015806041472107,0.0019945484499224115,0.0017109624249144627,0.001749507516906054,0.0017812398997775277,0.0017203745034368944,0.0016366327964266346,0.0015997299077907367,0.0016214505923496515
SRR9224258,0.0018975321847481863,0.0017982918693086737,0.0017424968509304874,0.0017236830269364628,0.0014917098381960656,0.0014997791883915067,0.001585910188564639,0.001534506765153951,0.001535161983082148,0.001498600476330797,0.0014942629330806938,0.0015342980927102192,0.0015748524418311455,0.0015755536360891494,0.0016298218698320888,0.0016069958784709973,0.0015270961104713475,0.0016618374030985678,0.0017601115336091525,0.0018123129580629152,0.0018020362433062292,0.001638816880341821,0.0015477648984890625,0.0015998278662951579,0.00163095414665612,0.0016229785921056106,0.0015894493061736773,0.0015987691144618709,0.0015595767997668845,0.0015837171985818032,0.0018746981244462948,0.0017488998806567191,0.0016317969899551123,0.001637249755670528,0.0017501790962020567,0.0017775058485696017,0.0017858099845112967,0.0015605173818737268,0.0016467282912912354,0.0015749330008096936,0.0014030166661134302,0.001534036074775048,0.0014616072863141772,0.0015434978040641805
SRR9224473,0.0018317331272702118,0.0017130358666488973,0.0016764476932700045,0.0015901877371491176,0.001429346807113761,0.001429918986657727,0.001492387095616405,0.0014600371587166006,0.0014624987771907308,0.0014348086471822742,0.0014244222698859403,0.0014685451594086227,0.001474889521480279,0.0015163806453960917,0.0015631510111463402,0.0015428774857936722,0.0014453659567048532,0.0015653480440784265,0.0016571055048519915,0.0017715915608401468,0.0017048179227572848,0.0015719069306667564,0.0014799088769042411,0.0015329767229697228,0.0015544838634158336,0.0015797500926184175,0.0015242467976239477,0.0015543176719290306,0.0014787861420866354,0.0015229159459010978,0.001802252072229683,0.0016703585843447072,0.0015445411271186658,0.0015642672185939865,0.0016732233069304968,0.001712993328002748,0.0017176332058154871,0.001501174818321968,0.0015688693237808206,0.001511246076799267,0.0015503996259079726,0.001296043199057618,0.0014000778903037582,0.001472687276423693
SRR9224470,0.0018305172221512664,0.0016868442255311635,0.001644834437273854,0.0015977603374887931,0.0014108624246912506,0.0014029418714110733,0.001480697787431816,0.0014456636638785995,0.0013999960481491719,0.0014025437198423338,0.0014010188577550336,0.0014404563358151987,0.0014383284602724625,0.0014804911619628433,0.0015397572391987156,0.0015210053482772124,0.0014087479795851228,0.0015365518127793466,0.0016217311999905842,0.0017537585117426142,0.0016894950766882437,0.0015282626939233364,0.0014628857825024124,0.0014718875304547798,0.0015167270017948861,0.0015268355811712741,0.001468479943558397,0.0014746960240103549,0.001428403259686012,0.0015076261505940745,0.001810463645022154,0.0016458489416159492,0.0014990683199800888,0.001551918366418358,0.001655013289009103,0.0016897104312678043,0.0016982898391940317,0.0014631671967611957,0.001534476643631624,0.0014968804740924592,0.0014973788057021952,0.00142021928049498,0.0012491379746993382,0.0014212341099364056
SRR9224471,0.0018406518065476032,0.0016982489693997023,0.0016476820060435456,0.0015612348812446238,0.0014094904448912063,0.0013977280956714109,0.0014842879255012643,0.0014531196533897612,0.0014552881280282628,0.001409480740295588,0.0014045174457368627,0.0014477947611964634,0.0014614153442197898,0.0014819541363135919,0.0015165082764154053,0.0015218217685391334,0.0014214575044839992,0.0015492117687968532,0.0016593361728995727,0.0017702599332817019,0.0016853057470943963,0.0015617572774950454,0.0014534725895190032,0.0015517489523485175,0.0015416447522255687,0.001574051775570095,0.0015013389236275983,0.0015510065844039622,0.0014615374355286858,0.0014890629689380402,0.0017882344437457885,0.0016560673696952122,0.0015068118550197298,0.0015383602662431962,0.0016441993194690788,0.001698086662957231,0.001693505059308552,0.0014392355541661597,0.0015504417834838484,0.0014686651224984511,0.0015273401261103703,0.0014425990119236824,0.0013709175685671878,0.0012252158365438038
