,SRR9224311,SRR9224294,SRR9224293,SRR9224292,SRR9224291,SRR9224298,SRR9224296,SRR9224295,SRR9224300,SRR9224163,SRR9224164,SRR9224165,SRR9224166,SRR9224159,SRR9224160,SRR9224161,SRR9224168,SRR9224114,SRR9224487,SRR9224116,SRR9224109,SRR9224110,SRR9224111,SRR9224112,SRR9224118,SRR9224119,SRR9224251,SRR9224250,SRR9224249,SRR9224256,SRR9224288,SRR9224253,SRR9224258,SRR9224257,SRR9224472,SRR9224473,SRR9224471
SRR9224109,0.000531677164573221,0.0005262929523422624,0.0005287134835528764,0.0005160208366445955,0.0005349360077991813,0.0005990957936800162,0.0006023653848634802,0.0005367035882543964,0.0005949209301544951,0.0005398435215573351,0.0005616178697669927,0.0005588182331880779,0.0005170751018112678,0.0005369029576057319,0.0006127952566188118,0.0005377292950330015,0.0005883721255584793,0.0005858778173996299,0.0006144201291385431,0.0005389997342171757,0.0005097420650391944,0.000576203717160306,0.00055030849317376,0.0005290441875083165,0.0006092187951532463,0.0005607159537157805,0.0005446083004474174,0.0005936154074793613,0.0005755282172660192,0.0005569540304626844,0.0005368001838426557,0.0005552028815287338,0.00054573293065417,0.000571814651921423,0.000610161219653566,0.0006084999162372187,0.0006044431398043921
SRR9224110,0.0005150962947125919,0.0005091109768314238,0.0005131472923530942,0.0005012950127004975,0.0005214231524343791,0.0005696932416417688,0.0005693832594189158,0.0005116357526344065,0.0005697296908669097,0.0005264783872230182,0.000540219843369629,0.0005356701439230452,0.0005036817388261998,0.0005244637071509932,0.0005857384753861404,0.0005216224153133655,0.0005603369274757452,0.0005681603154116734,0.0005894537753833374,0.0005224360528804524,0.0005789852325264492,0.0004758129265980986,0.0005319288194172615,0.0005108722427969766,0.0005892018334501798,0.0005468581821046272,0.0005265441615243818,0.0005588540427351669,0.000556582051709823,0.0005368647574455752,0.0005174037058648287,0.0005326431820174844,0.0005230804155895352,0.0005564547952319141,0.0005993822099681994,0.0005786704430511799,0.0005843289174744359
SRR9224111,0.0005466536901754612,0.0005350318210161775,0.0005408115134292622,0.000539245556919305,0.0005411289758073644,0.0005934434999850408,0.0005889269606736402,0.0005428120651672424,0.0005925416266069537,0.0005539192033132377,0.0005591354778155243,0.0005629130211770619,0.0005393051505574219,0.0005485896382634135,0.0006007364858853398,0.0005519082158204034,0.0005815389957275474,0.0005924667666417336,0.0006110648124259001,0.0005566873706279474,0.0005951830133898749,0.0005726599588829769,0.0005502994205814646,0.0005435299569820519,0.0006087017340310776,0.000569673082333699,0.000554355852484079,0.0005904201053060657,0.0005784337597097433,0.0005645532354730644,0.0005436610528827065,0.000559333594841305,0.0005579101754413716,0.0005779380501219773,0.0006162654366221706,0.0006074402359465005,0.0006082833540171258
SRR9224112,0.0005131624585192437,0.000505042295924301,0.0005084485912848593,0.000496576787803605,0.0005087298083133847,0.0005622456338138426,0.0005701044327682787,0.0005123059867556532,0.0005717851795017297,0.000526158075834934,0.0005299681041941494,0.0005320286127787574,0.0005006038744967812,0.0005192293561843082,0.0005776798942091424,0.0005217663829276775,0.0005577408715560324,0.00056837471302211,0.0005839985021970949,0.0005221256210720731,0.0005634854522357922,0.0005412346541707906,0.0005345096265591448,0.0004808981284269003,0.0005781490362781967,0.0005397961709481416,0.0005229838040624143,0.0005612248506604705,0.0005442554166818246,0.0005311283599256162,0.0005105447872781124,0.0005251153010649533,0.0005241903118349635,0.000545989580733168,0.0005899415168289144,0.0005771375985117144,0.0005760481547199531
SRR9224118,0.0005394288411326561,0.0005335757030316511,0.0005383323293737571,0.0005254089426443776,0.0005423339303612395,0.0006166807510594024,0.0006144822462417505,0.0005457715951356167,0.0006251265561188359,0.0005499964891965381,0.0005649210721841045,0.000566501567130515,0.0005257993481334947,0.0005532725411894852,0.0006258061332625679,0.000551887785598201,0.0005808949169937117,0.0006080912141345876,0.0006063601948203995,0.0005561377884162629,0.0006031904342612716,0.0005799834730124728,0.0005572723058688911,0.0005369419594322728,0.000517111475421876,0.0005697470473041969,0.0005544930405988637,0.0006034331339395506,0.0005837246874384328,0.0005641832084606533,0.0005519589084551936,0.0005642384953967419,0.0005510651502293208,0.0005804273985856159,0.0006375097156106587,0.0006104069418226801,0.0006001267470940727
SRR9224119,0.0005157631613566659,0.0005113464811461523,0.0005156684902092888,0.0004965202684843844,0.0005184971592860036,0.0005732253251649023,0.0005737989934246858,0.0005216479469098468,0.0005825173048589795,0.0005295570863486946,0.0005342722850936346,0.0005390094153717021,0.000502996751486732,0.0005252041944906148,0.0005766163159915038,0.0005292150719071125,0.0005662434073929277,0.0005725276984622169,0.0005961170244064129,0.000528260869109037,0.0005715110066081152,0.0005541611615320256,0.000535847571746689,0.0005160719749805628,0.000586653929352907,0.0004873571650344627,0.0005308023624128077,0.000572937720738747,0.0005532432468452866,0.0005389252973779694,0.0005182443529116156,0.000534825636882744,0.0005299782284761361,0.0005522645520672508,0.0005878781421208929,0.000584379119679418,0.0005825220243167498
SRR9224251,0.0005139717797808672,0.0005066128804181297,0.0005133781948400148,0.0004978540963840768,0.0005164185580930953,0.0005720725660750544,0.0005727453227458941,0.0005158028657308214,0.0005738166484529685,0.0005300836046405865,0.0005346508748150839,0.0005354659966667405,0.0005015363013721449,0.0005189272832251499,0.0005797363252155915,0.0005234532187272842,0.0005631194270635386,0.0005724379518516674,0.0005940188697394154,0.0005236838299568825,0.0005682131805014607,0.0005466631207077443,0.0005337526131255614,0.0005120252930951398,0.0005842211345782363,0.0005434125952301493,0.0004839043658718854,0.0005696159854447373,0.000549201321342332,0.0005366358170608585,0.0005164995974623178,0.0005340327439386337,0.0005288619063412247,0.0005535507847541704,0.0005887858460728346,0.0005721053354320623,0.0005807632536875167
SRR9224250,0.0005284726944756199,0.0005206298702143498,0.0005314495720992035,0.000513674467420909,0.0005222668196576845,0.0005866193630848374,0.0005824409369430286,0.0005260116344086341,0.0005848662230235868,0.0005445137164846271,0.0005483460309130381,0.0005499149910261859,0.00051453901342163,0.0005324673140145322,0.0006093048624306515,0.0005271437999717578,0.0005870789302947205,0.0005929031623038748,0.0006100695761129553,0.000538818305995383,0.0005904703265535448,0.0005529307831271659,0.000543690413660959,0.0005245968506152781,0.0006067529523378899,0.0005595458440523994,0.0005434646749208149,0.0004942879619857447,0.0005681573531690553,0.0005373171076294683,0.0005313589790719935,0.0005415635552822052,0.0005418287669572087,0.0005661448887672874,0.0006118616921852249,0.0006002063931646965,0.0005905616463415706
SRR9224249,0.0005198413641869054,0.0005095297934448904,0.0005178600965559381,0.0005029853828510502,0.0005240739410548182,0.0005862258855713499,0.0005820286176417624,0.0005287709984918148,0.0005887161619701158,0.0005314752786876763,0.0005408148275339882,0.0005427563582348692,0.0005065112266410402,0.0005271114292959841,0.00058636175148436,0.0005327960837983982,0.000569012239505123,0.000580808174297921,0.0006109367284276546,0.0005286968252628849,0.0005813496023979837,0.0005594282453496461,0.0005398506520245207,0.0005162097772255126,0.000595546868606657,0.0005487614273370395,0.0005319328327355709,0.0005767879877360096,0.0004888601158823353,0.0005373003789562505,0.0005202607837310603,0.0005347244501846332,0.0005334183004940932,0.0005654855760646607,0.0005996803742572809,0.0005929907088011429,0.0005889639720999294
SRR9224256,0.000513818713553135,0.0005070838787125042,0.0005110599043789213,0.0005022347619395668,0.0005135756028255748,0.0005636228172271572,0.0005699426985825621,0.0005198601556728922,0.0005759970873719553,0.0005330009324285618,0.0005313687491637086,0.000538818259536447,0.000504687008721969,0.0005251970890470707,0.000578386174850523,0.0005254514642843416,0.0005625769933786627,0.0005793603062794697,0.0005913200966155657,0.000526720361056889,0.0005717212163269277,0.0005486991588126754,0.0005352826088474813,0.0005119682890941864,0.0005854697886863,0.0005432224670487423,0.0005280786835955101,0.0005549674541228033,0.0005463386137812099,0.00048601903757808986,0.000519213716289546,0.0005339088812179246,0.0005303482225173695,0.000558206816364206,0.0005876485979787461,0.0005863708151536684,0.0005800511997545364
SRR9224288,0.0005007376737679434,0.0004957029966820126,0.0005019721194365766,0.0004883812714571224,0.0005004479229471956,0.0005540839353758085,0.0005628562825495706,0.0005033553597546986,0.000560037963221266,0.0005133936940607815,0.0005186167708793153,0.0005232754206763375,0.0004895080984328703,0.000513395114721877,0.0005723021775651448,0.0005105961019548027,0.0005480644989287585,0.000558792021451783,0.000578662905640242,0.0005149737634043552,0.0005590749425127623,0.0005359751041066463,0.0005225958808839089,0.0004991439345253311,0.0005800126450962056,0.0005299198332175702,0.0005157837276212651,0.000555773698236439,0.0005360835753028636,0.0005269334402518213,0.00046457598408696426,0.0005175067099636356,0.0005170922290266337,0.0005428302612048054,0.0005660808384590814,0.0005651197186419924,0.0005631860567045203
SRR9224253,0.000504606502873749,0.0004954246244516979,0.0005019781911462236,0.00048816278711015987,0.0005038583589545747,0.0005709606494082868,0.0005573250575981178,0.0005062444267065317,0.0005738659422829901,0.0005202191940420651,0.000527519956201189,0.0005265052848944638,0.0004909877044918792,0.0005081193102012984,0.0005698856611162659,0.0005136353330033507,0.0005473367541796976,0.0005613604961636351,0.0005797584801815153,0.00051564299621842,0.000564191197014664,0.0005379956862653325,0.0005247582403307389,0.0005007254140922648,0.0005794185441502664,0.0005332683870688367,0.0005205464286628712,0.0005527477454931896,0.0005376012751442354,0.0005277742107027471,0.0005045854100720859,0.00046436548145490443,0.0005188430460599328,0.0005469746705739139,0.0005824744194630482,0.0005723124276268915,0.0005666678643947915
SRR9224258,0.0005173397694389667,0.0005109741224554136,0.0005178951623240209,0.000504704436127849,0.0005170730806883206,0.0005629906881843027,0.0005740308224318696,0.0005192027599637442,0.000570428569360961,0.0005324224875789348,0.0005362254117201517,0.0005388565316134679,0.0005086055485733284,0.000526708331985781,0.000578232127446113,0.0005266344780741217,0.000561637167151513,0.0005664603722350354,0.000591519290695638,0.0005313933856828727,0.0005730601595350742,0.000546590199915405,0.0005406361730540262,0.0005165175094817217,0.0005846619654562481,0.0005462689151689145,0.0005322102331037136,0.0005710688222799253,0.0005543384099511222,0.000542280781026389,0.0005209482221155053,0.0005364107301394787,0.0004933447886609422,0.0005536067927805606,0.0005835353740227622,0.0005781484839892787,0.0005836915076643967
SRR9224257,0.0005149525833473119,0.0005126046623851498,0.0005141017395008639,0.000497486907666946,0.0005237055994474526,0.0005883095875103201,0.0005829391533426924,0.0005198698791506566,0.0005833498272414264,0.0005332358836987355,0.0005368556182389926,0.0005365747782724328,0.0005001152484654623,0.0005264055447699855,0.0005946582685882487,0.0005213838652178409,0.0005573776835481993,0.0005801037207193288,0.0006023085770479274,0.0005238191482757976,0.0005718378143621317,0.0005533013681703309,0.0005340465089537098,0.0005128234429420497,0.0005865156265478901,0.0005422329064252029,0.0005310954325881179,0.000568410628640735,0.0005599190125443006,0.0005437502698703853,0.0005211365098516816,0.0005381027122883113,0.0005270577370312597,0.00047986890081397777,0.0005931172955392142,0.0005933078460350789,0.0005804318858806695
SRR9224472,0.0005370159829549234,0.0005344670143953307,0.000537718604834804,0.0005319626611511017,0.0005375967718161327,0.0006246903376691636,0.0006175205130336836,0.0005414340046913254,0.0006271222965002125,0.0005576860314979859,0.0005558060596518195,0.0005666078871056134,0.0005257493688391122,0.0005410526187423069,0.0006126476953415203,0.0005386418641364283,0.0006023614960205902,0.0005939923983053836,0.0006333834980323034,0.0005503712860484718,0.0006006192883015148,0.0005867461291264857,0.0005620153418347549,0.000546838396034383,0.0006335766299836039,0.0005687363056338153,0.0005564116037539746,0.0006060215195655578,0.0005842679373995247,0.0005632593541165069,0.0005353762819267653,0.0005647502938112824,0.0005476056193066967,0.0005847122908179457,0.0005001458874342165,0.0006086115071039807,0.0006140958059150443
