,SRR9224066,SRR9224068,SRR9224069,SRR9224070,SRR9224072,SRR9224073,SRR9224074,SRR9224019c,SRR9224023,SRR9224403c,SRR9224401,SRR9224292,SRR9224298,SRR9224297,SRR9224300,SRR9224299,SRR9224165,SRR9224166,SRR9224159,SRR9224160,SRR9224161,SRR9224162,SRR9224168,SRR9224169,SRR9224113,SRR9224114,SRR9224487,SRR9224116,SRR9224109,SRR9224110,SRR9224111,SRR9224118,SRR9224119,SRR9224249,SRR9224256,SRR9224258,SRR9224257
SRR9224161,0.00190718204694422,0.0017563514793286156,0.0019546496110739225,0.002274054565264314,0.004010809732010893,0.002911332842965225,0.002654545481580138,0.003564527116574395,0.0032215784108809956,0.002088610605590134,0.003523142642584398,0.003499416213685533,0.00211902335350064,0.0028720625004031147,0.0027371427988671826,0.002373413464953465,0.0018712119285919052,0.002879648873584316,0.002588309637714975,0.0022591405957086796,0.002098582014774506,0.0027533135895393304,0.0038900204091656836,0.002272977008429482,0.0035212429199709618,0.0023391204290054085,0.0020939230981798077,0.002364297666804226,0.002232327320036387,0.00232846256527095,0.005583639115435014,0.0024337277230358145,0.002297906297133438,0.0027484026526473637,0.002292157805887726,0.002167950397563541,0.0029774590329638127
SRR9224162,0.0020206030671965076,0.0019265511412267426,0.002135370182848954,0.0025336374163535797,0.00415083956044713,0.0029022511871306393,0.0029230191227026968,0.003691175930840773,0.003406612743978819,0.0023111017882341714,0.00368552209924709,0.0037367284019198463,0.0023158034942866966,0.0029899244350884073,0.002967381467777337,0.002495695360391825,0.0020149539771594383,0.0033221850855329614,0.002880588209722648,0.002370208753291945,0.0028064445707598625,0.0022878794696662478,0.004025252141855603,0.002606489947747212,0.00350409344613887,0.0024706153731303905,0.0023506354287447812,0.0025553289081103768,0.002549870848449139,0.002687534986013876,0.006016543676663995,0.002644669513387538,0.0024821335969764055,0.003090871830673743,0.0025916583464379184,0.002247518366122466,0.003173072692017686
SRR9224168,0.0031379861705637677,0.003021912318178261,0.003249603745418001,0.003690238748339159,0.004971041659219229,0.004077119915494535,0.003924698989966688,0.004871251091587084,0.004533270492440127,0.003305149354588011,0.004585176408986449,0.004781402901567285,0.003482824400800664,0.004314181851534888,0.004162331865350409,0.00367705050670101,0.0031633517233525536,0.004407285708587479,0.00394125737248954,0.003486668562992247,0.003862529224482065,0.003915564606894852,0.0038514494024622396,0.003560936321088901,0.004610880215678006,0.003614340573094466,0.003428149163061053,0.003749342901014967,0.0036159041794491865,0.0037160866011840574,0.006575431024472064,0.0036417094480683918,0.003622514399037861,0.004221033226292389,0.0036623157220677357,0.0034846265402853653,0.0044677341918263605
SRR9224169,0.0016902435628279287,0.0015693981439949655,0.0016992219046662153,0.001991175665265388,0.003776026694226248,0.002728905537698642,0.0023922693625504487,0.0033691820447435657,0.0029266384471730547,0.0018597584679581043,0.003377591930051333,0.003238069852666883,0.0018650692706937801,0.002566442262210275,0.0024542076894722683,0.0021124315220156856,0.0016548756466517477,0.002510191562383909,0.002289707323901234,0.0020950159185764267,0.002312180563468934,0.0025966531309690507,0.0036455005456859455,0.0017287444883598163,0.003335436935456713,0.0021355799775265726,0.001865986529324104,0.0020982006134049264,0.0019029294199732164,0.001998371373523361,0.005315030669390376,0.0022259706818293654,0.002084723944350233,0.0024315226438577867,0.002014470951782651,0.0019858218930277147,0.002610433724863922
SRR9224113,0.002815353680167235,0.0026896075762893883,0.0029327206245377863,0.0033087552248622205,0.00474085421597798,0.0036994155060424572,0.003646157896082158,0.004409517050028718,0.0041544286270957425,0.003051072642943374,0.004257017803430031,0.004418133702201696,0.0031392391753411876,0.0038299350609618914,0.00377089774391797,0.003306348535806294,0.002813756136839102,0.003998578410681515,0.0036154957971888334,0.003121669356470631,0.0035509531086130915,0.0034635140356384406,0.004690093381994857,0.003313141295231104,0.0035711627030124834,0.003253918259667183,0.003119251757356804,0.003377382947312227,0.0033008130920627833,0.0034298847930868707,0.006391261096716398,0.0033299486623680707,0.0032529023280019665,0.0038581877774779244,0.0033562785901609066,0.0030519949286438607,0.003933734689861929
SRR9224114,0.0016965649913849696,0.0015688647120716416,0.001752449037576772,0.002093145577253821,0.0038588449194282078,0.0026539614898890953,0.0024780287073678906,0.003335242056983421,0.0030107320856870186,0.0019358853193748142,0.0033523753579803354,0.003282163130627503,0.0019190596459292342,0.0025889068835263413,0.002541528030094742,0.002139317871282695,0.001658813177598476,0.002775090440400162,0.0024379487683538798,0.0020588748761471353,0.002378996440202543,0.0024655782604432784,0.0037045669733056456,0.002136838174679882,0.0032889657124671795,0.0019063048132556988,0.0019322098301661468,0.0021260293563198007,0.0020733866326194364,0.00216903366267425,0.0055445262258985,0.0022628026202805842,0.0020968567152721486,0.0025648561676238466,0.0021472579734785283,0.0019040950475043873,0.0027073484482910155
SRR9224487,0.0015229709342038343,0.0013798222774068659,0.0015381530445444192,0.0018694604263352927,0.0037223665406252307,0.002528213567669077,0.0022678305077510207,0.0032085710430727883,0.002872402627844996,0.0017432897863777553,0.0032125611512454065,0.003040909309481992,0.0016697377583331327,0.002372083933203532,0.002302445191582088,0.0019411679225375708,0.00146114384411779,0.0024752029184136547,0.0021985699644866837,0.0018938126134745807,0.0021645527218385344,0.0023811170093227703,0.0035689610022449974,0.0018971683493990952,0.003197760593046647,0.001961812047108996,0.00155722346897648,0.0018693456126453161,0.0018040793529117553,0.0019053244810235475,0.0052935018634096935,0.0020635402708743234,0.0018710351799274267,0.0022730216047900024,0.0018716750066465472,0.0017160148522365306,0.0023970297490053328
SRR9224116,0.0016723469325085913,0.0015194828527253397,0.0016926888483175177,0.0021160937052889417,0.0038743985617949016,0.0026486089316738676,0.0024254008362147427,0.003552492958104033,0.0031772924550163705,0.0019129729682719576,0.0033357670740231937,0.0032368296131925476,0.001831538890932672,0.002649396013424426,0.0026031968856757397,0.0021637325718585937,0.0015726332913376065,0.0028497372509398706,0.0024029737791744074,0.002029108218394601,0.0023798060405848037,0.002521031936833082,0.0037954315164327383,0.0020726718502011394,0.0033659006004148314,0.0021051327580058838,0.0018190848460442294,0.0016001509312147122,0.002006173372197233,0.0021416255812664355,0.0054905070640083,0.0021911639339120183,0.0019842925044920106,0.002532777066588757,0.0020481963461263806,0.001814205396758588,0.002689459787797299
SRR9224109,0.00158313375101223,0.0014830836447901458,0.0015883913350924176,0.001932957745264217,0.003711876183928866,0.002679402718342501,0.002299875720714822,0.0033945475130176647,0.002892681515708091,0.0017531856105972962,0.003324670192731546,0.0032009161345633256,0.0017595323647668117,0.002544166252473134,0.0024231827263607787,0.002017397589420165,0.001575632157156183,0.0024657107324599285,0.0022456898058136913,0.0020440262613723417,0.0022677656772726743,0.0025352784596476595,0.003689337550443676,0.0018972033564689825,0.0033068685462715663,0.0020703416803426167,0.001774030754779876,0.002029374237654955,0.0014171800978474882,0.001933262819655284,0.0052750525317024925,0.0021320632335538425,0.0019912527804162986,0.0023583890868192595,0.001923352074440034,0.0018978755307954118,0.0026339246892734974
SRR9224110,0.001677981695408265,0.0015726701235845935,0.0016838647110274838,0.0020693169429914075,0.0037825588446582076,0.0027687087355692135,0.002389731658320393,0.003530263353320292,0.0030819070924875563,0.0018224482303623116,0.003374796550685444,0.0032988791841504534,0.0018688079976313919,0.0027149181814613587,0.0025859631922451796,0.0021415168173806566,0.0016543541338344835,0.0025841868412532767,0.0023213605585213986,0.0021135671241512334,0.002348068015681887,0.0026577898438565266,0.0037648900240438324,0.0019771782989844396,0.003414351536158151,0.002153306577145792,0.0018590967374196479,0.0021490199099201625,0.0019171570558142211,0.001491357368781502,0.0053268699343455095,0.0022133901154842623,0.0020914722402844803,0.0025436041978556647,0.0020154715633894237,0.0020131131343820406,0.0028056455715452693
SRR9224111,0.0050499288633537726,0.004848697620706012,0.005116977905143931,0.005444391629321672,0.006395676403059625,0.005906389085975413,0.005509080709022583,0.006524380602976895,0.006307420832847439,0.005088623164392363,0.005950727816111651,0.006181780141799399,0.005313009050126615,0.005978196837547634,0.0059353015548249425,0.005575377266095071,0.005017415774546283,0.0058264432974602905,0.005593536628745364,0.005273766777778831,0.00559098968422398,0.005921422991747425,0.006650104531258976,0.00524115006607207,0.00635217410914947,0.005442411247051609,0.005118098783543765,0.0054760835840105895,0.005238616707971742,0.0053300283012315255,0.005936601931844564,0.005276526282862266,0.005301989296003649,0.005797380117051211,0.0052791070706816965,0.005268245184548281,0.005990699981132714
SRR9224118,0.0019022192715514575,0.0017615145252390322,0.0019240725641773255,0.0022139053368661985,0.0040181692944043,0.002861944541948372,0.00265615110937944,0.0035065142211858176,0.003130022455043819,0.002119500738217092,0.0034910366072742325,0.003379623158796225,0.002098610953626075,0.002707759885311324,0.002659294213084548,0.002273510355837109,0.0018716986653369127,0.002860656268877341,0.0025754925003891368,0.0022717102100868972,0.0025738660861638774,0.002743834601931891,0.003877928387246384,0.002319752651383179,0.0034984154820337527,0.002352617821220826,0.0021141003102631093,0.002300820077298502,0.0022253303223520424,0.002322994485318942,0.00559692616062357,0.002276996543190556,0.0022564554307795107,0.002652543581852177,0.002312884054891264,0.0020912307577256027,0.0027662855745802374
SRR9224119,0.0016941196160754626,0.0015403901790668885,0.0017136791462032358,0.0020918140168635375,0.003878308920908265,0.002649238241280102,0.0024385539151429566,0.0034562795576626886,0.0030936546310757645,0.0019390518708810092,0.0033156147454378067,0.003214730971003103,0.0018491147568965884,0.0025614979777267522,0.002519401060649759,0.002123626744367853,0.0016183949869856221,0.002776232875260202,0.0024295480483197355,0.00205047892196506,0.002373529364470716,0.002512263124899957,0.0037642719107223886,0.0021178422765982994,0.003331612561050505,0.0021271906826682814,0.001869120012431751,0.0020357595572563026,0.0020249092538200293,0.0021407428806590654,0.005478853000105848,0.002200682711045191,0.001831891875879697,0.0024796586941297797,0.0020830849561601617,0.001824020146496348,0.002585364641892473
SRR9224249,0.0019755854187096904,0.0018831147498070547,0.0020337495076223986,0.002510659508123549,0.004087431426401997,0.003128108560955931,0.0028007967338434534,0.004029699976914025,0.003541564034493071,0.0021671400190276333,0.0036420792081022753,0.0036738545573010255,0.002243931581542215,0.0032043105960318096,0.003097288680296844,0.002515866194309447,0.0020097990310124466,0.0032478848522615096,0.00274613776786056,0.002485383052230878,0.002748750328617893,0.003030960094240422,0.004234653966927355,0.0023837129679473374,0.0038084441624657668,0.002532877321524142,0.0022066155643423032,0.002521100997818992,0.002313395228030823,0.0025172461513984336,0.0057397518178619955,0.002514198834428681,0.002405081835122113,0.0018352502573086506,0.0024193182571850894,0.0023226343720236025,0.0032560625763232943
SRR9224256,0.0016810604790353156,0.0015652133931681285,0.0017014715385285566,0.0020540157925551276,0.0037874898568880286,0.002704258542079638,0.002375133225192861,0.0034850090003870487,0.003063433504911366,0.001860002814979462,0.0033457212293121676,0.0032118870426781857,0.0018297114298775597,0.00262515386503185,0.002524564787737036,0.002107433302312442,0.0016259836448406857,0.002614344733990789,0.002344908336939682,0.0020925838834261776,0.0023251787108061524,0.002576427245661291,0.0037343947556242735,0.002008088047054055,0.0033667890963567015,0.0021412633111414065,0.0018377834471152849,0.0020673472499597393,0.0019225019702677512,0.002030830270119502,0.005328004129363585,0.0022154488596113566,0.0020452095743525977,0.0024584356185665354,0.0016616186000948387,0.0019209124332396103,0.002653691708245096
SRR9224258,0.0015994754826065358,0.0014679208209588046,0.001611175780830205,0.002013985925912774,0.003869005992113123,0.00252064022646111,0.0023751048639270305,0.0034497427111137425,0.0030833281711283305,0.0018871371750522072,0.0033018812019797806,0.0031269532728431504,0.0017153738953445223,0.002501158983026026,0.002500082355617033,0.0020031955996621877,0.0014974123345438389,0.0028811755349149593,0.0023842880225017505,0.0019616951169075694,0.0023171400112505553,0.0023588771772055715,0.0037425326093175992,0.0020840309731431686,0.003245308994532234,0.0020064409242459232,0.0017806628367347266,0.0019259116919001164,0.00198791358914415,0.0021199740395160802,0.00565008001319954,0.002125193962777905,0.0018979282610039493,0.002465484046053893,0.00202106200570707,0.0016295519736239967,0.0025081696289636518
