,SRR9224359c,SRR9224362,SRR9224363c,SRR9224529c,SRR9224527c,SRR9224243c,SRR9224171c,SRR9224316,SRR9224540,SRR9224223,SRR9224224,SRR9224086,SRR9224085,SRR9224083,SRR9224423,SRR9224289,SRR9224490,SRR9224474,SRR9224121,SRR9224534,SRR9224533,SRR9224538,SRR9224097,SRR9224369,SRR9224248,SRR9224507,SRR9224333,SRR9224331,SRR9224342,SRR9224351,SRR9224349,SRR9224350,SRR9224513c,SRR9224518,SRR9224517,SRR9224520,SRR9224522,SRR9224521,SRR9224061,SRR9224062,SRR9224339,SRR9224053,SRR9224213,SRR9224212,SRR9224210,SRR9224209,SRR9224208,SRR9224217,SRR9224265,SRR9224264,SRR9224445,SRR9224446,SRR9224219,SRR9224218,SRR9224436,SRR9224497,SRR9224498,SRR9224499,SRR9224500,SRR9224494,SRR9224495,SRR9224496,SRR9224102,SRR9224100,SRR9224099c,SRR9224105,SRR9224104
SRR9224224,0.0007814894293396793,0.0007529961726141673,0.0007938877097931719,0.0007142938288831044,0.0007707163041099844,0.0008060470559824409,0.00081105323759628,0.0008122270453427127,0.0008005337843731581,0.0007453426363767325,0.0006517091880714934,0.0007136805033935991,0.0007847637926036194,0.0007731845452684383,0.0007757960237684697,0.0008119989934796889,0.0007560480675663424,0.0007269600205505046,0.0007544909862259484,0.0006922240267090082,0.000754196818025744,0.0007876488154416216,0.0007398618852988511,0.0006651227415719347,0.0007242819164130065,0.0007755653281020858,0.000642732294944617,0.0007308031256203953,0.0006770478837065084,0.0006439211147437475,0.001172142881723452,0.0006810797324471191,0.0008082274386227381,0.0007469185860192296,0.00071598491898306,0.0006534779978331083,0.0006501138420317822,0.0006209475043743198,0.0007887229617480644,0.0006732739821464084,0.0006713936931824753,0.0007191599114524344,0.0006214951354728312,0.0006809885011994206,0.0007150290597383985,0.0007278928018049851,0.0007334894277275351,0.0006628631675191194,0.0007195004890463658,0.0007405260406016027,0.0007253061109559048,0.0007067812995768235,0.0006683513740415868,0.0006729257830895048,0.0008086783165499035,0.0007520221830570425,0.0006706391326193337,0.0007169338265559873,0.0007212937743798157,0.0007547733331477198,0.0007529572760358518,0.0007453534440151464,0.0007310240624650492,0.0007126446522992785,0.0007735026558253658,0.0007216073589746703,0.0007650266875672943
SRR9224086,0.0007473437071965888,0.0007308576597040165,0.0007478001307983326,0.0006749160576883309,0.0007364851259901368,0.0007565329897902655,0.0007770548812854915,0.0007815721094220924,0.0007639888070856642,0.0006952666492916861,0.0007378861926826947,0.0006170993726245876,0.0007440417630938879,0.0007299508455129277,0.0007547189114493947,0.0007491254381733793,0.0007040500399870638,0.0006886915241254754,0.0007064233878902946,0.0006472013666604104,0.0007004689065995891,0.0007270740969355415,0.000698842073169034,0.0006192671690424964,0.0006883613381479559,0.000715164231326692,0.0006112354786167063,0.0006793423028519133,0.0006501171334394689,0.0006016631917933668,0.0011624832921266785,0.0006446317838218107,0.0007744628911759331,0.0006942277887750708,0.0006830542919108942,0.000619848297225859,0.0006121313042724826,0.0005949056279734799,0.0007465122622572845,0.0006389614486423991,0.000640053567407903,0.000671432216265028,0.0005903625670463024,0.000645668337721882,0.0006622196580061643,0.0006882491830394663,0.0006973578714065062,0.0006208174547047358,0.0006711007759258505,0.0007039191280214378,0.0006926765370050349,0.0006699104247775178,0.0006355493523992575,0.0006359961302090224,0.0007576685318950572,0.0007143976386200326,0.0006393676313260329,0.0006772854635648143,0.000669540955889762,0.0007208182933439115,0.000709301087444673,0.0007083341953304166,0.000684985337764186,0.0006671019955292306,0.0007161337740026377,0.000668458684614943,0.000721730692134642
SRR9224085,0.0007642095277295959,0.00075932261332882,0.0007867408680807608,0.0007033423896124115,0.000749055534049507,0.0007898084094629179,0.0007872558013705032,0.0007954404964845504,0.0008094304295548421,0.0007149506425313533,0.0007913706985248485,0.0007241198250331079,0.0006713757224629093,0.0007479316756950469,0.0007871940445377952,0.0008051293982928418,0.0007425308655803076,0.0007131677810379205,0.0007229616023431532,0.0006822746171618582,0.0007336985555999204,0.0007507110611964876,0.0007370713738288384,0.00066052897453615,0.0007168096226676367,0.0007524615240349382,0.0006428209777839375,0.0007002782855896463,0.0006879312472976046,0.0006273671314260637,0.0011581883785986783,0.0006736994542998844,0.000778018104392167,0.000729215793678701,0.0007148511341405847,0.0006384617033119557,0.0006401982641866604,0.0006286266475357389,0.0007616713940040776,0.0006774121925240175,0.0006697209205791553,0.0007030549975675172,0.0006204378434070951,0.0006654985580395716,0.0006935449300748233,0.0007064522942145287,0.0007151583789683941,0.0006480097632961657,0.0007005436932582864,0.0007383021923276094,0.0007290598717699819,0.0007077984508125441,0.0006791736758192973,0.0006663592816904124,0.0007594064134149025,0.0007236548066816695,0.0006757286303452573,0.0007096370085537168,0.0007058068945527691,0.0007682379077997607,0.000708614243237152,0.0007419994121115542,0.000713819008216475,0.0007200796480774168,0.0007362388347888417,0.000702914616850089,0.0007680446792909945
SRR9224083,0.0007746535374452423,0.0007362204029216936,0.0007775226714853519,0.0007156759932723,0.0007693158977540108,0.0007863350278655178,0.0007984850221513709,0.0008092467321514846,0.0007891197508750589,0.0007250072903332804,0.0007935610161133122,0.0007247330801373578,0.0007621015212783196,0.0006663837392973496,0.000774612079802098,0.0007841822740465132,0.0007391440244206818,0.0007325836329356407,0.0007347103446231162,0.0006735253784411114,0.000743849624684704,0.0007616638016101017,0.000720977971636269,0.0006545235676473679,0.0007276385251432494,0.0007586512391632162,0.0006403314891000608,0.0007134084935173977,0.0006787908954634774,0.000641612815838222,0.0011720656436188784,0.0006634708137120779,0.0008186366240217079,0.0007224627217846184,0.0007060902865977417,0.0006479008456942186,0.000646837586503207,0.0006216578187277004,0.0007659807332178125,0.0006744161068813026,0.000667255456862569,0.0007105651511107368,0.0006224740258282083,0.0006871099328309087,0.0006916251394815425,0.0007285468374366384,0.0007198254913655948,0.0006555802157948677,0.0006980812062703281,0.0007305476090049497,0.0007289928413968794,0.0006948584658723741,0.0006661946043515326,0.0006709408105843736,0.000791763249703031,0.0007480902234518801,0.0006609905309745901,0.000714043319054486,0.0007037828694772825,0.0007478557017036844,0.0007272049080292144,0.0007461585720083618,0.0007194730278817701,0.0007041396740811347,0.0007523701510935248,0.0007027199094914816,0.0007391523089069813
SRR9224423,0.000758701744410716,0.0007656646249947695,0.0007752592360263294,0.0007026623068237732,0.0007414491624946028,0.0007797645822280718,0.0007951810866038978,0.0008073199854404465,0.0007896597458023345,0.0007153012325386671,0.000774477762982609,0.0007290228937440117,0.0007806159776826371,0.0007538369643534543,0.0006609366295625275,0.0007853271208708025,0.0007214400453643973,0.000693803307524265,0.0007215631161071754,0.0006791151746207223,0.0007228373882480428,0.0007259121300111951,0.0007251477735815415,0.000655524124327886,0.0007223386628901422,0.0007479506527395184,0.0006483124141553194,0.0006995019914164242,0.0006862585165991697,0.000634737948597007,0.0011813610095835442,0.0006576004942435062,0.0007843963080290728,0.0007072300922600333,0.0007137325927417456,0.0006406575010095535,0.0006504471325893787,0.0006246202403936873,0.0007420082231799144,0.0006824016521825385,0.0006682306268372437,0.0006933990970910946,0.0006233309569092289,0.0006600127638057245,0.0006788224203413548,0.0007103471437447309,0.000710466024501394,0.0006608916361770897,0.000692319461976576,0.0007077186006569841,0.0007263391316520025,0.0006880802889641661,0.0006778860350948313,0.000663642429053166,0.000751890836912177,0.0007310192895521063,0.000660670800687188,0.0007014188569066683,0.0006885340808795967,0.0007338529530728431,0.0007166838816023508,0.0007362676927119786,0.0007176333320206314,0.0006885553418127001,0.00074036949055205,0.000689257642357844,0.000757558228806668
SRR9224289,0.0007920655690112112,0.000782734441910038,0.0007902717615178566,0.0007070349690047382,0.0007728781182324861,0.0007848613855167083,0.0008078859566183966,0.0008004194371857075,0.0008023799468448039,0.0007283386312866297,0.0008094494853873763,0.0007225718200582119,0.0007957417311676617,0.0007607722635777176,0.0007841067029887274,0.0006649391901163828,0.0007365437315250251,0.0006978759143049989,0.000715251820766233,0.000688823771866635,0.0007590751048563767,0.0007459952419142498,0.0007176904280688525,0.0006509880031077246,0.0007162857392080753,0.0007336069108977256,0.0006475699822655102,0.0007211953267207724,0.0006743055929589696,0.000639638020762794,0.0011900052618284418,0.00066620261356116,0.0008245074879838489,0.0007211146239251382,0.0007258352771438698,0.0006432861996584245,0.0006494758426630374,0.0006299515263953915,0.0007504742579334998,0.0006776225106631106,0.0006711941464360675,0.0007038213969928899,0.000622069743572127,0.0006849532230444606,0.0007006689347440854,0.0007199428893080336,0.0007218658074503839,0.0006568733175755201,0.0006994073835133464,0.0007163593640940233,0.0007368140450069574,0.0007006054374976115,0.0006739861081723624,0.0006706960543367344,0.0007796264653030983,0.0007323440503096534,0.0006688558445537323,0.0006992008919356203,0.0007129937879915712,0.0007696076873724566,0.0007153394893999464,0.0007046254937881884,0.000715508169765854,0.0007136212252056455,0.0007310074458801134,0.0006945161753243093,0.0007495691613912137
SRR9224490,0.0007402773314972054,0.0007319496162424602,0.0007498757136305817,0.0006821951545142039,0.0007330929779422229,0.0007590273197248298,0.0007693923988653539,0.0007729733823052942,0.0007690919846619534,0.0006972639379645246,0.0007656258189820126,0.000690149765012495,0.0007472670970071772,0.0007295173965846842,0.0007315892561820517,0.0007475458675675044,0.0005928042444489283,0.0006740346489137202,0.000684643617568905,0.0006372604293283029,0.0007057617026100493,0.0007329703258908216,0.0006742635544733442,0.0006182969496482327,0.0006822445379077927,0.0007037560529232719,0.000605861973370013,0.0006756298026486862,0.000643119247899726,0.0005949531566455058,0.001154915819682752,0.0006214774153459992,0.0007748082142554361,0.0006942387928191875,0.0006830422464765239,0.0006091913266528993,0.000608893438664782,0.0005914760461082565,0.0007369780111601823,0.0006338632359602846,0.0006380586410519193,0.0006681015052456331,0.000583887668357786,0.0006350652467269316,0.000656529573657458,0.000681624698910536,0.0006859670511348343,0.0006171622954114765,0.000654376288646697,0.0007021285624285511,0.0006920413462587679,0.0006559425435875079,0.000632744497121122,0.0006286238960703141,0.0007418265080485147,0.0007051358617105425,0.0006360300195441321,0.0006648780376089314,0.0006670394726148233,0.0007145951647772502,0.0006924812763375866,0.0007074693227793344,0.0006852051749203959,0.0006681232283699714,0.0007043263081982881,0.0006657922278481103,0.0007312313836385092
SRR9224474,0.0007255886529206445,0.0006890894133733108,0.0007297039663215445,0.0006690188924926932,0.0007120270895897227,0.0007350067495142154,0.0007613354204254561,0.0007627040992515441,0.0007436131921457835,0.0006746368620976307,0.0007309525801710513,0.0006713077247270216,0.0007122477004112934,0.0007196102447444477,0.0006991038392466058,0.0007042371907110041,0.0006690709061754536,0.0005517042292516256,0.0006779511395684883,0.0006220829799062144,0.0006804010637930235,0.0007165675280418083,0.0006589170370675728,0.0005942287426950409,0.0006659880033186498,0.0006941283505077716,0.0005944695167814201,0.0006519030420923036,0.0006356554501809569,0.0005848983794654363,0.001132051683228383,0.0006169043502735746,0.0007352692568634743,0.0006877728349141716,0.0006561527771420534,0.0005957298309837811,0.000597000567857612,0.0005767312810247069,0.000729055139797087,0.0006188173843740913,0.0006143078225205237,0.0006612244102246591,0.0005741530653551279,0.0006275837590504009,0.0006457746398093895,0.0007012855297273757,0.000667532865823592,0.0006032434604499351,0.0006475570585047951,0.0006701482625687345,0.0006611809198382609,0.0006423492489969822,0.0006150180301149755,0.0006147059563232581,0.0007200686535226845,0.0006937637928294469,0.00061565622330231,0.0006564365630312224,0.0006560928630888163,0.0006889714741984929,0.0006774669046208982,0.0006783380473053431,0.0006572641952459414,0.0006495302159471582,0.0006948732709695217,0.0006409569072324906,0.0007035360626631142
SRR9224121,0.0007552491889726175,0.0007204936442610745,0.0007562503832275265,0.0006772037564319719,0.0007465373099902476,0.0007468658305214848,0.0007904659968378811,0.0007884829578816029,0.0007521409215474516,0.0007050781455537158,0.0007625013331860568,0.0006940403078160929,0.0007254870946914178,0.0007260582335404935,0.000732024305686732,0.0007255850301130379,0.0006850293658919578,0.0006831071572256548,0.0005706884842872692,0.0006322917208036266,0.0006931879890298515,0.0007410294861418919,0.0006690213574649491,0.0006131212763660756,0.0006796545095618608,0.0007237760595792204,0.0006061740722088662,0.0006766801773539829,0.0006478614253505929,0.0005995980408872904,0.0011591562306228244,0.0006362791106139251,0.0007971377366192842,0.0006905548343627735,0.000668957395535179,0.0006125420518434884,0.0006076827172231795,0.0005873368227326941,0.0007484285991755653,0.0006280437077235031,0.0006294202196050659,0.0006904769213221375,0.0005898657023251235,0.0006396614733738868,0.0006527410056759762,0.000698587938592193,0.0006946530617949891,0.0006182546468751016,0.0006577216737874698,0.0006871467137362164,0.0006784567777318579,0.0006557094115359842,0.0006265340663776332,0.0006389260803992679,0.0007678533462243765,0.0007230414567086024,0.0006334350390961844,0.0006767228771232802,0.0006710120827663007,0.0006942722555330565,0.0007045969013407083,0.0006980858633333328,0.0006902819986224415,0.0006760714224902718,0.0007086415419530024,0.0006690401662146838,0.0007085572698077505
SRR9224534,0.0007138198715203786,0.0006812332073589582,0.0007175078916113649,0.0006426281700352612,0.0007041034348475271,0.0007060175533280808,0.0007371522809061201,0.0007411661714230286,0.0007270908623038244,0.000662624787407157,0.0007245755059672196,0.0006560868580334766,0.0007095494533712707,0.0006867581226505017,0.0007106837640033207,0.0007217856399532852,0.0006583771774796565,0.0006468188482892457,0.0006514484746766969,0.0005453095996223816,0.0006669196397890729,0.0006847045534968893,0.0006448742972865011,0.0005815657385021642,0.0006575755638871614,0.0006750989047424804,0.0005809969479302372,0.0006331292539808659,0.0006118269522386336,0.0005693280362186974,0.0011227591561313427,0.0005926150867103612,0.0007293800630775572,0.0006632509418109361,0.0006377714860707247,0.00058235770754559,0.0005790561363814148,0.0005582766078582501,0.0007063638985429204,0.0006002508384005116,0.000604710152339651,0.0006377875305668218,0.0005583128996108194,0.0006054297264235771,0.0006168283866863642,0.0006478326578882693,0.0006523987675232815,0.0005916637763966184,0.0006305232451587288,0.0006579279353031624,0.0006533512519938735,0.0006311312957476111,0.0005999684655588906,0.0006015389089340658,0.0007002520499135301,0.0006713186897270305,0.0006036488592742163,0.0006326802813255584,0.0006258082650192241,0.0006751177149380617,0.0006592020686898989,0.0006531715904419072,0.0006469335515133926,0.0006323086299781457,0.0006703759805073174,0.0006282583531153303,0.0006870758423410567
SRR9224533,0.0007551967802334338,0.0007459513714455787,0.0007565909834685706,0.0006884476424825893,0.000747134208565669,0.0007565117091577631,0.0007788948239371478,0.0007926051338784711,0.0007731347255572153,0.0007113255416371606,0.000767673782800424,0.0006887926723389206,0.0007409964546925233,0.0007369686561529093,0.0007359256419603424,0.0007736837933382467,0.0007073166207203692,0.0006861553799465442,0.000694907863662501,0.0006476011347072285,0.0006239299927942778,0.0007530374353321478,0.000687151496927467,0.0006236950656360993,0.0006924638007923726,0.0007281126977018026,0.000616150873017835,0.0006850318136860362,0.0006476359828997086,0.0006103953647796386,0.001174444480336529,0.0006393759057325708,0.0007802352199866349,0.0006954986883774902,0.0006900889566722644,0.0006194336857181825,0.0006176616323107997,0.0005938018382439281,0.0007385264121704457,0.0006429700621284729,0.000645597320045424,0.0006779076871893857,0.0005971325205149022,0.0006416494883325464,0.0006742211842817971,0.000693489695691622,0.0006978766050321002,0.0006309588775331077,0.0006642073044629358,0.0006973190557596954,0.0007043118063956689,0.0006705511260462633,0.0006396621246979803,0.0006360130996485806,0.000754885617272013,0.000726254338977909,0.0006385939937950042,0.0006770249525899539,0.0006763460233713323,0.0007314091930385847,0.0007034797673733393,0.0007003424274500229,0.0006767854287239676,0.0006846262012523698,0.0007168411744924689,0.0006736033696751849,0.0007178139671356032
SRR9224538,0.0007555261092819239,0.0007268493111572492,0.0007738509403437909,0.0006969551365502694,0.0007629901122235572,0.0007586630017028159,0.0007808251855340183,0.0007956954479819958,0.0007735686099861224,0.0007140298676091368,0.0007843684744415991,0.0007022115343570431,0.000743720531719909,0.000740350387597953,0.000724744111307577,0.0007470593260774417,0.0007197975851233859,0.0007093956918080821,0.0007299186355929576,0.0006523868759991533,0.0007373050608088777,0.0006317113308893014,0.0007240172835760993,0.0006336510291820183,0.0007035901171122697,0.0007163149954780298,0.0006384804525938693,0.000680438068810028,0.0006639914469560414,0.0006273705199218471,0.0011499825500724938,0.0006528163434286516,0.0008173325783558364,0.0007103191974173475,0.0006926802913725103,0.0006400735980014997,0.0006349108170103482,0.0006082560558418808,0.0007606181226964055,0.0006495707023312185,0.0006551905299119078,0.0006894967188143134,0.0006141703235012917,0.000647577964290602,0.0006943511678435964,0.0007192436788338276,0.0007032558159282557,0.0006510087578928001,0.0006846363534797669,0.0007068909188548774,0.0007125590763855023,0.0006869447362306392,0.0006524522318680357,0.0006539538112406525,0.0007680523045038999,0.0007385069691027886,0.0006510244420866728,0.0006886430540944106,0.0006842078949530814,0.0007571204469758779,0.0007016026379031909,0.0006936101768177071,0.0006846996062548668,0.0006867920352427501,0.0007327832903408386,0.000682557539063242,0.000715650855432542
SRR9224097,0.0007350803891972081,0.0007105696970835753,0.000731781719479504,0.0006654144187762071,0.0007215553114317888,0.0007383492984928289,0.0007630211237674312,0.0007701395873642668,0.0007529635063342372,0.0006790402991523268,0.0007487296608485964,0.0006850026205160509,0.000740617907714161,0.000712182399547014,0.0007342279959690714,0.000727995069684233,0.0006737713516423509,0.0006624267052826608,0.0006671294909534592,0.0006241674765202968,0.000683184572125992,0.000735158181217302,0.0005743130732132426,0.0006020167801911268,0.0006696094529799213,0.0006984423808690402,0.0005885512090489693,0.000659492201209806,0.0006322027860056181,0.0005865501214288045,0.0011181310132482617,0.0006097090966452964,0.0007396569327094023,0.0006571195330700215,0.0006663682366779092,0.0005955982502758601,0.0005984800906215031,0.0005797674114977813,0.000729806552645941,0.0006192902524907204,0.0006263397139816459,0.000657383184510686,0.0005760871031636416,0.0006159039506393875,0.0006444477706752308,0.000667199471203689,0.0006697708832407103,0.0006057229633554703,0.0006534648747850273,0.0006669121469447643,0.0006678775503742329,0.0006582148456977711,0.0006215262858662622,0.000625786543200491,0.0007264174351753849,0.0006861466512208398,0.000628857790239833,0.0006545724148796277,0.0006537697682096041,0.0006916742432338018,0.0006796764969257571,0.0006951938940350315,0.0006604073377510596,0.000660052618656233,0.0006935623299050542,0.0006507072495207084,0.0007132840899192898
SRR9224369,0.0006992466165819525,0.000673586477453667,0.0006975739096964501,0.0006224760109489796,0.0006915523931483504,0.0006786124893241627,0.0007220062296591707,0.0007199823714369673,0.0007141349446495857,0.0006442903569153866,0.0007009360563381658,0.0006324926256771439,0.0006916609639488038,0.0006729720610312982,0.0006914859203137156,0.0006875537761195598,0.0006436235198324841,0.0006220825242592103,0.0006360629409512588,0.0005862321612332071,0.0006476821122611571,0.0006693813420084982,0.0006274871814157377,0.000517748497600012,0.0006289836227148084,0.0006606496647315653,0.000556431946315479,0.0006205368278048478,0.0005930109796840613,0.0005498372575795591,0.0011109368227811998,0.000578289869823224,0.0007182333108792592,0.0006400362932731926,0.0006130467737742957,0.0005629610992867978,0.0005575690779322473,0.0005376818854898029,0.0006785124328581891,0.0005805272704612936,0.0005795918147222887,0.0006201004937599153,0.0005365207741338527,0.0005842243434570829,0.000598801342128301,0.0006361724049657522,0.0006367630692003517,0.000576823254138373,0.0006118266987103472,0.0006356934853363789,0.0006357659683420537,0.0006099212585803248,0.000576726225485574,0.0005824038944113192,0.0006858614214092582,0.0006557724370258609,0.0005800905832522501,0.0006188348635790236,0.0006121736906569867,0.0006524912917655596,0.0006482412331358892,0.0006372102081715721,0.0006221885429094671,0.0006120172881044528,0.0006542736279538994,0.0006122728403885756,0.0006632092419696176
SRR9224248,0.0007449206731752306,0.0007237498303315086,0.0007478624831590182,0.0006756108895280823,0.0007330143287607679,0.0007627697743399565,0.0007775547720680177,0.0007791190104690189,0.0007578588404514685,0.0006906235724787739,0.000744274527363948,0.0006853197592181887,0.0007323995087020487,0.0007287876330517043,0.0007438057114510993,0.0007371505720338286,0.0006923776670406068,0.0006791340710630708,0.0006876776266407796,0.0006450428914895163,0.0007000035922828646,0.0007253384231432409,0.0006801920389862626,0.0006120268079782327,0.0005971339923726601,0.0007173286883049437,0.0005988916534399979,0.000675356972422149,0.0006357475104326465,0.000598145774241054,0.0011445554342875298,0.0006355438867667326,0.0007801433521077153,0.0006907866900560013,0.0006724340594644388,0.0006033618399746134,0.0005966563375039748,0.0005860992011153743,0.0007410585709612604,0.0006255396261804587,0.0006253214970760834,0.0006794581924512369,0.0005799033709295724,0.000635433274272706,0.0006435791835617409,0.0006821794340898006,0.0006796008352258697,0.0006215515637168927,0.0006671241673565372,0.0006905068391145359,0.0006932902004850768,0.0006647712952867332,0.0006329924345550632,0.0006277918653712428,0.000744974920121858,0.0007065131607841865,0.0006291121531475546,0.0006671387095167629,0.0006788557250325296,0.0007224828391349502,0.0007202160808247078,0.000705939015420683,0.0006722310010869351,0.0006710111961909123,0.000695099408117758,0.0006654117696003272,0.0007208081883341111
SRR9224507,0.0007346538296110601,0.0006964220476010417,0.0007485805386109191,0.0006874641885234271,0.0007486533066410128,0.0007378274467330909,0.0007793840922862923,0.0007956129275256544,0.0007645013841629528,0.0007078658460094541,0.0007716103842787338,0.0006900865895410817,0.0007438944708048559,0.0007374279400193825,0.0007446800636752931,0.0007319232196455556,0.0006904770963169268,0.0006865470521587446,0.0007093671913003382,0.0006430296326219587,0.0007133253526688162,0.0007158588532911582,0.0006868801459748756,0.0006243945661282517,0.0006956382989950461,0.0005843058191329309,0.0006178836513714002,0.000680212944667359,0.0006601837037691888,0.0006106329256351403,0.001138914979197293,0.0006391265125312764,0.0007867211812294875,0.0007092134116265334,0.0006798436633789752,0.0006257607610392191,0.0006200490449397847,0.0005949222387653872,0.0007285818571764097,0.0006365986459795826,0.0006346926154521731,0.000674804373435045,0.0005972443200653877,0.0006479208336045843,0.0006543662639899241,0.0007034320463668555,0.0006981919541653854,0.0006294885306239529,0.0006624664515156484,0.0006827074207146823,0.0006975022629702745,0.0006656851876715385,0.0006386975994666382,0.0006496498155730657,0.0007457487980841435,0.0007271172217151145,0.0006295336993362879,0.0006775513279491013,0.0006775199318087957,0.0007103196683586032,0.0007075951345760721,0.0006966753019634199,0.0006925797080449807,0.0006735669213424883,0.0007125929024353745,0.0006776135145694779,0.0007044633467984616
SRR9224333,0.0007015090930484923,0.0006782186227942769,0.0007088618534857112,0.0006285318968163641,0.0006924052223309217,0.0007017785430812742,0.0007290775347439354,0.0007322277482820985,0.0007145671058592134,0.0006521964096001255,0.00069617154677946,0.0006430399973388922,0.0006927755269048098,0.0006779238392893449,0.0007039783977168939,0.0007030329215070983,0.0006487106224531772,0.000640764193045992,0.0006473103650159937,0.0006026679289236573,0.0006582218327195402,0.000693676829684201,0.0006313569255489141,0.0005726359910083015,0.0006335636347655336,0.0006715614969570833,0.0005444979452443829,0.0006303259268589773,0.0006025870427650558,0.0005680681178950309,0.0011273893845265008,0.0005907575164378596,0.0007409620202345859,0.0006505417117354837,0.0006322147311411461,0.0005799906766917568,0.0005673097633297118,0.0005529563254113014,0.0006976446565511825,0.0005892363988140919,0.0005885964022722533,0.0006329865416390947,0.0005466124617533981,0.0005995903349255786,0.0006050962747041785,0.0006391421645970858,0.0006428982458896807,0.0005909066846815589,0.0006151285778455349,0.0006465752707408784,0.0006447217833366781,0.000626164142305271,0.0005861775161215634,0.0005976914162542595,0.0007003321546710904,0.0006637288928536345,0.0005863999401039235,0.0006333391621800098,0.0006276159160223051,0.0006704217951478154,0.0006735304220886958,0.0006602763801316992,0.0006321009535027564,0.0006136057602499652,0.0006627951266561791,0.0006251546953756615,0.0006776266305224334
SRR9224331,0.0007232764491328594,0.0006965695444642322,0.0007183718142361892,0.0006540635873144014,0.0007157389230666686,0.000729160393469329,0.0007460892931274364,0.0007554452557667611,0.000737185661322158,0.0006704458159148821,0.0007422689064622718,0.000668429885714544,0.0007071325562633396,0.0007070718314289749,0.0007115862158827964,0.0007329137973825427,0.0006771139035592516,0.0006577991715035106,0.0006775830852579032,0.0006143353457173963,0.0006843280316489998,0.0006934724573583504,0.0006622355449639086,0.0005976200108377981,0.0006677692143371226,0.000693903771909677,0.0005902547942140609,0.0005610786781990442,0.000626838251594426,0.0005773295631027756,0.0011077492689072258,0.0006080792274427572,0.0007565342367650179,0.0006630679120682179,0.0006565620202709274,0.0005928285634085815,0.0005928278840678609,0.0005709426011824062,0.0007324120149304225,0.0006200128350483552,0.0006123423326373918,0.0006503642090282883,0.0005676907051539767,0.0006157736623768948,0.00062440199246679,0.0006713960369275217,0.0006706378226814292,0.000604223121536476,0.0006439071227388126,0.0006622620241800598,0.0006691740452557652,0.0006453533029991569,0.0006096970463413968,0.0006168504672525487,0.0007164613318827972,0.0006841832020887644,0.0006249907452263338,0.0006521078527790648,0.0006510517955064896,0.0006870079909707774,0.0006858753119367026,0.0006881697223911173,0.0006650411706296364,0.0006369414626805087,0.0006898452125836254,0.0006477948479653146,0.0006833168382096051
SRR9224342,0.0007396839665572327,0.0007100033204698338,0.0007377452216810151,0.0006655104129791285,0.0007286823142370771,0.000733274091539602,0.0007673547129905744,0.0007769715684926751,0.0007518563830215398,0.0006829195660302257,0.0007320020470632543,0.0006810107883839603,0.0007391806412547025,0.0007155313535405055,0.00074217801448383,0.0007308852863719865,0.0006866289382021708,0.0006817073987984664,0.0006887608892700654,0.0006316345771961694,0.0006892629029519733,0.000719582137716506,0.0006747041632143003,0.0006074105496482896,0.0006697128969850018,0.0007149980571814606,0.0005993795125721549,0.000667133218832321,0.0005991569706106888,0.0005985498852988082,0.001162201327308077,0.0006248405485403689,0.0007700253653113874,0.0006840817627143108,0.0006671397148237762,0.0006098743301678493,0.0005991630816191584,0.000587112236032523,0.0007360883027935502,0.000621322620543522,0.0006184400436623734,0.0006611259204528575,0.0005760458939002643,0.0006277717555804084,0.0006418919151807007,0.0006796343853919781,0.0006829227199294777,0.0006200498578741741,0.0006506215649353431,0.0006801526438039027,0.0006790182653963477,0.0006606096489677593,0.000617425661139459,0.0006270294054834067,0.0007393817375755256,0.000702167685646845,0.0006206015320537094,0.0006663305508201793,0.0006597105369079708,0.0007065659835085391,0.0007069426215248246,0.0006984906696000377,0.0006701606728460402,0.0006572445133217798,0.0006946908238693459,0.0006577319482297558,0.0007086725471524216
SRR9224351,0.0006960328965830772,0.0006692732818398198,0.0007017861130876905,0.0006267081883851056,0.0006949098887403502,0.0006958074079904605,0.0007355091692049047,0.0007345657955252216,0.0007113032186937602,0.0006445860155577695,0.0006997517397705892,0.0006352802035334954,0.0006775281017256823,0.000681057506191669,0.0006910992037338616,0.0006973235948298367,0.0006394716934759426,0.0006315731907359692,0.0006425201489788809,0.0005930332704832494,0.0006542041495094278,0.0006845041330573782,0.0006310025209356226,0.0005683438051755668,0.0006344266299205338,0.0006656891231427604,0.0005704253248057254,0.0006189195937137954,0.0006041858199933557,0.0005408038183297361,0.0011176380388197551,0.0005857127160636745,0.0007168775769830448,0.0006424699614728836,0.0006238289648029488,0.000579677795935363,0.0005680071362466785,0.000552389550894616,0.0006938398430707,0.000591128603074765,0.0005863536193571236,0.0006305737772827634,0.0005473980241852309,0.000586718424339708,0.0006029689388578932,0.0006420039044819607,0.000638341502764071,0.0005878642758185869,0.0006105383833500982,0.0006359323296445495,0.000638103229871186,0.0006240757412061523,0.0005882680675366409,0.0005936605704390497,0.0006810170342977182,0.0006578864560545203,0.0005809016535594727,0.0006247134721025987,0.0006124226816293071,0.0006626623997032316,0.000652367114881454,0.0006491534136783574,0.0006271960284887319,0.0006214069872118835,0.000657070127956561,0.0006158722980645832,0.0006666245044306535
