,SRR9224359c,SRR9224363c,SRR9224523c,SRR9224529c,SRR9224527c,SRR9224243c,SRR9224328,SRR9224122,SRR9224344,SRR9224171c,SRR9224316,SRR9224315,SRR9224542,SRR9224540,SRR9224229c,SRR9224224,SRR9224086,SRR9224084,SRR9224083,SRR9224082,SRR9224427,SRR9224428,SRR9224430,SRR9224431,SRR9224254c,SRR9224289,SRR9224281,SRR9224285c,SRR9224260,SRR9224477,SRR9224474,SRR9224475,SRR9224120,SRR9224121,SRR9224534,SRR9224533,SRR9224537,SRR9224098,SRR9224097,SRR9224370,SRR9224371,SRR9224372,SRR9224248,SRR9224367,SRR9224246,SRR9224504,SRR9224503,SRR9224506,SRR9224507,SRR9224510,SRR9224512,SRR9224332,SRR9224331,SRR9224334,SRR9224335,SRR9224343,SRR9224347c,SRR9224351,SRR9224352,SRR9224349,SRR9224350,SRR9224354,SRR9224514,SRR9224513c,SRR9224518,SRR9224519,SRR9224521,SRR9224061,SRR9224063,SRR9224339,SRR9224053,SRR9224054,SRR9224214,SRR9224212,SRR9224210,SRR9224209,SRR9224208,SRR9224207,SRR9224217,SRR9224216,SRR9224271,SRR9224272,SRR9224269,SRR9224270,SRR9224267,SRR9224268,SRR9224265,SRR9224266,SRR9224264,SRR9224445,SRR9224444,SRR9224447,SRR9224446,SRR9224441,SRR9224440,SRR9224220,SRR9224219,SRR9224436,SRR9224497,SRR9224498,SRR9224499,SRR9224500,SRR9224493,SRR9224494,SRR9224495,SRR9224496,SRR9224102,SRR9224101,SRR9224100,SRR9224099c,SRR9224105,SRR9224104,SRR9224205,SRR9224202
SRR9224430,0.0011224424097863654,0.0008228572928087392,0.0009473516106392598,0.0008469691121879902,0.000892558420976903,0.0009702475396814702,0.000837176813476249,0.0012504115538546523,0.0009360520951224401,0.0008508801582339052,0.0009492195060612281,0.0009180985572153917,0.0009221089090702788,0.001083736034859104,0.000857501422269567,0.0009404016777380779,0.0011859755174665199,0.0008613037053296353,0.0008122146140291218,0.000935236211960628,0.0008230570630030172,0.0010397130734584367,0.0007786969767277214,0.0008979255030139549,0.0007983107841936297,0.0009792148273667983,0.0011292141412686172,0.0007665265968630475,0.00118717146028025,0.0009558896862261766,0.0008551248701515771,0.0007815405896427193,0.0008112810265119262,0.0008094098059849554,0.0011224959854383495,0.0010981748624202447,0.000858832250423428,0.0009058938268247163,0.0009809602283059355,0.0007591078225421759,0.0007484345479686474,0.000978431920963312,0.0008667873940466815,0.00120083590289871,0.0010182962825254344,0.0008212287585974801,0.0011122480970706095,0.0009558228764803292,0.001105208749749587,0.0009320322896922519,0.0009609273966089151,0.0010068267775344103,0.00086468459835031,0.0011918116296947986,0.000869708228140031,0.0013246638282838495,0.0011755123100881846,0.0009293009412111391,0.0011020328115797955,0.0009235289731755164,0.0008517997470740626,0.0011563596557471897,0.0010559451149619624,0.0011135538928864943,0.001124175153008971,0.0008807341106343165,0.0009900596757953847,0.0008399641494289214,0.0013641235461363537,0.0008915203128710755,0.0007891275721094944,0.0007945000230704188,0.0010996461825943378,0.0010785036407574607,0.001291510574750389,0.001144909807188389,0.0008215632476273904,0.001020844164315987,0.000812880275598541,0.0009758583454341343,0.0009220097051517866,0.0008802288094184213,0.0008076779827350198,0.0008006328055841593,0.0010270467384668643,0.0008889411755507509,0.0009001461287565007,0.0010927002230715678,0.0008229847038805496,0.0008190013935577485,0.001093820662087628,0.0009236878838014314,0.0008388033096437932,0.0008920752054501753,0.0009724749388540833,0.0009823007432252426,0.0008657643595413087,0.0011393049950781634,0.0007584548194221488,0.0007884059703566762,0.0009703865475851045,0.0012020503964669364,0.0010909717576979255,0.0008632401523881333,0.0009138560644180078,0.0009675420755001876,0.001141653146983216,0.0011179412153248423,0.0009848348473237532,0.0007824860250972281,0.0010472711685780272,0.0011041209644911982,0.0008196444781174598,0.0010079935727089376
SRR9224431,0.0009964621677720864,0.0006989569576109732,0.0007896756847323618,0.0007047599862167418,0.0007346456089923331,0.0008010808666799247,0.0006835395727589253,0.0010005878610858422,0.0007807206314066923,0.0006999739566761137,0.000803974048894462,0.0007553688980854038,0.0007761285997795384,0.0008971954956912258,0.0007237514126322125,0.0007687982912316936,0.0009921309363513917,0.0007029901933852625,0.0006597875247663405,0.0008037515324240266,0.0006741100034026927,0.0008437036397391649,0.0009091658949165943,0.0005982729820276301,0.0006581386915911211,0.0007963706732199886,0.0009363512098854924,0.0006195079335111659,0.0008900018765757922,0.0007819260227659079,0.000692250369645252,0.000635463085118431,0.0006516661222192393,0.0006556825825369221,0.0009359494751183052,0.0008679399254386975,0.0007033143771718618,0.0007226972364294725,0.0007877028663949569,0.0006360125036635875,0.0006027243140812583,0.0007948810652487564,0.0006918061039507947,0.0009188876559939452,0.0007901982395467156,0.0006530208279681475,0.0008920357755699462,0.0007719652870956548,0.0008791772148400781,0.0007297196750865248,0.0007895588447688727,0.0007930601421670749,0.0006660044636437332,0.0009198761635675433,0.0007222478846788371,0.0010598648117758386,0.0009254811838667352,0.0007404003584740898,0.000850664766783862,0.0007522402220018181,0.0006714051674934021,0.0009171618139409602,0.0008585686298359822,0.0008943875808675151,0.0009159793393994867,0.0006918669564422148,0.00076431851590752,0.0006797311450525968,0.0010187078187570238,0.0007007739443759747,0.0006238980916255828,0.0006362632514887376,0.0008497661437531938,0.0008620684921939005,0.001022272294149489,0.0009025426684450604,0.0006591460299470266,0.0007953267008579655,0.0006348226028506976,0.0007632676118199927,0.0007252429194152534,0.0007159647740795391,0.0006441685091454491,0.000644202898193521,0.0007908830338099196,0.0007229910829981587,0.0007217694402316953,0.0008360670693847935,0.0006634561454146993,0.0006757085686051674,0.0008107330044552248,0.0007340908486747578,0.0006899985919373008,0.0007083174354803882,0.0007569980738669493,0.0007629524321183383,0.0006813555960475766,0.0009211104023010586,0.0006019220606191253,0.0006263513308155051,0.0007545840644380724,0.0009713915683242223,0.0008595954033485279,0.0006936929583496119,0.0007137500345726515,0.0007543023628455879,0.0008888226115574982,0.000900714262764831,0.0007720762791476166,0.0006494006937764798,0.0008398168580411,0.0008728736154778852,0.0006515671540743193,0.0007775901799070023
SRR9224254c,0.0009630642373000687,0.0006673015997239353,0.0007401080097264725,0.0006718170982120613,0.0007066067139158975,0.0007526930206101896,0.0006370727012870795,0.000936465180419764,0.0007357942295324521,0.0006769069294570246,0.0007868315899327569,0.0007130939210784888,0.0007443468715476028,0.0008237113889147657,0.0006880312391954001,0.0007361037258125135,0.0009154076217466163,0.0006686407547565364,0.0006218542345593577,0.0007481917483228497,0.0006438113915641067,0.0007579389279902478,0.0008366410841387743,0.0006817300927053448,0.0005621201990150598,0.0007511566282903904,0.0008732495349132656,0.0005902018129627073,0.000783809431654072,0.0007326849353670837,0.0006558223524838527,0.0006023846384328647,0.0006154741941796824,0.0006192043020555448,0.0009002851309493055,0.0008047903544634296,0.0006570881436843845,0.0006754007644905062,0.000725753835769782,0.0005982191068671851,0.0005671516285056677,0.0007374811656050513,0.0006550643144773155,0.0008377929896682529,0.0007404749820657548,0.0006184007363122235,0.000822737189658707,0.0007098450136925923,0.0008044967200037676,0.0006802573350276946,0.0007233254058445254,0.0007350311322139548,0.0006250756857741891,0.0008409751665856276,0.0006619616248048002,0.0009565313339329854,0.0008337560554209719,0.0006823341780514042,0.000781874834138822,0.0006901217640913952,0.0006196584693829325,0.0008299556804311147,0.0007826190315559442,0.0008305065006090729,0.0008304325531738887,0.0006492782420698212,0.0006937716094736065,0.0006336037955464426,0.0009450261114222233,0.0006485456798685419,0.0005742419300497278,0.0005907491923818591,0.0007817042790223868,0.0007754086334846531,0.0009143167620093988,0.0008123920102796878,0.0006308177920041229,0.0007180826063134424,0.0006008327757732561,0.0007190005184474784,0.0006839572514853113,0.0006733821417350156,0.0006060571707741114,0.0006073808762043315,0.0007347648661298581,0.0006761429775066236,0.000669523516799157,0.000770792354714582,0.0006291305756292052,0.0006330338592416885,0.0007726628972086399,0.0006867072208333441,0.0006577552021447931,0.0006661434959020824,0.0007161680953269848,0.0007043971163995416,0.0006396703401407258,0.0008432751695389337,0.0005594315598088311,0.0005977613979489541,0.0007109117321084115,0.0008748475195884303,0.0007857330141699066,0.0006580607660078501,0.0006741166477231544,0.000691598888846308,0.0008096353642469283,0.000814617071102004,0.0007113192493517574,0.0006129831148629763,0.0007738073501396234,0.0007999185609436558,0.000617570048330515,0.0007299013210960034
SRR9224289,0.0010955233180199215,0.0007578699108531516,0.0008421128745874929,0.0007634163062136998,0.0008007438807953575,0.0008679348376480519,0.0007383178036403543,0.0011070836624140707,0.0008417979470098696,0.0007611423080792762,0.0008838106707336335,0.0008193613459793472,0.0008446574049045491,0.0009850970540288635,0.000788402543449937,0.0008438843727700713,0.0010962320276238977,0.0007573963726353192,0.000719267297043498,0.000888784100762464,0.0007332171688599729,0.0009142614341079502,0.0009873085099647856,0.0007927654173354961,0.0007213447315154877,0.0006782744876556055,0.001008407851590819,0.000681313240597944,0.0009843012142637434,0.0008760502074736728,0.0007683474672123719,0.0006948076901093065,0.0007045071240970015,0.0007129909859035455,0.0010931676521473762,0.0009719077299695068,0.0007718972596247374,0.000794901780028027,0.0008664756318780071,0.0006851288970103546,0.000657369050165796,0.0008733661394644684,0.0007511309236419269,0.001031170386555044,0.0008775547638614675,0.0007146929824252456,0.0009692052303732295,0.0008346457951275352,0.0009708808216902115,0.0008011520608348765,0.0008633254396666721,0.000885602565246216,0.000733025668311519,0.0010276863022141353,0.0007731806583538513,0.001132613611609237,0.001003118097294164,0.0008028346047808042,0.0009275510777238844,0.000826120420641392,0.0007279265229650827,0.0010215132025980197,0.0009331276332189672,0.0009929422096251433,0.000997402995950926,0.0007469612605721596,0.0008455572095835,0.0007349009704807652,0.0011403794816966558,0.0007548458805418599,0.0006810442343932889,0.0006881207114766746,0.0009427230522507413,0.0009354374406336241,0.0011271430809432809,0.000977719819171143,0.0007214249213735882,0.0008696615512148624,0.0006924702901543255,0.0008535256572919338,0.0008008681781052246,0.0007863272292439611,0.0007098566648089415,0.0007033168917231714,0.0008677696313074713,0.0007884538644129612,0.0008034772690035383,0.0009592013740440602,0.0007261426976520525,0.0007341046325333178,0.0009337111225563254,0.0008147195435313632,0.0007567785812522028,0.0007774978916722873,0.0008397699637258737,0.0008439486630357989,0.0007693237497086564,0.0010325679628632285,0.0006575730038331778,0.0006819722405050392,0.0008443802333775747,0.0011066612170788207,0.0009349314061438049,0.0007635117387969019,0.0007934358931648834,0.0008409314150092033,0.000978888595243129,0.0009881393593335083,0.0008430967377348166,0.0007040382020203285,0.0009460170501741696,0.0009831168686554978,0.0007151712882261683,0.0008715676543762928
SRR9224281,0.0011352810446742963,0.0008554652726109302,0.0009836523696378644,0.000873135110544382,0.0009286450530881024,0.0010481964976960924,0.0008933746298663593,0.001270288149177871,0.0009855661992869901,0.0008694679856429526,0.0010106406431917168,0.0009708592061066092,0.00096493250336912,0.001131845009796997,0.0008903422176919819,0.0009996199136411525,0.0012200466104822446,0.0009319386633661186,0.0008358749398751439,0.0010141290260234645,0.0008618106621869904,0.001082666737481001,0.0011295648443229683,0.0009257052526419591,0.0008363911003731936,0.0010012198296151134,0.0008150373573744725,0.000782898630052337,0.0011542980342940652,0.0010126024687891547,0.0008882226012815791,0.0008118686547385825,0.0008473476851548582,0.0008422453827480707,0.0011570815946127595,0.0011223466434933712,0.0009074938781632201,0.0009392592571903776,0.0010232307808580986,0.0008152184504301944,0.0007790465822281208,0.0010152333019933487,0.0009033414843632427,0.0012295420455713962,0.0010360130522225708,0.0008687232578311309,0.0011670202738085472,0.0010011152441459915,0.0011266670962145956,0.000975595624729097,0.0010309478800917347,0.0010597861699232292,0.0008946832789530603,0.001205837839905058,0.0009273989502792747,0.001293329393452522,0.0011922468270168596,0.0010047006539365337,0.0011534254031594765,0.0009910294070429725,0.0008869385862468919,0.0011795992346839456,0.0010690340611642347,0.0011343855865792681,0.001187198811580398,0.0009042093450878198,0.0010729710469794243,0.000896998033277613,0.0013217634893706344,0.0009370848608412953,0.0008287067684227582,0.0008210303010614633,0.001118876389985321,0.001145551850634464,0.001274380786686949,0.0011954813352491871,0.000861070335040815,0.0010230963457689341,0.0008349277650932505,0.0010263364141625659,0.0009825338070253613,0.0009447227297434855,0.0008541379752044528,0.0008616259584200268,0.0010410309402947475,0.0009396844423323412,0.0009830881299902052,0.00111682907732191,0.00085285627887941,0.0008705436471296546,0.001121577409398136,0.0009735000233212238,0.000909069145576661,0.0009238999857720595,0.0009996172123629785,0.000983708555362376,0.0008827685372269983,0.0011914586328881792,0.0008065536801372423,0.0008113950704059931,0.0009946034508511636,0.0012164212619036297,0.001140123298795106,0.000937398054849879,0.0009586110617896746,0.001004576454682369,0.0011804238652085891,0.001155859569015702,0.00102031082376765,0.0008360311139510253,0.0010751788526872314,0.0011399064613469199,0.0008505125549490193,0.0010338162132132128
SRR9224285c,0.00090599742039732,0.0006191365074051638,0.0006932564574682354,0.0006265074055719637,0.0006539485794921146,0.0007081654063191765,0.0005912719142271863,0.0009174339678101366,0.0006853540629292792,0.0006388988821611412,0.0007257826237649133,0.0006757105346582972,0.0006958236611654616,0.0007848230972954128,0.0006526960912490714,0.0007023867146138085,0.000886596228365687,0.0006192195241719645,0.0005893202352589916,0.0007013951445492181,0.0006041644778181231,0.0007244989796148757,0.0007978679796862448,0.0006379327809374995,0.0005871471025040344,0.000704792706643021,0.0008143691423769096,0.00049319042934739,0.0007476737859913108,0.0006772699686915717,0.0006076645899865436,0.0005605766148926464,0.0005762242987249999,0.0005790492911936509,0.0008497219148404336,0.0007702059173434967,0.0006098562825386001,0.0006399654069831891,0.0006908909077675535,0.0005527936727169809,0.0005306449002286426,0.000684951425284081,0.0006094632179395251,0.0008114757315609633,0.0007004966445832284,0.000578360799939044,0.0007765255715932783,0.000655867827438051,0.0007635226389974702,0.0006345420118005337,0.0006768845102008807,0.0007104672721738582,0.0005878144413845462,0.0007855083901668217,0.0006172258030609034,0.000929367311647025,0.0007978672081069794,0.0006396378666489609,0.0007220526378458994,0.0006447934197444285,0.0005807011911189822,0.0007960772406291138,0.0007319815249864611,0.000774184658733702,0.0007833054693073987,0.000606090360501742,0.0006440459392194517,0.0005967067059402413,0.0009447550560962194,0.000602287551487565,0.0005440659056665288,0.0005521582442511647,0.0007502602590448901,0.0007410126485198208,0.0009163928069932038,0.000785033543503362,0.0005853207427190747,0.0006794066387123757,0.0005544456532691249,0.0006725613059368594,0.0006388741956744111,0.0006193651970777008,0.000563723471384419,0.0005625265513041231,0.0006916929248977469,0.0006315565021241885,0.0006323473493898491,0.0007271163195843352,0.0005796546095290362,0.0005845699488704083,0.0007322343615770965,0.0006523894511939019,0.0006127559670675489,0.0006151598070706293,0.0006645370511651998,0.0006750072411380071,0.0005866223688182175,0.0007910553388874477,0.0005230267691616391,0.0005518459735009193,0.0006735279550650419,0.0008346928848717204,0.0007380611767824423,0.0006102569117441286,0.0006295049239863879,0.0006462789446409958,0.0007731239379040949,0.0007659350602876301,0.0006699648895772799,0.0005713438086963967,0.00071414957599744,0.0007450868648891177,0.0005728507214167714,0.0006926333702962405
SRR9224260,0.00117289308079932,0.00082268070453932,0.0009338541959742558,0.000816226289630739,0.0008745024579347604,0.000965492912011842,0.0008113565916332879,0.0012656318253508895,0.0009230762293834878,0.0008135536235140884,0.0009746805699328985,0.0009414436495491169,0.0009114640289279373,0.0011167573810417235,0.0008580225263008878,0.0009459535762488326,0.0011696598137445535,0.0008503382482321605,0.0007746893445480038,0.0009935911909878742,0.0007790475391639325,0.0011004619290340381,0.0011881505881038191,0.0008818356465688985,0.0007519126230870053,0.0009785926814581702,0.0011564045978863396,0.0007179267865934465,0.0006961592474152958,0.0009671763685543626,0.0008107950830219822,0.0007424615254933052,0.0007702558469417256,0.0007621713438127277,0.0011527937805369595,0.001098040204720524,0.0008308989891180848,0.0008972637194715196,0.0009633494461706863,0.0007421051684971258,0.0007125473650348486,0.000980250628453329,0.0008281307456102122,0.001127176440437527,0.000994086136000599,0.0007926206473420992,0.0010989351971233095,0.0009171509793517417,0.0010995500963905064,0.0008911777765108434,0.000958897448033053,0.0009821106640979262,0.0008200295065329905,0.0011296441143738942,0.00086714942957462,0.0012342936733094221,0.001167428768207628,0.0009272764780977467,0.001059142382402326,0.0008981573613897086,0.0008013080948618536,0.0011460593468383669,0.0010331484596138936,0.0010880753534604003,0.001101454912637586,0.000849312932091126,0.0009995089264455523,0.0008268968336945403,0.001296851247383556,0.0008677477325741659,0.0007436286130093892,0.000758914031383876,0.0010652155188294484,0.0010890502906162238,0.0012448562989667018,0.0011304408310242931,0.0007987936536332809,0.0009723547488490282,0.0007602874554739431,0.000946362645963578,0.0008897188253434095,0.0008418285874070285,0.0007766402372690208,0.0007624524706502079,0.000989560199234436,0.0008837327107475543,0.000858856581693875,0.001044823538390747,0.000782768016153074,0.0007891551591423066,0.0010564549232470258,0.0009201283177595627,0.0008228356104166657,0.0008625386500784294,0.0009285880406371242,0.0009009908969863781,0.0008142131505576778,0.0011121334006951827,0.00072038675318716,0.0007334896062210505,0.0009197751088776835,0.0011426618467917293,0.0010454815932414154,0.0008353525532807518,0.0008722468949362597,0.0009312610664842145,0.0011234112123323491,0.00111244455733708,0.0009458547721462565,0.0007474500398574954,0.0009956681929596213,0.0010470322891191093,0.000777950811314448,0.0009589471456602275
SRR9224477,0.0010207407655494455,0.0007028116643585445,0.0008392672492342681,0.0007391388100458324,0.0007786265379967438,0.000846338049804909,0.0007181370053894567,0.0010745659789237589,0.0008147722398553682,0.0007266818014670863,0.0008655349284612959,0.0008180408116185098,0.0008199698527172517,0.0009767178977353364,0.0007597533183355191,0.0008145492212185524,0.0010571382100548513,0.0007345098832610893,0.0006919776735510253,0.0008463761976250303,0.0007050821497902222,0.0009053888670715177,0.0009569106031695782,0.0007734607284153114,0.0007004897608635065,0.000868762913714057,0.0010135080577237205,0.0006505411612377106,0.0009663069322160177,0.0006106571238449239,0.0007182779425915618,0.0006652642367821846,0.000676098032815103,0.0006703539334365427,0.0009872795257317563,0.0009530502643420347,0.0007556214969797157,0.0007760708971026787,0.0008446299535811636,0.0006561221877063588,0.0006319905340845559,0.0008310465812712668,0.0007282186702221626,0.0009852867472449455,0.0008544518740166623,0.0006904049701767947,0.0009778441860042563,0.0008182126141979342,0.0009492837301024311,0.0007958197565123032,0.0008711012451429927,0.0008428016659839724,0.0007182921285705934,0.0009973012016992033,0.0007569001277111239,0.0010921999169904671,0.0010042899049692298,0.000791354796843291,0.0009421220196051231,0.0008088329192050808,0.0007079629494151778,0.0010169745088877552,0.0009302960851853315,0.0009728475749282655,0.0009850187648420487,0.0007452052105218763,0.000846314724889431,0.0007210420525930643,0.001149997327824192,0.0007591597510058621,0.0006610882184121945,0.0006679969165254134,0.0008993426391441507,0.0009079592014099762,0.0010934450756977926,0.000976150105043356,0.0007104354219123703,0.0008577866603286023,0.0006704183619758588,0.0008321587429956983,0.0007726599802095226,0.0007683343704458691,0.0006812331579468131,0.0006786711144305006,0.0008608769171433411,0.0007534941919859885,0.0007638779250822945,0.0009052083108379625,0.0006858421749123385,0.0007010418030002736,0.0008874604565156575,0.0007923179934906295,0.0007256986597188757,0.0007402739016853553,0.0008103531477037391,0.000824280388212964,0.000735413733762282,0.0009715003131302582,0.0006344342402541316,0.0006568437778047995,0.0008218766545121764,0.0010246034851751021,0.0009295272056731617,0.0007374200371424213,0.0007688122615661371,0.0008153218071556271,0.000974163224297351,0.0009542675344545942,0.0008404725128861462,0.000676838393109815,0.0009055256795919842,0.0009365530690293289,0.0006882578394048891,0.0008406509588089953
SRR9224474,0.0009424150642169889,0.0006689566438905346,0.0007419654613459031,0.0006695704102542801,0.000722962708502668,0.0007687241728143077,0.0006418679864796246,0.0009647062906064749,0.000735637225290441,0.0006655232181126071,0.0007697013189195234,0.0007095590849314949,0.000740475546621054,0.0008538423748274315,0.0006980575720102468,0.0007493374278029219,0.0009698561252933338,0.0006701274382162217,0.0006262204168251541,0.0007566925782191318,0.0006354404678237569,0.0007772693236120857,0.0008645094006442686,0.0006902864063850185,0.0006325983037355037,0.0007719678216779259,0.0008975067481731405,0.0005881244412829092,0.0008193790697413368,0.0007258380999028946,0.0005146817881070006,0.0005931926132030996,0.0006120829570539184,0.0006058005640942878,0.0008628253785442094,0.0007929704984259466,0.0006508209545560608,0.00067644627394478,0.0007200772226041135,0.0005886048717437948,0.0005643027962667261,0.0007215109968261046,0.0006497700465589484,0.0008659244964244946,0.0007570045991803582,0.0006159990503231815,0.0008455616551841843,0.000725578833492896,0.0008356881990896734,0.0006926633104447038,0.0007351488971961597,0.0007477511295459036,0.0006266255034189439,0.0008613406623539963,0.0006679401974269771,0.0010077767726600776,0.0008857841468179495,0.0006957597424298867,0.0008060729570640515,0.0007079506620356678,0.0006233820277803399,0.0008813687019587025,0.0008261917236141168,0.0008763560286485624,0.0008599743453333231,0.0006507769921558121,0.0007237743912407326,0.0006368527070364687,0.0010040264442505056,0.0006494765426768565,0.0005820099185982659,0.0005936651545019307,0.0007978956294387598,0.0007897459226565018,0.0009690895401224427,0.0008482002671141029,0.0006300899972938479,0.0007554817484755752,0.0005994274585457517,0.0007330291227867962,0.000667919951275966,0.0006771389187908383,0.0006042688365843998,0.0006053867709867543,0.0007381971845792707,0.000674851420402684,0.0006767104719888102,0.0008210629118617943,0.0006323553418272463,0.0006279198023113339,0.000775198852106081,0.0006863970320589084,0.0006408095508180103,0.0006707963399619247,0.00072073738939486,0.0007132992598297439,0.0006341166951912253,0.0008651844649486187,0.0005624460877162345,0.0005983029893205613,0.0007182685446849636,0.00091524866575829,0.0007966274223311833,0.0006672161694145719,0.0006615158368456418,0.000700943367622728,0.0008199205045236988,0.000832602685465763,0.0007272445054414205,0.0006073580941286512,0.0007910006059687769,0.0008197718083423211,0.0006080817669577708,0.0007386089198259732
SRR9224475,0.0008682932614944745,0.0006276406338537857,0.0007075541547812593,0.000638658713732294,0.0006667403861229538,0.0007253894517819244,0.0006012161295194714,0.0008782606229505563,0.0007003524154133936,0.0006470815592077277,0.0007408061503363268,0.0006835388111843312,0.0007006539023770291,0.0007894483218784455,0.000650072547573598,0.0007041907870519463,0.0008624239393252585,0.0006320212725318437,0.0005972485645109417,0.0007176656880692864,0.0006160376082565284,0.000733209279476937,0.0008097958781304701,0.0006510546310534066,0.0005956596516713767,0.0007155159330934101,0.000838971060398635,0.0005570642476534542,0.000768228635294623,0.0006896465635819971,0.0006092601731898493,0.0005038610036264391,0.0005781558867579916,0.0005817665697449128,0.0008360464309162371,0.0007810172355576053,0.0006203565685645203,0.0006401494695031739,0.0006836085279904843,0.0005678295420194753,0.0005386000760673884,0.0006982792766995536,0.000619981019635892,0.0008044022090146429,0.0007050679803890395,0.0005909980576752764,0.0007885743650789967,0.0006695201147048012,0.0007624179104643847,0.0006566439968288066,0.0006959241478447703,0.000705639547718349,0.0005923143868440655,0.0008005915563975837,0.0006273084411225592,0.0009209065921024246,0.0008004751965178408,0.0006502003126336828,0.0007319204039414869,0.0006554863429880698,0.000590786103742901,0.0007985549281850688,0.0007333656241937226,0.0007926129090645121,0.0007874650910110571,0.0006136325602964088,0.0006530427241998866,0.000604141942109976,0.0009088418551431792,0.0006129920122949115,0.0005522231382295673,0.0005583488832137377,0.0007419839535395204,0.0007335217458000874,0.0008867889091767761,0.0007856140584946349,0.000592482153790647,0.0006684309325899433,0.0005700507990282609,0.0006751683853094689,0.0006435379126596036,0.000622531510923414,0.0005684603000432672,0.0005724656146524894,0.0007053516016236573,0.0006342288548392557,0.000635670446379316,0.0007341119487414342,0.0005944532673493984,0.0005952359214703608,0.0007178674886795824,0.0006567981565275233,0.000624220534409895,0.0006192870366957575,0.0006739861093132918,0.0006755615681024791,0.0005971376725251201,0.0007912397207560075,0.0005350856034048397,0.0005638231775669069,0.000680655396287789,0.0008368667579041348,0.0007396162863872944,0.0006209814398120785,0.0006364398998410896,0.0006567996264498735,0.0007703665170161121,0.0007579834513742411,0.000663572898779519,0.000577709224102762,0.0007256701460645545,0.0007500480174705361,0.0005820326841439051,0.0006910062708312666
SRR9224120,0.0009263264229696334,0.0006550102602063101,0.0007220928370372029,0.0006556292124828102,0.0006833919348022674,0.0007465839916396869,0.0006175530658043999,0.0009317919088131017,0.0007184476600081837,0.0006625360534010939,0.000756518994684155,0.0007045708629328882,0.0007161966177852303,0.0008016644665741605,0.0006742092777388244,0.0007332744552053634,0.0008975804183234896,0.0006413125666597966,0.0006118519216202931,0.00073732980384946,0.0006352151863997406,0.0007619281567759962,0.0008442104478612791,0.0006692128490354034,0.0006103293168006244,0.0007270895356616067,0.0008801760271450826,0.0005746840346410905,0.0007980743951797528,0.0007023822901719112,0.0006303016844468311,0.0005800993654377254,0.0005332287997369001,0.0006092902208612429,0.0009151453479161529,0.0008095109097015605,0.0006401686937172178,0.0006673471207645298,0.0007223275130528592,0.0005768791221723264,0.0005522343800440974,0.0007108608114642943,0.0006365537612221262,0.0008524219422962954,0.0007130734646760569,0.000611671175080271,0.0008173911332099718,0.0006893377036916346,0.0008085950400093748,0.0006575506520077742,0.0007148502621642975,0.0007475815400870351,0.0006201195460625007,0.0008254352711554988,0.0006457166579317099,0.0009689390392567662,0.0008270175293125395,0.0006683882215638166,0.0007696595061281639,0.0006679415638217087,0.0006074463263842004,0.0008535599628190103,0.0007437541917422215,0.0008023656557274057,0.0008278448729098602,0.0006308180768501676,0.000673599982061981,0.0006300234318898442,0.0010119736848419234,0.0006280645707811204,0.0005706035547921701,0.0005791131339080693,0.0008173925246835744,0.0007811487102345625,0.0009893905571004152,0.0008279918777629811,0.0006066483843989143,0.0006905155010105356,0.0005842990207454315,0.0007009377548873285,0.0006814198242986661,0.0006493787040748023,0.0005858916926640506,0.0005886843162548083,0.0007142145556447326,0.0006598646613769408,0.000662801081360827,0.0007577252252710554,0.0006096515684618439,0.0006101746750842126,0.0007699663832614167,0.00069092212023905,0.0006411391580856758,0.0006526592754711907,0.000708108699877561,0.0007050589292859389,0.0006171530792130191,0.0008526640898905758,0.0005509032946748277,0.0005805026159575557,0.0007110553003199773,0.0008863659421761616,0.0007606510437829601,0.0006407402775731499,0.0006676467303109001,0.0006990233949375437,0.0008198422074596681,0.0008078581394005579,0.0006948155791633705,0.0006017138088489331,0.0007474681606078042,0.0007781040649167995,0.0006035809070449914,0.0007134256989508573
