,SRR9224357,SRR9224359c,SRR9224363c,SRR9224525,SRR9224526,SRR9224523c,SRR9224529c,SRR9224527c,SRR9224243c,SRR9224329,SRR9224328,SRR9224344,SRR9224171c,SRR9224316,SRR9224315,SRR9224541,SRR9224539,SRR9224540,SRR9224083,SRR9224146,SRR9224426,SRR9224427,SRR9224254c,SRR9224290,SRR9224289,SRR9224281,SRR9224285c,SRR9224037,SRR9224476,SRR9224474,SRR9224475,SRR9224121,SRR9224533,SRR9224532,SRR9224538,SRR9224537,SRR9224536,SRR9224535,SRR9224098,SRR9224097,SRR9224369,SRR9224370,SRR9224371,SRR9224247,SRR9224248,SRR9224367,SRR9224361,SRR9224246,SRR9224504,SRR9224503,SRR9224506,SRR9224505,SRR9224508,SRR9224507,SRR9224510,SRR9224509,SRR9224511,SRR9224332,SRR9224333,SRR9224331,SRR9224340,SRR9224341,SRR9224334,SRR9224343,SRR9224347c,SRR9224345,SRR9224346,SRR9224351,SRR9224352,SRR9224349,SRR9224354,SRR9224355,SRR9224513c,SRR9224515,SRR9224518,SRR9224517,SRR9224520,SRR9224519,SRR9224522,SRR9224061,SRR9224062,SRR9224336,SRR9224338,SRR9224339,SRR9224053,SRR9224054,SRR9224212,SRR9224210,SRR9224209,SRR9224208,SRR9224217,SRR9224267,SRR9224266,SRR9224264,SRR9224445,SRR9224444,SRR9224447,SRR9224446,SRR9224441,SRR9224219,SRR9224218,SRR9224436,SRR9224497,SRR9224498,SRR9224499,SRR9224500,SRR9224494,SRR9224495,SRR9224496,SRR9224502,SRR9224102,SRR9224101,SRR9224100,SRR9224099c,SRR9224105,SRR9224104,SRR9224261,SRR9224319,SRR9224198,SRR9224199,SRR9224204,SRR9224205,SRR9224202
SRR9224426,0.001492830050695206,0.0017078110741980982,0.00163344780940956,0.0017660745828140512,0.001583328442015329,0.0016148145351003221,0.0017659982345107647,0.0016347849162511871,0.0016459441391828476,0.001462853018875974,0.0017910523734309622,0.0016686665080488056,0.0017365384431694984,0.001677535024969504,0.0018342784592276062,0.0016427843935219034,0.0018608042950986655,0.0022982436454685854,0.0018326840114809893,0.002039896269641092,0.0015271858864987912,0.001474348911059361,0.0019518405664444253,0.0016258348182729243,0.0017312453371664991,0.0016770546680960144,0.001590264963993802,0.001968698934637476,0.0015676018300008023,0.001847139933155971,0.0015867273063782483,0.0017684282153799561,0.001547270495366408,0.001437672412814315,0.00157522197162589,0.001516908400084946,0.0017050883954620284,0.0019786614482656703,0.001604552632658858,0.0015632110541693655,0.0015707496698416008,0.0015180546942825648,0.0017418478329087586,0.001852674172472255,0.0016376819560050024,0.0014968247546946012,0.0016478341535325635,0.0015655295420412036,0.0016285370645979943,0.0015285206413328616,0.0021866794896674285,0.001579308270453806,0.001452809069961082,0.001573838527195773,0.0019489659156844037,0.0016408944947868282,0.001439899187128806,0.0015683160381453243,0.0015592382974252389,0.0018271910218981258,0.002099952884477012,0.0019076539411531225,0.0020575967282758347,0.0015367502495501754,0.0013937550016010199,0.0013814085894131762,0.0020987738728781616,0.0024104595691193296,0.0016484855909204544,0.0017818108563469072,0.001807463839823658,0.0020009249882099755,0.0019692044424983878,0.0018432179733802515,0.0016334265010884386,0.0014956352264062507,0.0014177255937999384,0.0014932946484214732,0.0016247053803532846,0.0019293724305463984,0.0016981938783331653,0.001992129590249252,0.0014841285085477934,0.0016271494086415174,0.0023815138051445327,0.0024395426836482585,0.0016187017573702147,0.002151487013115523,0.001687652698519155,0.0018390819635019189,0.00157389042033581,0.0017917629693315108,0.0018009507679830237,0.0015027315825704947,0.0016452749572801186,0.0016312498478022477,0.0017284028256814737,0.0016703226109662879,0.001595118400183285,0.0015498608748221049,0.0016135434598425651,0.0016992354424971645,0.001796604565573855,0.0015786881510185475,0.0016985321331655211,0.0017766122739069836,0.0016910766479633049,0.0018541103316169075,0.0016294634752348626,0.0015793978531802888,0.002411472967308919,0.0018020539803817784,0.001962521572145879,0.0017841919939623704,0.001633710899075143,0.0017774911455890085,0.001620656677544484,0.0015889839637009667,0.0015635183058499633,0.001552804524802905,0.0018386325541035354,0.0015243402628539954,0.001679898922768024
SRR9224427,0.0015008507051607947,0.0017456621121446525,0.0017281258861229806,0.001772744670540085,0.001592601401856901,0.0017083935058185887,0.00184278045137808,0.0016962954231412863,0.0016331035061922913,0.0015848537291452114,0.0018644583587655243,0.001662614092302134,0.0017992710922499228,0.0016789833293242061,0.001749073121451079,0.001700405381078635,0.0017991076561810135,0.002358616462886876,0.0018738103130043306,0.0020472276839171677,0.0015361954542461378,0.0015854045162549686,0.0019488509810940578,0.0015699836560083833,0.0017307950097747214,0.001628910335712413,0.0016116856256556545,0.0019216569226716094,0.0014943721765398566,0.0018734481224133076,0.0015705954766850525,0.0018265643567295083,0.0015493465858206362,0.0013699549733670036,0.0016209377560867317,0.0015469194137061636,0.0017001942082759604,0.0020043997774788543,0.0016055347862426142,0.0016248643101994455,0.0016783164692438799,0.0016292060437872282,0.0017632737103754207,0.001852647126167474,0.0016777414207466204,0.001513837240454734,0.0016291610350093436,0.0016122927998989487,0.0016473112075280187,0.001593581943309061,0.0022496694266778473,0.0016029437841025413,0.0014092278808147608,0.0016326154145165745,0.001984492055023211,0.0016373825913385293,0.0014039589978363945,0.0016154975049259568,0.0016628530615767974,0.0018693724051031635,0.002182232869959129,0.0019408488409003556,0.0021235842002816944,0.0015905961890379668,0.0015386705204098266,0.001413907678899093,0.002143640069000098,0.002583245064524591,0.0017194655810296848,0.0018066254693228402,0.001831620242923459,0.0020740998506226303,0.002019031539920842,0.0018484985823557548,0.0017076254344771122,0.0016357562734752313,0.001597099406896499,0.0014792031971473019,0.0017565254735978238,0.0020002083290071994,0.0017163795853023481,0.0020056512700367705,0.0014926771441650679,0.0017226162182525408,0.0024777031733555824,0.0025504418094008234,0.001676400676996202,0.0022480313806608307,0.0017436360287519175,0.001901460353784508,0.0016136434958183492,0.001803958877204152,0.001799940625843342,0.0016232033559340185,0.0017167631146257824,0.001654730035086526,0.0017536450794082953,0.0018009205013204876,0.001703598225444094,0.0016060748427047494,0.0016948962247349745,0.00174177694637892,0.0018737515928311703,0.001658016889446693,0.0017941823281659205,0.0018454990117218828,0.0017034122891643549,0.001892089484496863,0.0016560292427147346,0.0015648407265494665,0.002523748233542506,0.0018530819308342872,0.0020029270420470124,0.0018634937168796968,0.001653495700025765,0.0017744808561135051,0.0017122143168117833,0.0016666479777758324,0.0015744325886748068,0.0016686047034296912,0.0018378705608386751,0.001573607927520357,0.0017257167831282697
SRR9224254c,0.001695463377947435,0.0020211606704169534,0.0019517365730754225,0.0020847548317451566,0.0018836490584554116,0.0019536383268086046,0.002111384296780824,0.001985755481519471,0.001945546514747714,0.0017510432251441146,0.0021324683685808097,0.001972703693097085,0.0020558735413101943,0.001967092027686894,0.002108813818462763,0.001955543385534259,0.0021893825828997837,0.0027248129268337214,0.002137393658007415,0.002374686182521694,0.0018601941555462698,0.001804094518205901,0.0019349084832206796,0.0018425645520975201,0.002043237448753698,0.0019526737561264243,0.001911889304898211,0.002299051169346274,0.0018189853389317468,0.0021806918897391094,0.0018663414846724782,0.0021917565135051316,0.0018481079736273772,0.0016512902536388392,0.001933134029895967,0.0017898885195386995,0.001992113252436427,0.002342169363937223,0.0019107698678620137,0.0019098886503366983,0.001923284713662655,0.0018204343823979255,0.0020350484042916477,0.0022376388738705793,0.001967792343015833,0.0017242555315567312,0.001922791149834201,0.001880784655071194,0.0018993262418660708,0.0018498023588429165,0.002548333872781964,0.0018902875467089297,0.0016334766736388398,0.0019451434720264187,0.0023451621283663987,0.001914127770865177,0.0016542632452535093,0.0018584796701745932,0.0019337876061795844,0.0021724612347443543,0.0025197838376853506,0.002206822757031069,0.0024331480603833736,0.0018370936698929685,0.0017012773711449977,0.001546896226377067,0.0024378043917863234,0.0028163616467268026,0.0019796720874174652,0.002056394176673904,0.002149126752145168,0.002377884578372581,0.0023794302915776783,0.0021295378406366314,0.0019800801624716576,0.0018304541746625217,0.0017907228435194312,0.0016912415856408104,0.0020005869001600463,0.0022679013832348715,0.0020251594812176585,0.0023587168893005996,0.0017069401346971836,0.002010634726072663,0.002869930651491319,0.002925809290917501,0.0019686636845748264,0.0025986171650896673,0.0020531768658263437,0.0022164399949361328,0.0017302691950855853,0.002117602450143523,0.002116452661196924,0.0018037580534252362,0.001968482757374151,0.001938475216414002,0.002041833654424616,0.0020335180022822276,0.001953457798172971,0.0018364836944451339,0.0019275946462498645,0.0020000707970436967,0.0021397653902002845,0.0018901876307191555,0.002036361478227538,0.0021140150686088633,0.0019968379311045433,0.0021929585955479383,0.001929966141922068,0.0018128824446039206,0.0029303641105937507,0.002141895141492135,0.0023681334935191753,0.0021525132992760193,0.0019406681612314134,0.0020833302990147734,0.0019306856541108802,0.0019274444110673227,0.0018215496450207358,0.0018760710881055452,0.002112868705226936,0.001761304281981231,0.001974610283164871
SRR9224290,0.0014164779586774566,0.0016049186050369271,0.0015241345113268553,0.0016675132076270538,0.0014910487110868286,0.0015134887864111642,0.0016494553640248003,0.00153422888936651,0.0015514453107442023,0.0013491818462531536,0.0016751532372492014,0.0016131231378185976,0.0016561759362394616,0.0016041371767973715,0.0017411624497771917,0.0015733278878657052,0.0018132962875584016,0.002091293539893628,0.0016669304698863673,0.0018624855070752603,0.0015450275301514451,0.001441036683447587,0.0018509246538413202,0.0014679264541363072,0.0016334378352280822,0.0016243432895842822,0.001519667821385559,0.0018471341182517294,0.0015550812167827426,0.0017117607471904665,0.0015181225217537986,0.0016426702844569633,0.0014708719770052132,0.0014278554521940387,0.0014842374417163287,0.0014329592283539995,0.0016280366334705935,0.0018336187366487843,0.001516277304206645,0.0014516084096006078,0.0014542052976916177,0.0014098629253102301,0.0016259907018923428,0.001752794239902903,0.001528831983081972,0.001400719478139955,0.0015456929060610645,0.0014578618538795775,0.0015220404973903163,0.001434111624738185,0.001987654123402791,0.0014945751105755287,0.0014444334870667066,0.001469945133743445,0.0018198862080106438,0.001539308097614544,0.0014108682767429955,0.0014475864900648405,0.0014257697412711115,0.0016938261250533514,0.0019064329085094096,0.0017984413410264196,0.0018945015859251142,0.001450483535384014,0.0012862276512052566,0.001334328645487274,0.001993899782942199,0.0021853368992835447,0.0015395934446088934,0.001656668440346609,0.001696400444740012,0.0018641283076394927,0.0018408956965327715,0.0017230841646851643,0.0015044336983337867,0.0013476995075802315,0.001273734797976803,0.001417802434513549,0.0014992878942434854,0.0017925328919989,0.0015841418287006023,0.0018567441913616403,0.0014217201205267488,0.0015054768814948601,0.0021710449426427243,0.0022512319368036935,0.0015184523888702244,0.0019838941099310377,0.0016062570914964537,0.0017115049570198427,0.0015155086907590795,0.0017010173720145556,0.001696602945849736,0.001379069363974287,0.0015353281174258144,0.001529075617306339,0.0016211204278598111,0.0015527808740474745,0.0014869591781455818,0.0014447312768109154,0.001496138442481387,0.0016071859548507175,0.0016797622323974691,0.0014568032194221508,0.0015559764876034807,0.001662240697107071,0.001582623758663075,0.0017360843837498526,0.0015186197050297294,0.0015306997130883698,0.002180715997937253,0.0016844410268572626,0.001844107383408759,0.0016684676863033578,0.0015265430009759966,0.0016627566828424853,0.0015069430317039252,0.00148372253884559,0.0014915173706315321,0.001444100083865888,0.0017494880674373532,0.0014242501082985535,0.001558535524024606
SRR9224289,0.0015159244580571136,0.0018053758122048406,0.0017407590995062467,0.0018679090599154325,0.0016804638952240322,0.0017436391459705641,0.0018737144125681082,0.0017563691818696385,0.001747618173475804,0.0015466477416198094,0.001925139744488203,0.0017960846279292135,0.0018684079828563916,0.0017814277795731481,0.0019262814517492077,0.0017535805215646632,0.002017047287151328,0.0025016470803343144,0.0018959478724909808,0.002150551098185871,0.0016730000535651061,0.0016205992634822672,0.0020764565238878866,0.001651421274224538,0.0016803166441361258,0.001750583041107227,0.00171184962325087,0.002093499632481301,0.0016307879976142623,0.001962622124265998,0.0016547457263922513,0.0019126928588399444,0.001623119797398436,0.0014648872089216198,0.0017008643494363096,0.001573838535610977,0.0017658044520806348,0.002113469943441916,0.0017177255929011,0.0016706538223045782,0.0016818210960425327,0.0016069939105540347,0.0018487447770529572,0.001940111376709668,0.0017248716668386368,0.0015269037100514567,0.0016968328102616435,0.001647719304025223,0.0016997155273074326,0.0016035500006011214,0.0023554684341018854,0.0016598630105227454,0.001465401714239563,0.001687835790863742,0.0021130093414762946,0.0017021672273434248,0.0014627189557046808,0.0016499248282840233,0.0016524792608183397,0.0019127687532557345,0.002240002001827282,0.00198519026370753,0.0022013836357078235,0.0016179461980833346,0.0014530804670231574,0.0013636039044041003,0.0021876351985576767,0.0025301742748702494,0.0017612774782041621,0.0018363539035097397,0.0019070267831025705,0.0021427480956204906,0.002103928209745968,0.0019085340261310348,0.0017297205422389633,0.001573925909430335,0.001526790538059144,0.001509404980612256,0.0017307776146169979,0.0020420808845464083,0.001783119850912383,0.00208412226422773,0.001505388824751324,0.0017513942942074534,0.0025981372672774566,0.0026452501218574226,0.001725902380913013,0.002319277869664063,0.0018153323114885502,0.001963706797307727,0.001545259183336796,0.001908658419728234,0.0019241022983490987,0.0015756684392856076,0.0017505529349813168,0.0017278877637077604,0.0018386761790530868,0.0017932728212540243,0.001718943008323289,0.0016073214024947065,0.0017130402330321193,0.0017988891661137455,0.0019065424761539388,0.001663397939372751,0.0017974388545375197,0.0018859270687735046,0.0017900863170290506,0.001988946757654263,0.0017262084514994484,0.0016369540223157358,0.0025832453535678842,0.0019097523673198944,0.0021087841320028993,0.0019006622700590255,0.0017353446651070556,0.0018739920174122308,0.0017130627381251474,0.0016882341574958905,0.0016316729202785058,0.0016311145493228003,0.0019340207544751545,0.001568074872640833,0.0017693374560833997
SRR9224281,0.0014696367640230344,0.0016709111119705042,0.0015940179183258861,0.001733502788682322,0.001567924932855088,0.0015872066445893624,0.0017182466405650657,0.0016025153290561154,0.0016315188521339263,0.0014131925498177933,0.0017547830847248602,0.0016919534309050648,0.0017189578684245817,0.00168174320578645,0.0018427972515876708,0.0016545950523818482,0.0019448022936726852,0.002233641681983594,0.0017927548370761876,0.0020329717376294343,0.001594552646391197,0.0014985062478106944,0.001954997344753205,0.0016217135090145158,0.0017246773743954014,0.0015290290606689123,0.0016089200279134465,0.0019946155575261276,0.0015857600134436948,0.0018263021263024782,0.0015751535860052865,0.0017375843933124984,0.0015271293222849864,0.0014373423850389442,0.0015674276123242633,0.0014810867718046596,0.00167505478553429,0.0019764922171262578,0.001602638416509958,0.0015365250027614503,0.0015352560581370167,0.0014808406496215369,0.00171704039412158,0.0018595451627884802,0.0016074120390557,0.0014565202553863115,0.0016335342264663748,0.00154831377278091,0.001604402628449853,0.0015101989331812963,0.0021461707979303244,0.0015555281499068049,0.0014441407839242651,0.0015559045546391648,0.0019542815235150117,0.001609953747531904,0.0014255703611147348,0.0015360620245187073,0.0015178922799683422,0.001792419105438063,0.002055161415329347,0.0018873854259436667,0.00200296585664157,0.0015229201226038712,0.0013522206569250722,0.001336145537694348,0.002072855346453114,0.0023422336344319536,0.001639756078376432,0.0017301707089575286,0.0017856634416918815,0.0019673226395674867,0.0019405457709593297,0.0018186689205668758,0.001609701366928809,0.0014470428471637807,0.0013812812986234184,0.0014882220442715905,0.0016069744706465937,0.0019014102027938734,0.001688545703302539,0.0019824934365955836,0.0014945622299731831,0.0016164948671782069,0.002327003535799733,0.002393125681579958,0.0016129966654015236,0.0021191744528891656,0.0017053389020503908,0.0018400051074011939,0.0015132049187307531,0.001805301080062355,0.001814646105646651,0.001467321880128772,0.0016345758578879476,0.0016327594660843026,0.001724859805714352,0.0016504038150221352,0.0015871713437159195,0.0015308811440065194,0.0015941323707477052,0.001702201189151433,0.0017768020126963044,0.0015674892690525585,0.0016680403615946212,0.0017623675726893238,0.0016946392618011601,0.0018539847830619915,0.0016347045131182825,0.0016134611328580933,0.0023771099867154416,0.0017967170508378534,0.0019574623124561574,0.0017552093370844257,0.0016368238545754713,0.0018000636675665237,0.0016051555087333495,0.00158145945454292,0.0015697196079797753,0.0015261851935614273,0.0018537151008282576,0.0015135590974875207,0.0016716654466472389
SRR9224285c,0.0014272897042006338,0.0017255441524733743,0.001640000023798739,0.001776288910405769,0.0015655567861366574,0.0016314644909711895,0.0017966182928486566,0.0016597410830423663,0.0016407804296077377,0.001460911680778734,0.0018537651672746933,0.001702186037370983,0.0017790635333401006,0.001693665748971224,0.0018277731784521838,0.0016617077440549714,0.001914952081512483,0.0024105930661408345,0.001813617732253207,0.0020559720227397624,0.0015662292384317625,0.0015306614280175253,0.0019754992366417985,0.0015698077389296194,0.0017424288293129595,0.0016642941350495143,0.001532222784142945,0.001993029860976857,0.0015452490297465133,0.0018752205236392749,0.0015532300232931218,0.0017972841547084673,0.001531348522538835,0.0013690017745933644,0.001588473280371174,0.0014584535508832457,0.0016748793850476084,0.00202293283532925,0.0015885263831401277,0.0015641216858917778,0.0015803783367732463,0.0015035327005938409,0.0017281938499715288,0.001874933709426415,0.0016318028114825874,0.0014358049355051824,0.0016017025156223668,0.0015391186609073765,0.001580625510419883,0.0014986431858572333,0.0022229895411795078,0.001547554292986417,0.0013875207564024187,0.001587072866256008,0.002009075239840355,0.0016019354402290434,0.0013683137490161168,0.001546413385519476,0.0015601365821541178,0.0018340091086640775,0.0021533427535080658,0.0018963123623783852,0.0020717555742945357,0.0015290677226805227,0.0013810673679724988,0.0012871037882242022,0.0021253555747911285,0.0024966610026508794,0.001646057477635666,0.0017451537780254459,0.0018201093158303264,0.0020351413206460903,0.0020296064862434745,0.0018287373622348213,0.001629353852277892,0.0014810245823595365,0.001434535740372141,0.001410484369617103,0.0016396614658027474,0.001959023851707471,0.0016816885019695334,0.0019855128807433503,0.0014099754542276253,0.001645707498179966,0.0024864877281928228,0.0025420989963001583,0.0016313875414176548,0.002212119261543355,0.0017084714165754788,0.0018849359176139236,0.0015017414257225985,0.0017919488758862605,0.0017973808856418703,0.00148295029432419,0.00164447856988683,0.001628816238314688,0.001740867270493431,0.0017016044293777495,0.0016125190289877531,0.00151072203371294,0.0016086542145927606,0.001701507128368238,0.001828848014840946,0.0015554316723819937,0.0016998095954747696,0.001794734101066534,0.0016722205379416486,0.0018643677596657698,0.0016072987391001165,0.0015297887280423886,0.0025390582261642174,0.001810204289763354,0.0020083876235432257,0.0018155169708593169,0.0016234282444718543,0.001754722636098071,0.0015988642941973047,0.0015887660745878475,0.001530908139904497,0.001534678263767431,0.001806448171862224,0.0014546947797455215,0.0016589544356344359
SRR9224037,0.0016781661596370903,0.001949014321194501,0.0018847907753727078,0.002024236613183792,0.0018358977000340524,0.0018630403089186542,0.002014271072150829,0.0019076888981916311,0.001916086478782298,0.0016937560768115418,0.002080005333187218,0.0019678298951784786,0.0020110728107242694,0.0019317597375367143,0.002167808161533624,0.0018967076209542427,0.002194007350356583,0.0026455586362963586,0.0020667183092279245,0.0023182243598522697,0.0018393655775337215,0.0017507997101375925,0.0022387484026275615,0.0017928850566378384,0.0020031550353401743,0.0019397134289015413,0.0018839055800685149,0.0017897290345097075,0.0017388156601453948,0.002126076976754672,0.0018140994487121304,0.0020846036378678063,0.0018280745836810604,0.0015870042457363967,0.0018758928965095347,0.0017387925310604216,0.001898703526631106,0.002282396956619407,0.001865255297102819,0.001825269088600279,0.0018276179343638134,0.0017469859734821791,0.002010142599710878,0.002190129343716151,0.0019081327488766424,0.0016831804163378098,0.001898001177583897,0.0017916487075915254,0.0018664943353600832,0.0017595438587576723,0.00248266469093894,0.0018427624799059838,0.001560427926890513,0.001861287602193642,0.0022629068368780585,0.0018550885451973176,0.0015693381796462694,0.001760025978138937,0.001834970401127339,0.002124152615628314,0.002410213688841402,0.0021322019278891017,0.002380385649585918,0.0017702749749044632,0.0015972927826125556,0.0014225332832800966,0.002375804966418911,0.002638938926246399,0.0019121829006281043,0.0019992534142733833,0.00206811864835941,0.002244328240295361,0.002300912017861505,0.0021438576042668617,0.0018746189787990641,0.0017261878759125165,0.0016636805218956355,0.0016505476567167175,0.0019009089342218095,0.0022048760120566293,0.0019509940624360214,0.0022701030210999494,0.001610048662006329,0.001916637215474034,0.0027551563794973254,0.0027727136939261557,0.0018910218176222985,0.002448342245821133,0.0019434697564774822,0.002127162487804185,0.0015716506319254481,0.0020734070271522416,0.002053564142042699,0.0017060168766710926,0.0018915826415562835,0.0018864098617980731,0.0019854892777857957,0.001922163430745922,0.0018506623103890772,0.0017677068216009684,0.0018517084798321845,0.0019478377544198137,0.0020598061305019434,0.0018404336622309628,0.0019048952533021774,0.001988006495505662,0.0019340557259583783,0.002119981324429633,0.0018574639812708712,0.0017666070431383908,0.0028626993616221717,0.002035612017850443,0.0022828401840174453,0.0020141911014539032,0.0018762037172880461,0.0020080990738046843,0.0018532934618967973,0.0018340372095978943,0.0017644702309883324,0.0017765333779733619,0.0021309713459260722,0.0017091386296752807,0.0019042658152855106
SRR9224476,0.0013447871728805398,0.0015167010981755567,0.001446933831796679,0.001580909503023592,0.0014279236237416226,0.0014298431247135074,0.0015824699772247785,0.001459164211543641,0.0014880122044720586,0.0012738533446948225,0.0015929183232145732,0.0015458728496104352,0.0015828470217292272,0.001539343450854973,0.001684865459614426,0.001492657759954194,0.001754244507978834,0.0020155988549731274,0.001635163068735672,0.0018133174015082963,0.0014549932049467307,0.001341783637316234,0.0017810598070968394,0.001512122967568929,0.0015701054579106031,0.0015462972543514252,0.0014591658519121236,0.001746303469466852,0.0013208504105574692,0.0016362303191061326,0.0014441283653708632,0.0015727216896481103,0.0013884681704521768,0.0013564497575553186,0.0014028178155901878,0.0013511031557371788,0.001566972767331179,0.001764099431509797,0.0014424485878902927,0.0013741146139790255,0.0013776131554263417,0.0013332109591726042,0.0015810356568127816,0.0016893031777875376,0.0014602724602781878,0.0013355675166067053,0.0014719819233519034,0.0013903689362136681,0.0014674678409972864,0.0013634869212982657,0.0019216400709523784,0.0014196039487121672,0.0013814180441072985,0.001391074786314027,0.0017308043754634067,0.0014830189559198127,0.0013181798632434052,0.001390638714441702,0.0013625924450837048,0.0016248743748984143,0.0018556301035200142,0.001751383886095521,0.0018139236653058515,0.0013847059017951845,0.0012174543836228312,0.0012649188717614751,0.0019105562790831313,0.0021209826496669305,0.001488562165334638,0.0016003591242184604,0.0016496602954830355,0.0017999641461033523,0.0017636348507666703,0.001691243275939833,0.0014481574820612195,0.001282943044398067,0.0012146199360451556,0.0013764451872099234,0.001437065675793198,0.0017414532251850087,0.0015534960939304562,0.0018180947177855982,0.0013754721854600772,0.0014563557803491227,0.002108543201265707,0.0022089802354362015,0.0014584958227060673,0.0019199924754059847,0.0015582268125496313,0.0016704284054531598,0.001469355456938607,0.001653530677337015,0.0016420133955057862,0.0013106963020697072,0.0014891788490326932,0.001475859810881466,0.0015790459434590562,0.001490251199316964,0.0014254044109228772,0.001394581107355133,0.0014362198458418767,0.001539365665943511,0.0016324874469074325,0.0014107088010241096,0.001512798374905529,0.0016073985694870145,0.0015483296966678842,0.0016642050530497894,0.0014723128575154937,0.0014594831642523848,0.002083707497792777,0.0016276600871187657,0.0017858930209503777,0.0016076760545971572,0.0014666864182462142,0.0016141628414194419,0.0014364017657539788,0.001417245457220772,0.0014315178232847824,0.0013762870659138433,0.0016756632485983257,0.00136170486797878,0.0015061308179826133
SRR9224474,0.0015681756307636332,0.0018923153625044346,0.0018208646243659977,0.0019508144468276018,0.0017564471591792104,0.0018198534270266564,0.001982762846118695,0.0018628288342905533,0.0018184851210872922,0.001621526187356965,0.002036431538501084,0.0018728248898780963,0.0019788128303780696,0.0018704005204030897,0.0020309933745563478,0.0018566274634102572,0.0021389522268962105,0.0026638695857464896,0.0020018757949121597,0.0022538109318853573,0.0017500099237284016,0.001729136865618819,0.0021653211698313564,0.0016890525742246627,0.001916956532307713,0.0018073997950260427,0.0018035676300605591,0.0021693664794354044,0.0016574018895052496,0.0017360779436186651,0.0017276390236972679,0.002058465727650325,0.0017126639261923352,0.00150532565330139,0.0018176054900626766,0.0016419060221965515,0.0018435319802835779,0.0022245511482530283,0.0017673695705815431,0.0017799975417024784,0.0018039034860576507,0.0016764341121062953,0.0019201401721828744,0.002101545874400327,0.0018476422003159722,0.0015905623123020735,0.0017847474792718437,0.0017511870212150562,0.0017691551875839862,0.0017069398351221348,0.00244634000290087,0.0017657483360844037,0.00149872909190145,0.0018120350607544542,0.002237452712527699,0.0017682295091224658,0.0014911128057526883,0.0017304022141191192,0.001788947708162815,0.002063703576708737,0.0024123254657621605,0.00207336046761486,0.0023218831013586474,0.0017122766734578407,0.001548485524921957,0.0013885360086094564,0.0023102835688857924,0.0027107323600163995,0.0018712970561026677,0.0019206725032495171,0.0020481059168039853,0.0022654280521184882,0.002243773317259755,0.0020175708043253904,0.001832920215920077,0.0016627897810122256,0.0016428342065137403,0.0015483322637699047,0.001859985781696921,0.0021759738281386808,0.001900160397120492,0.0022117500949558142,0.0015430225864262275,0.0018781576416357813,0.00275875817021319,0.00279872986366231,0.0018498147419220388,0.002478831403697847,0.001925636961703349,0.0020970428023584426,0.0015937996861063416,0.001978170445162339,0.001991200590437975,0.001657873408339556,0.0018496032370934944,0.0018139192868067565,0.001939126287492516,0.0019038215598332162,0.001827455723247033,0.0016753849919935448,0.001804148256890946,0.0018764563293604446,0.002042529803353137,0.001757999320027892,0.001904987490205474,0.0019964607374168227,0.001870165399927191,0.002055280728628687,0.0017935193822748213,0.0016762587790843703,0.002836438713337863,0.0020345070521012518,0.0022781646871282194,0.002048161487934501,0.001782036574605528,0.0019667899024580185,0.0017954766639197224,0.0017963053914222798,0.0016728735233566949,0.0017307114681452836,0.002005717885870761,0.00162599011384246,0.0018345253325385124
