,SRR9224359c,SRR9224363c,SRR9224523c,SRR9224529c,SRR9224527c,SRR9224328,SRR9224122,SRR9224344,SRR9224171c,SRR9224316,SRR9224541,SRR9224223,SRR9224083,SRR9224287,SRR9224146,SRR9224289,SRR9224474,SRR9224121,SRR9224535,SRR9224098,SRR9224506,SRR9224332,SRR9224340,SRR9224351,SRR9224350,SRR9224355,SRR9224513c,SRR9224518,SRR9224520,SRR9224210,SRR9224209,SRR9224208,SRR9224217,SRR9224272,SRR9224265,SRR9224266,SRR9224445,SRR9224444,SRR9224446,SRR9224441,SRR9224218,SRR9224436,SRR9224497,SRR9224499,SRR9224500,SRR9224495,SRR9224496,SRR9224099c,SRR9224105,SRR9224104,SRR9224319,SRR9224198
SRR9224506,0.002145638697653338,0.001807036606948522,0.002089946764992419,0.00173770756215985,0.0019993696160678512,0.002106465391984859,0.0025542270894302957,0.002292712220577654,0.002029025972057447,0.0025048607295721586,0.0018278125824154209,0.0019388007272720313,0.0015048710346312324,0.0021446467527961952,0.0019811091826866536,0.002072753294878876,0.0016495386980268846,0.002087720940174922,0.002128630844932469,0.0018200563886483854,0.0014191501944337095,0.001565007545838672,0.0018446796505471883,0.0016014276711183734,0.0019730964543069503,0.001769118173912392,0.00180296384688146,0.0018271632905515725,0.0016475148657335969,0.0017305290761211432,0.0019115894663574086,0.0020117387870829174,0.002085371289581793,0.00155734284430488,0.0017216971221063063,0.0017938364514723175,0.0019333698982817497,0.0020017759212296467,0.0019023624156131375,0.002412404599318745,0.0016234351060531956,0.0017616504076412715,0.002059229039253364,0.001571900457079225,0.0017342816954409542,0.0015582893582488982,0.0016296568611648885,0.001898147307488068,0.0016829627397265063,0.002168291090612337,0.0018898058413181246,0.0017757571702274057
SRR9224332,0.0022489942648402108,0.0018650963999435625,0.00214452242570276,0.001790965256606967,0.0020571633684178018,0.002200071070862607,0.0026784336139194205,0.00237676234498414,0.0020954484197392574,0.002628414059272967,0.0018610986792531883,0.0020052669881235313,0.001528174469577668,0.0021971802379447203,0.002098908128378775,0.0021313151734552224,0.0016471457689773812,0.002190373137196813,0.002213329024942658,0.0018338116035682812,0.0016132845493401157,0.0015402288895097567,0.0018603254108019742,0.0016801478792554721,0.00202472874363129,0.0017837148861129316,0.0018295692833515127,0.0018303317150054497,0.0016719722062788298,0.0017771250547227672,0.0019944150566773566,0.002060414096498219,0.0021937450863343893,0.001558167067015944,0.001738805040748745,0.001790829721462213,0.001970950979266752,0.0020763502465702523,0.0019537262604489574,0.0025115489217220825,0.0016544920986567605,0.0018099555989492331,0.0021451964562702007,0.0016052677403618992,0.001784589988374808,0.0015766922503061456,0.0017022371419353496,0.0019827921377350345,0.0017270728060863343,0.002230060210083801,0.001898746869587787,0.0018078862422744673
SRR9224340,0.0023599735481648824,0.0020300557149334946,0.0022603525282749244,0.0019457084451376516,0.0021684075082935715,0.0022967865459841683,0.002819999507774279,0.0024854605115239526,0.002220808942274473,0.0026858716288030156,0.0020492981593068175,0.002138770829372023,0.0017095038596588496,0.0023345920139144073,0.0021784534640723985,0.0022881939064455406,0.0018633878089402399,0.002329065859528461,0.0023523913176058805,0.0019698247477802334,0.0017949684886970662,0.0017596606516049995,0.001668998701793102,0.001810866872279049,0.002186671480297183,0.0020266168820462865,0.002028377331413389,0.0020667453288926822,0.0018466414575328658,0.001978507381900746,0.0021255377603541254,0.0022110539816515163,0.0023467950206729265,0.0017485054503440093,0.0019752136021532612,0.002075864500367234,0.0022435524845291093,0.002266439742679107,0.0021465465205531605,0.0026792053035289715,0.0018310524711269902,0.001986229920555205,0.002265078974465454,0.0018092498904605668,0.0020122986822039305,0.00178680341870076,0.0018524521931270643,0.0020893649755688772,0.0018764245914994612,0.0024199768772322433,0.002106693687168602,0.0020139861809799473
SRR9224351,0.002319362762390783,0.0019298731816179352,0.0021990418537313227,0.0018754838545395746,0.0021360308745603904,0.0023059535692349794,0.0027751442900172695,0.0024825058019456634,0.0022060199679501545,0.0027273682534185934,0.001896499970181402,0.00205634178890514,0.0015869591311014003,0.002247043515045946,0.002152055177779854,0.0022022477128628634,0.0017028477599297486,0.0022805080667045855,0.0022292899618963358,0.0018692303665591402,0.0016549809120973286,0.0016836849604646815,0.0019223512972481695,0.0016622525100550285,0.002079095220560976,0.0018523407038128592,0.0018730557951540912,0.0018744997122998315,0.0017096191997633052,0.0018356428665115801,0.002065885705242685,0.0021185540676480845,0.0022440786297909326,0.0016134941773616558,0.0017861552432052769,0.00186253817554043,0.0020294117811703143,0.002121489900430371,0.0020208004479640453,0.0025879664839603338,0.0017124105854374608,0.0018730535653785332,0.0022073104533261987,0.001680410490594838,0.0018357655468488054,0.001639419711541311,0.0017669389133708525,0.002063008316534691,0.0017774332670032937,0.0022811374036352133,0.001969414353109793,0.0018491953638351505
SRR9224350,0.0025337944628167582,0.0022066260817776504,0.0023876627459272328,0.0021232858634303593,0.0023877438443015908,0.002513798850024879,0.0030209095890310605,0.0027742262529405204,0.00245348205442225,0.002918315063633396,0.002149415179919097,0.00228390762996454,0.0018719541835628354,0.0025188564343205733,0.002341410057477542,0.0024913468468279994,0.001961988263587827,0.0025119224659365916,0.0024856058023743997,0.0021241404672107528,0.0019362337410599945,0.0019327968574343714,0.0022061575346795062,0.0019791936258957456,0.0019022050130446297,0.0020918469433342814,0.002142506638814428,0.002178743803307653,0.0020120749504500108,0.002117059024095678,0.002309191020519255,0.002408983812693573,0.002538027125246589,0.0019020779712971521,0.002093172677598199,0.002135721820151524,0.0023405789295449946,0.002396278116809635,0.002272288772992911,0.0028100070145850096,0.001989581917436105,0.0021461851838335843,0.002399550788567268,0.0019367941629033858,0.0021373599780698557,0.0019134551946335468,0.002042087716017926,0.0022834606037827206,0.002016923868552357,0.0025531238431036746,0.002241485480944352,0.002148423196387953
SRR9224355,0.0022945894449930165,0.001934534235271643,0.0021996249073805607,0.001902457350246767,0.0021537112208131226,0.0022704946245899666,0.002742272289455841,0.0024559622404011373,0.0021833414451158193,0.0026522058722737315,0.0019821145388913227,0.002029452445959527,0.0016450362155980072,0.0022749860282196112,0.0021239260113706643,0.0022352784671706514,0.0017694603667063509,0.002224924201542409,0.0022846327262692557,0.001919399775929999,0.0017394355687197533,0.0017046104198796062,0.0020477437802464814,0.0017639231453358013,0.0020944650409687464,0.0015745510229012378,0.0019605676381325376,0.0019801566288003493,0.0017639687474376488,0.0018770537672144149,0.0020680359930501163,0.002155884532858574,0.0022274549514202176,0.0017009016291494366,0.0018691394436235386,0.0019410297973092854,0.002110407054175329,0.002160847699927034,0.0020684754099077793,0.0025581896767731377,0.0017646105691903366,0.001900512115141084,0.0021983076988436605,0.001715413999387183,0.0019037881033420346,0.0017132681128443428,0.00180259559657117,0.002044453646564986,0.0018023820929858859,0.002300761087742122,0.0020426001608831253,0.0019145939582072655
SRR9224513c,0.002307923631304834,0.001989356764549841,0.00218847524586213,0.0018862452174471442,0.002148750129692086,0.002290626282893544,0.0027701735352935975,0.0024269405584510973,0.0021795305376766058,0.0026451253649055232,0.001991460360480909,0.0020768045741113576,0.0016647616735752033,0.002299253057263321,0.0021352364677594987,0.0021970800277700243,0.0017965159583500025,0.0022502406048727276,0.0022694527603373225,0.0019383593475604441,0.0017464556252720115,0.0017220070579198564,0.00202113378883718,0.0017618896004662642,0.0021154024762122573,0.0019350703367208147,0.0016211821956440354,0.001934053978187308,0.0017919733111409365,0.0018724860348842594,0.002076120211743635,0.0021828413867224657,0.0022535158092326303,0.001701047603934395,0.001924306175747897,0.002001172203709083,0.00213517375250388,0.0021782173697519475,0.002050878099356173,0.00257635742058174,0.0017913412099478938,0.0018982768860989476,0.002211024006034127,0.0017369509014339177,0.001966576282750702,0.001728815515185835,0.001814092135831323,0.002041058710498337,0.001839336977825716,0.002313433124046926,0.0020265928413290687,0.0019344232229328976
SRR9224518,0.0022974233090704956,0.001986669934323505,0.00221267715879422,0.0019014906147976304,0.0021494428343355383,0.002283845253164502,0.0027448590997355498,0.002480119082358606,0.0021841169318602433,0.0026659936604276546,0.00201412093995601,0.0021134938482506352,0.0016738774102093826,0.002314549638846907,0.002170778890466466,0.002247449510504001,0.0017946737222573315,0.0022824134904911395,0.0023069481883933977,0.0019530371686735891,0.0017759060876223723,0.0017298602353286977,0.0020665277374017446,0.0017671818145881563,0.0021565806795876717,0.0019600747163681376,0.001942194495608871,0.0016038046445551758,0.0018176063044534343,0.0019454858636181057,0.002111919134173164,0.002179351836158641,0.002286278011736464,0.0017210391949580254,0.0019252607903838127,0.001993008241805972,0.0021821008734941956,0.0022067652458310255,0.0021115392771208197,0.0025964397973772656,0.0018035914779653457,0.001964834898143593,0.0022451989966523027,0.0017672924877089838,0.0019582128923718973,0.0017329869965603964,0.0018326603429254552,0.002060631854568979,0.0018281392241720968,0.0023759731150676455,0.0021042000603713603,0.0019577254835281242
SRR9224520,0.0022141146023884036,0.0018939600237014307,0.0021460569318902836,0.0018018333989825827,0.0020692752368928753,0.0021773137485658536,0.002675559602422849,0.0023328497769583957,0.0020817164515970553,0.002568740496773086,0.0018823634876126395,0.0020000160894236975,0.0015725901082368028,0.0022230439580576728,0.0020720916715510247,0.0021367651369485078,0.0016965031703384528,0.0021919188475357514,0.0022066869105590034,0.001857929786608836,0.001653835468826449,0.0016280980063704963,0.0019086533978081807,0.001661743651034257,0.0020594754994134458,0.0018021364929155482,0.001855995527417586,0.0018773353556119053,0.0015388874619414687,0.001814878829504475,0.0019851399802865294,0.002069660057938039,0.002180052914068414,0.001601743566931811,0.001793827666056699,0.0018427569835427658,0.0020100113921270655,0.0020834646359035266,0.0019809601876329143,0.002506190183209762,0.0016925024607067798,0.001837112547649522,0.0021501975285489615,0.0016478120741887229,0.001805010753067749,0.0016097359921873457,0.0017193197198398533,0.001960120859572392,0.0017347170097545296,0.0022401587267319363,0.0019367061434303462,0.0018529078389655932
SRR9224210,0.0022900520318852495,0.0019499754122824229,0.0021990821194865797,0.0018483797009771472,0.002098369753989807,0.0022211840257459294,0.002692087109857802,0.0024390487997987174,0.0021490856693738235,0.0026495880706250393,0.0019820436851175237,0.0020933968570365663,0.001612386523887227,0.0022766609883583416,0.002115457400795129,0.002206995745674322,0.001787216564305387,0.0022359891695993865,0.0022980081888967128,0.001910183405234115,0.0017016129124778144,0.0016959130386288294,0.002000485878712066,0.0017490673574627315,0.002120679327236777,0.0018773742193777213,0.0018995570656863772,0.0019675587475234,0.0017761893228241553,0.0015611075146549785,0.0020897654239736855,0.0021539284802981158,0.002234506108505651,0.0016888681404580285,0.0018725946594225185,0.0019446096654578858,0.0021345444047554574,0.0021734283984083326,0.0020928415323803956,0.002580420348617186,0.0017705989141455249,0.0018957483182695791,0.0022015051163235336,0.0017270933960267013,0.0018924043112770327,0.001678674419065583,0.0017484020166360133,0.0020390726988000485,0.0018142330979427212,0.0023226221297351028,0.0020342119926471543,0.0019043922720087911
SRR9224209,0.0025157492490618665,0.0021834917087686988,0.0024212088531717813,0.0021130601168859496,0.0023480021598284656,0.0024760955152402613,0.0030107083639388933,0.00263372823054811,0.002369283769609469,0.002827175097100196,0.002147617084704266,0.002319000935223381,0.0018724990308562537,0.0025362379268148356,0.0023827484811639976,0.002464872060288415,0.0019697347648269968,0.002472367150912006,0.002477334042617047,0.0021073845852567813,0.001910772430121879,0.0019346567439431715,0.0021857186467960847,0.0020022587561122447,0.00235402049578153,0.0021062253009780773,0.0021407488821790564,0.0021712580940158764,0.001977594218471272,0.0021273126455125706,0.0020058547545403612,0.0023590436349082097,0.0024762207864139647,0.001866666297660599,0.0020502740274014187,0.00211141733269627,0.0022848631917294976,0.0023794930922403537,0.0022967262349184244,0.002820047688925535,0.002001054307958112,0.0021172866867498587,0.002500808589335923,0.001969332257917458,0.0021087280441684612,0.001902174354697884,0.0020140290704741756,0.0022700902292749642,0.0020456036448104134,0.0025402114873872713,0.0022090945973650103,0.0020907572525556565
SRR9224208,0.0025629743356261015,0.00224144392672923,0.0024925936466225645,0.0021506362937493374,0.0024127160700357503,0.0025344541855282557,0.003047850703491684,0.002717795054577814,0.0024138740770390994,0.0028421835808909806,0.0022361012410020338,0.0023745760247310442,0.0019201350264302316,0.002590888581108211,0.0024177794306854184,0.0025024298938667168,0.0020617043966909766,0.0025377984061245944,0.0025098952421800987,0.0021840899692445086,0.001996087058969346,0.001982982292367263,0.002254108148038602,0.002034964770094547,0.002433717942367108,0.0021770019192248707,0.0022307163746433816,0.002222487929796687,0.002046465512977711,0.00217483320937924,0.0023405316919286427,0.0020681436274238795,0.002574327487769318,0.0019478043580915339,0.0021464391138020264,0.002206740894345827,0.0024018468329598036,0.002526765247673077,0.0023701281729019805,0.0028923551286667787,0.0020303297842448804,0.0022075167566830475,0.002514237200681995,0.0020185992480320036,0.002184492466450268,0.0019788825380280192,0.0020957301483621126,0.002317315302318906,0.0021180980571995902,0.0026137078729343067,0.0023096289490824222,0.002178112791051601
SRR9224217,0.002671425655794008,0.002337283184085042,0.0025829391803740007,0.0022944522576737996,0.002543502116512066,0.0026813565349096268,0.0032099818216588987,0.0028954819267062765,0.0025567399810297745,0.003107311947804582,0.002327952640906337,0.002433568142652905,0.002009837570820837,0.002676325921311302,0.0024807464135128718,0.0026267038556591314,0.0021148990883579654,0.0027058967964340075,0.002657666843464122,0.0022798854899778254,0.0020597283797672353,0.0021077364420884646,0.002384516334403102,0.00215191437110983,0.002554372914281187,0.0022377371960030676,0.0022941256347514542,0.0023249092007391722,0.0021467627060555924,0.0022465284180122626,0.0024454102320103886,0.0025628887685961686,0.0021313361142575623,0.0020188631717441403,0.002215116883407357,0.0023076352287905106,0.0024992431412356525,0.002561693303588349,0.0024909835393745485,0.0029905487291955503,0.002107378194371383,0.0022842907905987163,0.0026058951133483333,0.0020803798221152594,0.0022497777371235507,0.0021035858682873685,0.0021881536313573717,0.0024503803803726377,0.0021950908589980895,0.0026992749008268326,0.0023987660650057335,0.0023003327847192024
SRR9224272,0.002112633300050817,0.0017673155073905972,0.002042000549083413,0.0016633213339126663,0.0019258520644197146,0.0020633441928393638,0.002493051193110687,0.0022185408164542625,0.0019542060381023915,0.0024461443494416127,0.0017829070252663745,0.00190950180341126,0.001470396578539179,0.0021203398202233664,0.0019822403660279373,0.002005621331693935,0.0016103203125359788,0.002042183229927071,0.0020911372612297534,0.0017533667709113364,0.001547566797313117,0.0015017693981750166,0.0017831558209899729,0.00155114398829693,0.0019238858969454263,0.0017170179852151253,0.001741651085064432,0.0017569736687775533,0.0015843945191287695,0.0017053068460806872,0.0018540700916014083,0.0019521647445463533,0.0020296185992329224,0.0013285907914401213,0.0017038703214953869,0.00174890459903745,0.0018979879571275637,0.0019497180406683595,0.001844184922259884,0.002365484545087822,0.0015829939275952042,0.0016964664332795043,0.0020083397601501417,0.001542570941810719,0.001707611982630609,0.0014913201060107284,0.0015746267279001403,0.001841409953261174,0.0016169564906239426,0.00212337231911953,0.0018233191663525217,0.0017306627249548592
SRR9224265,0.0022244949664558126,0.0019223151691419912,0.0021857369612018284,0.0018170657196241312,0.0020608863804930395,0.0022132069057110753,0.002727058245326574,0.002406063725110447,0.002110563033405513,0.002586402299738829,0.0019299434067343894,0.00203170091605157,0.0015825306864314412,0.002252103544113358,0.002075738999493939,0.0021664029921939364,0.001764757674864083,0.002179096496221033,0.0022451122687555366,0.001877974234213135,0.0016645569710055813,0.0016341234864871536,0.001963993156066423,0.0016748488978718921,0.0020617348859595166,0.001839429125109333,0.001921469424966222,0.001916388162271522,0.0017267848311139807,0.0018426241692641242,0.001983841753602923,0.0020926700722310645,0.002170239107163334,0.0016602063847289414,0.0014856726766491835,0.0019339680493662924,0.002064364507144938,0.002101669305435056,0.001984292831218877,0.0024942680186819726,0.001722770115013266,0.0018583026303395052,0.002136184735352717,0.001669346867508612,0.0018699057533601614,0.0016331987324454242,0.0016950114543126378,0.0019552701662935122,0.0017216431336967934,0.0022714839773409793,0.001954200953132028,0.0018463394523833543
SRR9224266,0.0023286589856921897,0.0019786702391427612,0.002236974784967467,0.001881959628507936,0.0021337261515923978,0.002267596070881065,0.0028103748260381134,0.002482846075782495,0.0021458644101450264,0.0026178683212835225,0.001981980460919901,0.0021133269255061756,0.0016440124916812212,0.002359873721704681,0.0021439336210654705,0.0022744890325874134,0.0018072108412526143,0.0022560219855730897,0.002282758082081981,0.0019610679092767662,0.001736824568934354,0.0016845075462820233,0.0020649235391255135,0.001747060211960736,0.0021066249733647318,0.0019125921865030461,0.0019995362551158413,0.0019868621614853228,0.0017763342009700707,0.001913769771792899,0.0020432678389416615,0.0021525605874683916,0.002261089727347248,0.0017045629262038382,0.001936335154385863,0.0015921178348762503,0.002158860524871648,0.0021859729269566803,0.002080134316105261,0.0025790278101986306,0.0017842018945360945,0.0019064635587531902,0.002227892671575717,0.0017387832241088392,0.001941478021365783,0.001702451382117267,0.0018324660213484118,0.0020347361213357024,0.001820826992229424,0.0023576436781179815,0.0020252182823126733,0.0019621995094093645
SRR9224445,0.0024452290872299873,0.0021471452377350643,0.0023727363878050826,0.0020419224400379066,0.002312240194530806,0.002444855953806867,0.002977378974596808,0.0026645307177582084,0.0023082310315387603,0.002835660824457325,0.002158669807270406,0.002248230491772131,0.0018182398505688577,0.0025307297753961264,0.0023055287389795323,0.002426562899012225,0.0019896649041346716,0.002462519079580905,0.002453375808470874,0.002089334497375019,0.001880628354013858,0.001864244138254887,0.002246000444471634,0.001916144818712045,0.002320185463297796,0.0020887084705466475,0.002143481953345451,0.002184446667576901,0.0019485414668071771,0.002112317653903108,0.002222828096649036,0.00235389203209385,0.0024610721029896332,0.0018603173697798075,0.0020783406919952347,0.002171206020184685,0.00182567031658901,0.0023887073468869223,0.0022511105881715733,0.002844896926371349,0.001919432624421998,0.0021176357406627474,0.0023677173584041463,0.0018793141925804522,0.0020708432664198907,0.001861882354933604,0.001970036509907272,0.002174772890192314,0.001981575679933824,0.002503573682670451,0.0022104943410279827,0.0021307593437404552
SRR9224444,0.002578490450162019,0.0022090431072101964,0.002468729706381551,0.0021288990894979885,0.002393237018782405,0.002544554686689135,0.003040147347028845,0.002784065629199911,0.0024316535389594116,0.002940589505948053,0.002264447998819414,0.002325060108684977,0.0018784604165072443,0.002629609886373263,0.0024007579700378633,0.0025203015983617937,0.0020277409100802253,0.002571208418907859,0.0025463769560499987,0.002167399013687131,0.001951827901562977,0.001968934953797384,0.0022718222368159954,0.002006323127194479,0.0023796019261905364,0.00214273792877368,0.0021912735154048808,0.00221123841998797,0.0020236412293320786,0.0021534642652178376,0.002321352106329718,0.002481126903097219,0.002528279841585994,0.0019148845698282702,0.002117093538207303,0.0022020147838182247,0.0023923447241732225,0.0019280236252035303,0.0023417677231058,0.0028854538434241826,0.002023089566917203,0.002200421811461815,0.0024994618796390367,0.0019903491644371264,0.0021412754645900585,0.001955799105403962,0.0020550136689515544,0.0022968750718684676,0.0020970599270062965,0.0026455230088292944,0.002290771973070809,0.002177358002253189
SRR9224446,0.002486862358746441,0.0021240569635062444,0.0024084078248702086,0.0020667695368153313,0.002317203115001225,0.0024370322844576545,0.0029843623618279187,0.0026171286088905363,0.0023424374189949717,0.0028246674264677417,0.0021278332373742158,0.0022645802408976317,0.001806093040474679,0.002480287550028524,0.0023400290503530112,0.00243492514374662,0.001886682326215586,0.0025090965266577063,0.0024338189401071765,0.0020394459546364046,0.0018764417904247488,0.0018735325665094264,0.0021779903174491745,0.001933182754214804,0.002283870894910529,0.002074430792979748,0.002086922099357255,0.002143723869196172,0.001948773168026525,0.0020985800472376596,0.00226479998449558,0.002355036478853097,0.002487705796698134,0.001832008174909929,0.002022294823252545,0.0021234209840513174,0.0022816672563081854,0.0023671622780443765,0.0018552108989577825,0.0028043990615644636,0.0019328403156900998,0.0020790200079250443,0.0023738685065919796,0.0019173371445362468,0.002070464741568461,0.0018656137814520675,0.001983069205814454,0.002214419483571145,0.0019703833683619937,0.0025281980350731702,0.0022015534600367368,0.002062799049276875
SRR9224441,0.0030060500461851283,0.0026376403149160122,0.0028676990168530286,0.0025797551737545632,0.0028589497711531938,0.0029744500802570684,0.0035081053738593646,0.003232424750982164,0.002862144387626521,0.003411885707790238,0.00262821747699217,0.002718740825164,0.002314921315108063,0.0030560492954385273,0.002837091960608891,0.0029851873691439015,0.0023918665848059006,0.0029841611481025445,0.002932612601866673,0.002524016857883451,0.002366644607203956,0.002398610311372189,0.002700142421389808,0.0024641061344148727,0.0028103189706371514,0.00255095955608179,0.002602444964298077,0.002619431517147513,0.0024515676022479546,0.00257438560578094,0.0027672167358487364,0.002860321525498573,0.0029699385027297776,0.0023373872847798818,0.0025279419792675556,0.0026145603280031773,0.002869103765063695,0.0029074083997243758,0.002788631206233909,0.0025302734523609924,0.00242720225069549,0.002624676814476857,0.0028897041693126094,0.0024380431693406908,0.0025692641851938858,0.0023959271699666392,0.002513458689366214,0.002737583483041121,0.002494484210304563,0.0030466923364993953,0.002698260995356931,0.0025738249148704174
SRR9224218,0.0022048453622893725,0.0018614441724345249,0.002135350429608567,0.001774930426010593,0.0020473411296411757,0.002165441570054734,0.002641348719438241,0.002348418244660051,0.002045204028144055,0.0025305918907955805,0.0018750813059428986,0.0020009893416899553,0.0015564670646734668,0.0022192096669707787,0.0020669269240418263,0.0021493471719147617,0.0016876001444731338,0.0021634328837069968,0.002189097179462869,0.0018464713883980842,0.0016302056850099299,0.0016130879778401977,0.001890429106165124,0.0016668145680836344,0.0020331042677133354,0.0018030535837140174,0.0018545373482294451,0.0018608323822567876,0.0016926850545128107,0.0018088477218799717,0.0020111127188465533,0.002054600007402971,0.002141882849205069,0.0016014589258349203,0.0017902190660096578,0.001849034707658824,0.0019807196441292306,0.002081844169137357,0.0019679267454628473,0.002485855573392619,0.0015409933698660458,0.0018329040338637857,0.0021244677578684825,0.001632725836692917,0.0018220993983135148,0.0015957399064108427,0.001690698065927446,0.0019348952107549977,0.0017247866334309432,0.0022531534423794537,0.0019358969679276394,0.0018531661782004404
SRR9224436,0.0023235835665456127,0.001972764149781867,0.0022632094544271595,0.001916670102398704,0.002173573414892572,0.002289563086798351,0.0027999415762223552,0.0025052583328781085,0.002196718324765719,0.002692692757484354,0.001996480606753728,0.0021395295749899595,0.0016692554017924222,0.0023456903660389107,0.0021606796306195084,0.002260516636422683,0.0017898213788992623,0.002293183439538765,0.0022960581444147967,0.0019578914941055224,0.0017384015116215178,0.001734474275070592,0.002016142585138904,0.001790155798680182,0.002155328858772233,0.001909191855679149,0.0019336142519469882,0.0019953825097235732,0.0018048163740555835,0.0019028834914332133,0.002087722142800655,0.002195380762017343,0.0022820344911866973,0.0016843146372498598,0.001897399170755782,0.0019436014750008254,0.002149367793210969,0.0022285970787679684,0.002079540623345097,0.0026377534000663135,0.001801505444314681,0.001644347090011183,0.0022055954617340875,0.0017516366028535026,0.001921336156686208,0.0017323684367559458,0.0018116789156414487,0.0020715741973584933,0.0018442160172825097,0.0023378011721286855,0.0020643049048174014,0.0019296644081489994
SRR9224497,0.0026475198610868543,0.0022484667210173476,0.0025815751524261546,0.002232929514011251,0.002469458495291967,0.002594971941680196,0.0030210401027009033,0.0028995359232126955,0.0025449565919787296,0.003086789274345463,0.00229432820369533,0.0023835563871810917,0.0019500143557468267,0.002636021077823239,0.0024235862938053205,0.002582943079481772,0.002108466735801732,0.0026968504121221344,0.0027056843899944446,0.0022405613507501124,0.0020504142340217082,0.0020768877902054973,0.002316523626469511,0.0021320151816383187,0.0024331901098814915,0.0022233754284529793,0.0022644823010047593,0.002297829525443663,0.00213220069963875,0.0022300089937201274,0.0024878375258791836,0.002521098073435967,0.0026268771858276602,0.002012754648016177,0.0021968836724993554,0.0022903812221357757,0.002423736854778511,0.0025528596013592946,0.0023997605679699353,0.002934835844143204,0.0021050304829065376,0.00222518805488323,0.0020177490514604953,0.002045813164323478,0.002211627013502201,0.002031422501601189,0.002122789113185019,0.0023744372799020257,0.002118445753518044,0.0026837862075678705,0.002374928222654573,0.0022748038781308915
SRR9224499,0.0021796019474835523,0.0018145020119382101,0.002099189821873609,0.001753124817041846,0.00203646784541674,0.0021444809658752086,0.002613489403082884,0.002338383807225399,0.0020202113706530053,0.002555571299315101,0.001843255432965832,0.0019567955530691928,0.0015004051922095816,0.0021756435320611374,0.002013862982828099,0.002104688433459498,0.001639675728160055,0.002145250615057642,0.0021621592191321294,0.0017869474375586851,0.001575302304887483,0.001562072298871767,0.0018664895247002106,0.001631933890838258,0.0019792668752204546,0.0017491511103482982,0.0017961354399048499,0.0018239182550615434,0.0016453806981172987,0.001760782678286211,0.0019744831780398055,0.002040409509014776,0.0021099674584610533,0.001557160470922533,0.0017320324288891199,0.0018007179404636307,0.0019361370027745658,0.0020459284229160414,0.0019476947105670711,0.0024872970724560376,0.0016297525680568498,0.0017795617793344108,0.0020594732745317637,0.001425149657891575,0.0017639405044429935,0.0015661709102295202,0.0016716077218048625,0.0019096952228574641,0.0016776843498241773,0.002212645422923348,0.0018915265233803119,0.001801392201353729
SRR9224500,0.0022846593179306337,0.0019502631478546893,0.0021916118093029393,0.001861332514333978,0.0021324409094068907,0.0022462325770368926,0.002709701012958244,0.0024513324063897743,0.0021329320268538886,0.0026831661946915887,0.0019817231356475474,0.0020802319131341825,0.0016250447103141308,0.002314013113875818,0.0021203928226068884,0.002194575512795791,0.0017826777433768291,0.0022877324760042397,0.002304236008331877,0.0019189695400947074,0.0016914912595776515,0.001692143324995019,0.0020192942666329163,0.0017361774344779712,0.0021237076905349945,0.0018889033994179607,0.001977961093510861,0.0019642284030591834,0.0017527803737626927,0.0018772820292188585,0.0020572646214002213,0.002149786754759762,0.0022214512580798398,0.001677823275880099,0.001887502412497822,0.0019562924559295937,0.0020780798106050337,0.002143544565555742,0.002047003562397912,0.0025548118342321713,0.0017699344787323774,0.0019008995814500582,0.002168585362236925,0.0017165794933578585,0.001539335182402912,0.001683640562500759,0.0017727391811789518,0.0020073255739945024,0.0017964542349538802,0.0023390874489377577,0.0020404860779210917,0.0019433470006305846
SRR9224495,0.002149994934700277,0.0017876691793768042,0.002093129927123701,0.0017151542198526862,0.0019909330949439996,0.002099480361975749,0.0025945791311901044,0.0022820348182119154,0.0019764161980002,0.0025168810294406334,0.0018069202318254755,0.0019397417772788008,0.001475244236165292,0.0021798997645757997,0.0020057589472675117,0.002078434788652624,0.0016231230230130396,0.0020881400199106036,0.0021485437995240266,0.001772148445758276,0.0015690887665199098,0.0015408840567947106,0.0018485358658695732,0.0015988241457160625,0.0019622024454237306,0.001754214257373047,0.0017936767813033605,0.0017946322264764244,0.0016143347821877029,0.0017200389498934242,0.0019147094712306143,0.0020068392996455023,0.002142674743832938,0.0015121139599542355,0.0016996549779462048,0.0017736093233047538,0.0019253308718554035,0.002018775339080778,0.0019030005447345053,0.0024565691480792975,0.001600256193476573,0.0017677686647212404,0.0020522981612158676,0.0015728937068814034,0.001737921540950981,0.0013814561003625207,0.00163486380932614,0.0018616878323697993,0.0016451077287846269,0.0021680693939034627,0.0018761557583655015,0.001772801983803929
