species,slm,adf
Alistipes onderdonkii,0.613135418929815,0.6144193146752805
Alistipes putredinis,0.1396333781370885,0.271190641873986
Bacteroides cellulosilyticus,0.0933806703204573,0.3179052119584159
Phocaeicola massiliensis,0.1070121198764887,0.0032872614151579463
Bacteroides ovatus,0.4024028843489297,0.014938927335324004
Bacteroides thetaiotaomicron,0.2966934490560157,0.1350243125919356
Bacteroides uniformis,5.397395770369258e-06,7.120684094755182e-05
Phocaeicola vulgatus,7.091983984897228e-05,9.013819629608503e-05
Eubacterium rectale,0.376765922998359,0.06045252108398239
